Gen	theta_6PmunDintDludDcelDgol	theta_7DintDludDcelDgol	theta_8DludDcelDgol	theta_9DcelDgol	tau_6PmunDintDludDcelDgol	tau_7DintDludDcelDgol	tau_8DludDcelDgol	tau_9DcelDgol	lnL
400	0.004092	0.003379	0.003851	0.001755	0.023773	0.023309	0.004511	0.004340	-95172.433
410	0.001918	0.005353	0.002410	0.007233	0.017585	0.017452	0.003337	0.002431	-96093.370
420	0.002721	0.004321	0.004010	0.012315	0.024944	0.024756	0.004733	0.002739	-94075.522
430	0.002067	0.004898	0.003046	0.013376	0.018948	0.018805	0.003596	0.002416	-99451.269
440	0.002312	0.005391	0.002107	0.008932	0.013107	0.013008	0.002487	0.002131	-93116.826
450	0.003178	0.003764	0.002896	0.006495	0.018015	0.017878	0.003418	0.002099	-96063.852
460	0.002454	0.002769	0.001294	0.007820	0.013912	0.013807	0.002707	0.000976	-97078.115
470	0.004274	0.002891	0.002610	0.004151	0.020351	0.020197	0.003778	0.001955	-96236.285
480	0.006620	0.004893	0.002707	0.011095	0.025421	0.025229	0.004877	0.001013	-96175.308
490	0.014356	0.010676	0.005431	0.007227	0.040457	0.040151	0.008010	0.006477	-92900.206
500	0.005638	0.005081	0.005810	0.002227	0.017602	0.017469	0.003485	0.002594	-97042.003
510	0.005293	0.003515	0.007133	0.005934	0.016383	0.016259	0.002627	0.001251	-96442.623
520	0.003255	0.003227	0.004197	0.006633	0.010074	0.009998	0.001860	0.001491	-97348.274
530	0.003350	0.008328	0.004320	0.003144	0.010369	0.010290	0.001915	0.001724	-97104.203
540	0.003637	0.003493	0.004549	0.003800	0.013721	0.013617	0.002534	0.002281	-94960.250
550	0.002955	0.002030	0.005718	0.002567	0.011147	0.011063	0.002059	0.001945	-98675.766
560	0.008117	0.004690	0.013741	0.003558	0.042111	0.041792	0.007777	0.007346	-92124.161
570	0.003278	0.004452	0.006662	0.002753	0.017592	0.017459	0.003249	0.003069	-94058.577
580	0.003097	0.007463	0.007305	0.002439	0.017592	0.017459	0.003249	0.003069	-95950.877
590	0.002127	0.003982	0.006373	0.004930	0.016745	0.015498	0.003319	0.002115	-96721.400
600	0.002405	0.005844	0.004800	0.007359	0.018928	0.018006	0.003711	0.001558	-96599.031
610	0.002015	0.001627	0.004414	0.001800	0.015860	0.015331	0.003109	0.002509	-95284.652
620	0.008086	0.002979	0.006217	0.003766	0.027407	0.026178	0.005373	0.002921	-95350.667
630	0.006130	0.001598	0.001803	0.007049	0.021179	0.020410	0.004149	0.002161	-99526.759
640	0.006794	0.003212	0.002127	0.002422	0.026031	0.023450	0.005425	0.004030	-93510.714
650	0.005580	0.003068	0.001837	0.004739	0.020280	0.017252	0.004120	0.002730	-95302.785
660	0.002816	0.011509	0.002461	0.005206	0.023296	0.020300	0.004940	0.003127	-95772.604
670	0.002808	0.022695	0.002693	0.003338	0.033326	0.029040	0.007067	0.005541	-95912.893
680	0.001770	0.010245	0.001554	0.004061	0.019202	0.018787	0.004079	0.000961	-93095.288
690	0.003834	0.005668	0.002228	0.002912	0.041591	0.040691	0.012269	0.005454	-93816.103
700	0.005288	0.004082	0.004005	0.000996	0.052258	0.050097	0.012408	0.009752	-94460.821
710	0.003329	0.006775	0.002083	0.001421	0.042084	0.039361	0.011940	0.007050	-96080.109
720	0.003400	0.002633	0.002633	0.009426	0.049679	0.044773	0.011739	0.001511	-95827.069
730	0.002664	0.002078	0.002897	0.002768	0.038924	0.034969	0.006889	0.001184	-92584.771
740	0.003643	0.002147	0.003781	0.002719	0.053230	0.049064	0.009946	0.003509	-95465.688
750	0.004680	0.001780	0.002958	0.003682	0.036521	0.031902	0.008000	0.001220	-92963.071
760	0.011442	0.002171	0.003391	0.004886	0.044740	0.038955	0.012470	0.001489	-91685.294
770	0.009133	0.002688	0.001668	0.002605	0.034230	0.031027	0.008999	0.001397	-93572.003
780	0.014791	0.002413	0.007863	0.002713	0.050537	0.045807	0.016392	0.004538	-94551.967
790	0.015810	0.001643	0.003660	0.003507	0.036261	0.032628	0.020442	0.004282	-94248.831
800	0.015797	0.002452	0.009973	0.002690	0.047528	0.040346	0.022924	0.009590	-95640.376
810	0.007976	0.001739	0.004604	0.004274	0.026517	0.021256	0.013907	0.002099	-93458.377
820	0.007958	0.002948	0.003692	0.003145	0.039165	0.030128	0.025582	0.006223	-92135.747
830	0.006828	0.003440	0.005182	0.000945	0.040142	0.033366	0.026693	0.016863	-93662.999
840	0.006598	0.002898	0.013371	0.002362	0.060743	0.053685	0.034991	0.021423	-90454.248
850	0.001496	0.002480	0.008944	0.004613	0.046515	0.040066	0.034995	0.010029	-92489.100
860	0.001201	0.003823	0.008752	0.002186	0.043016	0.036533	0.034371	0.014503	-91650.462
870	0.001157	0.002859	0.009914	0.002779	0.041443	0.035197	0.032295	0.017817	-96713.300
880	0.002565	0.004582	0.003078	0.005381	0.070385	0.063407	0.056519	0.026540	-97935.918
890	0.002806	0.002811	0.006038	0.003621	0.097058	0.094789	0.081035	0.029644	-95406.355
900	0.004171	0.002307	0.006076	0.003083	0.144270	0.140897	0.125161	0.046746	-98344.366
910	0.002790	0.001379	0.003364	0.002323	0.085762	0.084209	0.066630	0.022158	-94999.604
920	0.002459	0.000772	0.004969	0.001715	0.083165	0.081966	0.066757	0.020652	-93719.233
930	0.003293	0.001218	0.004873	0.003590	0.095334	0.094071	0.079961	0.012931	-93878.003
940	0.003993	0.001431	0.002858	0.001690	0.074365	0.071786	0.061066	0.016715	-98574.266
950	0.002359	0.003861	0.006912	0.001265	0.074472	0.067455	0.051482	0.022387	-97206.931
960	0.002707	0.012254	0.002727	0.001204	0.095722	0.063874	0.058882	0.032165	-94119.748
970	0.002940	0.010274	0.004289	0.001734	0.110164	0.079315	0.069029	0.026526	-94071.118
980	0.003990	0.010114	0.002441	0.001548	0.082559	0.056689	0.047655	0.015616	-92041.501
990	0.002096	0.005850	0.001780	0.002122	0.068313	0.047369	0.041825	0.007119	-92916.203
1000	0.007915	0.001879	0.001382	0.001514	0.056735	0.048453	0.037716	0.006912	-93310.054
1010	0.004105	0.002064	0.001931	0.003901	0.051689	0.042015	0.024841	0.004250	-95299.182
1020	0.005717	0.004249	0.004922	0.005465	0.159160	0.124992	0.069585	0.021619	-92021.820
1030	0.001973	0.003265	0.002395	0.004205	0.077353	0.066095	0.035744	0.016018	-96845.909
1040	0.002465	0.002058	0.001999	0.007797	0.091888	0.085425	0.043872	0.023261	-95419.130
1050	0.003306	0.002505	0.002616	0.006225	0.087782	0.082384	0.038599	0.026064	-96434.334
1060	0.002617	0.001952	0.002796	0.007934	0.072551	0.064879	0.025743	0.015603	-93324.515
1070	0.004427	0.002668	0.002784	0.004457	0.070964	0.062864	0.025760	0.011850	-89659.295
1080	0.006416	0.003986	0.001760	0.003196	0.063296	0.060675	0.020665	0.012014	-90417.038
1090	0.003837	0.005928	0.001346	0.007158	0.059882	0.057330	0.023122	0.008529	-97685.565
1100	0.009010	0.006848	0.001309	0.003284	0.049780	0.045338	0.017318	0.008404	-95225.549
1110	0.011294	0.009998	0.001766	0.011692	0.090622	0.087302	0.033908	0.019599	-91936.197
1120	0.011861	0.005386	0.001725	0.009148	0.055988	0.052580	0.018189	0.010594	-91868.702
1130	0.004663	0.002416	0.001291	0.004912	0.026138	0.025236	0.007641	0.004292	-96068.003
1140	0.009192	0.005476	0.002202	0.004476	0.044597	0.041651	0.013037	0.012040	-94507.598
1150	0.009231	0.005783	0.001989	0.005101	0.039616	0.038201	0.011779	0.009116	-97287.313
1160	0.006806	0.003556	0.001354	0.015021	0.058145	0.057682	0.017289	0.009828	-98149.987
1170	0.011735	0.002787	0.001182	0.013437	0.072854	0.072274	0.026345	0.017362	-95813.412
1180	0.006774	0.002663	0.000792	0.004553	0.041363	0.040948	0.014178	0.009569	-93291.493
1190	0.012744	0.008313	0.001270	0.008821	0.083801	0.079992	0.033540	0.022280	-91849.600
1200	0.003415	0.004681	0.001606	0.004622	0.037950	0.035586	0.010337	0.007677	-92335.199
1210	0.003209	0.003543	0.001606	0.003701	0.035659	0.031155	0.009638	0.008465	-91402.306
1220	0.002132	0.003609	0.002866	0.002999	0.037944	0.034178	0.009851	0.009142	-92628.730
1230	0.002132	0.006606	0.002221	0.002375	0.037944	0.031355	0.009851	0.009482	-90838.884
1240	0.002160	0.009565	0.002500	0.004828	0.042528	0.036656	0.011087	0.010672	-92779.055
1250	0.001665	0.003077	0.003687	0.006476	0.032794	0.029077	0.008582	0.008230	-94289.244
1260	0.002855	0.001672	0.003550	0.004110	0.031762	0.029177	0.008175	0.007790	-94592.209
1270	0.002326	0.001334	0.003624	0.002476	0.025884	0.022944	0.006662	0.006259	-94105.654
1280	0.003519	0.004440	0.004523	0.004257	0.045796	0.031024	0.012596	0.010474	-92892.616
1290	0.002365	0.005049	0.004124	0.004992	0.027378	0.020804	0.008537	0.004899	-93411.455
1300	0.002254	0.004170	0.004028	0.012073	0.026708	0.021725	0.010119	0.002203	-92026.004
1310	0.002980	0.005341	0.003186	0.003132	0.024085	0.020705	0.010715	0.006043	-93919.288
1320	0.011234	0.014510	0.004318	0.006223	0.046804	0.038375	0.021943	0.008611	-91703.957
1330	0.002287	0.005355	0.002736	0.004623	0.020367	0.017853	0.007845	0.003559	-97146.858
1340	0.003642	0.004869	0.003741	0.007298	0.027851	0.022120	0.010728	0.005314	-92178.623
1350	0.004740	0.002811	0.005222	0.012462	0.026796	0.023926	0.010225	0.006865	-99004.642
1360	0.005112	0.002338	0.003760	0.007780	0.020322	0.018145	0.006916	0.004987	-94088.363
1370	0.004195	0.002178	0.005026	0.006580	0.020679	0.019520	0.007038	0.006183	-97697.166
1380	0.003829	0.002414	0.004960	0.006048	0.018875	0.018191	0.006488	0.006222	-93083.471
1390	0.003421	0.003069	0.003444	0.004473	0.025842	0.025024	0.008882	0.008314	-93549.469
1400	0.002451	0.003994	0.002527	0.002452	0.014285	0.013712	0.004965	0.004647	-94983.617
1410	0.002421	0.002366	0.002496	0.014376	0.014110	0.012926	0.004905	0.003778	-97439.589
1420	0.004152	0.002676	0.003598	0.017838	0.020343	0.018091	0.007071	0.007050	-94301.440
1430	0.006448	0.004528	0.008238	0.003616	0.046574	0.043157	0.016188	0.016141	-91869.596
1440	0.004063	0.002475	0.003599	0.002332	0.020132	0.017000	0.006997	0.006977	-96670.186
1450	0.002858	0.003688	0.003599	0.004611	0.020995	0.015005	0.006997	0.006977	-98489.330
1460	0.012323	0.008720	0.007126	0.004220	0.042922	0.034165	0.013855	0.013814	-91248.756
1470	0.005091	0.010047	0.004727	0.003579	0.028473	0.023802	0.009191	0.009164	-93301.950
1480	0.003908	0.010095	0.002568	0.001626	0.024778	0.019837	0.007998	0.007975	-97356.764
1490	0.007718	0.009328	0.004482	0.001856	0.044518	0.034051	0.013957	0.013916	-94378.899
1500	0.006968	0.006612	0.006823	0.003354	0.048388	0.030959	0.015170	0.015125	-91582.766
1510	0.004322	0.002573	0.003377	0.005675	0.021858	0.016410	0.007508	0.007486	-93584.442
1520	0.007687	0.004004	0.006585	0.011241	0.038114	0.024435	0.011355	0.011322	-92278.478
1530	0.005188	0.004639	0.005298	0.006837	0.030037	0.021980	0.009135	0.009109	-92311.487
1540	0.004184	0.006619	0.002422	0.005377	0.026771	0.011724	0.006638	0.006619	-93996.320
1550	0.003654	0.006588	0.002422	0.008959	0.029329	0.011724	0.006638	0.006619	-95636.329
1560	0.003117	0.008302	0.002640	0.001988	0.032519	0.010940	0.007236	0.007215	-89784.648
1570	0.003330	0.016513	0.002777	0.001515	0.033839	0.011504	0.007609	0.007587	-96677.122
1580	0.004188	0.007083	0.006790	0.005471	0.042348	0.018504	0.010630	0.010599	-100332.677
1590	0.002690	0.002176	0.003995	0.004053	0.024297	0.014144	0.006292	0.006273	-94931.469
1600	0.002213	0.001744	0.003577	0.003782	0.022688	0.015254	0.005632	0.005616	-93758.406
1610	0.002570	0.002921	0.005314	0.006869	0.029573	0.020956	0.007180	0.007159	-100913.254
1620	0.001701	0.001906	0.002386	0.003516	0.016504	0.010616	0.004014	0.004003	-99638.802
1630	0.003551	0.004318	0.002564	0.004908	0.027033	0.017987	0.006209	0.006191	-97421.895
1640	0.003938	0.008323	0.002619	0.008607	0.037721	0.018713	0.008053	0.008030	-96659.505
1650	0.006861	0.008582	0.003919	0.005656	0.043574	0.023595	0.012050	0.012015	-89761.688
1660	0.003949	0.006579	0.001826	0.007135	0.019466	0.012091	0.005613	0.005597	-97722.715
1670	0.008543	0.002846	0.001835	0.004474	0.016679	0.013671	0.005643	0.005627	-93421.592
1680	0.008584	0.005437	0.002783	0.005169	0.025290	0.020212	0.008556	0.008531	-96390.793
1690	0.009164	0.003578	0.002783	0.002044	0.025290	0.017864	0.008556	0.008531	-97214.027
1700	0.004728	0.002923	0.002783	0.005321	0.027583	0.021072	0.008556	0.008531	-97399.446
1710	0.003858	0.005846	0.003261	0.007571	0.029894	0.021638	0.009589	0.009561	-93808.344
1720	0.001979	0.004882	0.002051	0.008291	0.018797	0.014127	0.006030	0.006012	-93663.687
1730	0.005571	0.011292	0.004465	0.004646	0.052905	0.033481	0.016970	0.016921	-93470.193
1740	0.003708	0.004771	0.003608	0.006780	0.033359	0.030028	0.011846	0.011812	-94473.651
1750	0.002246	0.004117	0.002185	0.002024	0.020204	0.015774	0.007175	0.007154	-96611.330
1760	0.003139	0.005122	0.002918	0.002405	0.023498	0.013586	0.007082	0.007061	-94662.245
1770	0.008278	0.004765	0.003286	0.002716	0.025652	0.012216	0.007972	0.007949	-93622.557
1780	0.011889	0.006756	0.003719	0.003591	0.029772	0.016000	0.009025	0.008999	-92828.810
1790	0.009560	0.002581	0.002025	0.004928	0.015426	0.007755	0.004913	0.004898	-91597.641
1800	0.011751	0.002107	0.003656	0.003340	0.017524	0.011022	0.005889	0.005871	-95580.109
1810	0.004466	0.002145	0.005272	0.002134	0.021305	0.013865	0.006914	0.006894	-93089.527
1820	0.009785	0.003224	0.011437	0.016703	0.039090	0.019953	0.011980	0.011945	-91724.951
1830	0.006713	0.001789	0.003926	0.007159	0.016484	0.009122	0.005779	0.005762	-93540.713
1840	0.006566	0.001219	0.003162	0.007104	0.013276	0.007347	0.004654	0.004641	-96951.243
1850	0.003403	0.001543	0.003799	0.013475	0.016692	0.008827	0.005592	0.005576	-96744.119
1860	0.002410	0.001953	0.003163	0.035786	0.022435	0.012270	0.008637	0.004480	-96011.204
1870	0.002626	0.001718	0.001183	0.038613	0.026692	0.012122	0.011007	0.003708	-92875.062
1880	0.002233	0.002060	0.003368	0.026495	0.026419	0.012886	0.010274	0.007568	-96131.034
1890	0.002585	0.001945	0.002588	0.008160	0.019781	0.011292	0.009003	0.008446	-96162.716
1900	0.002595	0.002023	0.002691	0.007400	0.023895	0.011743	0.009362	0.008591	-95766.307
1910	0.002338	0.003469	0.004762	0.002123	0.031291	0.015922	0.012045	0.011486	-94064.799
1920	0.001804	0.002982	0.002253	0.001809	0.024486	0.013489	0.009386	0.008711	-93770.511
1930	0.002373	0.004540	0.004549	0.002170	0.035279	0.020539	0.014291	0.013513	-91392.614
1940	0.003051	0.005435	0.001609	0.003834	0.040799	0.021394	0.018161	0.015525	-92058.220
1950	0.001571	0.002505	0.002146	0.002517	0.032464	0.014691	0.013009	0.011489	-92111.610
1960	0.002175	0.002812	0.003537	0.004444	0.032655	0.016488	0.014740	0.008196	-94348.871
1970	0.001443	0.001709	0.008055	0.003456	0.021099	0.010746	0.010110	0.004477	-95013.031
1980	0.003233	0.006881	0.008581	0.007687	0.035127	0.020829	0.016554	0.006684	-97721.895
1990	0.001814	0.005800	0.009920	0.004778	0.023127	0.013079	0.011900	0.006356	-96902.297
2000	0.001670	0.005520	0.022637	0.007528	0.024661	0.013779	0.011989	0.002928	-95709.825
2010	0.002106	0.004186	0.008768	0.001825	0.018294	0.008852	0.007236	0.004279	-97762.931
2020	0.001863	0.004159	0.003342	0.001472	0.016382	0.007209	0.005877	0.004208	-101326.705
2030	0.003045	0.003838	0.004638	0.003286	0.025808	0.011509	0.008326	0.004805	-93348.818
2040	0.002284	0.002419	0.003462	0.007007	0.024983	0.010807	0.007819	0.001615	-93694.570
2050	0.001811	0.001847	0.003166	0.003462	0.024558	0.011809	0.010044	0.004655	-92742.772
2060	0.001904	0.001795	0.004201	0.009813	0.028950	0.013381	0.012280	0.003652	-96168.833
2070	0.003259	0.002410	0.008288	0.003216	0.043129	0.020404	0.020018	0.013605	-94694.772
2080	0.002133	0.001623	0.006574	0.002991	0.029483	0.013739	0.013309	0.006633	-95771.319
2090	0.005106	0.002492	0.007752	0.002682	0.058869	0.025623	0.023605	0.017022	-92867.747
2100	0.009833	0.003632	0.013400	0.002510	0.086231	0.041270	0.038020	0.032130	-88897.510
2110	0.008466	0.004467	0.002711	0.003856	0.065833	0.026335	0.025690	0.016867	-90636.504
2120	0.005363	0.003471	0.001419	0.004027	0.081878	0.033475	0.032656	0.015662	-95663.673
2130	0.002142	0.003030	0.002588	0.003024	0.077089	0.033595	0.032656	0.010196	-93718.407
2140	0.002085	0.002035	0.004937	0.004099	0.077204	0.035151	0.030553	0.013054	-96482.544
2150	0.003578	0.002064	0.004593	0.002316	0.088389	0.041682	0.038839	0.016843	-94033.632
2160	0.007597	0.002637	0.005635	0.003279	0.134647	0.069261	0.058962	0.030487	-92433.875
2170	0.003395	0.001938	0.003580	0.003913	0.078571	0.037764	0.032320	0.008385	-93338.463
2180	0.001996	0.001039	0.002393	0.005560	0.053803	0.028812	0.022989	0.008025	-96142.035
2190	0.003505	0.002605	0.002707	0.006905	0.088481	0.043133	0.039155	0.015001	-93180.387
2200	0.006325	0.005639	0.004409	0.007066	0.139217	0.078561	0.064682	0.026643	-92028.997
2210	0.002190	0.002778	0.002304	0.006204	0.066041	0.030976	0.017403	0.009162	-91894.479
2220	0.001189	0.002832	0.001609	0.003892	0.053037	0.021910	0.016448	0.009861	-92230.582
2230	0.001929	0.002224	0.001741	0.001501	0.056762	0.024054	0.018161	0.013834	-97180.677
2240	0.002961	0.006392	0.004775	0.003029	0.147335	0.056009	0.038604	0.030974	-92475.771
2250	0.002175	0.005920	0.005259	0.002377	0.088411	0.035360	0.027953	0.024929	-93579.963
2260	0.002577	0.006979	0.002989	0.003924	0.060052	0.023323	0.019499	0.015361	-89243.152
2270	0.001705	0.009862	0.002671	0.003205	0.063464	0.026135	0.023600	0.017376	-94737.869
2280	0.001871	0.008396	0.002853	0.002400	0.057145	0.026186	0.022979	0.017517	-94440.311
2290	0.001586	0.004032	0.002574	0.006446	0.053370	0.023627	0.020734	0.009352	-98032.078
2300	0.002340	0.011610	0.001868	0.007442	0.069808	0.030361	0.027631	0.013780	-92999.304
2310	0.002325	0.003238	0.008583	0.003093	0.051434	0.024637	0.018467	0.012726	-92674.781
2320	0.001573	0.003272	0.006345	0.008106	0.049737	0.021780	0.016918	0.005569	-91993.573
2330	0.001915	0.004639	0.010601	0.003473	0.051591	0.027658	0.019318	0.007367	-93958.074
2340	0.001714	0.002577	0.016875	0.001782	0.051398	0.028654	0.015075	0.009975	-93601.121
2350	0.001915	0.001920	0.004494	0.001930	0.025985	0.016212	0.013047	0.003292	-92808.054
2360	0.004042	0.001591	0.003119	0.003172	0.032819	0.024858	0.019669	0.002867	-92686.159
2370	0.004537	0.003425	0.003593	0.003304	0.046243	0.034083	0.025699	0.005730	-94201.516
2380	0.003266	0.004133	0.003106	0.002646	0.037255	0.023796	0.016169	0.003415	-93091.933
2390	0.003961	0.008758	0.004439	0.001369	0.044656	0.035974	0.021849	0.013031	-96570.151
2400	0.001845	0.007103	0.002417	0.002237	0.023769	0.017324	0.015413	0.003241	-93296.209
2410	0.002855	0.005577	0.002297	0.003027	0.023053	0.016180	0.015653	0.002089	-98036.499
2420	0.003541	0.005070	0.003142	0.004289	0.031115	0.021411	0.021103	0.004438	-96583.205
2430	0.002747	0.005471	0.003609	0.002798	0.039947	0.025324	0.024959	0.013907	-92684.235
2440	0.001577	0.003714	0.002196	0.008244	0.023159	0.014671	0.014436	0.003634	-96592.701
2450	0.002258	0.007230	0.003553	0.002214	0.037110	0.022797	0.022373	0.016308	-91697.790
2460	0.001242	0.005526	0.006040	0.002465	0.030635	0.019635	0.019489	0.010847	-93660.211
2470	0.001003	0.007485	0.011496	0.004953	0.033021	0.023704	0.023341	0.007642	-97622.619
2480	0.001710	0.009133	0.010038	0.003640	0.052116	0.037412	0.036941	0.027728	-94061.551
2490	0.001789	0.005957	0.010221	0.004183	0.057020	0.039961	0.036257	0.027527	-94180.162
2500	0.001532	0.003240	0.003605	0.001865	0.039953	0.029108	0.027277	0.017096	-97647.313
2510	0.001987	0.008697	0.006951	0.001989	0.046248	0.034342	0.032081	0.022521	-99954.496
2520	0.002520	0.014391	0.004871	0.002483	0.067028	0.045715	0.045336	0.032271	-93031.268
2530	0.002222	0.004429	0.004654	0.002411	0.028613	0.022669	0.022127	0.013249	-93051.003
2540	0.002996	0.003611	0.004906	0.003865	0.038570	0.030558	0.030192	0.015016	-88834.424
2550	0.002481	0.002365	0.006220	0.002710	0.025256	0.020010	0.019770	0.009185	-93853.804
2560	0.002048	0.002919	0.002291	0.005566	0.034379	0.024696	0.024401	0.007336	-92649.032
2570	0.001965	0.002557	0.008777	0.003478	0.029381	0.021636	0.021258	0.006725	-93062.647
2580	0.002420	0.002438	0.017997	0.003787	0.036178	0.026641	0.026372	0.009366	-90132.074
2590	0.002311	0.001782	0.013349	0.004744	0.029528	0.019471	0.018718	0.006963	-95581.833
2600	0.003685	0.001394	0.008157	0.007246	0.026256	0.013937	0.009777	0.002689	-94433.043
2610	0.006359	0.001958	0.005059	0.002988	0.029918	0.015719	0.011229	0.007729	-98564.762
2620	0.005339	0.002933	0.004634	0.007026	0.041747	0.023542	0.020886	0.013507	-93935.545
2630	0.007880	0.002710	0.005510	0.007124	0.038379	0.021752	0.019922	0.011830	-94427.990
2640	0.004631	0.001359	0.003008	0.003933	0.033208	0.021290	0.017645	0.008622	-92936.762
2650	0.010517	0.001478	0.002321	0.003555	0.040339	0.030400	0.027410	0.015873	-97205.702
2660	0.006410	0.000849	0.002527	0.002325	0.018202	0.013092	0.009472	0.004095	-94402.968
2670	0.009951	0.001944	0.005015	0.002596	0.045105	0.031749	0.026788	0.021565	-92388.919
2680	0.012000	0.001928	0.002135	0.004303	0.050691	0.039539	0.035068	0.024371	-95090.277
2690	0.011782	0.001854	0.003050	0.002855	0.039068	0.030194	0.024516	0.015906	-91835.150
2700	0.011359	0.004766	0.003599	0.005944	0.039358	0.031531	0.023006	0.011379	-92173.835
2710	0.003091	0.003455	0.001561	0.003553	0.016960	0.012644	0.009075	0.005666	-98086.767
2720	0.004987	0.006360	0.002852	0.002871	0.023388	0.017181	0.011425	0.007203	-100271.738
2730	0.007283	0.004132	0.004305	0.004422	0.031687	0.023742	0.019518	0.011380	-95059.596
2740	0.001808	0.001804	0.003579	0.002114	0.019125	0.017242	0.013235	0.008527	-97668.525
2750	0.002811	0.004364	0.007775	0.004511	0.029726	0.026800	0.019831	0.009655	-92135.430
2760	0.002415	0.003827	0.007509	0.002874	0.025536	0.020850	0.016429	0.011184	-97373.082
2770	0.003372	0.004154	0.004091	0.005306	0.025311	0.020992	0.018591	0.010582	-92936.369
2780	0.003004	0.003301	0.003002	0.002043	0.019897	0.017308	0.013936	0.011280	-97695.502
2790	0.002456	0.005488	0.004955	0.003349	0.036011	0.029094	0.025223	0.012787	-93411.321
2800	0.002577	0.003258	0.005166	0.003642	0.037786	0.033100	0.030193	0.012947	-96478.730
2810	0.001777	0.002247	0.003479	0.003095	0.026061	0.022829	0.021603	0.004993	-97908.886
2820	0.002208	0.001694	0.003456	0.005368	0.015934	0.013826	0.012676	0.002031	-99378.517
