Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10u	theta_11j	theta_12j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10u	tau_11j	phi_j<-i	lnL
320	0.006213	0.001957	0.004147	0.004165	0.010387	0.003453	0.002838	0.068970	0.027156	0.017721	0.013970	0.007026	0.004297	0.207915	-79373.407
330	0.010944	0.002478	0.002941	0.010884	0.003490	0.002469	0.004233	0.083974	0.028763	0.022361	0.016979	0.017758	0.011180	0.217745	-79148.568
340	0.015634	0.002152	0.002489	0.002830	0.003749	0.001518	0.003660	0.107955	0.032033	0.027232	0.021785	0.017483	0.008550	0.226513	-78918.033
350	0.010720	0.001808	0.003784	0.002733	0.003632	0.002613	0.015740	0.086119	0.030176	0.022888	0.016242	0.014985	0.005298	0.432378	-78925.014
360	0.008008	0.003009	0.007052	0.002253	0.001702	0.006152	0.009100	0.105981	0.036660	0.027779	0.026285	0.019175	0.012010	0.357836	-78807.237
370	0.008180	0.003251	0.005422	0.007445	0.002598	0.003033	0.002437	0.087870	0.032973	0.024985	0.022485	0.019857	0.019821	0.316022	-78592.389
380	0.009250	0.001525	0.006237	0.003104	0.006424	0.007143	0.004514	0.081735	0.038625	0.028921	0.021473	0.021389	0.009562	0.154692	-79195.712
390	0.007805	0.002376	0.003923	0.003636	0.002935	0.008308	0.001033	0.068391	0.024723	0.020570	0.018078	0.014957	0.005283	0.198367	-78948.129
400	0.006531	0.001647	0.001943	0.001470	0.002560	0.004818	0.006653	0.087034	0.029522	0.026076	0.015826	0.016034	0.010643	0.198367	-78855.776
410	0.003592	0.001970	0.003485	0.002810	0.001507	0.005545	0.001630	0.092628	0.030137	0.021627	0.016694	0.015979	0.015106	0.253913	-78919.409
420	0.002537	0.001882	0.005681	0.007664	0.006625	0.004382	0.005983	0.086988	0.031368	0.021742	0.017639	0.013422	0.004027	0.327395	-79175.649
430	0.003490	0.004475	0.006981	0.010608	0.015485	0.003123	0.003576	0.097087	0.038544	0.026716	0.024515	0.014179	0.010268	0.022881	-78444.643
440	0.002425	0.005890	0.004423	0.003952	0.005187	0.003392	0.007278	0.099205	0.033713	0.023368	0.022554	0.016101	0.009851	0.510736	-79247.687
450	0.003063	0.006408	0.004260	0.003265	0.003601	0.002061	0.003449	0.080602	0.032476	0.022510	0.021726	0.018060	0.004652	0.637846	-78758.237
460	0.003628	0.009566	0.003982	0.003052	0.001885	0.008075	0.003295	0.089328	0.028668	0.021041	0.020308	0.009790	0.003024	0.720315	-79169.626
470	0.003568	0.009470	0.003941	0.005473	0.001934	0.003056	0.004460	0.090952	0.027887	0.021137	0.020391	0.011613	0.007006	0.821843	-79351.569
480	0.004312	0.006416	0.002202	0.002480	0.002800	0.003168	0.004659	0.086145	0.027239	0.022109	0.021329	0.012147	0.011452	0.395652	-78613.721
490	0.004423	0.004492	0.002002	0.004409	0.001548	0.002237	0.005165	0.095390	0.032170	0.023729	0.022892	0.015470	0.014754	0.442658	-79105.120
500	0.002684	0.003107	0.002586	0.001498	0.001118	0.004500	0.002427	0.060672	0.022250	0.015575	0.014279	0.008518	0.003869	0.437482	-78924.796
510	0.004033	0.004868	0.004229	0.011157	0.002392	0.001293	0.003543	0.088036	0.032725	0.022714	0.020686	0.019409	0.010171	0.754648	-78990.542
520	0.003665	0.004032	0.003844	0.002820	0.004818	0.002819	0.004136	0.080023	0.030633	0.020647	0.018758	0.010709	0.010518	0.612208	-78502.443
530	0.002995	0.003900	0.004441	0.002949	0.004679	0.003972	0.012187	0.086162	0.029625	0.019968	0.017986	0.010816	0.003239	0.630810	-78197.325
540	0.003898	0.002541	0.005569	0.005835	0.006075	0.001853	0.006159	0.095843	0.037149	0.025039	0.022682	0.015865	0.010725	0.297732	-79001.353
550	0.003343	0.001301	0.005070	0.005313	0.004484	0.011827	0.001409	0.099372	0.042408	0.022796	0.020650	0.017093	0.011193	0.176147	-78880.623
560	0.005786	0.001007	0.003925	0.003025	0.006123	0.008296	0.001943	0.072032	0.032826	0.017646	0.009168	0.010140	0.004291	0.096795	-78989.137
570	0.006918	0.002150	0.002727	0.003066	0.004467	0.002419	0.004191	0.086125	0.032828	0.021101	0.018396	0.013451	0.009497	0.039373	-78957.876
580	0.007940	0.002401	0.002891	0.005622	0.003958	0.004905	0.001709	0.077179	0.039444	0.023624	0.009767	0.015950	0.005023	0.039373	-78823.253
590	0.003772	0.003310	0.002899	0.009018	0.002634	0.006574	0.009547	0.078640	0.035053	0.020994	0.015598	0.014174	0.009234	0.506295	-78725.520
600	0.002659	0.005350	0.002087	0.003336	0.004355	0.002024	0.003129	0.087334	0.032891	0.019677	0.018428	0.011123	0.002926	0.472879	-78758.010
610	0.004073	0.006275	0.003570	0.003913	0.005679	0.005256	0.005337	0.103118	0.038582	0.023082	0.021616	0.017321	0.003491	0.586057	-79345.181
620	0.003756	0.003713	0.003570	0.001551	0.004731	0.011216	0.009772	0.085366	0.038582	0.023082	0.021616	0.020094	0.010441	0.164179	-79022.376
630	0.003556	0.002749	0.003740	0.002967	0.006172	0.002825	0.006332	0.073573	0.040291	0.021856	0.020098	0.015685	0.009577	0.191911	-79029.531
640	0.003584	0.003857	0.002971	0.007578	0.004358	0.003494	0.002377	0.095307	0.038737	0.021688	0.012387	0.014006	0.003902	0.012456	-78909.716
650	0.007129	0.004522	0.001956	0.004611	0.003804	0.004752	0.007154	0.080005	0.034114	0.021688	0.014356	0.017204	0.011257	0.060206	-79092.807
660	0.011823	0.004433	0.002423	0.006518	0.005976	0.005588	0.002952	0.082109	0.033445	0.021262	0.018790	0.014675	0.011036	0.099429	-79136.759
670	0.019190	0.002599	0.002382	0.007568	0.004174	0.003027	0.004653	0.080704	0.033930	0.020899	0.018628	0.012418	0.009603	0.235566	-79187.188
680	0.009410	0.001666	0.002227	0.003579	0.003172	0.001301	0.002467	0.082087	0.038046	0.019798	0.018581	0.016274	0.015743	0.235566	-79044.082
690	0.012644	0.001947	0.002870	0.006254	0.005603	0.004083	0.017643	0.114517	0.049019	0.025508	0.024188	0.016854	0.014996	0.118603	-79046.418
700	0.005489	0.001379	0.002079	0.003274	0.001984	0.002660	0.002235	0.076828	0.034724	0.018069	0.017247	0.011939	0.003853	0.138049	-79123.651
710	0.007520	0.001764	0.001958	0.003563	0.002811	0.002385	0.005471	0.079365	0.035870	0.018666	0.017817	0.008411	0.002163	0.200095	-79217.324
720	0.004342	0.001840	0.003139	0.007269	0.001498	0.002814	0.006141	0.093221	0.037419	0.019472	0.014334	0.014923	0.004835	0.220426	-79731.936
730	0.003743	0.001506	0.003992	0.003357	0.002406	0.003845	0.008368	0.112343	0.039652	0.020634	0.017509	0.016847	0.008097	0.220426	-78482.102
740	0.004116	0.001408	0.003992	0.004656	0.006162	0.008397	0.004960	0.094723	0.039652	0.020634	0.013358	0.016241	0.011879	0.083390	-78945.268
750	0.005155	0.001313	0.004332	0.005417	0.011859	0.001222	0.005882	0.094822	0.043035	0.022394	0.010821	0.015689	0.009577	0.085761	-78903.498
760	0.002350	0.001607	0.005108	0.002802	0.004366	0.005586	0.005555	0.081208	0.034554	0.017599	0.012330	0.015621	0.007288	0.048500	-78574.557
770	0.003576	0.002192	0.007306	0.004743	0.016760	0.003359	0.005301	0.111441	0.047130	0.023533	0.018842	0.015937	0.009600	0.241449	-79097.889
780	0.002290	0.001734	0.006593	0.003759	0.009467	0.004195	0.010131	0.105257	0.042555	0.019164	0.014679	0.016786	0.005276	0.182584	-78720.640
790	0.001640	0.002096	0.009036	0.003626	0.011146	0.015377	0.004550	0.104430	0.038069	0.019016	0.014960	0.012282	0.002251	0.437923	-78808.064
800	0.001966	0.003108	0.007110	0.001876	0.003822	0.002228	0.003699	0.116470	0.043660	0.021808	0.021205	0.018236	0.006191	0.221705	-78806.393
810	0.001557	0.002641	0.007119	0.002379	0.004768	0.007605	0.002795	0.107754	0.045655	0.020176	0.019618	0.015646	0.010999	0.639893	-78649.332
820	0.001528	0.001826	0.006417	0.005698	0.003228	0.004445	0.001597	0.092581	0.041155	0.018187	0.016980	0.014104	0.013248	0.400735	-78413.505
830	0.001561	0.003354	0.008986	0.007175	0.000976	0.004711	0.009795	0.101460	0.043973	0.019433	0.016278	0.018785	0.008175	0.405511	-78710.032
840	0.002086	0.004054	0.009571	0.002020	0.001879	0.004242	0.009969	0.104401	0.046835	0.020698	0.020277	0.020008	0.017577	0.340775	-78488.220
850	0.001442	0.003685	0.006653	0.003324	0.003514	0.002018	0.003534	0.094907	0.042576	0.018815	0.017169	0.017984	0.007826	0.213825	-79005.484
860	0.001796	0.003765	0.006797	0.008182	0.002041	0.003529	0.004102	0.087359	0.043499	0.019223	0.017541	0.018374	0.008524	0.208976	-78823.668
870	0.002975	0.003765	0.006797	0.008117	0.004312	0.002473	0.005044	0.079342	0.043499	0.019223	0.016804	0.017539	0.014064	0.100204	-78743.092
880	0.003708	0.005274	0.003736	0.003377	0.009539	0.006622	0.004423	0.087431	0.047933	0.021183	0.016452	0.016571	0.001748	0.016891	-78866.321
890	0.002384	0.010187	0.003239	0.010095	0.005373	0.004436	0.004029	0.075799	0.028775	0.018365	0.011434	0.011848	0.001515	0.016891	-78797.893
900	0.002943	0.011866	0.003527	0.002643	0.004477	0.003368	0.030768	0.073274	0.034451	0.021988	0.006545	0.015717	0.003219	0.016891	-78759.030
910	0.003511	0.007514	0.002632	0.004637	0.004760	0.006013	0.024773	0.074101	0.042938	0.025759	0.006958	0.016711	0.005902	0.023077	-79415.498
920	0.003546	0.008407	0.001284	0.001859	0.013234	0.007665	0.016320	0.094402	0.049177	0.024773	0.012206	0.010128	0.001942	0.023077	-78934.747
930	0.003760	0.008543	0.001908	0.009221	0.012595	0.001928	0.005604	0.094923	0.049977	0.025177	0.019564	0.018777	0.001620	0.133979	-78964.483
940	0.002871	0.010068	0.001801	0.002353	0.018270	0.009208	0.001381	0.089615	0.042527	0.023769	0.020389	0.014869	0.000379	0.039354	-78830.394
950	0.002494	0.006733	0.001824	0.003241	0.009743	0.001386	0.004992	0.101793	0.035059	0.019787	0.015204	0.013220	0.000313	0.061470	-78864.241
960	0.002843	0.008457	0.002051	0.006951	0.003910	0.008059	0.008046	0.113002	0.039324	0.022171	0.013617	0.018352	0.001026	0.115735	-79042.542
970	0.002987	0.004840	0.002288	0.005062	0.002749	0.001679	0.006105	0.086890	0.042080	0.019321	0.012323	0.015993	0.000895	0.158770	-79055.274
980	0.003594	0.003741	0.002126	0.004368	0.002869	0.004520	0.001906	0.089593	0.043387	0.017956	0.012271	0.014863	0.000831	0.268794	-79018.635
990	0.002421	0.003972	0.002538	0.004683	0.003417	0.001870	0.008175	0.112761	0.055571	0.021436	0.015333	0.013337	0.000992	0.085699	-78800.491
1000	0.002007	0.004394	0.002504	0.005167	0.003633	0.002857	0.003949	0.103992	0.045878	0.019401	0.017537	0.010648	0.008114	0.322546	-79332.840
1010	0.001592	0.003254	0.001651	0.003826	0.001662	0.003687	0.006780	0.074117	0.033970	0.014366	0.012986	0.010465	0.007821	0.339972	-79021.037
1020	0.002995	0.007406	0.002870	0.004531	0.002059	0.004313	0.006396	0.123566	0.059052	0.024973	0.023304	0.020504	0.013163	0.280592	-79601.592
1030	0.003505	0.005978	0.001730	0.002905	0.004251	0.001908	0.005170	0.095291	0.047660	0.018655	0.010500	0.014810	0.002234	0.082437	-78930.292
1040	0.003824	0.006932	0.002144	0.001682	0.002604	0.003510	0.003617	0.073277	0.040971	0.015257	0.011217	0.013097	0.009233	0.064334	-79079.432
1050	0.004469	0.012932	0.003023	0.003525	0.005985	0.002986	0.001561	0.085649	0.043445	0.017833	0.013559	0.012305	0.005038	0.255269	-78691.368
1060	0.005698	0.009340	0.004266	0.007428	0.018133	0.004270	0.002555	0.105163	0.049170	0.020183	0.008830	0.008827	0.004711	0.121927	-78959.866
1070	0.008253	0.007615	0.007670	0.002203	0.003238	0.005559	0.002355	0.098425	0.045200	0.019667	0.010629	0.015743	0.005952	0.080931	-78994.233
1080	0.009621	0.010379	0.004170	0.000968	0.002099	0.003566	0.004167	0.084027	0.030554	0.016711	0.009448	0.015188	0.006313	0.076147	-79004.254
1090	0.004757	0.004694	0.001698	0.001924	0.006314	0.001569	0.009669	0.067167	0.032916	0.018845	0.004624	0.010570	0.000621	0.037065	-79129.591
1100	0.006941	0.003630	0.001885	0.002161	0.008350	0.003203	0.007334	0.095007	0.048152	0.026451	0.023722	0.014542	0.000809	0.055449	-78889.210
1110	0.002719	0.004150	0.001869	0.007805	0.003606	0.001599	0.007873	0.084792	0.038483	0.022859	0.018958	0.015401	0.002173	0.115391	-78623.278
1120	0.003572	0.002569	0.002220	0.004461	0.003031	0.003182	0.002608	0.092040	0.047497	0.026010	0.019116	0.015123	0.008574	0.041587	-78757.933
1130	0.002383	0.003693	0.004661	0.002122	0.002598	0.004533	0.003685	0.095092	0.038893	0.021969	0.017645	0.017262	0.014455	0.186743	-78735.980
1140	0.003467	0.003499	0.005537	0.003951	0.004586	0.055846	0.002880	0.077403	0.037735	0.022458	0.018417	0.012188	0.001510	0.116801	-79229.049
1150	0.003045	0.003544	0.005537	0.002642	0.006950	0.004805	0.003027	0.077403	0.037735	0.022458	0.015160	0.015650	0.014016	0.018618	-78785.658
1160	0.002349	0.002813	0.003894	0.005032	0.003409	0.016149	0.001749	0.084412	0.040025	0.021833	0.015929	0.015336	0.009410	0.018618	-78937.742
1170	0.001859	0.001507	0.002912	0.002752	0.001868	0.006377	0.010088	0.098754	0.046825	0.025542	0.021641	0.021259	0.002132	0.018618	-78872.255
1180	0.002522	0.002210	0.002780	0.006335	0.004604	0.003390	0.003913	0.088306	0.042207	0.026743	0.014387	0.023020	0.011153	0.011924	-78708.853
1190	0.002399	0.003798	0.002705	0.002672	0.026976	0.004051	0.003444	0.092383	0.042389	0.026859	0.011334	0.011917	0.004702	0.011924	-79129.835
1200	0.001651	0.002661	0.002183	0.001697	0.010404	0.002744	0.003295	0.075783	0.041846	0.022033	0.005008	0.011418	0.002118	0.011924	-79146.654
1210	0.002460	0.004213	0.002272	0.003254	0.003618	0.003661	0.002648	0.084668	0.040237	0.024616	0.014913	0.020226	0.014071	0.118358	-79263.591
1220	0.003506	0.003128	0.003381	0.002127	0.006339	0.001677	0.004692	0.093063	0.048248	0.029516	0.014932	0.021481	0.010393	0.104654	-78977.031
1230	0.001945	0.002491	0.002775	0.001330	0.007020	0.004531	0.002496	0.072564	0.036884	0.022087	0.004701	0.012458	0.003428	0.095748	-79178.987
1240	0.003253	0.006146	0.003458	0.003162	0.005184	0.002574	0.006980	0.102025	0.039135	0.027526	0.005859	0.021643	0.005350	0.031090	-78856.547
1250	0.003290	0.005304	0.002631	0.001729	0.004804	0.005440	0.002779	0.112377	0.033777	0.024263	0.005057	0.017868	0.003034	0.199678	-78916.584
1260	0.003613	0.004777	0.002322	0.001962	0.004129	0.003826	0.006292	0.088464	0.030421	0.022535	0.016238	0.013740	0.003476	0.045474	-78919.053
1270	0.004783	0.005104	0.003955	0.002975	0.004257	0.001689	0.001900	0.082843	0.030368	0.021776	0.011574	0.016482	0.004267	0.011824	-79248.629
1280	0.003564	0.004588	0.003424	0.004594	0.005386	0.005122	0.006419	0.084191	0.027295	0.019861	0.017770	0.011053	0.001768	0.209150	-79031.841
1290	0.002634	0.007472	0.003480	0.011387	0.001771	0.002864	0.003071	0.079377	0.023950	0.017281	0.015679	0.014414	0.001455	0.356239	-79470.688
1300	0.003025	0.010870	0.005423	0.007941	0.003965	0.002016	0.006445	0.089583	0.031128	0.021591	0.017291	0.015689	0.009659	0.580343	-78825.551
1310	0.004132	0.010868	0.005750	0.003804	0.003853	0.005546	0.002979	0.106495	0.033010	0.022897	0.019931	0.020533	0.010622	0.464610	-78441.525
1320	0.004386	0.005944	0.006104	0.005451	0.004083	0.009852	0.008579	0.113040	0.035680	0.024304	0.022981	0.017339	0.013101	0.502547	-79013.710
1330	0.006037	0.005448	0.006454	0.004650	0.006480	0.001911	0.002928	0.100562	0.039572	0.025697	0.024628	0.013076	0.011590	0.368367	-79335.255
1340	0.005595	0.004454	0.005276	0.032649	0.005902	0.001820	0.004160	0.076331	0.032351	0.021008	0.007084	0.012042	0.005899	0.184122	-78965.287
1350	0.004867	0.004535	0.005371	0.007316	0.006357	0.002609	0.005978	0.077712	0.032936	0.021388	0.020142	0.011625	0.007211	0.340761	-78559.763
1360	0.005452	0.005127	0.002226	0.003237	0.003254	0.017354	0.005589	0.088332	0.037238	0.024182	0.022404	0.017639	0.007266	0.327392	-79083.559
1370	0.003840	0.003314	0.003092	0.001715	0.002755	0.006781	0.005360	0.082066	0.037150	0.020424	0.019297	0.016195	0.015326	0.148087	-79071.001
1380	0.003293	0.003596	0.003067	0.003776	0.003053	0.004457	0.004648	0.092899	0.040317	0.022165	0.019535	0.018007	0.010026	0.049140	-78667.441
1390	0.003772	0.004492	0.002719	0.006331	0.005426	0.010179	0.002667	0.116047	0.050363	0.029454	0.022332	0.021265	0.015635	0.049140	-79104.850
1400	0.003076	0.002866	0.002102	0.003882	0.002537	0.005500	0.002698	0.077411	0.032128	0.018323	0.014338	0.012977	0.011413	0.046298	-78674.633
1410	0.007173	0.003492	0.002249	0.020606	0.005815	0.003967	0.005630	0.086991	0.039152	0.022329	0.010325	0.012406	0.005900	0.129378	-78353.359
1420	0.003863	0.003846	0.002068	0.009398	0.005369	0.004410	0.001197	0.087770	0.043311	0.020535	0.019828	0.013156	0.006431	0.144244	-78498.693
1430	0.002339	0.002458	0.001872	0.003621	0.004183	0.015743	0.007459	0.087248	0.039663	0.018806	0.018158	0.011095	0.005489	0.120751	-78784.603
1440	0.004184	0.004192	0.002740	0.027701	0.003341	0.004289	0.003112	0.109601	0.058061	0.027529	0.026640	0.021225	0.007675	0.028015	-79247.802
1450	0.012573	0.004812	0.002006	0.023983	0.005161	0.001731	0.006280	0.077712	0.047414	0.025174	0.022488	0.017301	0.010592	0.067164	-79537.375
1460	0.011744	0.005482	0.002047	0.026011	0.006018	0.006938	0.004302	0.088529	0.054013	0.028942	0.027226	0.022075	0.019175	0.130895	-78931.101
1470	0.007787	0.003638	0.001590	0.004493	0.004539	0.003203	0.003606	0.074206	0.050802	0.024259	0.022868	0.022015	0.005489	0.007302	-79315.459
1480	0.009021	0.007613	0.001842	0.005316	0.002468	0.009525	0.004153	0.085962	0.045124	0.028102	0.016676	0.024975	0.010390	0.002775	-79179.373
1490	0.004440	0.003346	0.001688	0.008741	0.006896	0.009725	0.002369	0.078775	0.054607	0.025753	0.022393	0.019312	0.012528	0.120800	-78795.351
1500	0.005941	0.002806	0.001751	0.005566	0.003151	0.007689	0.004678	0.067086	0.042175	0.021932	0.016116	0.019864	0.012569	0.013174	-79255.800
1510	0.011888	0.003510	0.002360	0.004121	0.005395	0.003466	0.004485	0.085902	0.049271	0.025622	0.023311	0.019422	0.001881	0.013174	-79246.530
1520	0.006823	0.004548	0.001054	0.008947	0.004733	0.002850	0.002881	0.084781	0.051262	0.023494	0.011418	0.019374	0.003737	0.013174	-79059.888
1530	0.006219	0.003248	0.002259	0.001230	0.005086	0.003419	0.007614	0.077276	0.046724	0.021414	0.006210	0.015854	0.004710	0.013174	-79233.975
1540	0.009991	0.002768	0.003207	0.002472	0.004688	0.006732	0.002144	0.086313	0.050161	0.026458	0.016416	0.021403	0.005589	0.063129	-78837.238
1550	0.012541	0.002688	0.001599	0.001720	0.003903	0.002062	0.002647	0.088619	0.051502	0.031196	0.021530	0.023346	0.019059	0.021779	-79292.066
1560	0.010994	0.003203	0.001848	0.002208	0.002065	0.003319	0.004961	0.072451	0.039204	0.025504	0.021322	0.017704	0.007886	0.106414	-79214.874
1570	0.012243	0.002117	0.001580	0.002175	0.001693	0.003193	0.001534	0.060835	0.032918	0.021415	0.011972	0.016902	0.007203	0.017891	-79454.337
1580	0.013481	0.001866	0.002282	0.003569	0.002251	0.008450	0.011374	0.087889	0.052357	0.030939	0.009894	0.024417	0.002454	0.017891	-79185.257
1590	0.010647	0.001610	0.002282	0.001936	0.002949	0.008396	0.003418	0.087889	0.050607	0.030939	0.008192	0.019762	0.007600	0.017891	-78945.464
1600	0.006012	0.002598	0.002611	0.001260	0.002231	0.009354	0.003909	0.096233	0.044705	0.029107	0.015591	0.019492	0.006130	0.100372	-79098.021
1610	0.007292	0.001716	0.002110	0.007641	0.002062	0.002467	0.008141	0.091562	0.049076	0.028086	0.018723	0.017144	0.004470	0.021538	-78899.125
1620	0.007388	0.003228	0.003030	0.002207	0.003379	0.007797	0.011488	0.079379	0.044726	0.029444	0.024550	0.018966	0.004640	0.021538	-79158.609
1630	0.003975	0.002725	0.002472	0.006725	0.002853	0.001786	0.003440	0.067017	0.037761	0.026704	0.022155	0.016013	0.010188	0.021538	-79287.612
1640	0.002285	0.003837	0.005619	0.005980	0.002090	0.005339	0.013155	0.080037	0.035708	0.023636	0.016811	0.014831	0.009348	0.021538	-78685.018
1650	0.002279	0.004528	0.005320	0.002774	0.002812	0.001974	0.004073	0.075778	0.033808	0.022379	0.020194	0.011755	0.010286	0.064422	-79156.059
1660	0.001970	0.004700	0.006243	0.003442	0.002989	0.009810	0.003754	0.087399	0.035091	0.023399	0.014923	0.010047	0.005469	0.181447	-79282.020
1670	0.001859	0.007194	0.004388	0.006795	0.002855	0.012246	0.003538	0.070302	0.030326	0.020236	0.015466	0.008160	0.006876	0.113487	-78765.978
1680	0.003725	0.008402	0.003336	0.003568	0.002430	0.007130	0.003905	0.101122	0.035421	0.025200	0.014825	0.009530	0.009410	0.074982	-79808.438
1690	0.002319	0.008169	0.003535	0.003596	0.002920	0.002253	0.001556	0.090081	0.035421	0.022230	0.014255	0.009248	0.007690	0.215353	-79473.791
1700	0.003776	0.004268	0.011965	0.001544	0.002978	0.003111	0.002758	0.107009	0.037644	0.021594	0.016657	0.013314	0.002907	0.134005	-78713.504
1710	0.002810	0.004563	0.007323	0.008506	0.001771	0.002812	0.002704	0.077835	0.025435	0.014591	0.011738	0.010718	0.006976	0.269966	-78695.169
1720	0.005024	0.009694	0.009161	0.002450	0.004451	0.002861	0.012108	0.100920	0.031818	0.018252	0.016660	0.011666	0.003561	0.030614	-78546.665
1730	0.002944	0.008134	0.006707	0.004652	0.002576	0.002822	0.001392	0.074507	0.026699	0.016129	0.009456	0.012074	0.004396	0.127145	-78848.586
1740	0.002811	0.007883	0.006758	0.004597	0.006960	0.004347	0.006289	0.086080	0.036670	0.019008	0.015149	0.007741	0.003728	0.147181	-78580.242
1750	0.002285	0.004480	0.008629	0.011686	0.006869	0.006200	0.002058	0.096530	0.043691	0.019008	0.011671	0.011131	0.002869	0.022517	-79231.848
1760	0.002060	0.002465	0.007637	0.001649	0.003572	0.001931	0.002538	0.082101	0.048655	0.015938	0.015210	0.013484	0.008419	0.022517	-78854.514
