Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
250	0.017044	0.051342	0.003450	0.001595	0.003834	0.001675	0.005139	0.003335	0.001468	0.078139	0.018742	0.015985	0.004945	0.002094	0.002966	0.002165	0.002094	0.575073	0.114262	-76263.447
260	0.016612	0.053417	0.004278	0.001721	0.002596	0.001808	0.005191	0.004052	0.006372	0.089716	0.020232	0.018110	0.005338	0.002472	0.003201	0.000664	0.002472	0.551820	0.025728	-76287.543
270	0.019738	0.037909	0.004005	0.001612	0.004866	0.001693	0.005577	0.014737	0.006357	0.077014	0.018940	0.016954	0.004997	0.002465	0.002997	0.001680	0.002465	0.573708	0.031584	-76602.331
280	0.037951	0.048257	0.003108	0.001358	0.002630	0.003900	0.002954	0.003581	0.002208	0.064903	0.015962	0.014153	0.004211	0.001419	0.002336	0.001287	0.001419	0.698203	0.010181	-76444.217
290	0.055235	0.043444	0.003330	0.002243	0.001408	0.007881	0.004536	0.012965	0.004613	0.072746	0.017890	0.016361	0.003711	0.001026	0.002618	0.001066	0.001026	0.610020	0.071354	-76217.080
300	0.042025	0.044593	0.003039	0.001327	0.004336	0.004305	0.002992	0.003205	0.004245	0.076749	0.018875	0.017261	0.006306	0.002029	0.002762	0.002164	0.002029	0.559412	0.109580	-76462.447
310	0.069298	0.039359	0.006592	0.001836	0.011745	0.006829	0.006954	0.003040	0.004432	0.082592	0.023996	0.021003	0.007318	0.003338	0.003512	0.002443	0.003338	0.648281	0.007759	-76534.052
320	0.079795	0.043485	0.008027	0.001890	0.004657	0.007027	0.002761	0.008710	0.007248	0.087309	0.025367	0.020295	0.007737	0.003394	0.003713	0.002220	0.003394	0.659021	0.007759	-76398.212
330	0.045437	0.034318	0.006237	0.001336	0.004867	0.003762	0.003704	0.009840	0.009567	0.067834	0.019708	0.015768	0.006342	0.002681	0.002884	0.001153	0.002681	0.662301	0.076681	-76613.959
340	0.082882	0.030264	0.013801	0.002656	0.003536	0.009489	0.011848	0.002265	0.002328	0.078907	0.022925	0.018380	0.005438	0.002867	0.003355	0.000488	0.002867	0.662301	0.065054	-76574.016
350	0.053487	0.021718	0.017440	0.003635	0.006954	0.001300	0.001897	0.005011	0.001408	0.071696	0.017700	0.014009	0.002849	0.000446	0.002557	0.001559	0.000446	0.540107	0.065497	-76758.006
360	0.048854	0.048268	0.009879	0.003208	0.004021	0.005340	0.004894	0.001981	0.014487	0.071206	0.017579	0.012513	0.003129	0.001560	0.001981	0.001370	0.001560	0.773639	0.048176	-76340.863
370	0.070015	0.046451	0.011500	0.003524	0.004056	0.002728	0.001201	0.003883	0.004052	0.069376	0.019314	0.013168	0.003437	0.002005	0.002177	0.000534	0.002005	0.709837	0.058427	-76373.118
380	0.051533	0.035534	0.023463	0.002627	0.004579	0.003588	0.001727	0.003916	0.007635	0.068230	0.018994	0.010587	0.004494	0.001767	0.002147	0.001045	0.001767	0.607797	0.117209	-76352.493
390	0.028084	0.047601	0.011353	0.005348	0.003134	0.006085	0.004470	0.002107	0.003225	0.076018	0.020166	0.014252	0.003747	0.000225	0.002392	0.000361	0.000225	0.563413	0.087703	-76429.717
400	0.038947	0.032859	0.010014	0.011139	0.001840	0.004907	0.003080	0.002419	0.005047	0.077206	0.024715	0.018051	0.003978	0.002515	0.002786	0.001797	0.002515	0.797056	0.117171	-76478.701
410	0.046182	0.040092	0.008469	0.004747	0.003027	0.005914	0.005600	0.002795	0.004147	0.069679	0.022305	0.017027	0.005331	0.001773	0.002515	0.000989	0.001773	0.644819	0.057708	-76383.568
420	0.032449	0.031925	0.009299	0.002988	0.019528	0.002348	0.004410	0.003769	0.003410	0.060231	0.019281	0.012568	0.004608	0.000875	0.002550	0.002147	0.000875	0.650826	0.221451	-76185.600
430	0.039913	0.034094	0.007280	0.004480	0.004092	0.002833	0.004511	0.003490	0.005692	0.064948	0.020791	0.017122	0.004092	0.000673	0.002767	0.002368	0.000673	0.548243	0.065607	-76294.208
440	0.047622	0.025894	0.003181	0.002801	0.002081	0.002839	0.009239	0.001456	0.006064	0.069983	0.022402	0.018449	0.004409	0.000390	0.003966	0.001962	0.000390	0.510412	0.007239	-76590.516
450	0.027229	0.024137	0.002837	0.004087	0.001653	0.001855	0.004931	0.004132	0.004823	0.069983	0.022402	0.018954	0.004409	0.000287	0.005028	0.001430	0.000287	0.599107	0.057173	-76446.753
460	0.030460	0.012084	0.004240	0.004906	0.002197	0.001915	0.003972	0.002188	0.001831	0.072249	0.023128	0.019568	0.004164	0.000317	0.005191	0.000659	0.000317	0.582599	0.082858	-76468.611
470	0.019550	0.016514	0.004559	0.004491	0.001318	0.002134	0.005606	0.002720	0.003012	0.080515	0.025774	0.021806	0.005367	0.001913	0.005785	0.002886	0.001913	0.402403	0.077302	-76469.080
480	0.017597	0.012041	0.021045	0.004759	0.001595	0.004796	0.003649	0.003240	0.003706	0.097474	0.031638	0.025290	0.006497	0.005045	0.007003	0.004222	0.005045	0.577424	0.110386	-76443.923
490	0.015677	0.009574	0.025818	0.003280	0.006229	0.002184	0.016746	0.003463	0.004741	0.086842	0.028918	0.016202	0.005788	0.004260	0.008834	0.000407	0.004260	0.803029	0.012464	-76388.254
500	0.014312	0.010059	0.020774	0.003446	0.002544	0.002696	0.003616	0.003549	0.002994	0.091243	0.030384	0.014048	0.006082	0.005536	0.006926	0.002527	0.005536	0.837184	0.042796	-76481.918
510	0.016472	0.011577	0.017734	0.003880	0.009989	0.005404	0.002244	0.002533	0.006836	0.105014	0.034969	0.016168	0.007014	0.004783	0.006156	0.004494	0.004783	0.566661	0.048876	-76489.083
520	0.017935	0.012282	0.008154	0.002730	0.002895	0.002766	0.007358	0.002865	0.002926	0.085833	0.030255	0.015500	0.006416	0.005080	0.006130	0.002447	0.005080	0.813322	0.048876	-76511.252
530	0.021240	0.020512	0.014869	0.002512	0.002807	0.003162	0.023245	0.002318	0.003629	0.078978	0.027838	0.014899	0.005904	0.004333	0.005640	0.002175	0.004333	0.728150	0.124840	-76560.130
540	0.014746	0.022718	0.017024	0.002586	0.002802	0.002224	0.004071	0.029927	0.003148	0.074592	0.024493	0.014071	0.004975	0.001855	0.006347	0.003526	0.001855	0.700750	0.007014	-76439.584
550	0.011844	0.024142	0.018082	0.002408	0.009213	0.003701	0.002345	0.003514	0.002941	0.087447	0.026847	0.016887	0.005300	0.004961	0.005909	0.004963	0.004961	0.678502	0.007014	-76571.493
560	0.011844	0.024430	0.013916	0.001751	0.004261	0.003057	0.005945	0.002587	0.002941	0.087447	0.026847	0.013720	0.006529	0.002024	0.005471	0.000778	0.002024	0.680997	0.007014	-76475.306
570	0.015677	0.025640	0.011151	0.003023	0.008111	0.003433	0.002502	0.003558	0.003303	0.087891	0.030944	0.018792	0.006318	0.002772	0.006144	0.002110	0.002772	0.618400	0.007014	-76567.325
580	0.011014	0.021609	0.013188	0.004510	0.004090	0.002650	0.002738	0.005605	0.004431	0.086290	0.030380	0.018819	0.006203	0.003723	0.006032	0.006018	0.003723	0.741787	0.007014	-76763.297
590	0.010719	0.017761	0.032679	0.003262	0.007747	0.002996	0.001891	0.001321	0.002403	0.083979	0.029566	0.015998	0.006037	0.005681	0.006007	0.002187	0.005681	0.758194	0.120457	-76551.639
600	0.014135	0.019532	0.031870	0.002730	0.007982	0.002595	0.006074	0.007066	0.002578	0.073245	0.025294	0.015827	0.005265	0.002745	0.005239	0.004213	0.002745	0.758194	0.050892	-76614.928
610	0.021520	0.027187	0.010360	0.002171	0.003290	0.006709	0.002977	0.003917	0.002921	0.076431	0.024895	0.021258	0.005494	0.004348	0.005467	0.000742	0.004348	0.710461	0.052330	-76503.467
620	0.034673	0.022496	0.025503	0.002351	0.002044	0.003401	0.008208	0.001707	0.003217	0.076431	0.024458	0.015275	0.005494	0.004758	0.005455	0.001501	0.004758	0.852388	0.013903	-76570.210
630	0.052814	0.029923	0.005636	0.001870	0.001742	0.003384	0.005966	0.002637	0.003191	0.065265	0.021405	0.016479	0.004692	0.004125	0.004658	0.002552	0.004125	0.763452	0.127924	-76441.591
640	0.067413	0.023386	0.012272	0.001699	0.005694	0.002011	0.002617	0.005465	0.002142	0.059124	0.019391	0.014010	0.005118	0.003245	0.004220	0.003906	0.003245	0.686796	0.062176	-76708.415
650	0.067192	0.026602	0.011946	0.001299	0.003404	0.002315	0.005681	0.004344	0.003916	0.059124	0.019391	0.014253	0.006941	0.002355	0.004088	0.003048	0.002355	0.758591	0.041406	-76492.038
660	0.054122	0.026625	0.011050	0.002062	0.003364	0.002315	0.009109	0.006411	0.003212	0.059124	0.019391	0.015038	0.005734	0.002547	0.004088	0.003379	0.002547	0.551175	0.137881	-76436.941
670	0.092409	0.026625	0.011421	0.002695	0.006609	0.004134	0.001824	0.007493	0.010697	0.059124	0.019391	0.014754	0.004196	0.003369	0.003795	0.000938	0.003369	0.771145	0.017481	-76391.094
680	0.044829	0.026566	0.015381	0.001835	0.002499	0.004467	0.005441	0.001597	0.012523	0.074843	0.018451	0.012380	0.008047	0.002586	0.003611	0.001773	0.002586	0.780168	0.017481	-76501.369
690	0.016160	0.035551	0.012752	0.001825	0.004429	0.002444	0.004626	0.010259	0.003154	0.083547	0.020596	0.014838	0.009430	0.001985	0.005405	0.002534	0.001985	0.823322	0.017481	-76563.305
700	0.016551	0.056468	0.007840	0.003420	0.002202	0.002503	0.004451	0.001262	0.003226	0.085569	0.021116	0.014329	0.005547	0.004592	0.005536	0.005161	0.004592	0.580921	0.017481	-76560.647
710	0.005594	0.042061	0.017673	0.001784	0.005164	0.002961	0.002582	0.002659	0.002638	0.084793	0.017269	0.011220	0.004537	0.000892	0.004528	0.003857	0.000892	0.769207	0.017481	-76437.995
720	0.007214	0.038032	0.012383	0.002201	0.005596	0.003198	0.008992	0.001471	0.002224	0.099730	0.019746	0.012363	0.004130	0.003740	0.004399	0.001681	0.003740	0.667184	0.032478	-76579.648
730	0.009313	0.040754	0.009986	0.001488	0.002533	0.003821	0.003739	0.001802	0.005167	0.094729	0.021892	0.015399	0.004319	0.002923	0.004600	0.000970	0.002923	0.793198	0.032478	-76433.405
740	0.004205	0.041563	0.006223	0.001345	0.008749	0.001999	0.002293	0.001738	0.010931	0.085601	0.019783	0.015965	0.003903	0.002534	0.005110	0.001292	0.002534	0.524395	0.122394	-76536.103
750	0.004087	0.034157	0.005226	0.001551	0.003932	0.002149	0.001963	0.001483	0.001903	0.092025	0.021267	0.016571	0.004195	0.003201	0.005493	0.002098	0.003201	0.670753	0.148816	-76401.846
760	0.003822	0.032965	0.007986	0.001526	0.003731	0.003177	0.001742	0.008550	0.004634	0.079749	0.022356	0.013605	0.004449	0.001800	0.005727	0.002986	0.001800	0.716398	0.043929	-76441.147
770	0.005501	0.027304	0.004601	0.001252	0.005703	0.002562	0.001849	0.002687	0.005370	0.086981	0.024384	0.022155	0.005377	0.004690	0.007639	0.002664	0.004690	0.542998	0.002358	-76469.422
780	0.004329	0.035850	0.011585	0.002209	0.003855	0.004802	0.002256	0.002920	0.001296	0.110480	0.025930	0.017835	0.004612	0.004523	0.006091	0.001854	0.004523	0.699821	0.002358	-76333.051
790	0.010901	0.034816	0.012995	0.002757	0.005278	0.002437	0.005065	0.003064	0.006824	0.103664	0.024408	0.014607	0.004328	0.001660	0.006161	0.002702	0.001660	0.700594	0.002358	-76651.310
800	0.010138	0.036400	0.006127	0.001101	0.008647	0.002390	0.004781	0.002505	0.003348	0.096410	0.022700	0.015351	0.006335	0.002753	0.005730	0.003300	0.002753	0.640455	0.002358	-76385.851
810	0.003526	0.035920	0.008318	0.002651	0.005390	0.002935	0.004422	0.002161	0.001175	0.084075	0.021202	0.016094	0.007118	0.003312	0.004049	0.002976	0.003312	0.440994	0.002358	-76479.935
820	0.004101	0.036812	0.003524	0.002362	0.004369	0.003608	0.007771	0.002566	0.011027	0.097767	0.024654	0.023043	0.009745	0.004579	0.004708	0.003093	0.004579	0.675473	0.002358	-76439.908
830	0.002666	0.033447	0.002596	0.003387	0.002230	0.003755	0.001503	0.003361	0.003765	0.075974	0.019159	0.016800	0.005166	0.002545	0.003658	0.002317	0.002545	0.646825	0.002358	-76679.842
840	0.003468	0.039909	0.002823	0.013330	0.004135	0.001661	0.002424	0.002069	0.002387	0.090620	0.022852	0.021382	0.003647	0.001099	0.008896	0.001776	0.001099	0.578522	0.002358	-76668.670
850	0.003468	0.037331	0.003681	0.004139	0.002191	0.001661	0.003283	0.005028	0.003730	0.090620	0.022852	0.021382	0.003647	0.002766	0.008896	0.001850	0.002766	0.597392	0.002358	-76506.645
860	0.002421	0.021957	0.004586	0.003430	0.003823	0.002463	0.002109	0.010971	0.009074	0.085603	0.018937	0.017718	0.003022	0.002911	0.005900	0.002675	0.002911	0.443695	0.002358	-76600.906
870	0.003110	0.016523	0.004865	0.005053	0.002993	0.002909	0.009420	0.027336	0.004592	0.100987	0.020940	0.019535	0.003342	0.002403	0.005875	0.001182	0.002403	0.504924	0.002358	-76702.581
880	0.003282	0.025604	0.003813	0.006573	0.005886	0.003852	0.003839	0.004151	0.002633	0.106574	0.022098	0.020615	0.003527	0.002735	0.005713	0.002852	0.002735	0.645294	0.088350	-76583.973
890	0.002752	0.041691	0.003344	0.006036	0.008616	0.004871	0.005061	0.001786	0.003830	0.089376	0.018533	0.016735	0.002958	0.002750	0.004685	0.002932	0.002750	0.494024	0.087507	-76499.502
900	0.002646	0.043769	0.001803	0.004411	0.001371	0.005710	0.003939	0.002292	0.001957	0.085943	0.017820	0.016092	0.002844	0.001981	0.004983	0.002710	0.001981	0.551922	0.083069	-76464.422
910	0.002274	0.044618	0.003006	0.004037	0.004632	0.007857	0.003813	0.002319	0.003380	0.088097	0.018267	0.016495	0.002915	0.000878	0.004067	0.002744	0.000878	0.717299	0.041002	-76450.109
920	0.004557	0.040546	0.003122	0.003142	0.004512	0.006827	0.003154	0.001444	0.001846	0.091507	0.018974	0.017134	0.003028	0.000849	0.004225	0.001661	0.000849	0.665642	0.070711	-76451.558
930	0.006137	0.042262	0.003581	0.002971	0.008947	0.003008	0.005558	0.002522	0.008283	0.086534	0.017943	0.016203	0.002863	0.002058	0.005350	0.000642	0.002058	0.735004	0.081445	-76510.389
940	0.018393	0.031515	0.003962	0.004067	0.003401	0.002387	0.001426	0.004031	0.003177	0.090732	0.018814	0.016989	0.003002	0.001817	0.005808	0.002433	0.001817	0.524176	0.126233	-76317.459
950	0.019694	0.043470	0.003847	0.005775	0.006698	0.004801	0.006427	0.002013	0.002753	0.090732	0.018814	0.016989	0.003002	0.000444	0.006446	0.000411	0.000444	0.672558	0.032943	-76594.599
960	0.016988	0.039293	0.005972	0.001839	0.005187	0.003672	0.003003	0.001374	0.007397	0.102931	0.021343	0.018915	0.007840	0.003020	0.008875	0.002456	0.003020	0.548103	0.032943	-76464.932
970	0.008755	0.031813	0.007585	0.001607	0.005761	0.002666	0.022412	0.003787	0.012569	0.082669	0.018658	0.017220	0.006854	0.004943	0.007758	0.004558	0.004943	0.650135	0.016405	-76434.060
980	0.013718	0.022553	0.007456	0.001018	0.003531	0.002161	0.014974	0.006228	0.007584	0.083907	0.018937	0.017850	0.007130	0.006541	0.007954	0.005187	0.006541	0.528060	0.083911	-76561.702
990	0.026455	0.035724	0.003776	0.001019	0.002686	0.002529	0.001430	0.004090	0.002153	0.091025	0.020544	0.019600	0.007812	0.005052	0.008854	0.006871	0.005052	0.671053	0.023423	-76530.321
1000	0.039880	0.018031	0.016063	0.001333	0.002084	0.001428	0.003770	0.005215	0.002609	0.089704	0.019106	0.016197	0.006560	0.005649	0.010529	0.001766	0.005649	0.549275	0.023423	-76710.582
1010	0.025186	0.032856	0.004223	0.001335	0.002608	0.005350	0.002898	0.007187	0.003162	0.089054	0.023159	0.022203	0.008082	0.006870	0.009801	0.005100	0.006870	0.726879	0.075461	-76513.787
1020	0.030438	0.037990	0.003443	0.001140	0.007682	0.004611	0.011458	0.007067	0.005143	0.076043	0.019776	0.018959	0.006901	0.006555	0.008369	0.002327	0.006555	0.747582	0.056591	-76707.315
1030	0.039425	0.041711	0.004005	0.001563	0.020260	0.002081	0.005144	0.011283	0.002701	0.084077	0.021865	0.021056	0.006735	0.003376	0.009510	0.004690	0.003376	0.669218	0.080144	-76380.273
1040	0.041988	0.045618	0.002719	0.001791	0.002357	0.003744	0.006152	0.001626	0.002064	0.065256	0.016971	0.015758	0.004544	0.003295	0.005244	0.003561	0.003295	0.790805	0.126559	-76256.009
1050	0.037632	0.058028	0.002965	0.001594	0.004886	0.005152	0.001722	0.004254	0.007218	0.063363	0.019067	0.017705	0.004897	0.001539	0.006146	0.003716	0.001539	0.679706	0.059537	-76388.754
1060	0.050992	0.027706	0.002791	0.002294	0.005351	0.003085	0.003205	0.006347	0.003729	0.059643	0.017948	0.016665	0.004610	0.001745	0.006700	0.004369	0.001745	0.729114	0.060716	-76685.545
1070	0.062092	0.040684	0.004410	0.002440	0.001184	0.002776	0.001846	0.005524	0.002786	0.063434	0.019089	0.017350	0.004903	0.004789	0.008409	0.001585	0.004789	0.672945	0.048290	-76570.123
1080	0.062168	0.045376	0.004936	0.003523	0.010713	0.005685	0.006386	0.011335	0.004104	0.065607	0.019743	0.017241	0.004085	0.001365	0.006199	0.001425	0.001365	0.658829	0.013811	-76309.565
1090	0.050214	0.046621	0.005710	0.003140	0.003552	0.002857	0.002157	0.010074	0.001428	0.058485	0.017592	0.012947	0.003642	0.002574	0.006049	0.002885	0.002574	0.618084	0.013811	-76519.835
1100	0.054738	0.046306	0.007545	0.001874	0.004150	0.014509	0.002824	0.017803	0.001428	0.058485	0.017592	0.013102	0.003642	0.002723	0.005808	0.003605	0.002723	0.585335	0.006972	-76619.375
1110	0.033450	0.039455	0.004500	0.002076	0.002294	0.004177	0.002023	0.008775	0.007314	0.064777	0.019484	0.017315	0.004033	0.002247	0.010690	0.001841	0.002247	0.582057	0.081442	-76362.377
1120	0.029022	0.035654	0.003806	0.001986	0.011988	0.002230	0.002257	0.003528	0.008276	0.076597	0.023039	0.020984	0.004769	0.004229	0.009230	0.003032	0.004229	0.759930	0.141724	-76519.653
1130	0.032053	0.041060	0.003672	0.002801	0.002780	0.004065	0.009244	0.002028	0.003380	0.073899	0.022228	0.020245	0.004601	0.004597	0.006901	0.002212	0.004597	0.571665	0.134061	-76256.716
1140	0.046048	0.033948	0.002740	0.005158	0.005158	0.003127	0.007532	0.002520	0.006732	0.072343	0.021760	0.019819	0.004505	0.002817	0.006755	0.003784	0.002817	0.658677	0.020791	-76493.756
1150	0.073497	0.023647	0.002042	0.003267	0.002765	0.001353	0.005550	0.002757	0.003093	0.053920	0.016218	0.014772	0.003357	0.002915	0.007051	0.002802	0.002915	0.728836	0.020791	-76422.457
1160	0.121014	0.035697	0.002465	0.004018	0.004363	0.002669	0.002488	0.004147	0.009175	0.066314	0.019947	0.018387	0.004129	0.002931	0.006438	0.002397	0.002931	0.570326	0.020791	-76527.578
1170	0.096975	0.041280	0.003591	0.006150	0.005798	0.002976	0.004040	0.003468	0.004156	0.055477	0.016687	0.014236	0.003454	0.002951	0.004887	0.001690	0.002951	0.804847	0.010678	-76335.630
1180	0.061469	0.032452	0.003659	0.002355	0.002400	0.001837	0.002182	0.001781	0.012821	0.058987	0.017743	0.015670	0.003673	0.003087	0.006621	0.001180	0.003087	0.560627	0.010678	-76364.779
1190	0.069340	0.036609	0.003403	0.001519	0.004876	0.001125	0.005388	0.008817	0.011467	0.057642	0.016030	0.014187	0.003605	0.002604	0.005943	0.000390	0.002604	0.582242	0.016054	-76435.717
1200	0.069543	0.041518	0.004553	0.002391	0.001889	0.001894	0.006366	0.004409	0.005162	0.059267	0.016481	0.014360	0.003706	0.002057	0.004943	0.000396	0.002057	0.614197	0.016054	-76245.958
1210	0.070914	0.035567	0.005850	0.003362	0.005799	0.002507	0.002075	0.006167	0.022111	0.081574	0.022685	0.018962	0.005648	0.005345	0.006859	0.003074	0.005345	0.359261	0.016054	-76474.938
1220	0.030573	0.032328	0.005435	0.003456	0.003500	0.002507	0.007142	0.003705	0.004289	0.081574	0.022685	0.019214	0.005583	0.002212	0.006859	0.001154	0.002212	0.550502	0.016054	-76502.018
1230	0.042241	0.029130	0.005134	0.003053	0.013745	0.002793	0.003043	0.004676	0.003321	0.077937	0.023705	0.020078	0.005834	0.002909	0.007515	0.005384	0.002909	0.582852	0.074888	-76432.416
1240	0.022155	0.024797	0.008686	0.003002	0.013526	0.001912	0.004355	0.003340	0.006552	0.072388	0.022018	0.014420	0.005267	0.001025	0.006980	0.002757	0.001025	0.570802	0.009850	-76435.369
1250	0.020321	0.033788	0.004268	0.002724	0.001953	0.002652	0.002735	0.004153	0.005781	0.084948	0.021947	0.017539	0.005439	0.002524	0.005341	0.002375	0.002524	0.736886	0.009850	-76224.125
1260	0.012179	0.058081	0.004962	0.001770	0.005216	0.002218	0.001620	0.013537	0.001660	0.091222	0.021947	0.018627	0.008042	0.002409	0.004836	0.000774	0.002409	0.572131	0.009850	-76465.045
1270	0.012831	0.057383	0.005741	0.002773	0.003871	0.002337	0.010932	0.002393	0.002471	0.096102	0.023121	0.019623	0.006809	0.003010	0.005095	0.000109	0.003010	0.616006	0.009850	-76446.466
1280	0.016362	0.026869	0.004115	0.002626	0.004334	0.002768	0.003459	0.001921	0.004862	0.091023	0.021899	0.018586	0.006449	0.002376	0.004826	0.000276	0.002376	0.512199	0.047544	-76424.990
1290	0.010014	0.019081	0.002295	0.001726	0.004072	0.001965	0.003353	0.004608	0.003805	0.074982	0.018040	0.016231	0.006162	0.000610	0.004515	0.000227	0.000610	0.648925	0.016414	-76539.039
1300	0.007866	0.034642	0.002740	0.002594	0.004556	0.003645	0.002522	0.001268	0.007781	0.076384	0.021536	0.019377	0.006150	0.002527	0.003729	0.000213	0.002527	0.598696	0.016414	-76515.113
1310	0.006079	0.018816	0.002865	0.004124	0.002625	0.004840	0.003036	0.003005	0.001461	0.083380	0.023509	0.021789	0.005918	0.001872	0.004071	0.003556	0.001872	0.652181	0.097537	-76425.190
1320	0.005715	0.026601	0.002693	0.002981	0.002506	0.006280	0.003123	0.001513	0.008012	0.078383	0.022100	0.020483	0.006660	0.002128	0.003827	0.002562	0.002128	0.726762	0.059139	-76682.598
1330	0.006795	0.027397	0.004924	0.003915	0.002348	0.006791	0.002759	0.009298	0.001696	0.093206	0.026280	0.024357	0.007919	0.001004	0.004550	0.003268	0.001004	0.601341	0.030905	-76683.868
