Gen	theta_6PmunDintDludDcelDgol	theta_7DintDludDcelDgol	theta_8DludDcelDgol	theta_9DcelDgol	tau_6PmunDintDludDcelDgol	tau_7DintDludDcelDgol	tau_8DludDcelDgol	tau_9DcelDgol	lnL
410	0.073643	0.058096	0.024180	0.007228	0.061812	0.015196	0.002313	0.001235	-75450.592
420	0.050513	0.042746	0.025681	0.008187	0.065093	0.013746	0.002457	0.000954	-75440.923
430	0.070343	0.045570	0.020056	0.004598	0.066452	0.015347	0.002656	0.001586	-75417.823
440	0.065984	0.049065	0.021845	0.003332	0.066517	0.016878	0.002606	0.002126	-75400.912
450	0.097009	0.053503	0.019839	0.003074	0.058670	0.013425	0.002367	0.001901	-75437.148
460	0.110118	0.041876	0.030711	0.018887	0.055995	0.015452	0.002445	0.000744	-75426.605
470	0.117753	0.060482	0.024436	0.009315	0.059713	0.015661	0.002625	0.001933	-75461.759
480	0.075855	0.063351	0.018877	0.009446	0.062584	0.013283	0.002829	0.002250	-75418.531
490	0.071856	0.037172	0.021376	0.003932	0.059490	0.017041	0.002789	0.002548	-75442.162
500	0.117103	0.032217	0.021602	0.002852	0.056002	0.016054	0.002818	0.002575	-75415.212
510	0.075958	0.063532	0.022149	0.002722	0.055715	0.013506	0.002950	0.002505	-75419.911
520	0.059916	0.058640	0.022215	0.003064	0.054882	0.013961	0.002959	0.002438	-75440.686
530	0.069000	0.055427	0.018560	0.003827	0.049001	0.016094	0.002805	0.002017	-75407.478
540	0.122803	0.042918	0.019818	0.002631	0.052542	0.014910	0.002995	0.002196	-75445.379
550	0.104983	0.062575	0.020548	0.004086	0.052988	0.013525	0.003105	0.002050	-75388.231
560	0.094263	0.038923	0.028860	0.002341	0.048283	0.015674	0.003041	0.002731	-75432.156
570	0.107944	0.043767	0.025543	0.002493	0.048455	0.014103	0.003219	0.002908	-75444.619
580	0.068287	0.035028	0.027562	0.002653	0.054839	0.019572	0.003473	0.003181	-75409.224
590	0.081615	0.022683	0.020212	0.006723	0.056935	0.024698	0.003354	0.001518	-75413.982
600	0.085932	0.033039	0.022918	0.022001	0.057455	0.019377	0.003709	0.001529	-75445.601
610	0.092427	0.048679	0.021045	0.003383	0.055540	0.018797	0.003406	0.002615	-75417.847
620	0.091425	0.060297	0.023232	0.002461	0.052500	0.012826	0.002966	0.002486	-75443.962
630	0.093104	0.060484	0.023710	0.012572	0.053292	0.013044	0.002871	0.001538	-75456.603
640	0.093248	0.067441	0.025220	0.011221	0.058465	0.015882	0.003053	0.001268	-75417.611
650	0.100490	0.047004	0.020770	0.007026	0.057866	0.016326	0.003740	0.001065	-75412.658
660	0.105548	0.061675	0.025422	0.004611	0.055042	0.012932	0.003855	0.001549	-75418.711
670	0.091486	0.044363	0.023927	0.006267	0.051609	0.012284	0.003628	0.001010	-75425.479
680	0.090035	0.044634	0.017944	0.008337	0.048824	0.011117	0.002698	0.001744	-75448.077
690	0.078268	0.046078	0.024722	0.004004	0.049268	0.013453	0.002440	0.001924	-75416.597
700	0.065881	0.044619	0.024722	0.011851	0.050871	0.015298	0.002440	0.001040	-75422.880
710	0.058067	0.042504	0.015465	0.013248	0.048736	0.014017	0.003027	0.001035	-75447.412
720	0.065826	0.048883	0.013698	0.005346	0.052004	0.012097	0.002681	0.001824	-75387.677
730	0.060115	0.051399	0.014353	0.004511	0.054789	0.012359	0.002810	0.002373	-75417.854
740	0.050853	0.054405	0.018145	0.011771	0.052335	0.012440	0.001821	0.000970	-75422.651
750	0.072233	0.036508	0.020394	0.008230	0.050949	0.016944	0.002047	0.000855	-75414.742
760	0.090604	0.042875	0.032272	0.016770	0.051452	0.015492	0.002050	0.000551	-75390.033
770	0.074559	0.034594	0.016727	0.001750	0.049740	0.015952	0.001982	0.001849	-75401.906
780	0.047168	0.045871	0.020756	0.010058	0.051383	0.013464	0.002069	0.000351	-75475.321
790	0.044807	0.067776	0.020360	0.006649	0.054559	0.013065	0.002030	0.001047	-75438.490
800	0.068052	0.045848	0.022891	0.006137	0.060163	0.012330	0.001936	0.001183	-75383.417
810	0.091843	0.044332	0.024795	0.002693	0.064630	0.014708	0.002097	0.001782	-75435.683
820	0.058952	0.039488	0.029353	0.011836	0.058823	0.016793	0.001984	0.000213	-75435.895
830	0.069206	0.043522	0.021785	0.001535	0.061831	0.018356	0.002031	0.001724	-75434.090
840	0.083133	0.032474	0.026554	0.002445	0.059112	0.021810	0.002070	0.001581	-75444.136
850	0.057690	0.038945	0.026197	0.005852	0.059911	0.020567	0.002043	0.000605	-75474.724
860	0.072684	0.044367	0.033122	0.007311	0.056747	0.018418	0.001843	0.000394	-75400.243
870	0.084579	0.017746	0.023778	0.003588	0.053201	0.017142	0.001877	0.000808	-75431.824
880	0.097750	0.023430	0.020659	0.003594	0.048163	0.017955	0.001598	0.001134	-75451.210
890	0.085954	0.037368	0.020570	0.003919	0.049737	0.015338	0.001538	0.001253	-75445.886
900	0.062711	0.033063	0.024971	0.003186	0.055984	0.020646	0.001831	0.001498	-75434.353
910	0.066062	0.032729	0.020019	0.012196	0.047980	0.016435	0.001740	0.000353	-75418.874
920	0.078203	0.035132	0.019016	0.003016	0.046822	0.016521	0.001673	0.001322	-75425.860
930	0.081805	0.057726	0.021196	0.007919	0.050686	0.014656	0.001738	0.001287	-75399.516
940	0.138906	0.043574	0.020852	0.002759	0.051981	0.016814	0.001749	0.001635	-75404.836
950	0.105762	0.058094	0.025802	0.003642	0.052311	0.016009	0.001596	0.001509	-75430.835
960	0.120000	0.044042	0.028430	0.004425	0.054711	0.017241	0.001578	0.001214	-75429.196
970	0.093951	0.043950	0.026949	0.005475	0.054106	0.015543	0.001496	0.001192	-75400.957
980	0.084189	0.036172	0.016940	0.006935	0.052583	0.014714	0.002223	0.001398	-75420.735
990	0.080311	0.035798	0.025253	0.003777	0.046170	0.017135	0.002189	0.001689	-75461.746
1000	0.078791	0.037626	0.026203	0.005063	0.048153	0.017232	0.002271	0.001962	-75387.481
1010	0.074453	0.042347	0.026203	0.006868	0.050409	0.016487	0.002271	0.001446	-75401.520
1020	0.065418	0.041020	0.030066	0.001700	0.050545	0.017564	0.002316	0.002083	-75391.974
1030	0.079454	0.038608	0.030915	0.007214	0.055071	0.022341	0.002685	0.001462	-75448.675
1040	0.081562	0.039321	0.023255	0.007918	0.058747	0.019533	0.002408	0.002122	-75430.313
1050	0.085383	0.046028	0.021452	0.009712	0.065563	0.019213	0.002557	0.001853	-75388.946
1060	0.082876	0.045500	0.033813	0.008556	0.065863	0.018545	0.002589	0.001290	-75431.061
1070	0.064752	0.044509	0.030216	0.004767	0.061501	0.017097	0.002307	0.001841	-75431.470
1080	0.065712	0.037523	0.024675	0.006451	0.066560	0.017052	0.002292	0.001381	-75454.016
1090	0.078580	0.036744	0.033254	0.005247	0.061501	0.019258	0.002199	0.001263	-75458.224
1100	0.087578	0.039538	0.047296	0.004114	0.066295	0.019108	0.002177	0.001663	-75464.264
1110	0.070384	0.053837	0.036610	0.003234	0.063901	0.015516	0.002085	0.001941	-75454.059
1120	0.071160	0.034803	0.030806	0.004597	0.058209	0.017857	0.001427	0.001237	-75436.962
1130	0.072935	0.043160	0.031596	0.009928	0.060372	0.022005	0.001463	0.000790	-75405.774
1140	0.066407	0.030643	0.034309	0.004174	0.069673	0.023119	0.001726	0.001319	-75425.023
1150	0.053674	0.046740	0.033342	0.014101	0.075423	0.019396	0.001934	0.001459	-75437.571
1160	0.051067	0.048943	0.025292	0.006108	0.065724	0.016850	0.001676	0.001233	-75441.815
1170	0.079559	0.043369	0.020202	0.026809	0.059589	0.018468	0.001725	0.001296	-75421.215
1180	0.062066	0.034509	0.018119	0.018626	0.051086	0.014599	0.001547	0.001120	-75423.638
1190	0.068009	0.047099	0.023576	0.001919	0.049326	0.014432	0.001271	0.001096	-75428.852
1200	0.079927	0.057591	0.026798	0.004808	0.053442	0.015356	0.001445	0.001164	-75444.845
1210	0.101223	0.046807	0.028738	0.006267	0.053244	0.016490	0.001549	0.001420	-75413.648
1220	0.078734	0.046375	0.016633	0.004686	0.052770	0.015229	0.001739	0.001564	-75452.440
1230	0.062974	0.046964	0.032030	0.013224	0.060266	0.020223	0.002061	0.000778	-75415.787
1240	0.059481	0.032093	0.020452	0.010045	0.057387	0.018442	0.001979	0.000846	-75453.205
1250	0.074480	0.026760	0.021456	0.004166	0.054098	0.017281	0.002052	0.001321	-75460.883
1260	0.079397	0.040713	0.021601	0.006325	0.057303	0.016945	0.002066	0.001411	-75448.697
1270	0.055407	0.049659	0.035741	0.006412	0.054172	0.014384	0.001834	0.001067	-75453.979
1280	0.031083	0.026947	0.021097	0.001801	0.057919	0.016677	0.001685	0.001405	-75456.031
1290	0.031849	0.041770	0.023686	0.001806	0.068671	0.015988	0.001892	0.001767	-75417.446
1300	0.041767	0.037152	0.031054	0.007228	0.069088	0.017577	0.001917	0.000453	-75411.183
1310	0.060958	0.042969	0.034022	0.002259	0.079132	0.019138	0.002100	0.001740	-75416.680
1320	0.057138	0.043100	0.028432	0.006901	0.070089	0.018212	0.002007	0.000756	-75419.384
1330	0.078720	0.061398	0.030614	0.002899	0.067052	0.017280	0.002202	0.001672	-75431.591
1340	0.071341	0.059213	0.021431	0.002874	0.066510	0.013338	0.002310	0.001887	-75433.564
1350	0.040153	0.036712	0.022403	0.002518	0.062288	0.013628	0.002607	0.001895	-75443.275
1360	0.054118	0.050655	0.020161	0.003017	0.057515	0.012217	0.002346	0.002096	-75439.628
1370	0.080972	0.041109	0.020928	0.007911	0.057754	0.017466	0.002435	0.001989	-75468.919
1380	0.062896	0.039475	0.030531	0.011398	0.056379	0.017742	0.002410	0.001352	-75439.191
1390	0.068876	0.031312	0.025487	0.008020	0.054607	0.013775	0.002175	0.001446	-75439.976
1400	0.076553	0.039142	0.031751	0.008672	0.061058	0.017461	0.002106	0.001170	-75433.665
1410	0.069236	0.045679	0.027749	0.006854	0.056915	0.018555	0.002202	0.001228	-75423.958
1420	0.097772	0.031932	0.027955	0.003425	0.052680	0.017829	0.001954	0.001474	-75440.351
1430	0.103579	0.037520	0.021561	0.002665	0.045426	0.016086	0.001831	0.001578	-75415.655
1440	0.089566	0.026983	0.023761	0.003304	0.050397	0.016398	0.002018	0.001609	-75419.194
1450	0.109974	0.044789	0.019371	0.003394	0.051106	0.017904	0.002073	0.001653	-75437.168
1460	0.079717	0.043626	0.023433	0.004038	0.057008	0.018681	0.002073	0.001595	-75436.978
1470	0.062388	0.050010	0.023991	0.024343	0.061337	0.018627	0.002174	0.001473	-75430.643
1480	0.073356	0.039263	0.025765	0.010346	0.052592	0.020327	0.001783	0.001417	-75433.209
1490	0.113380	0.036027	0.035845	0.005981	0.056915	0.019674	0.001730	0.000925	-75424.197
1500	0.084404	0.038357	0.020289	0.003740	0.054474	0.017050	0.001628	0.001310	-75413.255
1510	0.077260	0.034809	0.018802	0.018958	0.053082	0.016619	0.001508	0.000942	-75382.198
1520	0.096280	0.030946	0.016763	0.009052	0.045492	0.016215	0.001345	0.000910	-75411.393
1530	0.103522	0.035503	0.033150	0.007051	0.047500	0.017594	0.001499	0.000648	-75405.190
1540	0.125389	0.045751	0.018666	0.004884	0.053184	0.013918	0.001683	0.000944	-75396.850
1550	0.118822	0.044165	0.018854	0.008933	0.050035	0.015644	0.001699	0.000668	-75424.774
1560	0.117169	0.047467	0.025392	0.005103	0.047003	0.015006	0.001728	0.001048	-75404.975
1570	0.090115	0.046712	0.027618	0.007425	0.043549	0.014352	0.001555	0.000583	-75433.537
1580	0.088693	0.036882	0.022800	0.003945	0.046176	0.015439	0.001701	0.001324	-75441.672
1590	0.081102	0.039754	0.021390	0.002866	0.041931	0.016261	0.001596	0.001249	-75448.406
1600	0.117394	0.044869	0.022314	0.006744	0.043813	0.015804	0.001665	0.000578	-75429.360
1610	0.159475	0.040469	0.023669	0.002623	0.044711	0.015171	0.001766	0.001421	-75419.708
1620	0.121115	0.034040	0.022472	0.007880	0.041897	0.016102	0.001677	0.000427	-75398.981
1630	0.107844	0.044681	0.022326	0.002520	0.041310	0.014802	0.001666	0.001316	-75395.773
1640	0.085608	0.044389	0.023957	0.002384	0.039580	0.015600	0.001537	0.001245	-75392.928
1650	0.116589	0.032688	0.024243	0.002239	0.036793	0.015718	0.001555	0.001358	-75438.713
1660	0.096907	0.040995	0.018206	0.002515	0.040867	0.014558	0.001662	0.001395	-75417.123
1670	0.091584	0.044774	0.018839	0.002577	0.040791	0.014709	0.001720	0.001457	-75437.121
1680	0.093191	0.027019	0.027205	0.005945	0.035460	0.016843	0.001454	0.001059	-75460.297
1690	0.131589	0.043629	0.018195	0.030405	0.035505	0.013189	0.001533	0.000637	-75415.980
1700	0.114354	0.030412	0.025058	0.006547	0.032052	0.016827	0.000949	0.000446	-75383.454
1710	0.148591	0.024059	0.016180	0.002663	0.031260	0.014343	0.001294	0.001126	-75435.192
1720	0.114422	0.037059	0.016180	0.017854	0.030171	0.014741	0.001294	0.000206	-75408.056
1730	0.159208	0.029930	0.025584	0.004542	0.035689	0.014313	0.001447	0.001162	-75409.844
1740	0.182447	0.039030	0.020516	0.004333	0.033978	0.012395	0.001412	0.001139	-75401.883
1750	0.122591	0.046519	0.019890	0.005323	0.035163	0.009237	0.001368	0.000871	-75404.107
1760	0.142157	0.045483	0.028769	0.003737	0.037047	0.011461	0.001393	0.000927	-75463.935
1770	0.131853	0.047458	0.020015	0.003208	0.038469	0.011815	0.001468	0.001200	-75430.964
1780	0.140282	0.033143	0.031186	0.002860	0.039636	0.015384	0.001492	0.001391	-75404.167
1790	0.117329	0.071808	0.025181	0.007168	0.042115	0.014220	0.001331	0.000608	-75418.900
1800	0.157882	0.036469	0.022523	0.006739	0.042814	0.019300	0.001226	0.000661	-75435.414
1810	0.128968	0.051821	0.023747	0.009997	0.043293	0.015990	0.001209	0.000319	-75418.805
1820	0.121396	0.030893	0.026980	0.003073	0.038725	0.013201	0.001123	0.000946	-75449.734
1830	0.126366	0.033489	0.029064	0.007587	0.040652	0.016437	0.001209	0.000925	-75409.043
1840	0.119180	0.045351	0.028278	0.002029	0.044245	0.016367	0.001388	0.001117	-75436.689
1850	0.097404	0.055983	0.030772	0.002338	0.046893	0.012710	0.001319	0.000992	-75390.629
1860	0.094300	0.037897	0.030772	0.002404	0.047839	0.017199	0.001319	0.000964	-75414.793
1870	0.097104	0.041604	0.029946	0.002609	0.045418	0.017838	0.001330	0.001055	-75405.266
1880	0.106997	0.031036	0.021395	0.009720	0.048129	0.017384	0.001347	0.000668	-75425.031
1890	0.104814	0.056900	0.027559	0.002521	0.052177	0.016523	0.001626	0.001151	-75432.317
1900	0.081823	0.038772	0.028419	0.002129	0.046022	0.016599	0.001411	0.001026	-75448.680
1910	0.141211	0.030116	0.037321	0.003084	0.047249	0.019033	0.001538	0.000717	-75406.560
1920	0.100002	0.039516	0.029127	0.004837	0.048899	0.016930	0.001393	0.000961	-75421.594
1930	0.127674	0.053835	0.030301	0.017623	0.051768	0.014358	0.001342	0.000333	-75419.312
1940	0.118858	0.045483	0.036134	0.008636	0.056096	0.019480	0.001490	0.001081	-75433.678
1950	0.070626	0.031679	0.024061	0.006468	0.047090	0.016422	0.001231	0.000435	-75397.869
1960	0.071094	0.030783	0.034500	0.001586	0.045851	0.017884	0.001139	0.000994	-75438.605
1970	0.100429	0.028562	0.024943	0.009476	0.050327	0.016632	0.001245	0.000686	-75410.261
1980	0.095728	0.035127	0.025906	0.002830	0.047670	0.015573	0.001167	0.000964	-75428.909
1990	0.071363	0.037244	0.025259	0.004025	0.046335	0.017107	0.001576	0.001423	-75424.789
2000	0.081581	0.038568	0.016439	0.008455	0.049212	0.016087	0.001770	0.000866	-75382.607
2010	0.104865	0.043032	0.023681	0.008354	0.050372	0.015976	0.001860	0.001098	-75418.956
2020	0.093096	0.041550	0.018761	0.016648	0.045368	0.013235	0.001738	0.000927	-75447.616
2030	0.144267	0.045330	0.026682	0.016577	0.044960	0.017071	0.001834	0.001134	-75409.960
2040	0.192262	0.053343	0.015949	0.006988	0.040861	0.012525	0.002061	0.001824	-75392.621
2050	0.096176	0.036637	0.025888	0.007440	0.038682	0.012690	0.001823	0.001491	-75400.260
2060	0.107466	0.054291	0.022054	0.008190	0.038832	0.011923	0.001837	0.000420	-75423.462
2070	0.105125	0.043209	0.022054	0.002062	0.038832	0.016670	0.001837	0.001668	-75441.943
2080	0.104086	0.025867	0.027520	0.008836	0.036855	0.019318	0.001743	0.001151	-75444.911
2090	0.109155	0.023993	0.020544	0.001949	0.033276	0.017206	0.001583	0.001517	-75423.940
2100	0.140718	0.026133	0.032327	0.002233	0.033276	0.016811	0.001607	0.001364	-75434.790
2110	0.125825	0.026490	0.020646	0.005210	0.033829	0.014564	0.001731	0.001279	-75374.657
2120	0.131404	0.035014	0.032410	0.002287	0.036283	0.012874	0.001832	0.001548	-75419.115
2130	0.116988	0.029617	0.039207	0.005378	0.034628	0.018191	0.001251	0.000436	-75404.020
2140	0.105476	0.027966	0.024601	0.005706	0.029071	0.013694	0.001050	0.000463	-75438.233
2150	0.131732	0.024584	0.022927	0.001938	0.030602	0.016491	0.001173	0.000997	-75478.492
2160	0.203763	0.021016	0.022706	0.010039	0.031209	0.015640	0.001161	0.000837	-75409.478
2170	0.175886	0.030724	0.025915	0.007150	0.034057	0.018821	0.001326	0.001058	-75406.913
2180	0.148579	0.022710	0.024682	0.003957	0.031330	0.018095	0.001263	0.000959	-75408.101
2190	0.135129	0.022601	0.023984	0.008259	0.030444	0.017198	0.001227	0.000305	-75396.484
2200	0.119477	0.035076	0.025347	0.002883	0.032174	0.015374	0.001297	0.000976	-75416.573
2210	0.119342	0.019067	0.026282	0.003850	0.032201	0.015042	0.001344	0.000922	-75413.331
2220	0.142459	0.063267	0.023505	0.004343	0.032435	0.014843	0.001293	0.000943	-75439.595
2230	0.145107	0.036177	0.020083	0.005680	0.029289	0.014713	0.001105	0.000433	-75448.370
2240	0.152086	0.027573	0.020476	0.009977	0.031036	0.015082	0.001126	0.001018	-75404.387
2250	0.132215	0.026263	0.022249	0.007484	0.032903	0.018524	0.001224	0.001071	-75436.201
2260	0.135257	0.028701	0.028511	0.002492	0.033417	0.016047	0.001423	0.001132	-75399.768
2270	0.127545	0.030085	0.029201	0.008565	0.032812	0.016091	0.001457	0.000386	-75422.539
2280	0.124591	0.048578	0.016139	0.002364	0.037995	0.014471	0.001799	0.001584	-75384.120
2290	0.116667	0.030067	0.023557	0.002352	0.037213	0.013299	0.001790	0.001576	-75431.033
2300	0.091379	0.039214	0.023668	0.013020	0.038309	0.016472	0.001798	0.000750	-75449.958
2310	0.127617	0.028778	0.028208	0.002590	0.038638	0.017903	0.001517	0.001330	-75403.942
2320	0.090151	0.034326	0.024085	0.004826	0.034318	0.014151	0.001295	0.001163	-75422.640
2330	0.126215	0.042651	0.024488	0.010398	0.034893	0.013550	0.001317	0.000222	-75411.905
2340	0.109443	0.051271	0.026263	0.002314	0.035831	0.013553	0.001412	0.001332	-75414.806
2350	0.153821	0.041075	0.018130	0.004133	0.041769	0.013849	0.001569	0.001291	-75392.656
2360	0.174971	0.037833	0.029321	0.004873	0.039340	0.015579	0.001633	0.001217	-75405.611
2370	0.144948	0.018912	0.038473	0.008259	0.032552	0.018042	0.001699	0.001177	-75408.325
2380	0.150279	0.018137	0.027670	0.006318	0.031861	0.017650	0.002183	0.001439	-75409.226
2390	0.130620	0.025291	0.025308	0.003374	0.032672	0.019676	0.002208	0.001698	-75447.375
2400	0.092833	0.026439	0.030524	0.006074	0.029364	0.019051	0.002173	0.000913	-75410.845
2410	0.142107	0.010730	0.030627	0.002934	0.030790	0.022462	0.002180	0.001903	-75409.871
2420	0.143891	0.014935	0.030512	0.003113	0.029361	0.021575	0.002173	0.001855	-75383.590
2430	0.128757	0.027438	0.025122	0.004410	0.030504	0.020985	0.002649	0.001295	-75441.759
2440	0.149046	0.019304	0.034549	0.002503	0.027624	0.020417	0.002440	0.001813	-75436.058
2450	0.148327	0.018120	0.025037	0.011502	0.026755	0.020329	0.002363	0.000917	-75433.326
2460	0.126656	0.017174	0.034010	0.006226	0.024862	0.017694	0.002140	0.000728	-75446.653
2470	0.135825	0.016321	0.020688	0.005020	0.025156	0.018844	0.002903	0.001189	-75375.017
2480	0.131224	0.023992	0.014628	0.006423	0.027263	0.015883	0.003146	0.002134	-75442.742
2490	0.157202	0.022955	0.027882	0.007317	0.025185	0.014741	0.002960	0.000934	-75434.107
2500	0.187713	0.022504	0.020492	0.004730	0.027036	0.017026	0.003177	0.002648	-75413.562
2510	0.116921	0.017584	0.022420	0.004987	0.024117	0.016937	0.002680	0.001999	-75399.054
2520	0.144555	0.017045	0.024022	0.002230	0.024117	0.017382	0.002626	0.002117	-75414.481
2530	0.144948	0.017076	0.025971	0.011708	0.022971	0.015865	0.002484	0.000366	-75428.426
2540	0.160372	0.014512	0.026055	0.010750	0.023046	0.018338	0.002492	0.000367	-75390.639
2550	0.179493	0.006962	0.023230	0.005980	0.023987	0.019643	0.002138	0.001577	-75430.182
2560	0.197373	0.006648	0.023718	0.003433	0.024491	0.021293	0.002183	0.001707	-75419.897
2570	0.148821	0.008005	0.023699	0.004561	0.024471	0.020981	0.002182	0.001599	-75380.965
2580	0.123162	0.004815	0.023716	0.003785	0.023248	0.021139	0.002073	0.001464	-75456.332
2590	0.178449	0.004879	0.024975	0.006317	0.024483	0.022262	0.002183	0.001091	-75366.334
2600	0.148347	0.004319	0.022107	0.001953	0.021671	0.019705	0.001932	0.001642	-75391.479
2610	0.171027	0.007130	0.021203	0.002736	0.021321	0.018479	0.001901	0.001135	-75377.338
2620	0.157578	0.006336	0.027508	0.002747	0.022557	0.019630	0.001860	0.001179	-75426.384
2630	0.165835	0.004780	0.024956	0.007668	0.021368	0.018595	0.001794	0.001173	-75431.105
2640	0.144659	0.005033	0.026756	0.010506	0.022909	0.019936	0.001923	0.001492	-75381.750
2650	0.146153	0.005328	0.028327	0.004349	0.024254	0.021107	0.002036	0.001469	-75434.584
2660	0.182785	0.005522	0.028716	0.016291	0.024588	0.020975	0.002064	0.001327	-75404.756
2670	0.137112	0.004058	0.023365	0.010905	0.023413	0.021940	0.001965	0.001121	-75428.271
2680	0.115071	0.004781	0.024668	0.006934	0.024719	0.020972	0.002075	0.001801	-75424.006
2690	0.156798	0.014663	0.019295	0.004020	0.027555	0.019797	0.002276	0.001784	-75461.460
2700	0.149762	0.017953	0.022799	0.002613	0.028398	0.017545	0.002346	0.002187	-75445.716
2710	0.208572	0.027255	0.020680	0.002523	0.027416	0.015710	0.002265	0.002112	-75442.790
2720	0.153376	0.012862	0.020099	0.002452	0.026646	0.017100	0.002201	0.002052	-75413.146
2730	0.182284	0.011796	0.020967	0.002558	0.027797	0.019974	0.002296	0.002141	-75429.515
2740	0.146820	0.029331	0.021669	0.003058	0.030291	0.017027	0.002449	0.001858	-75409.578
2750	0.115406	0.012659	0.020018	0.004477	0.027983	0.018590	0.002262	0.001753	-75395.169
2760	0.122989	0.012427	0.026011	0.014061	0.030055	0.021617	0.002429	0.001938	-75419.288
2770	0.170771	0.013183	0.028383	0.004229	0.032796	0.024187	0.002651	0.002182	-75401.511
2780	0.145658	0.003738	0.025377	0.015086	0.029322	0.026766	0.002370	0.000385	-75415.924
2790	0.142202	0.003866	0.026581	0.060475	0.030714	0.028369	0.002483	0.000685	-75439.553
2800	0.131073	0.003820	0.026265	0.013494	0.030349	0.028032	0.002453	0.001587	-75421.346
2810	0.153583	0.004118	0.029156	0.009522	0.032046	0.029044	0.002617	0.000829	-75452.328
2820	0.177091	0.003739	0.027359	0.004462	0.030071	0.028087	0.002456	0.001558	-75411.500
