Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
270	0.018990	0.002499	0.003814	0.004383	0.002101	0.005250	0.002410	0.002558	0.004937	0.079914	0.064699	0.034582	0.008376	0.007867	0.022743	0.005444	0.007867	0.977813	0.189175	-82981.782
280	0.023682	0.002232	0.002303	0.003104	0.003483	0.001408	0.003778	0.004207	0.003045	0.054800	0.044367	0.024817	0.005744	0.004190	0.018739	0.003911	0.004190	0.977813	0.089764	-83805.900
290	0.015909	0.001851	0.002180	0.003186	0.005499	0.011446	0.002757	0.002321	0.005026	0.054800	0.041420	0.028514	0.005744	0.003534	0.020841	0.005467	0.003534	0.908941	0.129244	-83350.932
300	0.015510	0.001916	0.003241	0.008988	0.004367	0.012212	0.023435	0.002360	0.002869	0.056728	0.042876	0.025751	0.005946	0.004147	0.023199	0.004347	0.004147	0.988443	0.244556	-83948.526
310	0.006959	0.001976	0.003480	0.001012	0.001897	0.012158	0.006287	0.002282	0.004147	0.060856	0.046853	0.027624	0.025013	0.002337	0.020170	0.017492	0.002337	0.992690	0.042515	-83092.596
320	0.003404	0.002463	0.001041	0.002213	0.002895	0.004218	0.002795	0.002359	0.003443	0.038931	0.027980	0.023015	0.014106	0.007606	0.008669	0.007220	0.007606	0.904008	0.075733	-83306.012
330	0.004500	0.001070	0.001487	0.003148	0.015689	0.002458	0.011707	0.010734	0.004934	0.054478	0.048556	0.032883	0.020391	0.011528	0.012386	0.005415	0.011528	0.838805	0.005746	-83299.727
340	0.003617	0.002673	0.004347	0.003088	0.001983	0.009815	0.002374	0.006754	0.005418	0.071076	0.050556	0.036752	0.030032	0.015879	0.016160	0.015175	0.015879	0.907201	0.005746	-83984.512
350	0.002478	0.002792	0.003091	0.005433	0.003478	0.001870	0.002325	0.003804	0.002499	0.048685	0.036659	0.024494	0.014738	0.012941	0.022235	0.010747	0.012941	0.924213	0.147353	-84085.873
360	0.003162	0.009687	0.008477	0.006448	0.002417	0.004339	0.003019	0.007563	0.002204	0.061216	0.041414	0.024222	0.016625	0.006050	0.018292	0.006293	0.006050	0.937509	0.125003	-83808.341
370	0.002638	0.003887	0.004258	0.010888	0.002604	0.001638	0.002167	0.003374	0.001602	0.051066	0.044090	0.028125	0.011819	0.000985	0.026561	0.000832	0.000985	0.836659	0.167527	-83527.976
380	0.003409	0.008419	0.004439	0.010713	0.004664	0.002508	0.004269	0.001688	0.004544	0.059527	0.042800	0.033756	0.022624	0.001254	0.023532	0.017035	0.001254	0.953813	0.227171	-83813.149
390	0.005051	0.005947	0.007565	0.001524	0.004633	0.001748	0.002885	0.010785	0.006094	0.052028	0.044170	0.029876	0.028442	0.001096	0.028157	0.013066	0.001096	0.953813	0.170444	-84455.187
400	0.005784	0.011890	0.004071	0.002916	0.006536	0.003640	0.002191	0.012996	0.007388	0.057815	0.043265	0.034200	0.031684	0.027004	0.031837	0.011654	0.027004	0.636449	0.039563	-84508.968
410	0.005708	0.003936	0.001632	0.005134	0.005641	0.003858	0.003500	0.004989	0.003230	0.046612	0.037656	0.028480	0.020774	0.006231	0.020145	0.015492	0.006231	0.470928	0.132294	-83892.598
420	0.011583	0.002943	0.002064	0.004588	0.003284	0.010297	0.002483	0.004966	0.004085	0.058963	0.047634	0.036026	0.033194	0.012726	0.029158	0.028626	0.012726	0.144406	0.102144	-83379.599
430	0.007907	0.002641	0.001354	0.005016	0.002036	0.011248	0.001619	0.002957	0.003218	0.036553	0.028563	0.022334	0.015970	0.009504	0.014390	0.012447	0.009504	0.503549	0.218134	-83936.199
440	0.004570	0.003891	0.002289	0.005744	0.009799	0.005498	0.003516	0.004822	0.006917	0.055422	0.042084	0.032455	0.021976	0.005199	0.025368	0.010675	0.005199	0.299449	0.357597	-85218.088
450	0.005098	0.002902	0.004095	0.002635	0.006258	0.006610	0.005378	0.003349	0.002787	0.047270	0.033670	0.021585	0.012261	0.009921	0.012324	0.012064	0.009921	0.041586	0.107710	-83204.878
460	0.006636	0.002874	0.009960	0.001691	0.003127	0.006770	0.009835	0.003078	0.004439	0.053598	0.041555	0.026401	0.014325	0.011283	0.015027	0.009797	0.011283	0.050100	0.137403	-84973.219
470	0.007486	0.004016	0.004452	0.001255	0.001208	0.007276	0.003309	0.003037	0.006066	0.061374	0.041775	0.030231	0.027717	0.007196	0.018508	0.007667	0.007196	0.166073	0.043373	-84964.800
480	0.003337	0.002072	0.002626	0.003191	0.004134	0.010374	0.001124	0.002480	0.005002	0.046405	0.033244	0.025147	0.008405	0.005518	0.010750	0.004359	0.005518	0.115529	0.043812	-84648.433
490	0.002585	0.004609	0.003371	0.001906	0.002342	0.004716	0.003048	0.003378	0.004560	0.072348	0.049902	0.039206	0.013105	0.004999	0.034499	0.004793	0.004999	0.136081	0.232126	-83158.818
500	0.002889	0.003537	0.004205	0.001769	0.004853	0.006016	0.003098	0.002325	0.006226	0.059008	0.040840	0.031764	0.023975	0.004454	0.020676	0.003144	0.004454	0.007994	0.106888	-84649.682
510	0.003270	0.003044	0.001987	0.003666	0.012039	0.005007	0.003117	0.005080	0.003998	0.066789	0.046226	0.037211	0.022708	0.005790	0.027070	0.008369	0.005790	0.007994	0.096548	-84315.706
520	0.003267	0.002194	0.001497	0.005856	0.002124	0.003503	0.001719	0.005283	0.011605	0.066721	0.047184	0.036959	0.020062	0.009352	0.031497	0.018892	0.009352	0.007994	0.122842	-84368.251
530	0.003581	0.001970	0.004250	0.002385	0.002846	0.006020	0.001649	0.002726	0.002711	0.073143	0.051726	0.043101	0.021993	0.014184	0.028128	0.010803	0.014184	0.007994	0.103936	-84130.056
540	0.001670	0.001617	0.003755	0.004386	0.002858	0.001199	0.003991	0.001324	0.006951	0.065353	0.042469	0.027444	0.020923	0.004051	0.025946	0.018768	0.004051	0.007994	0.237895	-83742.191
550	0.002348	0.002274	0.005282	0.002251	0.003255	0.004013	0.002929	0.005320	0.003473	0.091913	0.059729	0.038598	0.028309	0.018622	0.030745	0.005883	0.018622	0.213872	0.307286	-82478.244
560	0.003011	0.000949	0.004351	0.002506	0.001810	0.005896	0.001635	0.004161	0.003714	0.075724	0.066169	0.031799	0.021474	0.017223	0.029972	0.003790	0.017223	0.158102	0.091296	-83760.756
570	0.002649	0.000966	0.002725	0.001561	0.016736	0.003877	0.024326	0.015509	0.002233	0.066604	0.054082	0.027969	0.026809	0.018493	0.025625	0.019097	0.018493	0.088161	0.055504	-83643.348
580	0.002912	0.001395	0.002996	0.014786	0.002527	0.009208	0.032111	0.013826	0.003417	0.073220	0.049980	0.030748	0.026750	0.009401	0.029369	0.023592	0.009401	0.021440	0.052555	-83958.255
590	0.001301	0.001236	0.003104	0.001514	0.004735	0.010741	0.014154	0.015221	0.005451	0.056500	0.038567	0.023726	0.021848	0.007371	0.021957	0.020356	0.007371	0.021440	0.005038	-83938.180
600	0.001278	0.001824	0.003048	0.001976	0.002092	0.005846	0.005407	0.002727	0.004199	0.055490	0.033005	0.023302	0.022275	0.007727	0.022484	0.019992	0.007727	0.062258	0.005038	-83631.059
610	0.001642	0.001924	0.003916	0.009406	0.002537	0.006603	0.008986	0.003828	0.006291	0.071297	0.048175	0.029940	0.026480	0.024488	0.029495	0.005804	0.024488	0.317928	0.203468	-84064.989
620	0.001887	0.003181	0.004246	0.001628	0.011110	0.002316	0.008825	0.001887	0.002458	0.077293	0.052226	0.032458	0.031046	0.026547	0.031976	0.015571	0.026547	0.610486	0.371668	-83977.957
630	0.001423	0.002512	0.002604	0.002885	0.004204	0.010670	0.004195	0.001617	0.001608	0.058284	0.038710	0.024475	0.021991	0.020018	0.021749	0.010722	0.020018	0.583912	0.496467	-81539.660
640	0.001793	0.002968	0.002845	0.001322	0.009603	0.006685	0.002334	0.003371	0.003412	0.066270	0.044014	0.027829	0.026396	0.022761	0.024697	0.017266	0.022761	0.746313	0.338714	-84587.003
650	0.002171	0.004548	0.003265	0.003359	0.007189	0.011497	0.001896	0.008345	0.003338	0.076056	0.053015	0.031938	0.028942	0.026122	0.030289	0.016739	0.026122	0.751082	0.693153	-83909.390
660	0.001992	0.004034	0.003185	0.002785	0.004827	0.008448	0.005479	0.005264	0.002352	0.074206	0.051726	0.031162	0.028331	0.025487	0.029208	0.016332	0.025487	0.763564	0.771830	-83731.880
670	0.004348	0.007965	0.004999	0.002767	0.013030	0.005216	0.002992	0.004960	0.002231	0.075726	0.052785	0.031800	0.028865	0.026009	0.028395	0.022327	0.026009	0.990782	0.686248	-83306.955
680	0.002105	0.006495	0.003512	0.002698	0.011497	0.002289	0.007348	0.008626	0.003396	0.061750	0.043043	0.025931	0.023269	0.021209	0.022459	0.009543	0.021209	0.990782	0.519422	-83607.423
690	0.002141	0.005642	0.003051	0.002058	0.003089	0.005041	0.004228	0.001957	0.003078	0.053642	0.037392	0.022526	0.021102	0.018424	0.021173	0.012892	0.018424	0.990782	0.372757	-83949.022
700	0.002817	0.008675	0.005060	0.001499	0.011489	0.003341	0.002880	0.003660	0.005706	0.082481	0.057495	0.034637	0.033501	0.015973	0.032998	0.032756	0.015973	0.946402	0.142539	-83872.189
710	0.002809	0.007435	0.004337	0.001290	0.005555	0.002392	0.012428	0.006352	0.004061	0.070689	0.049275	0.029685	0.028687	0.014360	0.023031	0.011741	0.014360	0.962079	0.302512	-82184.929
720	0.002447	0.003295	0.003394	0.001488	0.002271	0.003378	0.001723	0.002736	0.003032	0.057208	0.036216	0.022136	0.020812	0.008844	0.017614	0.013070	0.008844	0.854056	0.187500	-82726.959
730	0.002855	0.004831	0.005014	0.014615	0.002604	0.002970	0.008091	0.003486	0.002445	0.084497	0.054836	0.032696	0.019827	0.010244	0.027002	0.013013	0.010244	0.682952	0.175753	-83395.978
740	0.003042	0.005148	0.004405	0.007354	0.002298	0.004006	0.024210	0.001656	0.003513	0.090046	0.058437	0.042239	0.027789	0.007063	0.026610	0.012076	0.007063	0.743567	0.175753	-84580.330
750	0.003182	0.009065	0.002024	0.003954	0.001605	0.002004	0.006832	0.001393	0.004416	0.059257	0.034867	0.026843	0.018758	0.009825	0.019844	0.003110	0.009825	0.638926	0.136089	-83449.142
760	0.004639	0.014584	0.001098	0.005238	0.004656	0.003293	0.003448	0.002605	0.002720	0.086384	0.058961	0.054492	0.022702	0.010260	0.030283	0.006423	0.010260	0.576056	0.298076	-82733.208
770	0.002961	0.006052	0.003788	0.002326	0.002955	0.003494	0.010104	0.006517	0.002386	0.055133	0.037631	0.023001	0.013966	0.007608	0.013506	0.002367	0.007608	0.893931	0.284761	-83962.772
780	0.003390	0.007002	0.006517	0.001693	0.003419	0.003714	0.002018	0.003191	0.005529	0.070099	0.043541	0.025899	0.020647	0.008990	0.019977	0.004251	0.008990	0.771079	0.385919	-82603.331
790	0.004655	0.005096	0.007678	0.002664	0.002919	0.002863	0.003072	0.009165	0.004434	0.078150	0.059001	0.028874	0.020547	0.015348	0.025017	0.002083	0.015348	0.765362	0.314913	-84680.707
800	0.004856	0.007804	0.003289	0.005025	0.002594	0.011494	0.001639	0.002678	0.004719	0.064198	0.038552	0.027079	0.014696	0.013113	0.020168	0.001711	0.013113	0.686305	0.147700	-82963.682
810	0.003889	0.004849	0.002245	0.005595	0.001964	0.010306	0.007668	0.006946	0.002421	0.071482	0.053449	0.029641	0.016363	0.014600	0.027290	0.006573	0.014600	0.831089	0.360135	-83997.718
820	0.002112	0.007516	0.002258	0.005812	0.005914	0.003654	0.002777	0.008217	0.001921	0.073214	0.052447	0.029812	0.016402	0.014685	0.027843	0.013877	0.014685	0.968367	0.250197	-82002.424
830	0.002509	0.010890	0.002526	0.005810	0.003705	0.005462	0.002614	0.020152	0.003812	0.073197	0.052434	0.029805	0.016398	0.010775	0.027836	0.005836	0.010775	0.968367	0.322547	-84991.788
840	0.003194	0.002172	0.002805	0.003464	0.001732	0.005063	0.004914	0.007921	0.006708	0.060912	0.054548	0.024803	0.013646	0.010752	0.022742	0.009387	0.010752	0.920624	0.365694	-84084.152
850	0.004064	0.002302	0.003778	0.004460	0.003304	0.005990	0.002539	0.003529	0.003127	0.078555	0.066858	0.031931	0.017568	0.013865	0.023337	0.011187	0.013865	0.944170	0.252322	-83955.486
860	0.006055	0.002742	0.004016	0.004404	0.003745	0.002811	0.001911	0.005659	0.009023	0.077571	0.061954	0.037862	0.017347	0.011799	0.019722	0.004717	0.011799	0.844607	0.469078	-82882.004
870	0.011885	0.004118	0.003203	0.008693	0.002863	0.000895	0.001696	0.004348	0.001975	0.076269	0.041477	0.030727	0.019257	0.012211	0.016921	0.004519	0.012211	0.979615	0.312443	-83123.051
880	0.008515	0.002902	0.002304	0.005009	0.006018	0.003083	0.002891	0.002987	0.002285	0.074753	0.035733	0.025350	0.019320	0.015933	0.019684	0.003728	0.015933	0.979615	0.463565	-83072.770
890	0.004727	0.001981	0.001979	0.002725	0.008327	0.011693	0.002841	0.002543	0.002523	0.075905	0.034784	0.024762	0.022156	0.017764	0.018979	0.005751	0.017764	0.979615	0.463565	-83255.043
900	0.006609	0.001805	0.002013	0.002692	0.001904	0.004597	0.002977	0.004490	0.006187	0.065799	0.035376	0.025184	0.022665	0.018066	0.018795	0.006423	0.018066	0.753132	0.830166	-83982.172
910	0.005787	0.002580	0.002534	0.004380	0.003770	0.005763	0.001649	0.004394	0.005330	0.082853	0.044059	0.031711	0.027230	0.022749	0.024298	0.006923	0.022749	0.922743	0.830491	-83920.045
920	0.010637	0.001857	0.001798	0.003813	0.002276	0.004740	0.004452	0.001642	0.001486	0.089049	0.053893	0.036599	0.030396	0.024450	0.032678	0.013037	0.024450	0.898196	0.703768	-83707.631
930	0.007757	0.002062	0.001854	0.003778	0.002828	0.002595	0.004766	0.004643	0.006708	0.080998	0.049021	0.033290	0.026682	0.016798	0.030537	0.020252	0.016798	0.864729	0.676464	-83232.380
940	0.005220	0.002523	0.001881	0.005980	0.004640	0.005007	0.005403	0.003718	0.002232	0.082816	0.050121	0.034037	0.024522	0.017175	0.033962	0.020979	0.017175	0.864729	0.783901	-84159.384
950	0.004551	0.002681	0.001545	0.003047	0.005441	0.007568	0.001824	0.002238	0.002609	0.072203	0.043698	0.029676	0.022610	0.010930	0.027611	0.006913	0.010930	0.629974	0.836068	-83778.275
960	0.005129	0.002396	0.001644	0.003581	0.007245	0.007986	0.003048	0.006585	0.003672	0.081369	0.049245	0.033443	0.023453	0.019681	0.024251	0.016403	0.019681	0.795094	0.836068	-83369.678
970	0.006085	0.003499	0.003744	0.002069	0.024421	0.005662	0.001826	0.002680	0.002171	0.096543	0.058429	0.039679	0.032542	0.023352	0.035731	0.016994	0.023352	0.692548	0.827488	-84570.295
980	0.005057	0.001915	0.002381	0.001642	0.021117	0.003915	0.004898	0.003832	0.001504	0.080238	0.063397	0.033235	0.027406	0.019408	0.022287	0.010642	0.019408	0.469339	0.898449	-84212.301
990	0.005423	0.002053	0.003584	0.001812	0.009751	0.001684	0.002609	0.002158	0.003589	0.086034	0.067976	0.035636	0.028157	0.020810	0.027750	0.026347	0.020810	0.670552	0.739772	-84041.255
1000	0.004209	0.001594	0.005137	0.001454	0.002464	0.001834	0.003859	0.002409	0.003003	0.066780	0.052763	0.028835	0.020653	0.016152	0.017995	0.013641	0.016152	0.654310	0.421473	-83350.918
1010	0.003044	0.002894	0.002864	0.001510	0.002558	0.002084	0.003516	0.003560	0.004404	0.069351	0.044154	0.028876	0.021449	0.017480	0.021760	0.021139	0.017480	0.525489	0.592947	-83819.644
1020	0.003723	0.002658	0.001960	0.003897	0.003556	0.003480	0.004544	0.004821	0.004700	0.084823	0.063027	0.040567	0.025528	0.019075	0.029081	0.005065	0.019075	0.337263	0.396547	-83811.912
1030	0.004563	0.008286	0.002965	0.001914	0.003960	0.002233	0.002422	0.004026	0.003274	0.103958	0.063165	0.043772	0.031287	0.023378	0.035278	0.007570	0.023378	0.330005	0.468463	-84679.930
1040	0.001639	0.004717	0.002594	0.001965	0.002894	0.002207	0.004358	0.006109	0.006816	0.086989	0.075678	0.039903	0.029537	0.017827	0.035403	0.019936	0.017827	0.213146	0.467293	-84510.463
1050	0.001977	0.005486	0.002938	0.001826	0.005396	0.006859	0.003105	0.008279	0.001906	0.104927	0.092885	0.048132	0.042724	0.013250	0.039721	0.021593	0.013250	0.371986	0.573945	-85176.214
1060	0.001159	0.004046	0.002554	0.002399	0.003682	0.004259	0.002629	0.004645	0.005360	0.070998	0.061108	0.032846	0.018344	0.014206	0.031105	0.012388	0.014206	0.306825	0.464285	-83409.579
1070	0.001637	0.006792	0.003046	0.001868	0.005201	0.004349	0.004201	0.004498	0.005224	0.100275	0.079971	0.046390	0.029425	0.020064	0.043931	0.018092	0.020064	0.255488	0.462345	-84797.084
1080	0.002547	0.004844	0.002130	0.001261	0.006348	0.012160	0.004743	0.004784	0.005142	0.085172	0.067927	0.039403	0.027220	0.016373	0.037315	0.023345	0.016373	0.087680	0.391150	-83871.979
1090	0.001650	0.004180	0.001838	0.001049	0.010317	0.015576	0.007743	0.002509	0.004305	0.073492	0.058611	0.034000	0.023733	0.013555	0.033264	0.023183	0.013555	0.257834	0.518533	-83171.835
1100	0.002080	0.004178	0.001733	0.002737	0.007365	0.009573	0.002383	0.003269	0.005107	0.073459	0.058586	0.033985	0.016510	0.010394	0.033249	0.010320	0.010394	0.205469	0.555929	-84347.555
1110	0.002883	0.004250	0.002064	0.003650	0.008775	0.004759	0.005056	0.004181	0.005628	0.085743	0.074828	0.040492	0.019671	0.013138	0.039615	0.011446	0.013138	0.190063	0.642512	-85059.502
1120	0.002005	0.002824	0.003296	0.003062	0.006320	0.011683	0.001722	0.021908	0.004313	0.071943	0.066668	0.033975	0.016505	0.012259	0.033240	0.010690	0.012259	0.149509	0.513322	-84307.937
1130	0.001937	0.003528	0.003589	0.002057	0.003800	0.017593	0.007738	0.006308	0.001727	0.088933	0.081984	0.041998	0.020403	0.017049	0.041089	0.008654	0.017049	0.149509	0.345834	-84870.334
1140	0.001999	0.003029	0.004520	0.002316	0.002478	0.011889	0.002927	0.003639	0.001815	0.069190	0.060871	0.032675	0.015279	0.013264	0.031967	0.005046	0.013264	0.164963	0.624479	-83970.232
1150	0.001955	0.001821	0.004689	0.006416	0.002534	0.010692	0.012566	0.002420	0.003537	0.071778	0.063789	0.033897	0.015850	0.013760	0.033163	0.007138	0.013760	0.152037	0.469673	-84315.458
1160	0.002309	0.004693	0.005537	0.002669	0.002729	0.004282	0.001547	0.004968	0.004284	0.084745	0.069576	0.040020	0.020569	0.016246	0.039154	0.019260	0.016246	0.422311	0.461797	-82646.671
1170	0.002447	0.005646	0.003293	0.004211	0.003469	0.004390	0.001704	0.017674	0.001222	0.074607	0.054491	0.035337	0.018162	0.012731	0.034572	0.009947	0.012731	0.553135	0.371962	-82379.567
1180	0.003028	0.006204	0.002338	0.002636	0.004456	0.007363	0.002657	0.003770	0.000864	0.081978	0.059875	0.038829	0.022480	0.015449	0.037988	0.017269	0.015449	0.323313	0.426373	-82529.239
1190	0.002292	0.004462	0.003208	0.001578	0.007040	0.004329	0.003142	0.007198	0.003714	0.070971	0.055544	0.033615	0.015912	0.011582	0.032887	0.009663	0.011582	0.573461	0.386696	-83682.502
1200	0.002684	0.003674	0.003334	0.002601	0.005854	0.006624	0.006455	0.003215	0.003554	0.059021	0.046192	0.027955	0.013233	0.008225	0.027350	0.012346	0.008225	0.300108	0.282357	-83835.755
1210	0.002853	0.004035	0.003886	0.015401	0.004802	0.012918	0.005946	0.005030	0.003985	0.068933	0.058946	0.034156	0.016168	0.014504	0.033417	0.010715	0.014504	0.310610	0.235574	-84012.382
1220	0.003832	0.002897	0.003641	0.008651	0.004500	0.004947	0.002912	0.018795	0.005864	0.064594	0.055236	0.032007	0.015150	0.013591	0.031314	0.006117	0.013591	0.389969	0.153629	-84428.662
1230	0.002084	0.002142	0.001783	0.004940	0.005545	0.015129	0.002579	0.003664	0.003349	0.037181	0.031817	0.018276	0.008651	0.007761	0.017881	0.005192	0.007761	0.242925	0.332894	-86222.519
1240	0.002512	0.002581	0.002287	0.005952	0.003781	0.006413	0.012347	0.009805	0.002752	0.044804	0.038340	0.022023	0.010425	0.007751	0.021428	0.001826	0.007751	0.361557	0.037838	-83160.786
1250	0.003195	0.007065	0.002910	0.003813	0.003524	0.012140	0.003103	0.002881	0.002321	0.054841	0.047738	0.027422	0.010902	0.003775	0.026680	0.005183	0.003775	0.268537	0.076900	-83554.640
1260	0.003853	0.006323	0.002910	0.002286	0.003052	0.007191	0.003030	0.009359	0.002744	0.054841	0.050123	0.027422	0.016566	0.012427	0.026680	0.009132	0.012427	0.182681	0.070491	-82898.195
1270	0.003788	0.004237	0.002298	0.003716	0.003393	0.006608	0.016229	0.003008	0.006063	0.053917	0.049278	0.026960	0.022534	0.020608	0.026231	0.002922	0.020608	0.187529	0.058938	-83997.748
1280	0.004689	0.005267	0.002627	0.005344	0.007183	0.005554	0.009239	0.002257	0.003266	0.066340	0.060660	0.033187	0.031041	0.018785	0.032289	0.007295	0.018785	0.112084	0.058938	-84789.267
1290	0.003487	0.005759	0.002071	0.003314	0.002774	0.009107	0.031184	0.004082	0.003626	0.049341	0.043032	0.024683	0.015941	0.004271	0.024015	0.000435	0.004271	0.105398	0.063495	-84339.871
1300	0.004454	0.007356	0.002646	0.001691	0.017585	0.005141	0.011881	0.004374	0.004029	0.063018	0.054961	0.031525	0.027081	0.011060	0.030673	0.024460	0.011060	0.185455	0.031685	-84052.478
1310	0.003158	0.007343	0.001847	0.005509	0.002317	0.011209	0.010705	0.007791	0.006090	0.057440	0.044369	0.028629	0.015868	0.002509	0.027855	0.008414	0.002509	0.172605	0.062681	-83377.178
1320	0.003030	0.006739	0.002067	0.004120	0.002020	0.008285	0.004737	0.004017	0.012266	0.066661	0.053548	0.032051	0.024797	0.002022	0.031184	0.004417	0.002022	0.134297	0.103222	-82943.165
1330	0.002881	0.006408	0.002609	0.004062	0.003285	0.014948	0.007863	0.002676	0.004011	0.063385	0.050916	0.030476	0.014463	0.001379	0.029652	0.001611	0.001379	0.095582	0.041916	-83850.800
