Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
350	0.002936	0.003747	0.009201	0.006043	0.004280	0.004032	0.003364	0.002648	0.001643	0.107482	0.054800	0.027993	0.010159	0.005895	0.008281	0.006721	0.005895	0.889823	0.089563	-78599.148
360	0.002203	0.002372	0.007138	0.003791	0.004882	0.002290	0.008964	0.004749	0.001649	0.084798	0.041486	0.021717	0.007295	0.005440	0.010398	0.001827	0.005440	0.863236	0.156141	-78033.287
370	0.001595	0.001677	0.005910	0.003205	0.004178	0.003235	0.002367	0.002623	0.004060	0.078679	0.039071	0.025180	0.006244	0.003531	0.016134	0.003404	0.003531	0.909065	0.217218	-78709.185
380	0.002117	0.003010	0.009194	0.005330	0.002280	0.003589	0.004259	0.002470	0.002543	0.092514	0.036883	0.019675	0.007342	0.003367	0.009664	0.006479	0.003367	0.951565	0.085954	-78206.934
390	0.001991	0.002543	0.008020	0.004785	0.003279	0.005008	0.012783	0.003514	0.004531	0.072450	0.033739	0.023109	0.006591	0.002989	0.014759	0.006454	0.002989	0.925380	0.078268	-78827.745
400	0.001812	0.003283	0.002713	0.003286	0.002653	0.005488	0.002408	0.002207	0.010009	0.094965	0.036840	0.032872	0.007553	0.006465	0.024934	0.002708	0.006465	0.907516	0.092845	-79282.419
410	0.001991	0.002761	0.007249	0.002769	0.011043	0.003771	0.013957	0.002438	0.006060	0.086703	0.038698	0.025968	0.007553	0.001212	0.013507	0.007223	0.001212	0.790764	0.097385	-78598.581
420	0.004912	0.005511	0.006504	0.003318	0.005775	0.008428	0.006943	0.004041	0.006751	0.103896	0.046371	0.038625	0.009050	0.000547	0.029600	0.008770	0.000547	0.960663	0.094145	-78376.884
430	0.004543	0.004745	0.006629	0.002598	0.004972	0.003051	0.002691	0.002282	0.005300	0.086034	0.039924	0.029734	0.007792	0.004899	0.018244	0.002784	0.004899	0.863293	0.036670	-78469.154
440	0.002891	0.004680	0.007764	0.002016	0.002623	0.001692	0.004012	0.001891	0.004081	0.094174	0.051554	0.028609	0.007294	0.005276	0.012253	0.003553	0.005276	0.792241	0.141678	-78472.266
450	0.006049	0.004680	0.008730	0.001990	0.002409	0.002316	0.003499	0.003768	0.003986	0.094174	0.051554	0.037223	0.007294	0.001703	0.009585	0.001389	0.001703	0.644242	0.063133	-78381.943
460	0.005406	0.004418	0.010019	0.001540	0.003402	0.003943	0.002845	0.011208	0.004588	0.084161	0.045722	0.031319	0.007280	0.003044	0.010549	0.001054	0.003044	0.805729	0.135992	-78718.340
470	0.006632	0.004082	0.015897	0.001889	0.003088	0.003127	0.006428	0.002123	0.001992	0.103251	0.045134	0.029368	0.008931	0.008577	0.015173	0.003432	0.008577	0.666372	0.013648	-78333.448
480	0.006623	0.001990	0.016749	0.005289	0.019993	0.003321	0.005429	0.005461	0.003788	0.087752	0.040618	0.019343	0.008652	0.005721	0.010039	0.006461	0.005721	0.475302	0.023309	-78364.039
490	0.003446	0.004823	0.005873	0.005147	0.016371	0.008069	0.004838	0.010746	0.009475	0.079672	0.035577	0.026482	0.008420	0.000942	0.009768	0.005171	0.000942	0.643185	0.076397	-78738.182
500	0.003245	0.004095	0.006126	0.005847	0.019573	0.009429	0.006552	0.001827	0.001799	0.084077	0.043492	0.031282	0.009563	0.000669	0.024475	0.005749	0.000669	0.770251	0.096368	-78571.051
510	0.002832	0.003435	0.007619	0.006113	0.002540	0.009283	0.002521	0.004605	0.002646	0.073385	0.037961	0.026971	0.008347	0.001002	0.009469	0.007642	0.001002	0.847999	0.030406	-78587.899
520	0.001369	0.002539	0.008735	0.005677	0.001563	0.001269	0.004656	0.001796	0.002268	0.076118	0.035253	0.025047	0.007752	0.004322	0.008793	0.003945	0.004322	0.744458	0.050571	-78682.875
530	0.001474	0.001501	0.012591	0.004909	0.008970	0.002847	0.005535	0.011103	0.009269	0.081968	0.046999	0.025583	0.009926	0.005047	0.014212	0.002828	0.005047	0.534988	0.072471	-78598.343
540	0.004548	0.002038	0.012760	0.004444	0.004223	0.004366	0.011312	0.004721	0.002613	0.081968	0.046999	0.025182	0.008320	0.005188	0.011114	0.003130	0.005188	0.418558	0.048493	-78465.505
550	0.005554	0.002743	0.008755	0.005030	0.003353	0.002589	0.006580	0.005277	0.002675	0.093016	0.053334	0.028577	0.010281	0.004811	0.013036	0.003531	0.004811	0.825082	0.051018	-78395.733
560	0.007290	0.004769	0.008541	0.004907	0.008045	0.003281	0.002532	0.004965	0.002474	0.090736	0.044001	0.027876	0.010029	0.004878	0.012660	0.005043	0.004878	0.384175	0.005790	-78466.111
570	0.007314	0.007455	0.011410	0.002971	0.001505	0.002187	0.003537	0.002535	0.003978	0.091026	0.044142	0.027965	0.011046	0.008771	0.014634	0.010257	0.008771	0.151194	0.005790	-78511.833
580	0.006913	0.004788	0.015108	0.007468	0.006753	0.002444	0.007095	0.007128	0.004757	0.086035	0.041722	0.026432	0.007360	0.005145	0.011642	0.005289	0.005145	0.496254	0.005790	-78606.445
590	0.007710	0.007299	0.006078	0.003016	0.001321	0.003265	0.002362	0.002136	0.007988	0.069303	0.029476	0.022004	0.006216	0.002649	0.009832	0.001034	0.002649	0.571421	0.005790	-78670.727
600	0.008215	0.004903	0.016153	0.003821	0.002175	0.003610	0.004025	0.002732	0.003692	0.097743	0.046493	0.027004	0.007874	0.006436	0.012534	0.003811	0.006436	0.856607	0.005790	-78163.026
610	0.006483	0.003870	0.006624	0.005873	0.002429	0.002849	0.005092	0.004018	0.005062	0.077136	0.036691	0.025491	0.006214	0.001865	0.009892	0.001500	0.001865	0.796070	0.005790	-78909.170
620	0.007335	0.003538	0.008989	0.003296	0.001884	0.001754	0.003955	0.003302	0.003227	0.087276	0.040873	0.032084	0.007031	0.003248	0.015025	0.005375	0.003248	0.757680	0.005790	-78663.290
630	0.007914	0.003520	0.016779	0.003724	0.005142	0.004456	0.003070	0.002392	0.002306	0.087276	0.040873	0.020542	0.007031	0.006718	0.011883	0.003529	0.006718	0.610518	0.005790	-78845.245
640	0.009536	0.003474	0.014033	0.002866	0.004015	0.003681	0.007624	0.008183	0.001621	0.089435	0.041884	0.019938	0.012090	0.004280	0.012521	0.000676	0.004280	0.490049	0.005790	-78719.915
650	0.005814	0.002875	0.019079	0.003946	0.014998	0.001278	0.002058	0.005831	0.002965	0.075392	0.035307	0.016808	0.008271	0.002643	0.014483	0.002659	0.002643	0.725157	0.076064	-78468.580
660	0.008344	0.001821	0.011224	0.003944	0.020738	0.004297	0.003436	0.007962	0.002943	0.083093	0.040845	0.018524	0.008624	0.008209	0.009864	0.007493	0.008209	0.570548	0.076959	-78503.313
670	0.013107	0.003514	0.011460	0.002841	0.005290	0.002657	0.007702	0.008277	0.002856	0.083093	0.040845	0.022311	0.008624	0.008218	0.010969	0.008359	0.008218	0.646842	0.123470	-79147.084
680	0.010187	0.003456	0.005316	0.003193	0.005022	0.001972	0.003798	0.008767	0.003151	0.075302	0.041398	0.027247	0.008741	0.008523	0.011117	0.004650	0.008523	0.803791	0.292946	-78566.058
690	0.008109	0.006650	0.006318	0.002047	0.002318	0.002888	0.004396	0.004285	0.002696	0.084383	0.046390	0.030532	0.009795	0.008189	0.012052	0.002778	0.008189	0.927123	0.336563	-78233.502
700	0.009563	0.005956	0.004842	0.002390	0.006255	0.003649	0.005298	0.003686	0.002216	0.085209	0.044242	0.028715	0.010390	0.006130	0.009905	0.007632	0.006130	0.678932	0.336563	-78332.650
710	0.007899	0.004666	0.003013	0.001732	0.008814	0.005692	0.002693	0.002890	0.001790	0.072403	0.034662	0.027840	0.007582	0.005900	0.007760	0.001229	0.005900	0.763120	0.231861	-78426.920
720	0.011472	0.003764	0.001728	0.001794	0.007683	0.003492	0.002109	0.033066	0.017507	0.073628	0.033667	0.027597	0.008063	0.000881	0.017981	0.002444	0.000881	0.541888	0.369856	-78224.934
730	0.007600	0.002159	0.001872	0.001845	0.026567	0.004699	0.006099	0.005994	0.009438	0.084913	0.035343	0.027993	0.008295	0.008140	0.014800	0.006047	0.008140	0.784635	0.142795	-78793.950
740	0.008217	0.002011	0.005945	0.002073	0.020995	0.002533	0.004671	0.020111	0.003964	0.083020	0.039692	0.023948	0.009316	0.009206	0.014220	0.008071	0.009206	0.700030	0.091404	-78456.649
750	0.011844	0.001915	0.002980	0.002059	0.004845	0.001512	0.002305	0.016564	0.002429	0.080392	0.035749	0.027506	0.008390	0.007992	0.024770	0.004481	0.007992	0.903724	0.196928	-78457.957
760	0.018849	0.001323	0.001491	0.003446	0.002188	0.005430	0.002219	0.010889	0.002009	0.079206	0.036933	0.032808	0.008267	0.007048	0.017573	0.007217	0.007048	0.671981	0.067175	-78681.101
770	0.009772	0.003348	0.003425	0.002733	0.005731	0.004500	0.004661	0.013144	0.003871	0.107059	0.043809	0.030176	0.009806	0.004758	0.014153	0.006044	0.004758	0.763660	0.215192	-78106.844
780	0.003952	0.002113	0.002123	0.001960	0.004987	0.001365	0.005297	0.003856	0.007527	0.088157	0.031650	0.023719	0.007034	0.005539	0.011890	0.005213	0.005539	0.531973	0.231962	-78784.498
790	0.002428	0.002667	0.001780	0.002947	0.004094	0.005559	0.001513	0.003896	0.001599	0.085664	0.030492	0.025407	0.007004	0.004502	0.006613	0.005021	0.004502	0.621879	0.254200	-78327.876
800	0.002342	0.003308	0.004678	0.002072	0.002134	0.001638	0.002593	0.014275	0.003604	0.092371	0.038059	0.024872	0.012368	0.007669	0.010159	0.002492	0.007669	0.690990	0.049960	-78704.677
810	0.004339	0.003076	0.004235	0.002677	0.002515	0.001325	0.002320	0.002717	0.003480	0.083621	0.034454	0.022516	0.008734	0.003881	0.019950	0.006450	0.003881	0.789975	0.074477	-78768.897
820	0.003439	0.002108	0.004328	0.002696	0.006889	0.008652	0.016501	0.004273	0.001556	0.095963	0.048787	0.030626	0.010023	0.000496	0.010042	0.004421	0.000496	0.919134	0.056661	-78841.782
830	0.003132	0.002619	0.007366	0.002654	0.004283	0.008204	0.002450	0.004119	0.001953	0.106653	0.060139	0.023128	0.011579	0.000512	0.008987	0.006762	0.000512	0.745674	0.025578	-78753.059
840	0.003633	0.002090	0.003422	0.003512	0.002450	0.004846	0.002790	0.002338	0.012126	0.091033	0.046354	0.027413	0.010578	0.000721	0.008508	0.007405	0.000721	0.745674	0.041972	-78783.590
850	0.002691	0.002351	0.002582	0.003951	0.003045	0.005673	0.002088	0.002438	0.007304	0.095614	0.052138	0.030834	0.011898	0.001234	0.005318	0.001754	0.001234	0.717098	0.125881	-78181.352
860	0.002135	0.003275	0.001664	0.007960	0.016465	0.003181	0.001351	0.006543	0.002703	0.082325	0.038820	0.026548	0.010245	0.003981	0.004579	0.002415	0.003981	0.779228	0.094715	-78432.498
870	0.003475	0.004857	0.001535	0.011506	0.008528	0.004998	0.003007	0.006628	0.004551	0.087613	0.035182	0.022812	0.010305	0.002629	0.004150	0.001341	0.002629	0.872160	0.050093	-78873.915
880	0.007638	0.002964	0.001057	0.008692	0.006943	0.003732	0.001979	0.004956	0.004750	0.081355	0.043382	0.023708	0.007063	0.000478	0.004313	0.001156	0.000478	0.817424	0.084281	-78693.409
890	0.004461	0.007233	0.001941	0.004308	0.002838	0.001955	0.002941	0.002703	0.002168	0.090894	0.038169	0.019213	0.007891	0.007342	0.013502	0.003657	0.007342	0.935934	0.134392	-78235.578
900	0.004198	0.009346	0.001270	0.004286	0.008211	0.005456	0.004432	0.006256	0.007209	0.090321	0.037977	0.020959	0.007851	0.005624	0.013390	0.002612	0.005624	0.932740	0.148748	-78597.869
910	0.003362	0.004931	0.001647	0.003638	0.001182	0.004701	0.002294	0.001695	0.004426	0.076654	0.041022	0.017788	0.006663	0.006049	0.008448	0.002488	0.006049	0.976031	0.171077	-79084.712
920	0.002881	0.013087	0.002647	0.005200	0.006337	0.004259	0.003911	0.009420	0.002042	0.118049	0.043086	0.022924	0.009524	0.009470	0.010394	0.008340	0.009470	0.812605	0.043422	-78584.588
930	0.003452	0.012949	0.003609	0.003674	0.016993	0.004214	0.004800	0.004551	0.005579	0.100174	0.042633	0.022683	0.009424	0.005959	0.010285	0.007541	0.005959	0.498643	0.155423	-79152.369
940	0.003254	0.006472	0.003134	0.003514	0.003170	0.003486	0.001899	0.001293	0.002576	0.083079	0.037028	0.019701	0.007394	0.002927	0.009518	0.004995	0.002927	0.531358	0.025220	-78924.723
950	0.002642	0.004676	0.001617	0.002203	0.006194	0.002299	0.004022	0.004873	0.004988	0.094483	0.037028	0.032010	0.007303	0.005355	0.027612	0.004499	0.005355	0.656925	0.025220	-78892.303
960	0.002254	0.008008	0.002341	0.002953	0.002415	0.004441	0.001341	0.002974	0.003177	0.086821	0.040235	0.029530	0.007014	0.003099	0.011134	0.004183	0.003099	0.656925	0.025220	-78713.543
970	0.002904	0.009702	0.003882	0.001559	0.003512	0.001267	0.003073	0.003430	0.002556	0.078545	0.033730	0.024756	0.005880	0.000879	0.009334	0.002367	0.000879	0.734004	0.025220	-78818.160
980	0.003617	0.008738	0.007705	0.002007	0.005365	0.002210	0.001873	0.005230	0.013085	0.103010	0.039222	0.024738	0.007568	0.000535	0.009636	0.005445	0.000535	0.839646	0.152005	-78697.803
990	0.004122	0.005639	0.002834	0.001692	0.002158	0.002827	0.001351	0.003293	0.009621	0.087655	0.035925	0.029790	0.006379	0.002086	0.017895	0.000255	0.002086	0.780314	0.142363	-78494.763
1000	0.002712	0.005736	0.003380	0.001929	0.003944	0.005941	0.002368	0.005258	0.014277	0.116716	0.038182	0.031033	0.006734	0.004579	0.010335	0.000269	0.004579	0.632158	0.038756	-78407.318
1010	0.001597	0.002204	0.003411	0.001881	0.005184	0.002132	0.001881	0.014073	0.003198	0.089175	0.045056	0.026822	0.006515	0.003650	0.010750	0.000592	0.003650	0.720782	0.094785	-78246.344
1020	0.001960	0.002706	0.005209	0.002309	0.002580	0.004444	0.002896	0.001897	0.001950	0.109482	0.055316	0.032930	0.007999	0.004678	0.025606	0.001098	0.004678	0.696597	0.166377	-78102.002
1030	0.002281	0.001927	0.002065	0.002884	0.001801	0.003695	0.003665	0.002395	0.002763	0.077615	0.042261	0.029462	0.007891	0.006509	0.017894	0.007790	0.006509	0.671372	0.024189	-78534.947
1040	0.002822	0.003483	0.003202	0.002413	0.001636	0.009778	0.004490	0.010680	0.003301	0.105727	0.055838	0.038928	0.010427	0.009442	0.015134	0.008603	0.009442	0.469135	0.022782	-78277.139
1050	0.004893	0.004216	0.004809	0.001482	0.004671	0.002251	0.002904	0.002732	0.002744	0.089505	0.049615	0.026334	0.009355	0.004221	0.015262	0.002703	0.004221	0.667716	0.123735	-78898.557
1060	0.004893	0.004216	0.004809	0.001423	0.003344	0.001822	0.004242	0.003844	0.007756	0.089505	0.049615	0.026334	0.009355	0.005524	0.017411	0.003144	0.005524	0.879454	0.098340	-78568.900
1070	0.004700	0.004049	0.005307	0.002783	0.003211	0.011413	0.014181	0.003963	0.001290	0.085964	0.047652	0.028177	0.005776	0.002624	0.007278	0.000867	0.002624	0.849956	0.139597	-78461.788
1080	0.003526	0.005244	0.004199	0.001915	0.004466	0.004688	0.002965	0.010730	0.003421	0.079303	0.036490	0.029134	0.005271	0.000753	0.015267	0.002979	0.000753	0.668357	0.119429	-78886.143
1090	0.004282	0.006368	0.007304	0.001982	0.002900	0.007139	0.008558	0.002372	0.002030	0.096302	0.044311	0.032554	0.006401	0.003750	0.008587	0.003876	0.003750	0.654961	0.167508	-78531.977
1100	0.003360	0.005679	0.009373	0.002267	0.002587	0.004669	0.001511	0.002692	0.001460	0.085888	0.039520	0.019580	0.005709	0.004451	0.006976	0.000506	0.004451	0.784587	0.064098	-78056.601
1110	0.005654	0.002939	0.009746	0.002779	0.002114	0.004552	0.008987	0.004093	0.004320	0.087988	0.045958	0.018164	0.004997	0.001840	0.009723	0.001435	0.001840	0.593216	0.051953	-78827.428
1120	0.006306	0.003894	0.014799	0.003062	0.004498	0.005452	0.002747	0.002754	0.002903	0.086122	0.030605	0.017825	0.003549	0.001100	0.006284	0.001007	0.001100	0.657605	0.087160	-78410.584
1130	0.006279	0.003586	0.016221	0.004842	0.003110	0.004808	0.002867	0.002077	0.002755	0.085754	0.030474	0.020196	0.003534	0.000544	0.007371	0.002239	0.000544	0.501920	0.061021	-78452.328
1140	0.004757	0.003630	0.014624	0.005278	0.002888	0.005047	0.015734	0.007367	0.001007	0.086995	0.033222	0.024928	0.003853	0.000446	0.014261	0.000414	0.000446	0.484132	0.047851	-78274.463
1150	0.003860	0.002660	0.003775	0.004733	0.003140	0.002217	0.001523	0.001713	0.004305	0.086003	0.033108	0.029068	0.003626	0.000420	0.023793	0.000324	0.000420	0.391325	0.044722	-78613.882
1160	0.001820	0.003365	0.003257	0.004273	0.003812	0.004302	0.003293	0.003606	0.004018	0.077646	0.029733	0.025618	0.003274	0.000691	0.010198	0.000292	0.000691	0.496338	0.014175	-78562.342
1170	0.001996	0.003134	0.004221	0.004696	0.002477	0.004551	0.002011	0.004207	0.002985	0.085332	0.033488	0.025595	0.003598	0.002103	0.011576	0.000321	0.002103	0.664137	0.029184	-78515.659
1180	0.003286	0.002704	0.002869	0.008905	0.003836	0.016108	0.004689	0.004332	0.005754	0.085332	0.033488	0.027526	0.003598	0.003552	0.010067	0.000699	0.003552	0.413883	0.042370	-78446.995
1190	0.004267	0.003065	0.004571	0.005136	0.004879	0.008157	0.004739	0.003008	0.001796	0.116861	0.045862	0.036086	0.004927	0.003440	0.025420	0.000044	0.003440	0.367998	0.042370	-78522.011
1200	0.003663	0.003309	0.006353	0.004182	0.002491	0.002745	0.020159	0.008997	0.006605	0.086154	0.035381	0.022386	0.003844	0.001612	0.015558	0.000034	0.001612	0.405757	0.144981	-78411.889
1210	0.004296	0.003524	0.002063	0.002063	0.005628	0.004065	0.005220	0.008688	0.002869	0.086782	0.037682	0.026655	0.004094	0.002785	0.013393	0.001549	0.002785	0.410523	0.143067	-78894.314
1220	0.002611	0.002020	0.002001	0.002303	0.003268	0.003941	0.005072	0.002370	0.002717	0.082162	0.035676	0.025073	0.003876	0.000189	0.012595	0.003574	0.000189	0.246865	0.073815	-78728.163
1230	0.005166	0.004275	0.003240	0.002799	0.005860	0.009610	0.002465	0.006954	0.006842	0.086363	0.046481	0.028141	0.005050	0.000232	0.008822	0.002148	0.000232	0.488187	0.006235	-78478.543
1240	0.004218	0.002720	0.003555	0.004166	0.003200	0.005401	0.003597	0.002658	0.005711	0.092882	0.045690	0.027662	0.004964	0.000228	0.013100	0.001254	0.000228	0.440028	0.062388	-78506.788
1250	0.005394	0.001727	0.002455	0.009088	0.002165	0.001865	0.006684	0.002129	0.004692	0.105271	0.053901	0.032634	0.005857	0.000269	0.031501	0.002539	0.000269	0.575904	0.073416	-78706.581
1260	0.001814	0.002777	0.001880	0.003580	0.005901	0.003259	0.012143	0.002282	0.002116	0.095929	0.040965	0.024802	0.004451	0.000448	0.023941	0.002373	0.000448	0.473995	0.085525	-78250.645
1270	0.002194	0.005175	0.001908	0.003827	0.003731	0.005254	0.007057	0.003908	0.003489	0.116026	0.049548	0.029998	0.005384	0.000542	0.028957	0.002554	0.000542	0.552042	0.085525	-78321.707
1280	0.004316	0.004447	0.001640	0.003289	0.002721	0.014214	0.002250	0.002111	0.005859	0.112327	0.042581	0.025780	0.004627	0.000465	0.024885	0.002784	0.000465	0.727825	0.053832	-78901.460
1290	0.003155	0.004314	0.002356	0.005200	0.008311	0.006242	0.008597	0.007149	0.004644	0.087821	0.042581	0.025780	0.004627	0.000147	0.024885	0.004412	0.000147	0.438477	0.053832	-78395.188
1300	0.003232	0.002830	0.002172	0.002442	0.004082	0.012329	0.004568	0.008124	0.006554	0.076798	0.039259	0.023768	0.004266	0.001576	0.022943	0.002626	0.001576	0.438477	0.008391	-78831.982
1310	0.003815	0.004553	0.002339	0.002883	0.005142	0.024790	0.004328	0.002461	0.004446	0.090673	0.046351	0.028063	0.005036	0.001927	0.027089	0.003324	0.001927	0.558780	0.008391	-78792.216
1320	0.003647	0.004090	0.002101	0.001954	0.017584	0.007675	0.006608	0.001656	0.002370	0.081461	0.041642	0.025212	0.004525	0.003374	0.024336	0.001309	0.003374	0.403892	0.147557	-78555.921
1330	0.002712	0.001813	0.002620	0.001745	0.002778	0.028987	0.003949	0.003585	0.001343	0.079860	0.037175	0.022507	0.004039	0.001787	0.021726	0.000973	0.001787	0.441161	0.037909	-78953.352
