Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
17460	0.003793	0.008246	0.002437	0.002706	0.012390	0.003879	0.001799	0.006245	0.003684	0.100173	0.042273	0.027909	0.015773	0.008115	0.011243	0.004659	0.008115	0.754895	0.212405	-78688.145
17470	0.003945	0.005243	0.001684	0.003844	0.007084	0.003501	0.005459	0.004230	0.004584	0.079787	0.040917	0.021545	0.014277	0.006053	0.015892	0.003994	0.006053	0.764991	0.100852	-78705.604
17480	0.003569	0.006113	0.001963	0.003932	0.011470	0.004810	0.002760	0.002560	0.002163	0.099691	0.047706	0.025120	0.016086	0.006327	0.020450	0.015993	0.006327	0.569626	0.106356	-78959.357
17490	0.003918	0.006749	0.001984	0.004340	0.016513	0.002297	0.001986	0.005765	0.003984	0.074717	0.040530	0.021341	0.013666	0.013366	0.015616	0.013164	0.013366	0.904765	0.023377	-78651.499
17500	0.002122	0.012160	0.003747	0.003080	0.004745	0.002158	0.001692	0.006342	0.005429	0.108007	0.041581	0.024102	0.016243	0.006937	0.019657	0.013781	0.006937	0.898031	0.037910	-78952.634
17510	0.003152	0.008157	0.003388	0.004530	0.001176	0.003369	0.001677	0.004584	0.003321	0.089727	0.042658	0.024726	0.014650	0.014252	0.023039	0.003720	0.014252	0.977387	0.079805	-78774.344
17520	0.003530	0.008355	0.002193	0.006413	0.004755	0.001297	0.002696	0.008084	0.002260	0.091897	0.043690	0.028780	0.013302	0.004933	0.017036	0.013267	0.004933	0.960550	0.021678	-78879.161
17530	0.003430	0.005159	0.002949	0.008338	0.003192	0.008065	0.003586	0.003126	0.002376	0.089299	0.049251	0.025522	0.014327	0.012547	0.025197	0.013225	0.012547	0.939235	0.087305	-78718.416
17540	0.003035	0.003988	0.003708	0.004170	0.003378	0.001450	0.006718	0.004214	0.004528	0.076349	0.038199	0.019832	0.011487	0.010675	0.018159	0.002699	0.010675	0.972781	0.182430	-78405.262
17550	0.003921	0.004035	0.002327	0.004350	0.003910	0.019681	0.004038	0.002771	0.002853	0.077256	0.038653	0.021860	0.011325	0.005453	0.008951	0.003505	0.005453	0.866559	0.020378	-78828.506
17560	0.003812	0.002415	0.003460	0.003489	0.004465	0.005315	0.002143	0.001970	0.002345	0.095939	0.044144	0.021890	0.014958	0.007876	0.012024	0.009266	0.007876	0.687079	0.032091	-78320.138
17570	0.003575	0.005462	0.003479	0.001704	0.006167	0.002291	0.001631	0.004160	0.001696	0.092468	0.046032	0.023880	0.015787	0.013687	0.018802	0.015379	0.013687	0.536816	0.032091	-78614.655
17580	0.002707	0.007645	0.002261	0.011337	0.004080	0.003168	0.004123	0.001900	0.010116	0.070083	0.034889	0.018099	0.009014	0.006710	0.012022	0.003351	0.006710	0.508050	0.086472	-78768.786
17590	0.001953	0.004227	0.004370	0.004365	0.009953	0.005649	0.002106	0.005803	0.005529	0.090045	0.056953	0.028042	0.013476	0.000423	0.017299	0.006596	0.000423	0.666851	0.022444	-78559.061
17600	0.001726	0.004415	0.001909	0.006555	0.002485	0.003588	0.002959	0.008178	0.001928	0.083420	0.051437	0.029619	0.014295	0.000372	0.019222	0.005549	0.000372	0.744160	0.022444	-79300.488
17610	0.001726	0.003047	0.001413	0.005623	0.009711	0.027357	0.013862	0.004696	0.004541	0.083420	0.051437	0.028012	0.015406	0.000372	0.017632	0.006370	0.000372	0.621840	0.022444	-78995.942
17620	0.001727	0.005112	0.001207	0.003526	0.009860	0.017544	0.004237	0.003807	0.002103	0.083438	0.041100	0.029520	0.019634	0.000372	0.016742	0.011170	0.000372	0.694959	0.069498	-79065.549
17630	0.002468	0.005505	0.001445	0.002707	0.002158	0.013347	0.003227	0.002189	0.007702	0.108565	0.051044	0.036438	0.022197	0.000462	0.019551	0.006486	0.000462	0.725247	0.001107	-78662.705
17640	0.001762	0.004852	0.002100	0.005487	0.013202	0.001313	0.002578	0.001551	0.003318	0.087362	0.044997	0.026111	0.011413	0.000407	0.019032	0.005490	0.000407	0.810759	0.001107	-78607.889
17650	0.004217	0.009281	0.001221	0.002663	0.004625	0.005461	0.002379	0.002560	0.002548	0.098208	0.042766	0.021692	0.016324	0.002819	0.008161	0.006335	0.002819	0.438907	0.001107	-78348.330
17660	0.005145	0.004200	0.001446	0.004485	0.001688	0.003043	0.002342	0.006131	0.001752	0.079548	0.038274	0.017570	0.008567	0.003729	0.006390	0.004096	0.003729	0.550331	0.001107	-78578.307
17670	0.008084	0.004248	0.001460	0.002003	0.004115	0.003243	0.004714	0.002219	0.010598	0.088246	0.047606	0.024321	0.011201	0.001228	0.007948	0.004009	0.001228	0.713901	0.001107	-78446.381
17680	0.010547	0.004248	0.002121	0.001500	0.002427	0.003397	0.002798	0.003909	0.004087	0.078754	0.047606	0.027070	0.018092	0.005521	0.007948	0.005508	0.005521	0.553346	0.001107	-79123.010
17690	0.010547	0.002368	0.002918	0.009649	0.002019	0.003025	0.012622	0.007628	0.003661	0.078754	0.047222	0.027070	0.006386	0.000383	0.007377	0.001451	0.000383	0.533150	0.001107	-78688.729
17700	0.002562	0.002798	0.004145	0.005791	0.002037	0.001337	0.003782	0.001279	0.002182	0.094140	0.052909	0.032359	0.004681	0.002362	0.010855	0.003957	0.002362	0.539634	0.001107	-79090.317
17710	0.003329	0.005982	0.005831	0.008640	0.005229	0.002709	0.004236	0.002501	0.002640	0.083197	0.037513	0.025845	0.004622	0.004010	0.006671	0.000759	0.004010	0.561762	0.001107	-78425.932
17720	0.002441	0.008384	0.013046	0.003914	0.001557	0.001990	0.005968	0.003753	0.007083	0.075749	0.031584	0.020260	0.003892	0.001591	0.007964	0.001678	0.001591	0.593917	0.001107	-78767.238
17730	0.002134	0.007541	0.006375	0.004275	0.001554	0.007303	0.013458	0.002164	0.002173	0.100732	0.042001	0.026942	0.005176	0.000940	0.011092	0.001052	0.000940	0.954106	0.063763	-78565.307
17740	0.003427	0.006032	0.003410	0.001464	0.001458	0.002127	0.003045	0.003869	0.002243	0.092014	0.043640	0.031619	0.009987	0.008360	0.015592	0.004325	0.008360	0.590128	0.063500	-78826.947
17750	0.003625	0.006710	0.003390	0.001574	0.005208	0.003328	0.002319	0.002854	0.004953	0.118846	0.053795	0.038104	0.012035	0.008418	0.016856	0.004841	0.008418	0.489577	0.011920	-78744.527
17760	0.003446	0.005401	0.003658	0.001267	0.003462	0.002773	0.002211	0.001757	0.004455	0.087632	0.043302	0.031810	0.009687	0.008112	0.020391	0.007809	0.008112	0.771185	0.011920	-78738.170
17770	0.001649	0.005401	0.003096	0.001245	0.001750	0.009157	0.005685	0.002781	0.003011	0.095416	0.043302	0.031810	0.009687	0.007870	0.015160	0.001733	0.007870	0.503983	0.163676	-78975.508
17780	0.001819	0.004884	0.004146	0.002527	0.003247	0.005354	0.005113	0.001757	0.002489	0.102373	0.039154	0.023874	0.009454	0.006085	0.011398	0.003111	0.006085	0.631996	0.053417	-78613.740
17790	0.003338	0.004657	0.002668	0.003486	0.003625	0.003757	0.004089	0.002337	0.003822	0.107865	0.041222	0.031063	0.009953	0.006942	0.015387	0.007513	0.006942	0.564195	0.060826	-78998.264
17800	0.002953	0.004845	0.004013	0.002377	0.013072	0.003191	0.004769	0.004454	0.004178	0.062597	0.025724	0.017442	0.006788	0.004153	0.011726	0.005190	0.004153	0.661794	0.003827	-78667.688
17810	0.002789	0.006837	0.002670	0.002827	0.004261	0.003943	0.004707	0.003302	0.002495	0.081428	0.036304	0.029837	0.009579	0.002570	0.007692	0.006867	0.002570	0.886582	0.003827	-78415.925
17820	0.002582	0.009690	0.004340	0.002603	0.002594	0.005402	0.004995	0.002059	0.004246	0.099133	0.051448	0.040272	0.013899	0.013530	0.015269	0.012204	0.013530	0.553405	0.003827	-78239.097
17830	0.001866	0.007084	0.005422	0.001055	0.001391	0.002322	0.002513	0.003227	0.004029	0.082587	0.037612	0.021860	0.011249	0.004860	0.014688	0.003291	0.004860	0.642098	0.072076	-78452.343
17840	0.001892	0.009716	0.004018	0.001655	0.003167	0.004864	0.001789	0.003068	0.003939	0.092176	0.037612	0.021841	0.008965	0.004540	0.010075	0.002942	0.004540	0.541067	0.018863	-78071.171
17850	0.002239	0.010119	0.003921	0.001724	0.003207	0.001725	0.001490	0.001350	0.005001	0.094750	0.039173	0.022748	0.009337	0.007844	0.010494	0.000948	0.007844	0.601059	0.098381	-78312.308
17860	0.003110	0.012017	0.003084	0.001861	0.002428	0.003948	0.005563	0.007677	0.014194	0.097507	0.042310	0.029507	0.010087	0.006367	0.011334	0.000395	0.006367	0.629508	0.041234	-79164.440
17870	0.006435	0.009018	0.002178	0.001963	0.021125	0.003117	0.009054	0.001965	0.002969	0.089241	0.043248	0.031070	0.010062	0.009824	0.011935	0.000416	0.009824	0.566837	0.063904	-78520.613
17880	0.017888	0.008328	0.001712	0.003732	0.003855	0.003901	0.001725	0.009705	0.012617	0.090136	0.039939	0.035081	0.009292	0.007395	0.011021	0.000384	0.007395	0.664476	0.077150	-78532.216
17890	0.014589	0.007392	0.001969	0.001506	0.002618	0.002933	0.003087	0.001960	0.002254	0.074355	0.035449	0.027508	0.008247	0.007261	0.013062	0.000341	0.007261	0.581394	0.087393	-78350.717
17900	0.017301	0.007743	0.003442	0.001495	0.006663	0.003504	0.008123	0.002189	0.007264	0.073821	0.034704	0.019970	0.008188	0.006492	0.009996	0.000808	0.006492	0.774631	0.082054	-78310.264
17910	0.028173	0.003430	0.003062	0.001802	0.004141	0.002632	0.002471	0.005648	0.008713	0.088983	0.047355	0.029072	0.009870	0.005796	0.018984	0.000779	0.005796	0.940545	0.055206	-78724.561
17920	0.023293	0.002970	0.006779	0.001661	0.001475	0.002823	0.004638	0.002945	0.001850	0.078145	0.044845	0.023724	0.009347	0.006346	0.014941	0.002170	0.006346	0.980876	0.099995	-78893.052
17930	0.015866	0.003618	0.008225	0.001864	0.004654	0.004983	0.005264	0.002471	0.002628	0.066085	0.036768	0.022319	0.007701	0.002207	0.018591	0.001027	0.002207	0.956271	0.077089	-79026.448
17940	0.019561	0.002428	0.007536	0.003260	0.004714	0.001647	0.002273	0.002347	0.001247	0.067689	0.039897	0.020449	0.007055	0.002690	0.008793	0.006691	0.002690	0.728889	0.047979	-78363.600
17950	0.018784	0.002516	0.008309	0.005012	0.008770	0.001826	0.007113	0.006055	0.003681	0.074638	0.040211	0.022548	0.006853	0.002593	0.008964	0.003255	0.002593	0.728889	0.003385	-78413.979
17960	0.021351	0.003453	0.015332	0.002228	0.008456	0.001997	0.002428	0.003329	0.002978	0.089314	0.041231	0.022004	0.007994	0.004624	0.017054	0.007784	0.004624	0.802076	0.021614	-78627.579
17970	0.030510	0.003084	0.004452	0.001743	0.009300	0.001450	0.003421	0.002342	0.001125	0.069876	0.032258	0.023470	0.006254	0.006103	0.008556	0.006096	0.006103	0.824362	0.021614	-78752.168
17980	0.034790	0.002712	0.013718	0.002557	0.001217	0.002474	0.002606	0.001691	0.010311	0.088335	0.036391	0.017446	0.006613	0.005900	0.013709	0.005373	0.005900	0.985507	0.056644	-79071.307
17990	0.013443	0.003527	0.009502	0.002557	0.002684	0.005770	0.006644	0.002683	0.002199	0.088335	0.036391	0.018662	0.006613	0.002658	0.013805	0.005861	0.002658	0.887243	0.032396	-78986.653
18000	0.014604	0.005660	0.006869	0.002342	0.003660	0.002314	0.002435	0.002467	0.010272	0.072317	0.031373	0.016825	0.006056	0.005048	0.013241	0.004880	0.005048	0.686374	0.017801	-78488.806
18010	0.013966	0.007574	0.003312	0.003394	0.010480	0.004507	0.007923	0.004189	0.001690	0.078638	0.041982	0.021364	0.008104	0.006988	0.011266	0.002489	0.006988	0.940320	0.128842	-79261.956
18020	0.009217	0.013298	0.002730	0.003844	0.003537	0.008151	0.006371	0.003644	0.012579	0.088379	0.047182	0.025500	0.009108	0.008361	0.019836	0.005558	0.008361	0.939763	0.171268	-78856.818
18030	0.008472	0.009149	0.001838	0.002800	0.001992	0.005046	0.007875	0.001796	0.002782	0.081229	0.043365	0.027822	0.008371	0.006076	0.011405	0.006926	0.006076	0.774643	0.107904	-78278.924
18040	0.003794	0.007177	0.002550	0.002387	0.002637	0.002476	0.003077	0.008184	0.005931	0.083283	0.039355	0.022295	0.010739	0.006976	0.009562	0.003868	0.006976	0.674305	0.114391	-78559.324
18050	0.003373	0.010081	0.001795	0.002201	0.002555	0.002934	0.010541	0.003613	0.001761	0.076803	0.036293	0.020560	0.009904	0.005341	0.008818	0.004415	0.005341	0.673715	0.038357	-78838.024
18060	0.003596	0.006196	0.002695	0.002334	0.002112	0.002016	0.005177	0.002563	0.002390	0.074255	0.032529	0.018427	0.008007	0.003261	0.007287	0.001523	0.003261	0.664559	0.023498	-78520.244
18070	0.004740	0.003741	0.005117	0.005646	0.009577	0.003952	0.003099	0.002120	0.010476	0.078793	0.047952	0.026067	0.007253	0.007081	0.008235	0.004131	0.007081	0.613828	0.077887	-78403.910
18080	0.003974	0.004080	0.005261	0.005805	0.003676	0.004585	0.002762	0.004573	0.010045	0.088172	0.049299	0.026799	0.007457	0.006806	0.010361	0.006053	0.006806	0.813186	0.157109	-78345.077
18090	0.003350	0.005673	0.002674	0.006125	0.001609	0.005523	0.004984	0.010937	0.011966	0.075817	0.036639	0.023044	0.005875	0.003243	0.004200	0.001196	0.003243	0.558767	0.250991	-78833.913
18100	0.004969	0.007209	0.002844	0.007783	0.007062	0.002453	0.001984	0.006575	0.005295	0.089213	0.046559	0.029283	0.007465	0.001795	0.005337	0.004621	0.001795	0.879762	0.018310	-78760.945
18110	0.004075	0.007209	0.002844	0.006172	0.011689	0.003357	0.003469	0.003941	0.005100	0.098570	0.046559	0.029283	0.007465	0.003120	0.012009	0.005685	0.003120	0.495061	0.037733	-78894.932
18120	0.004424	0.006768	0.003246	0.004857	0.002688	0.004698	0.003532	0.004136	0.008402	0.085943	0.043715	0.024411	0.007340	0.002016	0.012129	0.007301	0.002016	0.758609	0.037733	-78616.579
18130	0.006154	0.002090	0.003203	0.003255	0.009281	0.004111	0.013635	0.001926	0.008430	0.083780	0.046709	0.021777	0.007156	0.003458	0.010003	0.007118	0.003458	0.862218	0.091206	-78594.452
18140	0.006576	0.005486	0.003116	0.003478	0.003726	0.001734	0.007934	0.002981	0.003380	0.089529	0.040071	0.023271	0.007647	0.002429	0.010690	0.005264	0.002429	0.908495	0.068876	-78673.366
18150	0.005656	0.002120	0.002122	0.003368	0.001256	0.008236	0.005029	0.004451	0.004269	0.090234	0.051945	0.022534	0.007404	0.004783	0.006466	0.004572	0.004783	0.994866	0.073859	-78605.784
18160	0.006288	0.002289	0.001389	0.001702	0.006143	0.003704	0.006181	0.004757	0.002994	0.087383	0.044614	0.029496	0.007457	0.002417	0.015361	0.003881	0.002417	0.994866	0.081903	-79167.785
18170	0.009256	0.002838	0.003597	0.001994	0.001737	0.001161	0.002161	0.003438	0.001469	0.092146	0.052268	0.025223	0.008736	0.008216	0.023149	0.005295	0.008216	0.942731	0.122284	-78582.807
18180	0.009660	0.004043	0.003264	0.001578	0.005523	0.008678	0.003883	0.005864	0.001445	0.096176	0.047004	0.034398	0.009118	0.002625	0.011419	0.006964	0.002625	0.879123	0.194752	-78578.163
18190	0.008874	0.002808	0.004449	0.001130	0.001709	0.001702	0.002748	0.002651	0.005711	0.088350	0.043179	0.021464	0.008376	0.002827	0.010940	0.002811	0.002827	0.775220	0.074068	-78842.833
18200	0.008004	0.002991	0.004872	0.002790	0.002394	0.003497	0.001377	0.008101	0.001277	0.092389	0.052822	0.025282	0.010247	0.004490	0.020331	0.000912	0.004490	0.822487	0.101741	-78426.756
18210	0.005220	0.002775	0.003680	0.002245	0.002967	0.003213	0.003942	0.002493	0.006907	0.092389	0.040503	0.026377	0.011671	0.001053	0.021901	0.000912	0.001053	0.933017	0.013860	-78657.904
18220	0.005648	0.002955	0.003918	0.005213	0.014904	0.004252	0.010207	0.016166	0.004091	0.097479	0.043122	0.028083	0.009910	0.004469	0.014334	0.003513	0.004469	0.806963	0.050015	-78510.036
18230	0.007024	0.002225	0.002538	0.001551	0.004017	0.002413	0.003159	0.006654	0.005759	0.073371	0.035247	0.019029	0.006715	0.001669	0.010638	0.004583	0.001669	0.640885	0.102314	-78881.330
18240	0.004138	0.003185	0.002094	0.003920	0.003466	0.005451	0.001568	0.005241	0.010339	0.111527	0.050469	0.037117	0.009615	0.003502	0.013824	0.002287	0.003502	0.863450	0.007233	-78697.962
18250	0.002718	0.003303	0.004790	0.002786	0.001824	0.003608	0.002261	0.004679	0.007172	0.097724	0.046024	0.024294	0.008768	0.006169	0.009114	0.007983	0.006169	0.946018	0.056278	-78432.965
18260	0.003349	0.003727	0.012334	0.002888	0.004515	0.004010	0.005854	0.004880	0.003357	0.101278	0.047697	0.025178	0.009087	0.008677	0.009446	0.003908	0.008677	0.939807	0.063569	-78783.309
18270	0.002293	0.002851	0.007093	0.001682	0.008739	0.003771	0.007145	0.010937	0.004037	0.088575	0.041715	0.022020	0.007947	0.003938	0.008854	0.000169	0.003938	0.536388	0.026349	-78258.640
18280	0.002878	0.002358	0.008685	0.001312	0.019944	0.001693	0.006675	0.006440	0.002183	0.104090	0.049022	0.025278	0.009339	0.003906	0.011019	0.000199	0.003906	0.781648	0.042678	-78288.183
18290	0.003238	0.003335	0.004166	0.001275	0.004096	0.004402	0.003877	0.004159	0.004360	0.092265	0.040445	0.024576	0.009080	0.005283	0.005719	0.000661	0.005283	0.696125	0.026637	-78531.966
18300	0.002874	0.004517	0.002677	0.002035	0.003232	0.004280	0.002325	0.002991	0.017505	0.105148	0.053472	0.040329	0.012005	0.007231	0.007561	0.002881	0.007231	0.653215	0.005380	-78362.277
18310	0.001435	0.003577	0.002054	0.002576	0.005772	0.002742	0.002815	0.010645	0.001580	0.096759	0.043787	0.033024	0.008648	0.004798	0.006192	0.002391	0.004798	0.653215	0.005380	-78450.294
18320	0.002700	0.003821	0.004017	0.003095	0.005600	0.005347	0.002023	0.015276	0.007567	0.075365	0.046782	0.023244	0.008973	0.004804	0.006615	0.005840	0.004804	0.757080	0.116303	-78599.689
18330	0.003142	0.005382	0.004963	0.003737	0.002918	0.001711	0.002447	0.017178	0.003538	0.081010	0.044297	0.024985	0.009645	0.005790	0.007111	0.005410	0.005790	0.658082	0.010380	-78464.525
18340	0.004383	0.005771	0.004402	0.002220	0.001354	0.002638	0.003967	0.003037	0.004472	0.086869	0.047501	0.025091	0.010343	0.005898	0.007625	0.004121	0.005898	0.749546	0.010380	-79153.813
18350	0.005228	0.004496	0.002498	0.003119	0.002893	0.002399	0.003006	0.002072	0.008912	0.096060	0.046275	0.031942	0.010076	0.002799	0.007428	0.005244	0.002799	0.598040	0.010380	-78793.155
18360	0.004808	0.004134	0.002868	0.002868	0.005237	0.002206	0.007090	0.003109	0.001243	0.088341	0.042557	0.029376	0.009266	0.006712	0.006832	0.005743	0.006712	0.444270	0.010380	-78109.782
18370	0.004107	0.002385	0.004822	0.003774	0.013576	0.003126	0.009296	0.002476	0.002912	0.075450	0.036347	0.021185	0.007914	0.004161	0.005835	0.004544	0.004161	0.656631	0.010380	-78481.273
18380	0.003403	0.002436	0.004924	0.004391	0.004793	0.001241	0.006197	0.009198	0.001879	0.086346	0.037122	0.021637	0.008083	0.001294	0.005959	0.001602	0.001294	0.819109	0.071660	-78446.422
18390	0.002867	0.002285	0.003221	0.002095	0.003644	0.004683	0.002847	0.002113	0.001592	0.098423	0.037122	0.027555	0.010594	0.004399	0.005959	0.000529	0.004399	0.966715	0.001302	-78978.468
18400	0.002000	0.002799	0.003562	0.003177	0.002568	0.001936	0.003014	0.001685	0.005308	0.087418	0.043075	0.022461	0.005205	0.001376	0.004858	0.000920	0.001376	0.912263	0.001302	-78538.028
18410	0.002368	0.003292	0.004224	0.003767	0.005623	0.002686	0.004496	0.003486	0.003731	0.112285	0.051082	0.026637	0.006172	0.002036	0.003404	0.001091	0.002036	0.918522	0.010733	-78286.287
18420	0.002399	0.002355	0.004207	0.002748	0.005744	0.004935	0.005555	0.010302	0.002800	0.100378	0.045665	0.023812	0.008286	0.001643	0.003043	0.002649	0.001643	0.779326	0.059906	-78374.380
18430	0.002099	0.002080	0.005096	0.004011	0.003699	0.005975	0.007730	0.002314	0.003402	0.088652	0.040331	0.021031	0.005287	0.002648	0.002688	0.001122	0.002648	0.666395	0.022041	-78743.330
18440	0.002337	0.003142	0.003234	0.003976	0.005941	0.029242	0.002377	0.007612	0.002706	0.089151	0.040558	0.030402	0.005323	0.000724	0.002703	0.001727	0.000724	0.666395	0.050405	-78424.163
18450	0.002098	0.003269	0.003443	0.004335	0.002471	0.027879	0.002251	0.002779	0.009622	0.084794	0.040558	0.028841	0.005753	0.002665	0.002703	0.002512	0.002665	0.666395	0.172072	-78840.870
18460	0.001914	0.003057	0.003991	0.003870	0.001730	0.026392	0.007790	0.003264	0.001737	0.077360	0.042338	0.026313	0.005248	0.000659	0.002466	0.001440	0.000659	0.738320	0.008802	-79014.545
18470	0.002294	0.003085	0.004018	0.003941	0.004653	0.011964	0.002782	0.002103	0.003787	0.078774	0.043112	0.026794	0.005344	0.000259	0.002511	0.000325	0.000259	0.696901	0.085513	-78621.357
18480	0.002185	0.002295	0.003827	0.003803	0.001166	0.002530	0.001197	0.003708	0.003702	0.075035	0.041066	0.025522	0.007893	0.000430	0.010412	0.000697	0.000430	0.873572	0.034390	-78580.126
18490	0.001823	0.002541	0.008323	0.002313	0.003627	0.002532	0.003874	0.001596	0.006037	0.078367	0.039914	0.024807	0.009740	0.000564	0.013674	0.005759	0.000564	0.695142	0.034390	-78527.552
18500	0.003317	0.002630	0.012728	0.002964	0.020050	0.002907	0.003852	0.002891	0.001794	0.105300	0.051157	0.028628	0.012484	0.002174	0.023813	0.008163	0.002174	0.712881	0.044396	-78794.989
18510	0.002305	0.001717	0.014544	0.001518	0.011928	0.002075	0.006129	0.002221	0.007172	0.086553	0.038001	0.020425	0.012754	0.002736	0.015741	0.012608	0.002736	0.756459	0.028836	-78404.470
18520	0.002093	0.002155	0.007578	0.001400	0.002061	0.001918	0.007039	0.006590	0.002193	0.079799	0.035035	0.022666	0.011759	0.004745	0.011014	0.002640	0.004745	0.582221	0.028836	-78721.761
18530	0.003615	0.001079	0.007848	0.001679	0.001330	0.002507	0.003938	0.002277	0.004844	0.090036	0.043368	0.028056	0.014555	0.002211	0.014954	0.014536	0.002211	0.644342	0.028836	-78972.720
18540	0.002996	0.001015	0.007932	0.003670	0.003153	0.006934	0.003721	0.002263	0.002856	0.083177	0.040788	0.025861	0.013690	0.004832	0.014403	0.006432	0.004832	0.770401	0.028836	-78814.076
18550	0.002426	0.000931	0.003399	0.001642	0.002728	0.003949	0.001866	0.012286	0.002662	0.081427	0.037403	0.025701	0.012553	0.000388	0.013196	0.003949	0.000388	0.930932	0.060405	-78869.042
18560	0.002744	0.001027	0.002614	0.002932	0.007517	0.021060	0.003386	0.009670	0.006573	0.109685	0.041257	0.031290	0.013858	0.000428	0.018798	0.010633	0.000428	0.916314	0.018745	-78642.166
18570	0.005104	0.001126	0.005491	0.004702	0.002942	0.001084	0.005497	0.003511	0.002268	0.089424	0.045226	0.029650	0.015134	0.000469	0.022310	0.009602	0.000469	0.975521	0.018745	-78562.807
18580	0.003608	0.001709	0.005280	0.004294	0.003187	0.001478	0.007567	0.003747	0.002667	0.104500	0.043574	0.033578	0.019779	0.000508	0.033534	0.011647	0.000508	0.975521	0.018745	-78552.717
18590	0.003711	0.001361	0.002441	0.004379	0.001273	0.006473	0.005283	0.023757	0.011455	0.073806	0.035287	0.023518	0.015184	0.000410	0.022482	0.003048	0.000410	0.975521	0.018745	-78728.370
18600	0.003098	0.001237	0.003079	0.004654	0.006198	0.001962	0.004538	0.002826	0.001387	0.091386	0.037968	0.026745	0.013906	0.002814	0.011334	0.011220	0.002814	0.975521	0.018745	-78184.879
18610	0.002573	0.001321	0.002608	0.004699	0.002352	0.002034	0.005399	0.004820	0.003883	0.075891	0.029778	0.021923	0.008916	0.006038	0.009412	0.005449	0.006038	0.396084	0.073924	-79014.721
18620	0.004938	0.003034	0.004666	0.004282	0.005657	0.003445	0.003007	0.001509	0.004523	0.096858	0.038235	0.023799	0.011379	0.010877	0.015182	0.004018	0.010877	0.396084	0.012632	-78867.518
18630	0.005200	0.003363	0.004756	0.003073	0.006454	0.001756	0.003616	0.002424	0.002491	0.103804	0.037606	0.024672	0.011192	0.010698	0.015628	0.008633	0.010698	0.654680	0.260532	-78756.865
18640	0.005109	0.002436	0.001773	0.003046	0.002731	0.002662	0.000870	0.001877	0.012577	0.101984	0.036947	0.029009	0.010996	0.009518	0.017157	0.009255	0.009518	0.781637	0.082735	-78559.425
18650	0.006824	0.001987	0.004993	0.001379	0.004095	0.002674	0.027283	0.003873	0.007396	0.095275	0.046164	0.023663	0.011765	0.003934	0.014622	0.009712	0.003934	0.594637	0.071153	-78965.135
18660	0.006377	0.001518	0.005650	0.001179	0.002943	0.001619	0.008659	0.006550	0.001786	0.089938	0.039463	0.023781	0.010057	0.005141	0.019994	0.008271	0.005141	0.821825	0.114937	-78405.174
18670	0.004686	0.001933	0.005065	0.002556	0.004075	0.005962	0.003414	0.003238	0.002743	0.107950	0.050248	0.029410	0.012805	0.007314	0.021903	0.010270	0.007314	0.850354	0.098328	-78932.335
18680	0.002043	0.001769	0.005427	0.003084	0.002850	0.013141	0.002426	0.004796	0.002011	0.117234	0.052235	0.031796	0.012815	0.011843	0.017373	0.012772	0.011843	0.966365	0.025639	-78632.559
18690	0.001876	0.001444	0.007695	0.003693	0.005677	0.003011	0.003917	0.002173	0.002635	0.089779	0.042633	0.025600	0.010459	0.006918	0.014112	0.004422	0.006918	0.851624	0.025639	-78898.589
18700	0.001552	0.001141	0.006460	0.002909	0.003492	0.004009	0.002327	0.004266	0.002790	0.074286	0.035684	0.026488	0.008654	0.003718	0.008005	0.000895	0.003718	0.852337	0.033592	-79192.157
18710	0.001710	0.002456	0.006654	0.001374	0.003155	0.003197	0.002406	0.003052	0.001276	0.084927	0.040796	0.032145	0.018134	0.003969	0.014529	0.006374	0.003969	0.654134	0.030552	-78604.334
18720	0.001252	0.002591	0.018584	0.005190	0.003320	0.003441	0.004685	0.005609	0.002706	0.084445	0.035412	0.018414	0.006185	0.000957	0.011115	0.001476	0.000957	0.678795	0.133129	-78780.665
18730	0.002090	0.002821	0.007114	0.002835	0.002009	0.004984	0.004818	0.004384	0.002339	0.093723	0.045422	0.026703	0.011547	0.001004	0.017729	0.011417	0.001004	0.773386	0.063764	-78364.848
18740	0.001793	0.003471	0.002899	0.005186	0.004633	0.002972	0.003306	0.003429	0.003030	0.106673	0.046829	0.031601	0.009129	0.000737	0.016450	0.005182	0.000737	0.642876	0.063764	-78659.832
18750	0.002025	0.002794	0.002079	0.003014	0.003897	0.005561	0.003953	0.004998	0.003491	0.081809	0.037689	0.025434	0.007347	0.000593	0.009118	0.003817	0.000593	0.737349	0.051836	-78486.382
18760	0.004082	0.001604	0.001814	0.003065	0.004923	0.008418	0.004770	0.001872	0.005074	0.083169	0.047108	0.026915	0.007469	0.000566	0.013939	0.007275	0.000566	0.639190	0.028277	-78335.868
18770	0.003155	0.003214	0.002787	0.005016	0.005631	0.016848	0.002119	0.003930	0.004016	0.098186	0.067758	0.036399	0.009622	0.003515	0.019236	0.003043	0.003515	0.916231	0.028277	-78227.254
18780	0.001844	0.002613	0.002366	0.004333	0.003452	0.006151	0.004229	0.002361	0.007794	0.097076	0.055089	0.029593	0.011695	0.007427	0.015248	0.006845	0.007427	0.927607	0.072450	-78426.572
