Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10u	theta_11j	theta_12j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10u	tau_11j	phi_j<-i	lnL
340	0.007629	0.003461	0.002823	0.001831	0.017507	0.001573	0.003769	0.113702	0.044985	0.023070	0.022924	0.019225	0.016856	0.790306	-83355.130
350	0.008048	0.002645	0.002397	0.002637	0.003648	0.005014	0.003314	0.086542	0.029374	0.017560	0.017448	0.013848	0.011456	0.717589	-83904.806
360	0.006315	0.002511	0.001365	0.003355	0.003131	0.019662	0.004081	0.084949	0.030885	0.017236	0.016502	0.013687	0.004075	0.695966	-83494.222
370	0.006230	0.002588	0.001529	0.003438	0.005057	0.006410	0.006389	0.102667	0.044237	0.024688	0.023784	0.012899	0.011471	0.455884	-84560.855
380	0.009161	0.003210	0.002204	0.002544	0.002891	0.005872	0.002088	0.109669	0.054855	0.030613	0.028967	0.018405	0.007435	0.398076	-83213.562
390	0.008100	0.002929	0.001755	0.006085	0.005012	0.002385	0.003899	0.089689	0.046580	0.025036	0.018445	0.013906	0.011758	0.754666	-83071.713
400	0.003939	0.001956	0.001243	0.003148	0.003756	0.002472	0.007607	0.059909	0.031114	0.016723	0.012134	0.011285	0.001426	0.880850	-83754.409
410	0.005600	0.003903	0.002593	0.005240	0.004965	0.002522	0.016737	0.085179	0.044238	0.023777	0.019637	0.014010	0.000841	0.940864	-83709.274
420	0.003360	0.002473	0.004976	0.003923	0.007340	0.003971	0.010970	0.094099	0.045739	0.024605	0.022964	0.003525	0.000418	0.952156	-83129.503
430	0.001700	0.001801	0.004652	0.004743	0.003010	0.001749	0.002620	0.077214	0.031599	0.016998	0.015865	0.002435	0.000637	0.893824	-83505.895
440	0.001618	0.001802	0.004634	0.004910	0.017594	0.004664	0.004274	0.076921	0.031418	0.016934	0.015805	0.002199	0.000896	0.937270	-83070.706
450	0.002445	0.003318	0.005286	0.003211	0.002576	0.003146	0.002832	0.075738	0.029735	0.016673	0.016587	0.013034	0.010660	0.870286	-82643.457
460	0.003102	0.002256	0.005399	0.007624	0.003177	0.002361	0.006236	0.081598	0.037075	0.017032	0.016944	0.015425	0.005331	0.701470	-83661.137
470	0.003041	0.001662	0.005768	0.002248	0.003147	0.002967	0.006103	0.079979	0.030706	0.016694	0.016607	0.013601	0.006766	0.545296	-84701.332
480	0.001329	0.001707	0.008222	0.003964	0.006282	0.001941	0.002482	0.081126	0.030969	0.016933	0.016845	0.010693	0.002410	0.507720	-82983.038
490	0.002032	0.001835	0.005489	0.002729	0.014920	0.003231	0.003935	0.104582	0.041155	0.021829	0.021716	0.010262	0.000518	0.079522	-84550.180
500	0.002262	0.002208	0.004479	0.006573	0.005398	0.003292	0.001413	0.085330	0.033579	0.017811	0.017718	0.013140	0.000397	0.091548	-83009.197
510	0.002023	0.002474	0.005092	0.005129	0.014933	0.001928	0.008153	0.097016	0.041055	0.020250	0.012866	0.015512	0.002007	0.091548	-82615.897
520	0.002653	0.003744	0.002450	0.002330	0.021518	0.002014	0.002382	0.087820	0.042667	0.027954	0.014164	0.007047	0.000271	0.138134	-83585.786
530	0.001616	0.004240	0.003093	0.004236	0.001535	0.006002	0.008559	0.084938	0.046874	0.027037	0.006286	0.020745	0.000291	0.170736	-83202.009
540	0.002161	0.010826	0.002349	0.003200	0.004475	0.001500	0.004945	0.111199	0.061367	0.035396	0.030606	0.012402	0.010700	0.254359	-82682.156
550	0.001999	0.005360	0.002161	0.002269	0.003502	0.006842	0.001347	0.087007	0.048016	0.026660	0.021987	0.009704	0.005049	0.227008	-83081.536
560	0.001881	0.008178	0.001849	0.002379	0.003657	0.007555	0.006531	0.081912	0.045204	0.029092	0.007891	0.011372	0.006776	0.227008	-82804.283
570	0.001048	0.005745	0.002337	0.003280	0.003086	0.001717	0.004704	0.080696	0.048741	0.031191	0.007774	0.016365	0.007425	0.036104	-83665.947
580	0.002858	0.010215	0.002365	0.002722	0.003088	0.002239	0.003447	0.073950	0.044667	0.027300	0.024319	0.014038	0.002996	0.037090	-83607.436
590	0.002839	0.004061	0.003097	0.004635	0.002615	0.002192	0.004278	0.073456	0.056236	0.023499	0.008739	0.015874	0.002908	0.208663	-84020.309
600	0.002990	0.004276	0.003261	0.008269	0.004346	0.004224	0.001273	0.077353	0.059219	0.024746	0.018661	0.013039	0.005783	0.490360	-84597.879
610	0.003533	0.008453	0.002700	0.001980	0.003346	0.004759	0.001928	0.091407	0.066387	0.029403	0.019543	0.016013	0.010401	0.237335	-84226.591
620	0.002680	0.003253	0.001707	0.002875	0.001746	0.003726	0.004193	0.069339	0.050359	0.023751	0.014047	0.014639	0.007317	0.268458	-84967.691
630	0.003374	0.006978	0.001673	0.005497	0.002019	0.006013	0.007801	0.087294	0.063399	0.037953	0.015163	0.017743	0.013574	0.397205	-83618.765
640	0.007524	0.004499	0.003111	0.003062	0.001146	0.003924	0.002583	0.106121	0.088933	0.045779	0.042728	0.021961	0.004751	0.238703	-85226.701
650	0.010378	0.003745	0.001827	0.008936	0.001655	0.009673	0.003467	0.092916	0.076397	0.040514	0.032306	0.013059	0.010099	0.365925	-83249.111
660	0.008761	0.004003	0.002604	0.006400	0.001825	0.002355	0.002721	0.102633	0.085677	0.039510	0.030963	0.014402	0.003022	0.321649	-83719.202
670	0.003974	0.005124	0.002242	0.013705	0.001331	0.001513	0.001027	0.094594	0.065425	0.035805	0.022803	0.018581	0.001507	0.608977	-83879.885
680	0.003583	0.005515	0.001410	0.006824	0.002035	0.014784	0.004584	0.080382	0.051773	0.032647	0.026680	0.008977	0.000061	0.714184	-84385.858
690	0.002872	0.005473	0.001445	0.008456	0.001038	0.006953	0.002895	0.064425	0.042526	0.026499	0.024430	0.011912	0.000049	0.781500	-83029.800
700	0.002215	0.005136	0.002207	0.004412	0.002764	0.001814	0.001745	0.076242	0.062778	0.031360	0.028911	0.012620	0.000058	0.689320	-83656.214
710	0.007260	0.010348	0.001696	0.006995	0.001293	0.003625	0.003914	0.076242	0.061302	0.031360	0.028911	0.019411	0.000062	0.453943	-83040.560
720	0.007719	0.006566	0.002098	0.011179	0.002490	0.007242	0.002250	0.064270	0.052570	0.026560	0.024486	0.012345	0.000053	0.473677	-84645.527
730	0.010467	0.004223	0.002061	0.003115	0.020954	0.004984	0.005918	0.065170	0.054737	0.026704	0.024619	0.007495	0.000053	0.644947	-82729.590
740	0.006969	0.003363	0.003032	0.006903	0.015728	0.003303	0.001313	0.057536	0.051013	0.023576	0.021337	0.005357	0.000047	0.946613	-82745.121
750	0.009230	0.004584	0.004764	0.005853	0.006143	0.003805	0.003701	0.053167	0.046826	0.021770	0.019702	0.010273	0.000043	0.953263	-83848.333
760	0.012247	0.003192	0.009067	0.004499	0.003295	0.006533	0.012246	0.052464	0.045680	0.021394	0.018156	0.018354	0.000042	0.887448	-82820.841
770	0.014925	0.002205	0.017495	0.006319	0.003863	0.002454	0.022796	0.053941	0.046980	0.021996	0.016939	0.015390	0.000044	0.982397	-82847.739
780	0.009315	0.005450	0.011764	0.015021	0.001960	0.006476	0.004527	0.065302	0.056874	0.031209	0.018726	0.022075	0.000053	0.673167	-82779.805
790	0.005852	0.009479	0.002969	0.019507	0.001946	0.005862	0.001769	0.051099	0.040321	0.025408	0.020102	0.013186	0.000041	0.533282	-83743.136
800	0.007201	0.005074	0.002692	0.017825	0.004459	0.010822	0.003841	0.060056	0.052039	0.032040	0.023661	0.011965	0.000049	0.591038	-84180.289
810	0.005018	0.002487	0.002970	0.006628	0.008872	0.004038	0.001979	0.051556	0.042992	0.028643	0.019172	0.003536	0.000042	0.494951	-82566.680
820	0.004715	0.002780	0.003122	0.008000	0.001686	0.001733	0.002717	0.048436	0.038239	0.025964	0.019438	0.011454	0.000178	0.636247	-83663.292
830	0.004332	0.003499	0.004378	0.009510	0.003230	0.002983	0.002822	0.067365	0.055581	0.036403	0.007184	0.007646	0.000249	0.481132	-85495.092
840	0.005405	0.004365	0.008786	0.001329	0.003108	0.002135	0.003486	0.084053	0.069349	0.042115	0.033565	0.029971	0.000380	0.170108	-84136.992
850	0.004429	0.001635	0.004444	0.006135	0.001557	0.002807	0.006197	0.050775	0.040610	0.030096	0.002852	0.022314	0.002610	0.264521	-85643.717
860	0.006948	0.002114	0.004173	0.003630	0.003247	0.013076	0.001171	0.060173	0.046296	0.035135	0.003331	0.014641	0.000820	0.144103	-82697.244
870	0.004291	0.003690	0.003254	0.001851	0.004998	0.005713	0.005762	0.061170	0.045312	0.032129	0.003491	0.020989	0.002391	0.250643	-85171.454
880	0.004799	0.002249	0.004159	0.003970	0.002424	0.005758	0.008143	0.066806	0.059709	0.032810	0.003813	0.027648	0.003083	0.113147	-84141.495
890	0.003260	0.002323	0.003310	0.001946	0.002621	0.004037	0.004566	0.054987	0.042615	0.026115	0.003035	0.022698	0.003001	0.131749	-82921.501
900	0.007322	0.004177	0.002986	0.003975	0.004157	0.001786	0.001761	0.070532	0.046596	0.035347	0.003893	0.029115	0.002474	0.239996	-83134.957
910	0.006441	0.001946	0.003144	0.001365	0.006493	0.000995	0.002093	0.062025	0.050952	0.030312	0.007328	0.016093	0.001339	0.067030	-84676.861
920	0.005003	0.001880	0.004812	0.001500	0.004193	0.003779	0.007635	0.068481	0.060273	0.030956	0.008091	0.024332	0.001990	0.158451	-84809.030
930	0.002449	0.002420	0.009189	0.002012	0.002988	0.002381	0.011604	0.080054	0.066133	0.030945	0.010013	0.023206	0.004051	0.141174	-83091.472
940	0.003586	0.003591	0.007646	0.003639	0.000889	0.007891	0.003038	0.057781	0.047612	0.022253	0.007200	0.019226	0.006158	0.149641	-84422.731
950	0.004528	0.004448	0.020682	0.003115	0.004837	0.005182	0.005183	0.072963	0.060746	0.028100	0.012104	0.015046	0.005317	0.064956	-84124.052
960	0.006076	0.004790	0.006066	0.007009	0.002217	0.002227	0.004242	0.060545	0.047005	0.025866	0.015551	0.015193	0.001495	0.005735	-82777.332
970	0.022895	0.005340	0.005411	0.002598	0.003040	0.004012	0.003524	0.065621	0.052331	0.032721	0.016700	0.011255	0.003520	0.005735	-83674.177
980	0.033930	0.009368	0.003621	0.002460	0.002318	0.005210	0.003045	0.068461	0.054596	0.046398	0.016597	0.012391	0.002376	0.005735	-82478.817
990	0.012151	0.004922	0.006778	0.003272	0.001090	0.005652	0.003108	0.057960	0.047512	0.033651	0.015820	0.017890	0.004866	0.005735	-85283.713
1000	0.012811	0.004741	0.007006	0.002907	0.003587	0.002276	0.006847	0.059810	0.050188	0.031607	0.009755	0.012150	0.004596	0.072791	-83022.113
1010	0.010967	0.003357	0.004774	0.001850	0.002269	0.003177	0.001833	0.055460	0.049723	0.031186	0.018724	0.014699	0.008083	0.058545	-84411.588
1020	0.018279	0.009999	0.004924	0.002164	0.001631	0.005876	0.008833	0.068288	0.046779	0.036250	0.015508	0.020611	0.001979	0.202779	-83283.950
1030	0.007104	0.011223	0.008727	0.002752	0.003540	0.002966	0.002049	0.076647	0.052505	0.038175	0.029125	0.018382	0.009316	0.219291	-84108.355
1040	0.009964	0.007594	0.008306	0.003880	0.001298	0.010359	0.001646	0.073307	0.054912	0.039300	0.026633	0.032552	0.010964	0.024958	-84319.303
1050	0.009864	0.003466	0.004617	0.003588	0.003583	0.002050	0.018218	0.078517	0.068825	0.046769	0.034162	0.025707	0.007025	0.027116	-84427.945
1060	0.007905	0.008254	0.004869	0.005336	0.003932	0.005410	0.017058	0.067755	0.053027	0.038124	0.016068	0.015169	0.004398	0.186383	-83381.035
1070	0.005121	0.006005	0.004475	0.002007	0.001719	0.002805	0.013925	0.056540	0.045764	0.030089	0.022112	0.019923	0.010634	0.060562	-83389.110
1080	0.005739	0.006730	0.004611	0.006885	0.006553	0.010958	0.001930	0.063366	0.051289	0.033853	0.030767	0.009119	0.008473	0.032116	-84410.445
1090	0.010988	0.007473	0.008434	0.009682	0.015354	0.002586	0.003519	0.085644	0.067149	0.049861	0.043925	0.012325	0.004864	0.071229	-83459.287
1100	0.006376	0.009122	0.015329	0.008037	0.001999	0.003005	0.004029	0.064440	0.050524	0.030015	0.010866	0.027851	0.008690	0.005519	-84383.402
1110	0.011098	0.012348	0.017338	0.005386	0.001677	0.003830	0.002794	0.060067	0.042903	0.027894	0.011107	0.025883	0.011071	0.143785	-83999.023
1120	0.013004	0.002851	0.008604	0.000937	0.004904	0.006956	0.005689	0.037278	0.030872	0.016660	0.014527	0.012524	0.005246	0.377188	-84718.674
1130	0.009755	0.001956	0.004918	0.003284	0.005942	0.003372	0.002313	0.032701	0.027081	0.017383	0.009900	0.013571	0.000679	0.141108	-84271.306
1140	0.017726	0.002457	0.004291	0.001262	0.015408	0.003042	0.002037	0.043406	0.034802	0.026354	0.021279	0.011897	0.004094	0.207359	-82774.864
1150	0.015194	0.002313	0.005108	0.001409	0.006799	0.002080	0.008723	0.040856	0.032757	0.024806	0.016791	0.022599	0.004331	0.146065	-82839.060
1160	0.016328	0.003550	0.003039	0.001203	0.009030	0.002163	0.003125	0.054250	0.042071	0.033837	0.020381	0.030008	0.007878	0.303752	-84040.709
1170	0.019111	0.002637	0.001798	0.004464	0.009983	0.005553	0.009587	0.049954	0.040086	0.033122	0.011376	0.027632	0.005847	0.058158	-85847.785
1180	0.029277	0.003382	0.004789	0.003438	0.003699	0.003893	0.021903	0.048304	0.036923	0.020307	0.012320	0.014056	0.006904	0.197907	-82041.964
1190	0.017610	0.004195	0.005289	0.013775	0.002727	0.002544	0.016766	0.053346	0.042368	0.022427	0.012182	0.018009	0.007307	0.177160	-83941.674
1200	0.015839	0.005527	0.003702	0.003041	0.001815	0.007815	0.004277	0.049697	0.034031	0.021794	0.018170	0.016111	0.002088	0.646656	-84392.187
1210	0.014229	0.004564	0.003991	0.002785	0.003706	0.003918	0.007495	0.042782	0.029772	0.018053	0.015083	0.016366	0.001278	0.276474	-84512.149
1220	0.017995	0.005816	0.005183	0.005069	0.003227	0.002983	0.007805	0.054091	0.038960	0.023447	0.010762	0.021256	0.004335	0.265815	-85277.806
1230	0.011287	0.009557	0.002127	0.007899	0.003444	0.002762	0.004041	0.047871	0.033308	0.022801	0.018615	0.018166	0.007812	0.259828	-84056.407
1240	0.011866	0.011624	0.002210	0.004411	0.005512	0.003342	0.005360	0.066610	0.044761	0.030493	0.022007	0.027169	0.021125	0.627556	-83505.278
1250	0.009218	0.006139	0.003156	0.004127	0.011766	0.020125	0.004573	0.069189	0.047897	0.031673	0.023329	0.016329	0.006068	0.281816	-83713.092
1260	0.007252	0.004998	0.004113	0.008205	0.004101	0.009551	0.004177	0.090170	0.075128	0.041278	0.041061	0.030540	0.011104	0.051894	-85420.199
1270	0.009530	0.005892	0.003085	0.001014	0.007712	0.001708	0.002746	0.067631	0.046641	0.030960	0.030797	0.015713	0.010693	0.123683	-83283.585
1280	0.004621	0.002387	0.002912	0.005665	0.002105	0.007555	0.002735	0.067725	0.044588	0.031072	0.030840	0.023911	0.004832	0.063363	-83253.801
1290	0.005443	0.003083	0.003430	0.004326	0.004698	0.003413	0.002227	0.079773	0.051119	0.036600	0.036187	0.023424	0.011568	0.202486	-83111.455
1300	0.005119	0.002587	0.002718	0.007119	0.004304	0.002331	0.003969	0.063210	0.039864	0.029001	0.026175	0.015632	0.013015	0.120021	-83969.369
1310	0.005678	0.003271	0.003729	0.004628	0.002553	0.003383	0.001476	0.055547	0.035032	0.022639	0.017112	0.011243	0.004149	0.179590	-83355.013
1320	0.004772	0.003631	0.002827	0.002780	0.003024	0.001368	0.007221	0.063234	0.040956	0.029430	0.010363	0.020828	0.003557	0.066621	-84626.818
1330	0.006191	0.003528	0.002206	0.004744	0.003551	0.008051	0.006064	0.060735	0.039662	0.032330	0.009954	0.019020	0.002082	0.112943	-83611.805
1340	0.003422	0.004556	0.003226	0.002329	0.003847	0.002333	0.005756	0.078430	0.051217	0.042511	0.016679	0.027042	0.006115	0.077394	-82458.826
1350	0.002780	0.003701	0.004253	0.009023	0.015292	0.002856	0.004055	0.063709	0.041604	0.032164	0.014601	0.009367	0.005656	0.217890	-84732.933
1360	0.003234	0.005782	0.002955	0.003752	0.001900	0.010612	0.003243	0.062834	0.037800	0.032702	0.019175	0.029387	0.004512	0.332383	-83595.590
1370	0.001756	0.008905	0.003247	0.003437	0.007908	0.002487	0.011904	0.061637	0.037080	0.031381	0.027415	0.023895	0.019508	0.260687	-83881.081
1380	0.001401	0.005920	0.002045	0.007464	0.010576	0.020037	0.002627	0.061637	0.037080	0.033230	0.016242	0.029383	0.010127	0.448909	-83168.261
1390	0.002016	0.006499	0.005382	0.001696	0.012691	0.003049	0.003475	0.083858	0.051255	0.043218	0.034692	0.034666	0.034459	0.151904	-83685.759
1400	0.002091	0.004505	0.005971	0.002946	0.008217	0.002770	0.002302	0.051600	0.030954	0.027224	0.019875	0.021599	0.012576	0.151904	-84104.008
1410	0.002902	0.004056	0.005924	0.001605	0.008030	0.004116	0.002570	0.071613	0.042960	0.036046	0.024646	0.032834	0.011743	0.115420	-84094.226
1420	0.002145	0.002998	0.009041	0.003576	0.012695	0.002043	0.002392	0.052933	0.031754	0.025785	0.018772	0.016936	0.008525	0.058391	-84295.250
1430	0.002589	0.003800	0.002773	0.006643	0.005521	0.002674	0.004175	0.067097	0.040251	0.035332	0.024543	0.026352	0.023456	0.096269	-83700.187
1440	0.003098	0.005751	0.002127	0.005508	0.004898	0.001941	0.003162	0.085032	0.051010	0.039794	0.034132	0.030182	0.018910	0.500183	-84310.458
1450	0.002420	0.004494	0.002430	0.007567	0.002958	0.001047	0.009848	0.066439	0.039856	0.028212	0.013249	0.019954	0.002799	0.200810	-84234.882
1460	0.003037	0.003576	0.003123	0.005264	0.003759	0.003271	0.004502	0.083374	0.050016	0.035759	0.029122	0.024375	0.008032	0.140650	-81825.966
1470	0.002700	0.003539	0.002735	0.002958	0.004542	0.007622	0.004185	0.074119	0.041362	0.029526	0.022107	0.020208	0.003518	0.013889	-83632.501
1480	0.003033	0.003873	0.003765	0.006278	0.001825	0.010804	0.001389	0.071964	0.038507	0.024908	0.012657	0.022351	0.009774	0.182309	-83219.118
1490	0.006123	0.002839	0.004256	0.002355	0.005841	0.010484	0.002560	0.068437	0.036620	0.022011	0.015431	0.016952	0.004686	0.046630	-85425.197
1500	0.005908	0.002514	0.004106	0.002504	0.002907	0.011328	0.003887	0.066036	0.036917	0.021238	0.019259	0.015978	0.012376	0.028657	-82939.928
1510	0.004580	0.002450	0.003201	0.002562	0.003757	0.012569	0.002476	0.064368	0.035985	0.022388	0.011159	0.016450	0.004082	0.028657	-81488.539
1520	0.005647	0.002549	0.003947	0.003694	0.009888	0.001510	0.007970	0.079364	0.047470	0.027604	0.023409	0.011303	0.010188	0.161278	-83986.145
1530	0.001876	0.001742	0.002694	0.006384	0.005204	0.001855	0.002959	0.054177	0.032405	0.018843	0.012009	0.009159	0.006129	0.361202	-85937.236
1540	0.004676	0.001716	0.002759	0.005504	0.004012	0.003645	0.015069	0.061909	0.037029	0.026011	0.023165	0.017869	0.003011	0.363013	-83113.742
1550	0.004676	0.002772	0.002812	0.006407	0.002477	0.003000	0.016188	0.061909	0.037029	0.026011	0.022666	0.017772	0.006899	0.231270	-83183.454
1560	0.004424	0.003130	0.004195	0.018260	0.003359	0.007420	0.015643	0.071521	0.049183	0.029757	0.013642	0.017890	0.002258	0.231270	-83260.814
1570	0.004876	0.003927	0.003613	0.003827	0.003455	0.002126	0.001794	0.061591	0.040825	0.025625	0.017653	0.017383	0.005063	0.116577	-82305.485
1580	0.003332	0.005604	0.004310	0.002261	0.003026	0.006401	0.002745	0.061591	0.034288	0.023403	0.018271	0.016304	0.014321	0.146125	-83926.422
1590	0.004306	0.005644	0.003999	0.004519	0.003478	0.001838	0.002671	0.079589	0.048594	0.030673	0.026924	0.027812	0.024913	0.066174	-81541.210
1600	0.003965	0.009079	0.003337	0.004554	0.002594	0.008171	0.002300	0.073293	0.042599	0.029232	0.028854	0.026728	0.013241	0.237233	-83274.963
1610	0.004143	0.003256	0.001536	0.001040	0.002923	0.003318	0.004690	0.047349	0.027273	0.018706	0.016184	0.016003	0.008018	0.027699	-83966.990
1620	0.006281	0.005697	0.002263	0.006788	0.004559	0.004044	0.001712	0.054540	0.032277	0.021956	0.021526	0.018440	0.012665	0.274512	-84476.659
1630	0.003096	0.008183	0.002592	0.006049	0.006216	0.006037	0.003726	0.062457	0.036962	0.025143	0.016717	0.018293	0.008432	0.168341	-82937.515
1640	0.003038	0.009307	0.002417	0.002707	0.002151	0.002369	0.006344	0.061285	0.032583	0.024785	0.015219	0.023116	0.012988	0.097303	-82688.286
1650	0.006550	0.006340	0.002366	0.003393	0.007912	0.004192	0.001250	0.068862	0.037652	0.028664	0.014833	0.018889	0.006090	0.385931	-83259.758
1660	0.003667	0.005366	0.002763	0.003115	0.002956	0.002674	0.006389	0.059255	0.032549	0.025764	0.018213	0.019577	0.013752	0.418180	-84252.996
1670	0.005178	0.004043	0.003762	0.003459	0.003523	0.001873	0.005274	0.083671	0.045961	0.038759	0.032994	0.029748	0.027503	0.342442	-83188.651
1680	0.003947	0.002543	0.003508	0.003446	0.006021	0.006776	0.003014	0.063786	0.035038	0.029882	0.019766	0.022642	0.015545	0.526336	-84203.842
1690	0.003309	0.001973	0.004517	0.005301	0.002652	0.038268	0.002731	0.053470	0.029372	0.025031	0.017159	0.021060	0.001978	0.137006	-83698.579
1700	0.004000	0.002520	0.004621	0.001781	0.004940	0.003869	0.006333	0.064634	0.035605	0.030196	0.027201	0.023518	0.018504	0.020692	-82100.008
1710	0.002994	0.004859	0.001948	0.002914	0.004189	0.007689	0.001840	0.065508	0.036086	0.033297	0.026362	0.022706	0.018754	0.020692	-83223.315
1720	0.002460	0.003012	0.003144	0.004826	0.001903	0.003749	0.001897	0.062574	0.034470	0.027847	0.027621	0.024227	0.016181	0.387664	-83406.991
1730	0.005702	0.004135	0.003123	0.003084	0.001916	0.005863	0.016808	0.062145	0.034234	0.027656	0.027432	0.023935	0.016779	0.295724	-82551.488
1740	0.008936	0.006797	0.003228	0.005842	0.005563	0.004315	0.010590	0.079977	0.044213	0.035730	0.035027	0.030803	0.004139	0.059221	-83346.451
1750	0.002752	0.005006	0.002151	0.002757	0.004440	0.002550	0.014472	0.047271	0.027756	0.021278	0.020703	0.014376	0.008004	0.176477	-84159.190
1760	0.004282	0.005645	0.003965	0.005990	0.005771	0.015135	0.026856	0.076427	0.050311	0.036795	0.032519	0.026672	0.021418	0.421730	-84321.755
