Gen	theta_6PmunDintDcelDludDgol	theta_7DintDcelDludDgol	theta_8DcelDludDgol	theta_9DludDgol	tau_6PmunDintDcelDludDgol	tau_7DintDcelDludDgol	tau_8DcelDludDgol	tau_9DludDgol	lnL
1850	0.002339	0.005489	0.002227	0.003242	0.016444	0.012577	0.005084	0.000747	-104215.992
1860	0.003180	0.006251	0.002227	0.002899	0.016444	0.013676	0.005084	0.000747	-104760.229
1870	0.003215	0.003921	0.004455	0.004318	0.016628	0.013948	0.006458	0.000755	-107379.137
1880	0.001173	0.001676	0.002763	0.003675	0.008990	0.006555	0.003491	0.000408	-109946.198
1890	0.002046	0.001746	0.002461	0.002848	0.009029	0.006445	0.003996	0.000410	-108623.891
1900	0.003825	0.005099	0.011733	0.004938	0.020557	0.011870	0.007085	0.001437	-105761.641
1910	0.001911	0.003867	0.006765	0.002837	0.013115	0.007308	0.004520	0.000917	-101151.330
1920	0.001911	0.002599	0.005816	0.002641	0.013115	0.007140	0.005743	0.000985	-104541.883
1930	0.002720	0.002287	0.003553	0.001804	0.008957	0.004663	0.003923	0.000673	-107841.169
1940	0.002048	0.001405	0.003754	0.002047	0.006629	0.003451	0.003018	0.000396	-109784.296
1950	0.008201	0.004624	0.003263	0.005963	0.017680	0.009205	0.008049	0.001453	-104453.880
1960	0.005031	0.002304	0.001715	0.002266	0.008811	0.004587	0.003841	0.000724	-107646.135
1970	0.005026	0.004109	0.003750	0.002178	0.013997	0.007287	0.006101	0.001901	-105287.248
1980	0.002008	0.003490	0.004372	0.001379	0.008861	0.004613	0.002986	0.001203	-109138.218
1990	0.002297	0.003606	0.004808	0.001895	0.009991	0.005369	0.004423	0.001186	-103828.549
2000	0.002052	0.007818	0.014222	0.002560	0.013500	0.007254	0.006624	0.001603	-107337.435
2010	0.003542	0.007582	0.011669	0.003164	0.013867	0.007452	0.006938	0.002334	-104913.989
2020	0.002837	0.007809	0.009020	0.002690	0.011109	0.005682	0.004374	0.001762	-100762.504
2030	0.004148	0.003964	0.003814	0.006228	0.010244	0.005434	0.003388	0.001625	-101974.268
2040	0.005306	0.008207	0.007266	0.005630	0.015110	0.008620	0.004997	0.004536	-105086.763
2050	0.001628	0.003980	0.004244	0.002260	0.004630	0.002749	0.001531	0.001492	-104131.013
2060	0.002530	0.006716	0.004828	0.003724	0.007195	0.005132	0.002380	0.002325	-103732.039
2070	0.008184	0.010505	0.006178	0.004111	0.008634	0.004813	0.002856	0.002769	-101309.313
2080	0.003736	0.004080	0.003051	0.004993	0.007001	0.005628	0.002315	0.002245	-105738.897
2090	0.005103	0.003914	0.003058	0.002971	0.008777	0.007227	0.002903	0.002778	-111507.966
2100	0.003391	0.004784	0.004403	0.003324	0.006713	0.005029	0.002487	0.001679	-108502.699
2110	0.002964	0.004022	0.009751	0.005114	0.006125	0.004432	0.001416	0.000662	-106140.458
2120	0.002591	0.004665	0.012900	0.002862	0.005354	0.003355	0.000967	0.000479	-107156.023
2130	0.002591	0.011488	0.013729	0.004295	0.005354	0.002702	0.000967	0.000601	-104939.446
2140	0.002779	0.006772	0.005779	0.004506	0.005742	0.004010	0.001524	0.001370	-106313.953
2150	0.001534	0.003056	0.005993	0.001913	0.003170	0.002214	0.000841	0.000633	-111479.207
2160	0.002025	0.006340	0.001782	0.003886	0.004143	0.001980	0.001889	0.001728	-108627.825
2170	0.002727	0.004463	0.004656	0.002392	0.005579	0.002666	0.002415	0.002055	-105128.193
2180	0.001542	0.002667	0.001851	0.003389	0.003154	0.001507	0.001348	0.000519	-110274.317
2190	0.002829	0.002493	0.007232	0.002008	0.004247	0.002763	0.001171	0.000740	-107776.968
2200	0.002681	0.003196	0.009293	0.002975	0.004026	0.002210	0.001188	0.000506	-109093.468
2210	0.003528	0.004573	0.006562	0.004267	0.003884	0.001916	0.001194	0.000274	-103442.531
2220	0.002569	0.004753	0.013362	0.003163	0.003884	0.001942	0.001715	0.000495	-111903.285
2230	0.004115	0.001714	0.012808	0.004185	0.003884	0.002510	0.002326	0.000483	-111634.290
2240	0.010961	0.002133	0.005305	0.002661	0.004834	0.003123	0.003000	0.000636	-110973.728
2250	0.011184	0.002696	0.003115	0.003205	0.004867	0.003032	0.002697	0.000343	-105552.952
2260	0.023999	0.003235	0.004920	0.004049	0.010173	0.006376	0.005779	0.000665	-101659.689
2270	0.020032	0.002695	0.006371	0.001858	0.006260	0.003923	0.003870	0.000409	-105174.333
2280	0.015134	0.002280	0.002147	0.001572	0.005816	0.003320	0.003242	0.000346	-105982.062
2290	0.028997	0.003656	0.017159	0.002520	0.009401	0.005322	0.005198	0.000555	-103514.996
2300	0.021571	0.003571	0.003036	0.003028	0.007488	0.004021	0.003927	0.000419	-102614.187
2310	0.014479	0.003865	0.004329	0.002744	0.008415	0.004185	0.004087	0.000437	-101420.449
2320	0.013201	0.002802	0.003542	0.002786	0.006048	0.003035	0.002803	0.000317	-110700.722
2330	0.020046	0.003732	0.002777	0.007035	0.008054	0.004041	0.003802	0.000422	-105999.558
2340	0.018324	0.004340	0.006178	0.001723	0.005526	0.002772	0.002646	0.001204	-111321.791
2350	0.013264	0.003810	0.008907	0.002515	0.004261	0.002086	0.001929	0.000499	-104250.631
2360	0.011154	0.005220	0.002255	0.003783	0.003669	0.001765	0.001648	0.000468	-104089.781
2370	0.008166	0.004218	0.001883	0.009552	0.003669	0.001765	0.001710	0.000232	-109314.253
2380	0.006433	0.005686	0.010781	0.003045	0.005281	0.002581	0.001865	0.000243	-107182.622
2390	0.006944	0.004644	0.018765	0.001473	0.005006	0.002600	0.002136	0.000244	-111318.132
2400	0.003021	0.002451	0.010716	0.001901	0.003270	0.001729	0.001693	0.000146	-106589.343
2410	0.004241	0.001688	0.062964	0.001367	0.004591	0.002843	0.001075	0.000201	-106921.935
2420	0.002912	0.003140	0.033249	0.002304	0.007032	0.003835	0.002913	0.000233	-115441.057
2430	0.002133	0.003181	0.030381	0.002349	0.008197	0.004491	0.004463	0.000278	-111395.063
2440	0.002040	0.003675	0.034723	0.004674	0.007840	0.004295	0.004268	0.000265	-107378.573
2450	0.004542	0.008050	0.046408	0.005580	0.014438	0.007910	0.007860	0.000489	-107471.330
2460	0.002299	0.002626	0.018128	0.002902	0.007307	0.004003	0.003978	0.000164	-104245.246
2470	0.011834	0.005173	0.021184	0.003693	0.012527	0.006863	0.006820	0.000282	-103717.965
2480	0.007471	0.003277	0.005249	0.001312	0.008046	0.004318	0.004286	0.000177	-109755.572
2490	0.006757	0.006854	0.003315	0.001605	0.011642	0.006247	0.006201	0.000256	-106056.491
2500	0.009059	0.007005	0.003568	0.003094	0.012561	0.006740	0.006691	0.000276	-105125.680
2510	0.010461	0.007612	0.007119	0.001631	0.010775	0.005782	0.005740	0.000237	-106959.211
2520	0.009403	0.009018	0.002951	0.002174	0.015904	0.007447	0.007393	0.000305	-104607.009
2530	0.004737	0.002256	0.010984	0.001295	0.008506	0.003983	0.003962	0.000163	-106732.073
2540	0.002704	0.002480	0.001446	0.001112	0.007306	0.003421	0.003403	0.000140	-106870.369
2550	0.007260	0.004264	0.002836	0.003236	0.021259	0.009954	0.009902	0.000408	-101376.902
2560	0.002441	0.002081	0.002763	0.004000	0.010377	0.004859	0.004833	0.000199	-106975.692
2570	0.004022	0.003072	0.001384	0.005300	0.015317	0.007172	0.007134	0.000294	-103354.003
2580	0.005291	0.003005	0.002298	0.002734	0.014985	0.007017	0.006979	0.000288	-103887.674
2590	0.004453	0.002189	0.001433	0.001746	0.014985	0.007017	0.006979	0.000288	-100889.410
2600	0.003668	0.002557	0.003318	0.002730	0.017505	0.008197	0.008153	0.000336	-103445.176
2610	0.005281	0.002735	0.006222	0.002515	0.012317	0.005767	0.005737	0.000237	-104097.873
2620	0.002483	0.003046	0.001949	0.001918	0.012167	0.004398	0.004375	0.000180	-101182.946
2630	0.001768	0.001777	0.004211	0.003815	0.007097	0.002565	0.002552	0.000125	-111331.140
2640	0.001885	0.004885	0.001643	0.003565	0.008870	0.003206	0.003189	0.000156	-108669.311
2650	0.002095	0.005586	0.002898	0.004405	0.009855	0.003562	0.003543	0.000173	-105063.790
2660	0.004984	0.004140	0.003712	0.003573	0.008590	0.003044	0.003028	0.000110	-107532.284
2670	0.006549	0.004623	0.002306	0.002689	0.009593	0.003399	0.003381	0.000182	-109076.168
2680	0.003062	0.002949	0.004448	0.004173	0.006733	0.002386	0.002373	0.000128	-107830.446
2690	0.004079	0.006292	0.004663	0.009528	0.009912	0.003653	0.002454	0.000147	-107904.730
2700	0.005993	0.008337	0.002419	0.009120	0.011630	0.004889	0.003730	0.000162	-108009.868
2710	0.003495	0.005145	0.007844	0.007662	0.007923	0.003330	0.001805	0.000237	-103456.788
2720	0.002978	0.002179	0.012313	0.003731	0.009146	0.006883	0.001881	0.000657	-109775.469
2730	0.001279	0.003162	0.008398	0.006368	0.005347	0.003688	0.001115	0.000096	-108021.805
2740	0.001960	0.005887	0.006790	0.009170	0.007252	0.005248	0.003617	0.000057	-108530.292
2750	0.001127	0.001914	0.002577	0.006364	0.006107	0.004283	0.002766	0.000048	-114998.566
2760	0.002092	0.004648	0.006428	0.003057	0.011749	0.007289	0.003178	0.000169	-109175.831
2770	0.002656	0.003347	0.003973	0.005802	0.010398	0.007283	0.002897	0.000150	-103797.601
2780	0.003573	0.002359	0.003063	0.005368	0.008017	0.005616	0.002234	0.000133	-103607.654
2790	0.002051	0.001802	0.002188	0.006587	0.007175	0.005488	0.002901	0.000119	-104642.906
2800	0.002529	0.001948	0.003901	0.021898	0.012060	0.009206	0.004605	0.000114	-99803.524
2810	0.003127	0.002288	0.008000	0.009809	0.010862	0.007352	0.003107	0.000103	-107416.566
2820	0.002124	0.001411	0.001741	0.005328	0.005054	0.003320	0.001445	0.000048	-108824.581
