Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
430	0.158490	0.002974	0.034548	0.004055	0.002671	0.002240	0.003661	0.003159	0.004180	0.022651	0.020959	0.007133	0.002928	0.001210	0.002550	0.000696	0.001210	0.603655	0.050682	-75738.473
440	0.199669	0.003363	0.041523	0.003107	0.001141	0.001428	0.006614	0.001967	0.003634	0.028684	0.026542	0.009272	0.003767	0.000976	0.004775	0.000555	0.000976	0.631235	0.027188	-75744.763
450	0.170987	0.005896	0.043718	0.004113	0.013451	0.003151	0.007662	0.003758	0.004558	0.030386	0.028116	0.009822	0.003990	0.000245	0.004213	0.001114	0.000245	0.686556	0.027188	-75630.340
460	0.169105	0.003095	0.016816	0.003506	0.004271	0.002230	0.001412	0.002922	0.003291	0.024331	0.022514	0.007817	0.004131	0.000213	0.003331	0.000189	0.000213	0.558807	0.027188	-75643.105
470	0.179402	0.003408	0.031911	0.002933	0.002146	0.004234	0.002858	0.002478	0.009181	0.026794	0.024792	0.008608	0.003948	0.000309	0.001243	0.000545	0.000309	0.560624	0.027188	-75689.659
480	0.128002	0.003310	0.021173	0.003971	0.002046	0.003847	0.005009	0.003064	0.010346	0.026017	0.024074	0.006690	0.002719	0.000135	0.001207	0.000975	0.000135	0.526880	0.027188	-75779.012
490	0.084131	0.003108	0.040516	0.003083	0.003619	0.002580	0.013963	0.000984	0.004420	0.025663	0.023746	0.005664	0.003139	0.000103	0.001190	0.000506	0.000103	0.551150	0.098545	-75685.431
500	0.113020	0.003558	0.024395	0.006564	0.005090	0.002953	0.003837	0.009210	0.006434	0.029379	0.027185	0.006484	0.002620	0.000519	0.001363	0.000881	0.000519	0.589930	0.150120	-75688.000
510	0.153253	0.003469	0.039017	0.003668	0.004963	0.001516	0.005409	0.003228	0.002245	0.028644	0.026505	0.006322	0.002932	0.001533	0.001751	0.000956	0.001533	0.415170	0.120383	-75741.740
520	0.152136	0.004178	0.035545	0.005221	0.004657	0.001600	0.001389	0.012429	0.002290	0.030233	0.027974	0.006672	0.003233	0.000612	0.001848	0.001504	0.000612	0.683529	0.060039	-75726.853
530	0.154665	0.003738	0.027571	0.002009	0.004377	0.001139	0.008038	0.004355	0.007084	0.026605	0.024618	0.005872	0.004666	0.000856	0.001698	0.001529	0.000856	0.672913	0.028578	-75747.087
540	0.169720	0.005066	0.055109	0.002908	0.003002	0.001127	0.010008	0.009035	0.023648	0.026337	0.023479	0.005813	0.003713	0.000617	0.001681	0.001461	0.000617	0.733646	0.039993	-75718.061
550	0.186681	0.005467	0.042071	0.002961	0.003708	0.001199	0.005052	0.002538	0.005966	0.028418	0.025334	0.006272	0.003612	0.000669	0.001817	0.001275	0.000669	0.441650	0.005900	-75721.010
560	0.149180	0.004600	0.038432	0.002832	0.004139	0.001147	0.002107	0.002510	0.005400	0.027177	0.024228	0.005998	0.003454	0.000619	0.001738	0.001098	0.000619	0.513978	0.048234	-75719.653
570	0.184843	0.006477	0.036096	0.003758	0.004456	0.002727	0.006336	0.010297	0.010268	0.028213	0.025151	0.006227	0.003133	0.001056	0.001568	0.001267	0.001056	0.495227	0.076596	-75686.431
580	0.235890	0.005757	0.024957	0.003104	0.002044	0.001630	0.003839	0.006701	0.001756	0.030317	0.027027	0.006527	0.003532	0.000629	0.001685	0.000985	0.000629	0.541527	0.040433	-75737.527
590	0.247353	0.004548	0.058646	0.003554	0.014034	0.003577	0.004307	0.004459	0.006648	0.034714	0.030946	0.007474	0.004044	0.000745	0.001430	0.000630	0.000745	0.676210	0.040433	-75734.177
600	0.167854	0.006449	0.035776	0.003210	0.007760	0.005529	0.005652	0.001565	0.005498	0.030996	0.026015	0.006673	0.002847	0.001051	0.001277	0.000986	0.001051	0.585697	0.025882	-75735.970
610	0.155636	0.004098	0.045557	0.004911	0.005195	0.001675	0.003000	0.001429	0.006444	0.035496	0.032412	0.007642	0.003695	0.003136	0.004690	0.001335	0.003136	0.744548	0.025882	-75639.273
620	0.110603	0.004026	0.029745	0.004013	0.008649	0.002251	0.006630	0.003886	0.006810	0.034872	0.031842	0.007508	0.003487	0.002451	0.004197	0.001770	0.002451	0.723388	0.025882	-75706.636
630	0.099525	0.004214	0.030114	0.004035	0.002130	0.002013	0.005333	0.003799	0.005109	0.031193	0.028483	0.006716	0.002771	0.002006	0.003754	0.001392	0.002006	0.617524	0.014491	-75685.509
640	0.101995	0.005602	0.040666	0.005747	0.002176	0.003667	0.006411	0.007952	0.004666	0.031193	0.028483	0.006716	0.002882	0.001663	0.004016	0.002129	0.001663	0.631053	0.184808	-75702.283
650	0.126270	0.004926	0.039755	0.002956	0.007232	0.003834	0.004390	0.001417	0.004255	0.033717	0.029056	0.007259	0.003344	0.002139	0.004631	0.000344	0.002139	0.511805	0.056869	-75799.226
660	0.110247	0.008138	0.029294	0.003712	0.003640	0.003727	0.002664	0.004986	0.002350	0.034524	0.029751	0.007433	0.003147	0.001974	0.003016	0.000346	0.001974	0.491516	0.008739	-75671.677
670	0.112314	0.009374	0.032115	0.002005	0.001823	0.002637	0.003809	0.002769	0.005802	0.033553	0.025326	0.005937	0.003699	0.002884	0.003069	0.000407	0.002884	0.543595	0.008739	-75736.065
680	0.089521	0.005332	0.027107	0.004643	0.002672	0.003930	0.007733	0.001957	0.004701	0.031854	0.026818	0.005578	0.002092	0.001324	0.002954	0.000426	0.001324	0.549598	0.008739	-75742.017
690	0.084895	0.006107	0.023609	0.003889	0.006641	0.004115	0.015949	0.003773	0.004687	0.034899	0.031242	0.006111	0.002410	0.002075	0.002856	0.001124	0.002075	0.410239	0.008739	-75675.655
700	0.142533	0.005411	0.018084	0.002730	0.003398	0.001203	0.005992	0.003207	0.008964	0.032575	0.029161	0.005704	0.001650	0.000485	0.004223	0.000519	0.000485	0.435371	0.008739	-75723.600
710	0.142699	0.003859	0.053500	0.003486	0.002343	0.001014	0.003758	0.001510	0.002415	0.031256	0.027981	0.005473	0.001306	0.001182	0.004252	0.001213	0.001182	0.523577	0.008739	-75778.786
720	0.142121	0.004431	0.039868	0.004185	0.004491	0.002544	0.002998	0.002256	0.004549	0.037525	0.034824	0.006570	0.001568	0.001534	0.002698	0.001130	0.001534	0.681217	0.072098	-75719.259
730	0.145281	0.004621	0.035759	0.003779	0.007776	0.002053	0.006947	0.004814	0.004107	0.033884	0.031445	0.005933	0.001415	0.000582	0.002748	0.000823	0.000582	0.336723	0.070658	-75719.694
740	0.160756	0.003891	0.042579	0.002095	0.002091	0.001831	0.001746	0.005584	0.004502	0.029372	0.025705	0.005143	0.001227	0.001202	0.001503	0.000917	0.001202	0.403852	0.010394	-75782.064
750	0.184202	0.004391	0.023723	0.003153	0.004144	0.003117	0.002332	0.008170	0.002095	0.031982	0.027925	0.005600	0.001329	0.000811	0.001671	0.001110	0.000811	0.383017	0.010394	-75657.945
760	0.187184	0.004957	0.037675	0.001628	0.002050	0.002813	0.007946	0.002656	0.003822	0.036105	0.031525	0.006322	0.001895	0.000964	0.002332	0.001730	0.000964	0.525016	0.010394	-75799.246
770	0.158930	0.005856	0.034503	0.001849	0.002277	0.003376	0.006415	0.003454	0.017031	0.040991	0.035791	0.007177	0.002151	0.000625	0.003174	0.000921	0.000625	0.463305	0.042004	-75776.589
780	0.127423	0.007553	0.041319	0.001698	0.002892	0.003493	0.001617	0.019246	0.011160	0.041422	0.029982	0.007253	0.002184	0.001556	0.003739	0.000939	0.001556	0.478314	0.059504	-75720.541
790	0.109742	0.008050	0.052429	0.001810	0.003083	0.002048	0.009060	0.003760	0.001498	0.044148	0.031954	0.007730	0.002328	0.001742	0.003642	0.002267	0.001742	0.391114	0.161553	-75713.202
800	0.083553	0.018042	0.020377	0.001796	0.002353	0.003687	0.006725	0.005472	0.001835	0.043813	0.028864	0.008890	0.002310	0.001703	0.003614	0.002048	0.001703	0.457995	0.000498	-75821.721
810	0.068825	0.015731	0.014497	0.001566	0.005525	0.003091	0.003655	0.007371	0.002455	0.038201	0.025166	0.008946	0.002014	0.001447	0.003278	0.001107	0.001447	0.521388	0.000498	-75754.510
820	0.082327	0.010549	0.023468	0.001530	0.002076	0.005247	0.008625	0.004762	0.002397	0.037309	0.024579	0.008416	0.001967	0.001945	0.002102	0.000980	0.001945	0.596070	0.104547	-75715.628
830	0.120689	0.008584	0.028018	0.001414	0.003617	0.005475	0.018745	0.005483	0.002216	0.034485	0.024747	0.007779	0.001818	0.001780	0.001942	0.000386	0.001780	0.578039	0.072842	-75747.949
840	0.141512	0.012363	0.027266	0.001202	0.001879	0.004905	0.003018	0.002372	0.002301	0.035802	0.024946	0.008076	0.001846	0.000766	0.002017	0.001056	0.000766	0.710681	0.036423	-75673.414
850	0.123764	0.010488	0.024245	0.001027	0.004592	0.002950	0.001980	0.003523	0.002153	0.030407	0.021411	0.006898	0.001577	0.000132	0.002525	0.001153	0.000132	0.452313	0.022992	-75743.132
860	0.130921	0.024997	0.026668	0.001040	0.012683	0.004752	0.006363	0.003103	0.002538	0.035848	0.021484	0.008138	0.001995	0.001035	0.003182	0.000786	0.001035	0.385411	0.055147	-75651.921
870	0.146995	0.036763	0.013546	0.001263	0.003490	0.005210	0.004765	0.002920	0.005673	0.043516	0.021321	0.013750	0.002421	0.000807	0.003961	0.001788	0.000807	0.488903	0.024564	-75721.243
880	0.123009	0.027738	0.009510	0.001505	0.005635	0.012492	0.002395	0.005624	0.005454	0.041839	0.019591	0.012902	0.002028	0.001141	0.002446	0.001175	0.001141	0.373726	0.024564	-75655.697
890	0.096938	0.028281	0.012851	0.002382	0.005732	0.004917	0.006494	0.001877	0.005076	0.046375	0.021715	0.012218	0.002248	0.001552	0.002711	0.001770	0.001552	0.449422	0.024564	-75670.157
900	0.071151	0.031745	0.008876	0.001135	0.007224	0.004691	0.022266	0.007772	0.004583	0.042825	0.018497	0.014198	0.002634	0.000136	0.002503	0.000958	0.000136	0.561410	0.019550	-75632.282
910	0.104108	0.031896	0.010584	0.001270	0.007814	0.004127	0.010854	0.003119	0.001829	0.047944	0.020708	0.015102	0.002949	0.001122	0.002803	0.002028	0.001122	0.349422	0.127476	-75702.829
920	0.085018	0.048600	0.012046	0.001270	0.003311	0.005731	0.010828	0.006627	0.007189	0.047944	0.020708	0.013627	0.002949	0.002094	0.002803	0.000616	0.002094	0.528202	0.063448	-75720.001
930	0.092659	0.029853	0.015614	0.001376	0.003505	0.005791	0.002591	0.022405	0.014974	0.051953	0.023228	0.010048	0.003196	0.003046	0.003051	0.002515	0.003046	0.630705	0.031398	-75700.273
940	0.106995	0.032455	0.022522	0.001268	0.003230	0.005917	0.007575	0.018323	0.004264	0.047872	0.017747	0.011896	0.002945	0.001328	0.002811	0.002631	0.001328	0.592750	0.043968	-75729.335
950	0.128677	0.033600	0.013761	0.001268	0.003124	0.010198	0.003788	0.006009	0.004264	0.047872	0.017747	0.011367	0.002945	0.001294	0.002811	0.001944	0.001294	0.639472	0.024337	-75696.513
960	0.132890	0.026683	0.025673	0.001194	0.002466	0.003070	0.006087	0.002876	0.003487	0.045063	0.016209	0.006591	0.002772	0.000866	0.004263	0.001277	0.000866	0.529712	0.061538	-75789.669
970	0.103434	0.036603	0.019917	0.000996	0.002229	0.001756	0.021716	0.006792	0.005794	0.037586	0.015771	0.005497	0.002312	0.002120	0.003739	0.001259	0.002120	0.692680	0.107863	-75695.262
980	0.141075	0.048845	0.026926	0.001161	0.002824	0.003664	0.006198	0.017148	0.002361	0.043836	0.018394	0.007959	0.002696	0.002362	0.003834	0.000473	0.002362	0.625714	0.005856	-75677.587
990	0.101398	0.026899	0.022185	0.001068	0.001851	0.006666	0.001886	0.004810	0.003183	0.040332	0.016924	0.007323	0.002481	0.002021	0.002500	0.000850	0.002021	0.458885	0.005856	-75782.928
1000	0.092896	0.038692	0.017938	0.001252	0.002811	0.005104	0.004470	0.002001	0.003958	0.041669	0.017484	0.007566	0.002464	0.001497	0.004399	0.002384	0.001497	0.566329	0.005856	-75705.970
1010	0.121446	0.051502	0.008108	0.001334	0.007040	0.006538	0.003930	0.003762	0.005896	0.044410	0.014416	0.011428	0.002626	0.000771	0.003314	0.001538	0.000771	0.629213	0.035891	-75768.635
1020	0.121832	0.033454	0.011251	0.001612	0.004336	0.007474	0.007346	0.004747	0.002484	0.053670	0.018253	0.012122	0.003174	0.002308	0.005560	0.001913	0.002308	0.635195	0.045049	-75663.397
1030	0.116149	0.052800	0.005703	0.001354	0.003641	0.004392	0.004334	0.002121	0.015156	0.045063	0.015326	0.012498	0.002665	0.001878	0.004669	0.000405	0.001878	0.316621	0.045049	-75660.856
1040	0.107489	0.043776	0.007567	0.002329	0.002677	0.006976	0.003607	0.008623	0.002008	0.040260	0.013692	0.010849	0.001963	0.000802	0.002775	0.000177	0.000802	0.656183	0.041339	-75714.688
1050	0.072079	0.042226	0.015430	0.001220	0.007205	0.003626	0.003056	0.002367	0.001668	0.044000	0.014996	0.008521	0.002976	0.000457	0.005072	0.001367	0.000457	0.388127	0.080056	-75708.773
1060	0.109286	0.038527	0.012290	0.001276	0.001204	0.006146	0.004798	0.002804	0.004619	0.046023	0.015685	0.008913	0.003113	0.000989	0.003083	0.001953	0.000989	0.604336	0.010263	-75633.723
1070	0.129001	0.031909	0.027870	0.001855	0.002467	0.007312	0.007594	0.005007	0.004301	0.050262	0.023082	0.009734	0.002877	0.002191	0.002562	0.001077	0.002191	0.539754	0.010263	-75603.601
1080	0.135470	0.017193	0.031085	0.001465	0.001948	0.004268	0.001117	0.006328	0.005171	0.039696	0.022496	0.007966	0.002272	0.000876	0.002121	0.000945	0.000876	0.461800	0.010263	-75653.980
1090	0.115980	0.020806	0.025390	0.002883	0.011359	0.004575	0.002447	0.003589	0.003218	0.034906	0.018933	0.007830	0.001169	0.000713	0.002052	0.000284	0.000713	0.326415	0.006773	-75731.325
1100	0.140210	0.034090	0.012715	0.003225	0.002957	0.011313	0.002495	0.002365	0.016532	0.038382	0.016804	0.010342	0.001090	0.000608	0.002476	0.000365	0.000608	0.399457	0.066041	-75684.931
1110	0.105388	0.028371	0.013829	0.003185	0.003760	0.010017	0.006749	0.003001	0.001252	0.037002	0.015259	0.010558	0.001051	0.000797	0.003354	0.000336	0.000797	0.451641	0.000059	-75674.363
1120	0.126075	0.039854	0.011007	0.005832	0.009790	0.012791	0.003556	0.010613	0.001822	0.036161	0.014912	0.010318	0.001027	0.000765	0.001179	0.000377	0.000765	0.539223	0.000059	-75725.679
1130	0.162777	0.020507	0.022743	0.001749	0.004248	0.007249	0.005255	0.003113	0.010685	0.039225	0.021968	0.009531	0.002112	0.000121	0.001184	0.000281	0.000121	0.756868	0.000059	-75690.505
1140	0.143213	0.028710	0.020218	0.001616	0.005843	0.007661	0.026903	0.004930	0.003819	0.039625	0.022192	0.013171	0.002281	0.001932	0.002033	0.001357	0.001932	0.554810	0.000059	-75636.706
1150	0.129062	0.015269	0.015667	0.001680	0.004555	0.007963	0.004915	0.005808	0.005456	0.041191	0.022875	0.012434	0.002371	0.001310	0.002113	0.001996	0.001310	0.606430	0.000059	-75683.816
1160	0.111089	0.022014	0.016568	0.001982	0.003194	0.009396	0.004268	0.001809	0.003353	0.048599	0.026989	0.013864	0.002797	0.001141	0.002493	0.001506	0.001141	0.638022	0.000059	-75652.892
1170	0.104435	0.017633	0.025649	0.002238	0.012035	0.006277	0.001856	0.026927	0.004846	0.052035	0.028897	0.014844	0.002927	0.002578	0.002669	0.002414	0.002578	0.618232	0.000059	-75708.661
1180	0.089939	0.013564	0.017718	0.002786	0.009663	0.005618	0.005948	0.003975	0.003522	0.048681	0.027035	0.013888	0.002739	0.000482	0.002497	0.001969	0.000482	0.532302	0.000059	-75701.681
1190	0.093752	0.026147	0.012201	0.002439	0.002839	0.005687	0.004198	0.002357	0.001466	0.042618	0.021719	0.014866	0.002398	0.001928	0.002186	0.001633	0.001928	0.653024	0.000059	-75785.128
1200	0.087785	0.024541	0.022979	0.001869	0.003292	0.004322	0.002528	0.005163	0.004468	0.042778	0.018189	0.009077	0.002780	0.001201	0.002194	0.001530	0.001201	0.412185	0.154796	-75690.094
1210	0.098037	0.048953	0.014526	0.001861	0.005074	0.006683	0.004264	0.003295	0.006778	0.040663	0.017290	0.009177	0.002598	0.001851	0.002086	0.001393	0.001851	0.516835	0.138742	-75682.699
1220	0.093723	0.040355	0.018843	0.001656	0.009580	0.003961	0.002831	0.003013	0.005014	0.036171	0.014404	0.008163	0.002311	0.001054	0.001950	0.000934	0.001054	0.489451	0.081264	-75675.609
1230	0.103847	0.017961	0.020486	0.001800	0.007468	0.004306	0.004947	0.006156	0.002206	0.039323	0.019396	0.008875	0.002513	0.000334	0.002120	0.001773	0.000334	0.481912	0.016256	-75680.994
1240	0.120909	0.019343	0.015783	0.001915	0.008065	0.003764	0.004274	0.005126	0.001858	0.041843	0.022297	0.011990	0.002674	0.000060	0.002579	0.000997	0.000060	0.527177	0.016256	-75652.068
1250	0.087950	0.035457	0.014054	0.002017	0.003691	0.003353	0.001710	0.004603	0.001655	0.037275	0.019863	0.010685	0.002382	0.000054	0.002298	0.000798	0.000054	0.642338	0.033900	-75789.082
1260	0.092253	0.024289	0.010886	0.002765	0.005974	0.001511	0.006532	0.003050	0.001473	0.033173	0.017152	0.012985	0.002120	0.000048	0.005230	0.001236	0.000048	0.558324	0.033900	-75663.369
1270	0.117536	0.023103	0.012725	0.002998	0.003205	0.002749	0.003158	0.005553	0.002083	0.038778	0.020050	0.015179	0.002478	0.000048	0.004445	0.000820	0.000048	0.532333	0.033900	-75691.851
1280	0.105328	0.020190	0.012521	0.008535	0.010213	0.002713	0.003306	0.001689	0.003512	0.036147	0.023134	0.014769	0.002310	0.000413	0.004240	0.000804	0.000413	0.630264	0.033181	-75741.013
1290	0.134297	0.019266	0.016831	0.003700	0.002788	0.001999	0.004911	0.005942	0.003111	0.036741	0.021069	0.012457	0.002348	0.001915	0.004977	0.002107	0.001915	0.622519	0.010835	-75665.993
1300	0.120281	0.014220	0.008128	0.002795	0.001397	0.001874	0.003318	0.005167	0.009320	0.034442	0.021363	0.014315	0.002201	0.001429	0.004666	0.001392	0.001429	0.752357	0.010835	-75671.189
1310	0.119405	0.022332	0.007237	0.004605	0.004990	0.002005	0.003494	0.007379	0.002820	0.034728	0.020277	0.014434	0.002219	0.001440	0.004705	0.001124	0.001440	0.664459	0.010835	-75713.366
1320	0.102353	0.018947	0.007012	0.004448	0.008564	0.001937	0.001797	0.004744	0.002177	0.033548	0.021212	0.013943	0.002144	0.001035	0.004545	0.000604	0.001035	0.650903	0.029161	-75794.271
1330	0.104806	0.016438	0.034353	0.002935	0.002683	0.002623	0.001638	0.001128	0.004317	0.029104	0.018402	0.008010	0.002157	0.001513	0.002861	0.000849	0.001513	0.429929	0.020545	-75681.073
