Gen	theta_6PmunDintDgolDcelDlud	theta_7DintDgolDcelDlud	theta_8DgolDcelDlud	theta_9DcelDlud	tau_6PmunDintDgolDcelDlud	tau_7DintDgolDcelDlud	tau_8DgolDcelDlud	tau_9DcelDlud	lnL
320	0.002569	0.002600	0.002736	0.003630	0.005308	0.003471	0.003122	0.000477	-105635.358
330	0.005019	0.004952	0.003776	0.002047	0.007630	0.005956	0.004476	0.002950	-103043.991
340	0.003162	0.002241	0.002799	0.006783	0.006252	0.005877	0.004116	0.002801	-102941.348
350	0.004835	0.007218	0.005032	0.005090	0.008287	0.007791	0.004116	0.002994	-106850.176
360	0.003913	0.006720	0.005854	0.005396	0.006707	0.006539	0.003331	0.002444	-110245.938
370	0.003086	0.004280	0.007891	0.005288	0.005289	0.005157	0.001949	0.001812	-105483.203
380	0.003627	0.008007	0.008106	0.010639	0.006217	0.006061	0.002291	0.001363	-109393.447
390	0.002328	0.006025	0.013683	0.003355	0.003989	0.003890	0.001136	0.000646	-111863.886
400	0.002398	0.008648	0.005891	0.005380	0.003014	0.002804	0.002560	0.000315	-105593.441
410	0.004235	0.012268	0.005721	0.001565	0.005325	0.004251	0.003905	0.002969	-105306.281
420	0.002319	0.001567	0.003725	0.001567	0.002375	0.002122	0.001913	0.000590	-112638.524
430	0.012505	0.002274	0.015281	0.004772	0.010570	0.009671	0.008932	0.003835	-110779.459
440	0.007139	0.006127	0.006522	0.002847	0.006049	0.004923	0.004558	0.002145	-106339.653
450	0.006008	0.005701	0.002705	0.002207	0.004805	0.003908	0.003567	0.001948	-111676.326
460	0.008735	0.006140	0.002619	0.004096	0.007640	0.006215	0.005828	0.002282	-103445.555
470	0.008910	0.006896	0.003165	0.005600	0.012034	0.009704	0.009179	0.004248	-105313.913
480	0.003770	0.004760	0.008781	0.001562	0.005790	0.004507	0.004140	0.003526	-103753.779
490	0.002879	0.006656	0.002284	0.004272	0.006420	0.005036	0.004686	0.001723	-103796.941
500	0.002036	0.002461	0.001940	0.006479	0.004541	0.003559	0.003373	0.001253	-103904.635
510	0.001981	0.003490	0.006327	0.008721	0.005047	0.003845	0.002713	0.001689	-110678.943
520	0.002185	0.003260	0.004640	0.008376	0.003684	0.003087	0.002293	0.001863	-111550.131
530	0.005167	0.011188	0.003146	0.004009	0.006343	0.004862	0.004503	0.003877	-110010.670
540	0.003631	0.008941	0.003020	0.001361	0.004458	0.003540	0.003111	0.002882	-101966.288
550	0.004204	0.002885	0.005154	0.002774	0.004443	0.003565	0.003273	0.001159	-104239.491
560	0.003288	0.003158	0.002083	0.014493	0.004524	0.003562	0.003202	0.001183	-104788.820
570	0.004705	0.004767	0.002975	0.003784	0.006473	0.005021	0.004520	0.004194	-106288.787
580	0.001836	0.002595	0.004932	0.002766	0.003889	0.003059	0.002607	0.002520	-110453.037
590	0.004337	0.014769	0.004209	0.006796	0.009186	0.006759	0.006215	0.005951	-105627.784
600	0.002469	0.010383	0.002568	0.001822	0.005230	0.003975	0.003602	0.003388	-106206.930
610	0.002469	0.008726	0.002458	0.003441	0.005230	0.004107	0.003782	0.003388	-107380.483
620	0.002116	0.006017	0.001896	0.002193	0.004482	0.003609	0.003053	0.002110	-107253.383
630	0.003700	0.005228	0.003768	0.004420	0.005022	0.004561	0.002825	0.001889	-107265.696
640	0.002907	0.001897	0.002894	0.007778	0.003945	0.003250	0.002085	0.000881	-111550.861
650	0.010631	0.004945	0.004340	0.005301	0.007993	0.006585	0.004423	0.003308	-104562.655
660	0.006054	0.003023	0.001905	0.005168	0.005442	0.004645	0.003444	0.002201	-107818.409
670	0.009371	0.003973	0.001805	0.003368	0.009711	0.008584	0.007253	0.005509	-107025.973
680	0.009109	0.006336	0.010081	0.007804	0.012106	0.011214	0.007745	0.005620	-99328.709
690	0.004963	0.004671	0.004418	0.003582	0.005349	0.004764	0.003356	0.001691	-106809.952
700	0.004995	0.008456	0.003061	0.003663	0.005383	0.004410	0.003818	0.002142	-106449.496
710	0.004696	0.003022	0.005016	0.004048	0.007224	0.006840	0.005744	0.004326	-103828.593
720	0.003113	0.001172	0.004952	0.003648	0.004789	0.004561	0.003776	0.002789	-108852.011
730	0.003969	0.003706	0.001859	0.007008	0.007150	0.006394	0.006129	0.004388	-106237.949
740	0.003918	0.003034	0.001847	0.004350	0.008056	0.007667	0.006594	0.005436	-104409.865
750	0.010550	0.010358	0.002396	0.005367	0.016543	0.015425	0.014685	0.011643	-97437.542
760	0.002295	0.006534	0.001858	0.002140	0.004160	0.003568	0.002919	0.001652	-111185.965
770	0.004740	0.007992	0.003334	0.004925	0.008591	0.007540	0.006443	0.003881	-107635.433
780	0.003477	0.003455	0.005763	0.009478	0.006302	0.005795	0.004813	0.001369	-104156.475
790	0.002331	0.004145	0.010051	0.003198	0.005433	0.004468	0.003490	0.001683	-104131.211
800	0.001678	0.002820	0.006902	0.001901	0.003910	0.003216	0.002669	0.002148	-108399.691
810	0.001678	0.003825	0.019398	0.004793	0.003910	0.003063	0.002574	0.001712	-101647.236
820	0.001905	0.004154	0.010918	0.004104	0.004438	0.003477	0.003370	0.003157	-103648.466
830	0.003850	0.006137	0.006473	0.002693	0.006557	0.005137	0.005014	0.004664	-106969.054
840	0.005056	0.005112	0.004128	0.009405	0.005474	0.004279	0.003977	0.000803	-105676.352
850	0.004171	0.003336	0.002115	0.001603	0.004826	0.003800	0.003507	0.001434	-105962.725
860	0.005620	0.002531	0.004861	0.002784	0.005589	0.004401	0.004061	0.001662	-107318.134
870	0.009037	0.001971	0.023096	0.006370	0.007864	0.006579	0.004960	0.001842	-106121.811
880	0.005584	0.002511	0.018162	0.001611	0.007266	0.006040	0.004789	0.002464	-105013.914
890	0.008505	0.006020	0.025856	0.003176	0.011809	0.009719	0.008580	0.003300	-105592.184
900	0.002131	0.003238	0.006196	0.001117	0.003118	0.002573	0.002317	0.000728	-111586.665
910	0.004738	0.003263	0.003463	0.002556	0.006932	0.006290	0.004976	0.001579	-102113.001
920	0.002723	0.004337	0.002032	0.001551	0.006810	0.006207	0.005310	0.001733	-104215.776
930	0.002584	0.002358	0.003509	0.003475	0.007075	0.006573	0.005568	0.001633	-105258.180
940	0.005240	0.001866	0.004382	0.002771	0.009634	0.008490	0.007598	0.005793	-106121.741
950	0.002716	0.001961	0.005717	0.003684	0.006444	0.005407	0.004932	0.002442	-109875.893
960	0.006258	0.004433	0.007078	0.004464	0.008110	0.006486	0.006269	0.004201	-101072.050
970	0.002887	0.003262	0.004005	0.004595	0.004311	0.003448	0.003333	0.001536	-103943.634
980	0.004335	0.006236	0.007139	0.004711	0.007103	0.005680	0.005058	0.002409	-99433.849
990	0.002436	0.001118	0.005383	0.004215	0.004764	0.003920	0.002652	0.001235	-109150.166
1000	0.003803	0.002584	0.009547	0.010034	0.007769	0.005785	0.005100	0.000843	-103146.218
1010	0.002206	0.002894	0.004619	0.004785	0.005373	0.004041	0.003913	0.001375	-107625.896
1020	0.002849	0.002203	0.001692	0.003607	0.004091	0.003076	0.003037	0.001057	-106750.009
1030	0.006159	0.002217	0.001659	0.002392	0.006121	0.004629	0.004569	0.002880	-105871.173
1040	0.003155	0.002179	0.003288	0.002951	0.006014	0.004548	0.004250	0.002253	-104801.424
1050	0.002256	0.002045	0.003649	0.003171	0.005451	0.004123	0.003867	0.002289	-111136.997
1060	0.003888	0.002769	0.002061	0.004269	0.009299	0.007033	0.006859	0.004310	-103513.587
1070	0.003329	0.001547	0.001492	0.001643	0.005145	0.004013	0.003931	0.001782	-109017.870
1080	0.008059	0.002277	0.005976	0.002826	0.007572	0.005906	0.005782	0.002244	-108120.060
1090	0.006135	0.001489	0.002960	0.003106	0.007439	0.005803	0.005681	0.003046	-102460.999
1100	0.004626	0.001913	0.003629	0.004364	0.009557	0.007454	0.006728	0.001976	-108178.476
1110	0.004485	0.002475	0.003058	0.002211	0.012368	0.009647	0.008706	0.006561	-103115.281
1120	0.004314	0.002031	0.001574	0.005136	0.008686	0.006538	0.005781	0.002832	-104661.844
1130	0.004106	0.004557	0.003527	0.003915	0.016601	0.012158	0.010221	0.008200	-103270.927
1140	0.002350	0.002669	0.003173	0.002589	0.009503	0.007296	0.005779	0.005108	-103210.997
1150	0.002595	0.002023	0.003344	0.004093	0.013609	0.011899	0.008892	0.004771	-104915.738
1160	0.002098	0.001522	0.002807	0.001560	0.007349	0.005973	0.005101	0.003053	-109778.990
1170	0.001871	0.003193	0.003141	0.002217	0.006553	0.005418	0.004429	0.001404	-104029.792
1180	0.004920	0.009463	0.008994	0.009551	0.017233	0.016248	0.011649	0.001698	-98152.421
1190	0.003132	0.004451	0.004538	0.004934	0.015735	0.014836	0.010636	0.001650	-101631.011
1200	0.001951	0.003539	0.008361	0.003529	0.009799	0.009239	0.005590	0.001272	-103666.163
1210	0.001614	0.006170	0.008828	0.001558	0.008108	0.006723	0.004796	0.002016	-103580.815
1220	0.002002	0.014173	0.017379	0.003518	0.013365	0.011125	0.006842	0.003628	-106243.452
1230	0.002022	0.004169	0.007231	0.002001	0.013503	0.012620	0.009458	0.006510	-103339.771
1240	0.001622	0.002820	0.005619	0.008302	0.010830	0.009792	0.008173	0.000983	-103854.254
1250	0.001622	0.003027	0.004453	0.003798	0.010830	0.010000	0.008142	0.001987	-101666.690
1260	0.001751	0.005852	0.010211	0.001819	0.009589	0.007268	0.006135	0.003253	-103991.643
1270	0.002414	0.009524	0.017261	0.001688	0.013216	0.009009	0.007460	0.005605	-103231.192
1280	0.001140	0.005570	0.005602	0.003874	0.006242	0.004977	0.004301	0.000840	-103689.464
1290	0.001100	0.004690	0.006051	0.003814	0.006026	0.005510	0.003328	0.000949	-103949.137
1300	0.002043	0.011629	0.004729	0.004257	0.016134	0.015694	0.010603	0.005158	-101052.943
1310	0.001464	0.010554	0.008216	0.001542	0.011565	0.009515	0.007300	0.004898	-109889.956
1320	0.002662	0.006959	0.014961	0.008221	0.025716	0.022299	0.018085	0.004089	-100124.546
1330	0.002945	0.002682	0.005525	0.001984	0.012736	0.010903	0.008290	0.003652	-100665.520
1340	0.003006	0.006700	0.002513	0.002627	0.018564	0.015892	0.014028	0.005860	-101515.118
1350	0.002715	0.011831	0.002994	0.001722	0.014262	0.011922	0.010674	0.005275	-95763.778
1360	0.002852	0.009085	0.002821	0.002401	0.016395	0.013726	0.012613	0.004879	-103792.586
1370	0.001576	0.003770	0.002754	0.002220	0.009060	0.008157	0.006075	0.004428	-106795.267
1380	0.001253	0.004854	0.004968	0.002168	0.007827	0.006685	0.003861	0.000900	-102503.027
1390	0.001613	0.011161	0.005437	0.002158	0.009931	0.008665	0.005253	0.001519	-104182.630
1400	0.002039	0.005338	0.003665	0.002255	0.012550	0.012166	0.008586	0.002322	-106114.209
1410	0.001785	0.004493	0.007840	0.003804	0.010989	0.010470	0.007778	0.001820	-104054.836
1420	0.001390	0.007859	0.003553	0.001966	0.009756	0.007130	0.006721	0.001544	-108020.279
1430	0.002886	0.010408	0.002140	0.004717	0.020256	0.015034	0.014285	0.010124	-103748.710
1440	0.002306	0.006558	0.002837	0.007209	0.016185	0.012013	0.011380	0.007266	-104069.108
1450	0.001632	0.004538	0.003952	0.003414	0.011453	0.008501	0.007916	0.004333	-107690.001
1460	0.002142	0.005552	0.005861	0.003357	0.015037	0.011160	0.010235	0.006247	-102224.781
1470	0.001757	0.004785	0.003793	0.002550	0.012335	0.009155	0.008574	0.005533	-100763.043
1480	0.001920	0.004243	0.004031	0.003510	0.013476	0.010001	0.009582	0.006498	-105144.488
1490	0.002021	0.002294	0.011148	0.003035	0.014187	0.011005	0.009868	0.006948	-103589.031
1500	0.002998	0.002722	0.005288	0.004093	0.016835	0.013059	0.011594	0.009436	-105103.979
1510	0.002864	0.001185	0.003795	0.003182	0.010458	0.008438	0.007690	0.002833	-100695.362
1520	0.003708	0.001428	0.004910	0.002777	0.008931	0.007020	0.006567	0.001832	-105184.246
1530	0.004439	0.002107	0.004087	0.002799	0.008260	0.006337	0.006074	0.001526	-103486.962
1540	0.005816	0.002685	0.002123	0.002029	0.011398	0.008684	0.008299	0.004706	-102704.273
1550	0.003207	0.001887	0.002166	0.001906	0.006743	0.005390	0.005151	0.001929	-105893.644
1560	0.005263	0.004048	0.001851	0.006120	0.017483	0.013945	0.013356	0.004040	-104395.586
1570	0.002840	0.002193	0.002000	0.002601	0.014926	0.012150	0.010073	0.007160	-103354.591
1580	0.004805	0.001986	0.002605	0.001751	0.010878	0.008684	0.007038	0.005924	-102316.762
1590	0.001462	0.002441	0.001643	0.001361	0.005461	0.002819	0.002303	0.001493	-102911.594
1600	0.002795	0.002812	0.003512	0.003088	0.009920	0.006330	0.004821	0.001269	-105670.104
1610	0.009708	0.009299	0.009535	0.002777	0.020745	0.013238	0.010081	0.006171	-96759.401
1620	0.004324	0.003026	0.007055	0.003173	0.012055	0.008510	0.006418	0.005234	-105054.974
1630	0.003696	0.001686	0.003218	0.004914	0.010304	0.009149	0.005486	0.002556	-105097.146
1640	0.003898	0.003610	0.001898	0.002587	0.008850	0.007097	0.005911	0.004752	-104516.043
1650	0.002623	0.001226	0.003642	0.005763	0.005954	0.004560	0.002821	0.001040	-108827.282
1660	0.006548	0.003231	0.002271	0.002561	0.010498	0.008451	0.005155	0.002551	-99220.126
1670	0.003435	0.002234	0.001441	0.003483	0.007862	0.006815	0.004748	0.001613	-103805.579
1680	0.008023	0.003420	0.003757	0.001752	0.015357	0.014421	0.009298	0.007580	-104616.587
1690	0.003050	0.003236	0.001648	0.003469	0.008054	0.006248	0.003983	0.001268	-104265.839
1700	0.003913	0.006315	0.003247	0.003825	0.011360	0.009663	0.004587	0.001713	-105447.564
1710	0.007068	0.013748	0.001518	0.004705	0.020520	0.015768	0.013140	0.010501	-106492.309
1720	0.009208	0.008750	0.001423	0.001540	0.020520	0.016184	0.013161	0.008796	-101793.135
1730	0.002571	0.002533	0.006565	0.002926	0.014541	0.012174	0.007767	0.002325	-103420.385
1740	0.003257	0.002460	0.010330	0.004469	0.019101	0.015351	0.010143	0.003408	-105016.183
1750	0.003088	0.002903	0.005724	0.003082	0.020147	0.013942	0.010701	0.006598	-96916.809
1760	0.001976	0.001547	0.004813	0.001470	0.012760	0.009218	0.007820	0.004895	-102142.904
1770	0.002342	0.002496	0.003333	0.003011	0.012048	0.009121	0.008320	0.002341	-103485.455
1780	0.005600	0.004420	0.014551	0.004825	0.031284	0.023786	0.019546	0.017319	-101928.861
1790	0.003647	0.001286	0.005141	0.003683	0.019145	0.014983	0.013228	0.010067	-102008.758
1800	0.002320	0.001185	0.007239	0.006285	0.017645	0.013810	0.012648	0.003852	-101761.547
1810	0.005311	0.002125	0.014946	0.003658	0.033975	0.026590	0.024353	0.017874	-101302.291
1820	0.001328	0.001269	0.009015	0.001792	0.020292	0.015881	0.013026	0.008243	-99523.799
1830	0.003729	0.001472	0.008386	0.002621	0.025837	0.020579	0.019448	0.009137	-99673.873
1840	0.006481	0.002219	0.022720	0.008142	0.038956	0.031028	0.022013	0.012962	-104421.780
1850	0.003715	0.002611	0.011578	0.001674	0.016545	0.011540	0.008578	0.006165	-107852.881
1860	0.002019	0.001680	0.003802	0.002338	0.012573	0.008937	0.007568	0.005337	-112488.725
1870	0.001791	0.002060	0.004756	0.002502	0.011154	0.008064	0.005848	0.003236	-101338.011
1880	0.001987	0.003496	0.002817	0.007464	0.014106	0.010534	0.008515	0.004456	-106567.335
1890	0.001219	0.005887	0.005760	0.005695	0.016110	0.010813	0.008249	0.005995	-101729.321
1900	0.001422	0.007097	0.006501	0.003611	0.019510	0.011629	0.008758	0.005841	-100640.936
1910	0.001795	0.002345	0.008071	0.002545	0.017631	0.015386	0.010803	0.003597	-94240.147
1920	0.002674	0.003856	0.001906	0.005012	0.014533	0.010917	0.009377	0.005317	-98339.675
1930	0.004414	0.002155	0.003549	0.003210	0.012745	0.009855	0.006055	0.004126	-102753.358
1940	0.002330	0.003500	0.005425	0.005621	0.011677	0.008164	0.005547	0.002352	-107704.690
1950	0.001045	0.002866	0.003443	0.003493	0.005693	0.003687	0.002200	0.001040	-105619.010
1960	0.003145	0.003980	0.004410	0.003326	0.010390	0.007133	0.004635	0.003326	-104264.189
1970	0.003369	0.004258	0.004479	0.007527	0.011184	0.008463	0.004655	0.004289	-100723.493
1980	0.003691	0.003090	0.002516	0.012092	0.008181	0.006141	0.002977	0.002519	-106544.214
1990	0.002207	0.001533	0.001504	0.007857	0.004892	0.004061	0.001780	0.001255	-104468.513
2000	0.002762	0.002154	0.001764	0.006166	0.005735	0.004273	0.002087	0.000909	-101432.936
2010	0.009414	0.009327	0.005939	0.004614	0.019253	0.014252	0.007028	0.005637	-98725.372
2020	0.011424	0.003083	0.002597	0.003370	0.014000	0.011681	0.005111	0.003471	-100519.301
2030	0.010155	0.003578	0.004255	0.002212	0.015219	0.012831	0.006020	0.004999	-101367.581
2040	0.004075	0.003633	0.002569	0.008880	0.011347	0.007915	0.004739	0.000975	-99991.171
2050	0.003784	0.004402	0.004754	0.002517	0.015811	0.012113	0.008119	0.004314	-104191.680
2060	0.005088	0.006309	0.005941	0.002661	0.021260	0.013939	0.009309	0.004061	-99239.447
2070	0.003152	0.003940	0.003779	0.002297	0.012842	0.008328	0.006683	0.001717	-99669.418
2080	0.004738	0.004881	0.010626	0.002099	0.012260	0.008358	0.005662	0.001455	-101219.323
2090	0.004105	0.007169	0.003208	0.002864	0.021057	0.014993	0.010992	0.005458	-99714.922
2100	0.005397	0.006280	0.001433	0.002547	0.013395	0.008769	0.007624	0.002484	-98549.889
2110	0.002215	0.001311	0.001340	0.001507	0.009137	0.007522	0.004003	0.002606	-101934.650
2120	0.005341	0.004852	0.002570	0.007786	0.014683	0.012197	0.006281	0.001140	-105009.632
2130	0.003254	0.006626	0.001767	0.005167	0.013020	0.009541	0.004255	0.003096	-102074.058
2140	0.004300	0.011992	0.002574	0.008976	0.022850	0.016744	0.008064	0.003190	-101055.832
2150	0.002500	0.003749	0.001165	0.003606	0.009821	0.007197	0.002983	0.000905	-107939.150
2160	0.006840	0.012161	0.001829	0.008054	0.037506	0.025164	0.011390	0.002403	-100953.422
2170	0.005558	0.003447	0.001563	0.001408	0.017724	0.014932	0.007023	0.004097	-103752.224
2180	0.005238	0.002011	0.002185	0.006252	0.018970	0.018017	0.006829	0.002918	-95194.152
2190	0.003107	0.002360	0.001925	0.001834	0.022262	0.021144	0.009991	0.005982	-101435.602
2200	0.002428	0.002018	0.002066	0.004213	0.023899	0.023367	0.010726	0.003915	-103287.476
2210	0.002428	0.002655	0.004998	0.004791	0.023899	0.023367	0.010726	0.003743	-101127.075
2220	0.002123	0.002909	0.004198	0.003327	0.023623	0.022319	0.008783	0.006457	-102444.118
2230	0.002602	0.003565	0.003652	0.010046	0.028957	0.027358	0.010766	0.007123	-99140.813
2240	0.003077	0.001983	0.003450	0.006134	0.018242	0.017802	0.006783	0.006058	-105011.860
2250	0.003599	0.003050	0.001699	0.001638	0.012507	0.012205	0.004650	0.004319	-102848.450
2260	0.004692	0.001968	0.002214	0.008364	0.016302	0.015908	0.006061	0.003680	-101511.276
2270	0.004617	0.003136	0.001309	0.010135	0.010449	0.010197	0.004318	0.003104	-101080.443
2280	0.006343	0.004035	0.002609	0.012755	0.025335	0.024723	0.011442	0.008561	-101445.025
2290	0.005610	0.003800	0.002536	0.005697	0.017708	0.017281	0.007743	0.005251	-101294.543
2300	0.004754	0.003218	0.002958	0.015901	0.015006	0.014643	0.006644	0.002250	-102026.033
2310	0.003384	0.011389	0.002448	0.004633	0.011004	0.010738	0.004457	0.001725	-104582.088
2320	0.004025	0.024401	0.002912	0.002944	0.013088	0.011643	0.005300	0.003549	-99269.221
2330	0.003444	0.036198	0.003478	0.002257	0.014794	0.011636	0.006364	0.002629	-106065.914
2340	0.002857	0.014709	0.002167	0.002105	0.009757	0.008777	0.005665	0.001931	-103804.576
2350	0.005229	0.019701	0.002625	0.005042	0.017856	0.015882	0.010705	0.007140	-101202.592
2360	0.003692	0.008174	0.003071	0.006574	0.012607	0.011213	0.006630	0.003346	-104161.730
2370	0.002324	0.007548	0.002293	0.002290	0.009349	0.007380	0.004714	0.004371	-101352.817
2380	0.003180	0.004402	0.002820	0.003594	0.011677	0.008140	0.005545	0.005156	-106628.063
2390	0.004655	0.005823	0.004609	0.003001	0.005509	0.003408	0.001461	0.000453	-110526.824
2400	0.002041	0.003372	0.004399	0.000639	0.002720	0.001816	0.000752	0.000540	-115321.967
2410	0.004756	0.011245	0.003241	0.006267	0.005358	0.003131	0.002389	0.001944	-105156.728
2420	0.003744	0.004857	0.003021	0.003508	0.004218	0.002877	0.002080	0.001257	-108182.197
2430	0.006851	0.005005	0.006736	0.052266	0.005327	0.004647	0.002315	0.000244	-109761.091
2440	0.007039	0.004340	0.009548	0.008345	0.006866	0.006254	0.002984	0.002168	-105740.426
2450	0.006582	0.006294	0.002580	0.001995	0.004164	0.003010	0.001810	0.001203	-104408.370
2460	0.003715	0.004105	0.003347	0.006364	0.004518	0.003836	0.001977	0.001053	-105681.641
2470	0.006137	0.003460	0.002612	0.004498	0.006041	0.004836	0.002758	0.001159	-103594.562
2480	0.004357	0.008735	0.007458	0.004510	0.005488	0.004143	0.001457	0.000578	-105532.146
2490	0.005091	0.003387	0.002641	0.001769	0.003962	0.002549	0.001900	0.001183	-100352.508
2500	0.005099	0.002475	0.002376	0.004303	0.004236	0.002698	0.002409	0.000874	-104932.341
2510	0.008791	0.003978	0.002356	0.003835	0.006808	0.004336	0.003886	0.002304	-103420.989
2520	0.006212	0.004399	0.002875	0.004670	0.008476	0.005343	0.005214	0.002093	-105825.268
2530	0.005767	0.003885	0.002629	0.006001	0.009240	0.005893	0.005852	0.003100	-102821.413
2540	0.003134	0.002453	0.008318	0.007836	0.007578	0.004833	0.004799	0.000766	-100537.685
2550	0.004848	0.003114	0.008944	0.002076	0.009619	0.006135	0.005855	0.005352	-105243.133
2560	0.004613	0.004101	0.003369	0.003525	0.008972	0.005722	0.005528	0.003494	-102421.175
2570	0.008018	0.004257	0.005623	0.008113	0.011348	0.007238	0.005874	0.001768	-102911.397
2580	0.003544	0.003685	0.002317	0.003578	0.006916	0.004463	0.003880	0.001073	-107638.775
2590	0.003758	0.004717	0.003838	0.005221	0.007335	0.004734	0.003965	0.001884	-108500.726
2600	0.005316	0.006764	0.006931	0.010604	0.011292	0.006967	0.005615	0.002417	-101385.349
2610	0.004062	0.002674	0.005133	0.008909	0.004464	0.002754	0.001622	0.000996	-107237.282
2620	0.004207	0.003716	0.002693	0.008943	0.007933	0.004807	0.004021	0.003270	-107395.601
2630	0.005756	0.004651	0.003614	0.005595	0.007260	0.004286	0.003596	0.002545	-109763.809
2640	0.004170	0.006603	0.003064	0.004694	0.004040	0.002385	0.002265	0.001406	-109090.427
2650	0.002917	0.002602	0.003314	0.002208	0.002019	0.001192	0.000976	0.000683	-105738.854
2660	0.005256	0.002367	0.007305	0.008460	0.002035	0.001279	0.000947	0.000738	-109459.653
2670	0.010728	0.004782	0.002296	0.002388	0.004743	0.003038	0.002959	0.002634	-107715.702
2680	0.008184	0.005227	0.002399	0.007128	0.004370	0.002798	0.002743	0.000848	-103945.969
2690	0.016376	0.008098	0.006523	0.008104	0.006844	0.004362	0.004253	0.001763	-103244.774
2700	0.014900	0.005838	0.003827	0.011554	0.005572	0.003551	0.003505	0.001694	-105251.042
2710	0.003630	0.005566	0.004614	0.003810	0.003210	0.002046	0.002023	0.000925	-104882.815
2720	0.005013	0.006726	0.006412	0.001720	0.004433	0.002844	0.002730	0.001596	-103605.278
2730	0.004469	0.008392	0.004771	0.004467	0.005398	0.003498	0.003193	0.001460	-109430.337
2740	0.003965	0.002288	0.007274	0.002019	0.006374	0.005719	0.003187	0.002039	-107070.708
2750	0.002832	0.005747	0.004117	0.006643	0.006374	0.005425	0.003617	0.000509	-104093.501
2760	0.004703	0.004263	0.004601	0.006526	0.007390	0.005912	0.004345	0.002114	-101181.354
2770	0.002996	0.003370	0.005754	0.010512	0.004707	0.003581	0.001810	0.000929	-109669.001
2780	0.002060	0.002184	0.002409	0.005795	0.003365	0.003111	0.001389	0.000613	-109443.070
2790	0.004397	0.005616	0.003315	0.002126	0.006831	0.006314	0.003098	0.002662	-108264.852
2800	0.006346	0.007277	0.007311	0.019625	0.009251	0.008130	0.003691	0.000937	-102420.480
2810	0.004124	0.001507	0.002190	0.003114	0.005997	0.005261	0.002393	0.001354	-104754.297
2820	0.007073	0.001677	0.002339	0.009081	0.009564	0.008391	0.003816	0.002407	-106484.084
