Gen	theta_6PmunDintDludDcelDgol	theta_7DintDludDcelDgol	theta_8DludDcelDgol	theta_9DcelDgol	tau_6PmunDintDludDcelDgol	tau_7DintDludDcelDgol	tau_8DludDcelDgol	tau_9DcelDgol	lnL
790	0.005078	0.003647	0.029887	0.002274	0.112924	0.049942	0.005526	0.005138	-76705.823
800	0.007120	0.002944	0.030579	0.006667	0.094720	0.039805	0.004714	0.004383	-76618.954
810	0.006886	0.002780	0.033762	0.004167	0.089708	0.038285	0.004495	0.004180	-76774.829
820	0.011263	0.003539	0.026984	0.004430	0.098771	0.048047	0.005679	0.005281	-76683.533
830	0.007102	0.002568	0.022745	0.003101	0.089796	0.039756	0.004563	0.004243	-76832.039
840	0.010641	0.004087	0.025188	0.002314	0.098116	0.036603	0.005080	0.004723	-76501.298
850	0.010483	0.004102	0.036509	0.002335	0.095455	0.037099	0.005125	0.004766	-76505.953
860	0.011164	0.003575	0.019913	0.002112	0.078508	0.034651	0.004636	0.004311	-76733.285
870	0.007773	0.003713	0.029745	0.002635	0.100199	0.038786	0.005785	0.005379	-76685.835
880	0.007116	0.004295	0.034594	0.004127	0.093001	0.028429	0.005349	0.004857	-76712.105
890	0.006904	0.003085	0.024657	0.002350	0.079132	0.030352	0.004773	0.004334	-76820.967
900	0.007525	0.004610	0.032926	0.005037	0.090295	0.031606	0.004705	0.004273	-76440.337
910	0.003830	0.007222	0.030396	0.002644	0.077909	0.032259	0.004019	0.003650	-76760.794
920	0.005067	0.009300	0.023500	0.003265	0.081422	0.038434	0.005205	0.004507	-76693.141
930	0.004006	0.015492	0.026353	0.005198	0.081212	0.027457	0.004772	0.003699	-76823.344
940	0.006315	0.033258	0.027643	0.008702	0.113393	0.036535	0.006533	0.004613	-76562.575
950	0.003979	0.038941	0.026163	0.008279	0.091731	0.026206	0.005183	0.003714	-76774.888
960	0.003367	0.026622	0.020774	0.007786	0.077431	0.016010	0.003960	0.002628	-76848.348
970	0.003999	0.029660	0.022977	0.003242	0.080999	0.014977	0.004379	0.003871	-76372.421
980	0.006291	0.040396	0.024359	0.015056	0.087300	0.016138	0.004719	0.003702	-76456.636
990	0.006600	0.033170	0.030956	0.008341	0.083640	0.020473	0.004925	0.003049	-76511.225
1000	0.006637	0.041672	0.022998	0.003926	0.105414	0.023332	0.005628	0.004641	-76480.491
1010	0.009477	0.019713	0.022390	0.002646	0.093070	0.028991	0.006082	0.004962	-76700.820
1020	0.014894	0.038062	0.027531	0.008584	0.084565	0.023701	0.004968	0.003989	-76497.489
1030	0.008810	0.026031	0.043549	0.013146	0.092468	0.032054	0.004920	0.003052	-76642.168
1040	0.008908	0.025202	0.023167	0.003668	0.081573	0.022478	0.004588	0.004187	-76361.788
1050	0.008417	0.023089	0.020734	0.005302	0.084129	0.020289	0.004571	0.004171	-76616.309
1060	0.009342	0.019990	0.030444	0.008299	0.083971	0.027829	0.004776	0.003186	-76480.253
1070	0.011385	0.037472	0.032469	0.022528	0.085021	0.030091	0.005247	0.001885	-76569.788
1080	0.016006	0.029641	0.021811	0.006629	0.085079	0.017005	0.004889	0.003955	-76414.527
1090	0.016754	0.052549	0.017881	0.007797	0.092826	0.020384	0.005469	0.003326	-76409.537
1100	0.014664	0.026452	0.024798	0.005703	0.084642	0.027401	0.005295	0.004171	-76612.538
1110	0.014570	0.029501	0.021569	0.003787	0.074932	0.023772	0.004526	0.003167	-76445.711
1120	0.019920	0.066579	0.026168	0.019871	0.084077	0.022523	0.005517	0.001851	-76331.700
1130	0.024792	0.060004	0.012154	0.003504	0.074914	0.016801	0.004624	0.004210	-76461.853
1140	0.025624	0.049772	0.016098	0.007232	0.077029	0.013693	0.004184	0.002919	-76380.855
1150	0.019614	0.036998	0.019592	0.012284	0.069206	0.012275	0.003703	0.001381	-76458.957
1160	0.030227	0.042276	0.018108	0.014225	0.082477	0.015625	0.004674	0.003667	-76627.278
1170	0.065917	0.035092	0.019093	0.005479	0.071163	0.015924	0.004110	0.002018	-76628.511
1180	0.038872	0.038384	0.019638	0.006859	0.068702	0.014110	0.004059	0.002479	-76515.049
1190	0.060301	0.025468	0.055258	0.006344	0.065136	0.017616	0.002899	0.001557	-76543.913
1200	0.084522	0.034732	0.020964	0.008191	0.066500	0.017425	0.002943	0.000805	-76506.094
1210	0.074162	0.027878	0.013993	0.002921	0.052383	0.016688	0.004588	0.004214	-76442.611
1220	0.066877	0.022209	0.020607	0.007308	0.057697	0.018564	0.005104	0.004687	-76663.567
1230	0.055320	0.022811	0.025750	0.002988	0.052493	0.023936	0.004715	0.004506	-76463.476
1240	0.097681	0.027589	0.024508	0.003410	0.053896	0.025481	0.005251	0.005019	-76326.194
1250	0.073847	0.019720	0.018756	0.004796	0.051374	0.024416	0.004925	0.004707	-76440.244
1260	0.109619	0.016585	0.029960	0.002905	0.040278	0.023146	0.003867	0.003696	-76340.313
1270	0.098666	0.021593	0.022896	0.003083	0.046856	0.023615	0.004104	0.003922	-76328.876
1280	0.080043	0.020985	0.026439	0.003083	0.045034	0.028768	0.004104	0.003922	-76487.651
1290	0.066676	0.024620	0.025507	0.005127	0.053689	0.021805	0.004572	0.004369	-76428.828
1300	0.058128	0.033737	0.031373	0.002592	0.066018	0.020782	0.005598	0.005350	-76726.788
1310	0.051621	0.013121	0.014199	0.001743	0.054657	0.024297	0.004435	0.004239	-76386.664
1320	0.049345	0.015384	0.040035	0.001499	0.069445	0.035922	0.006064	0.005732	-76558.985
1330	0.066215	0.016766	0.022101	0.012523	0.063971	0.027915	0.007044	0.002969	-76483.187
1340	0.061142	0.038517	0.031838	0.003847	0.068161	0.024340	0.007922	0.005253	-76425.387
1350	0.046950	0.013326	0.023767	0.011278	0.079532	0.044370	0.008787	0.005651	-76388.431
1360	0.042016	0.021306	0.028422	0.006331	0.072246	0.033247	0.007833	0.006282	-76523.862
1370	0.048377	0.018933	0.024945	0.004828	0.069247	0.029198	0.005432	0.004797	-76603.150
1380	0.042104	0.028025	0.016773	0.008878	0.065147	0.023372	0.004756	0.002584	-76502.944
1390	0.040265	0.031357	0.028610	0.003157	0.065758	0.028113	0.005288	0.004455	-76546.939
1400	0.041144	0.023845	0.027321	0.007786	0.061732	0.022602	0.003926	0.002955	-76491.745
1410	0.035780	0.026315	0.023669	0.006743	0.057962	0.025644	0.003493	0.003254	-76663.869
1420	0.052572	0.023875	0.020969	0.001536	0.067678	0.027674	0.003653	0.003403	-76527.486
1430	0.059405	0.044788	0.021105	0.004908	0.086862	0.026015	0.004285	0.003991	-76322.949
1440	0.030748	0.034735	0.025202	0.003204	0.070165	0.019240	0.003237	0.003015	-76360.915
1450	0.030416	0.028865	0.034613	0.003166	0.083475	0.025614	0.003790	0.003531	-76482.364
1460	0.016117	0.023583	0.028471	0.003851	0.078974	0.018626	0.003853	0.003589	-76410.629
1470	0.011543	0.044668	0.024647	0.002414	0.082072	0.016974	0.003853	0.003589	-76398.382
1480	0.005369	0.035075	0.028904	0.004321	0.092111	0.018357	0.004765	0.004367	-76613.309
1490	0.013379	0.036011	0.026382	0.004301	0.093468	0.022673	0.004765	0.004367	-76436.393
1500	0.014622	0.034533	0.022920	0.002329	0.081884	0.020882	0.004190	0.003840	-76443.934
1510	0.019205	0.028278	0.015237	0.002539	0.078125	0.024331	0.004568	0.004186	-76646.406
1520	0.016593	0.021898	0.027480	0.003039	0.074503	0.026761	0.004954	0.004541	-76509.989
1530	0.015619	0.019627	0.017744	0.003745	0.078372	0.021816	0.005478	0.005020	-76319.562
1540	0.023324	0.016154	0.037884	0.020809	0.080029	0.030954	0.005177	0.003817	-76640.131
1550	0.018541	0.016379	0.034344	0.008962	0.098594	0.038922	0.005701	0.004511	-76630.470
1560	0.012077	0.009476	0.035531	0.003570	0.076603	0.039280	0.004441	0.003685	-76706.586
1570	0.015236	0.012984	0.035432	0.003801	0.087265	0.036021	0.004598	0.003815	-76644.729
1580	0.011842	0.015857	0.030271	0.008917	0.094138	0.035492	0.005005	0.002600	-76838.331
1590	0.017287	0.031382	0.026782	0.005993	0.078320	0.022714	0.003907	0.002401	-76516.973
1600	0.024514	0.037293	0.020307	0.014699	0.090940	0.017506	0.004709	0.002587	-76600.079
1610	0.023074	0.034405	0.027189	0.008983	0.096265	0.023263	0.004443	0.003022	-76294.805
1620	0.027492	0.036163	0.026027	0.003321	0.066403	0.014133	0.003382	0.002920	-76510.544
1630	0.029526	0.029623	0.027114	0.003270	0.088320	0.020360	0.004078	0.003439	-76507.804
1640	0.011468	0.026743	0.022580	0.018728	0.091141	0.027676	0.004310	0.002992	-76686.135
1650	0.014043	0.024586	0.023063	0.005049	0.077793	0.023461	0.003815	0.002649	-76418.532
1660	0.012361	0.020467	0.032998	0.004591	0.086821	0.024766	0.003864	0.002683	-76568.706
1670	0.017745	0.025463	0.022781	0.007344	0.092768	0.030752	0.004941	0.003308	-76667.450
1680	0.014768	0.022437	0.024173	0.004533	0.087163	0.034009	0.003238	0.001284	-76509.970
1690	0.022882	0.019109	0.044538	0.003882	0.089335	0.031078	0.002676	0.001733	-76641.000
1700	0.025220	0.010651	0.030204	0.003833	0.069951	0.027673	0.002690	0.002199	-76594.459
1710	0.012623	0.022155	0.025114	0.004390	0.080830	0.023979	0.002923	0.002461	-76351.641
1720	0.017929	0.034065	0.029371	0.011711	0.083012	0.017992	0.002898	0.000110	-76432.410
1730	0.007164	0.024836	0.028901	0.011866	0.087336	0.026633	0.002937	0.000111	-76498.566
1740	0.006100	0.034915	0.018737	0.010098	0.083511	0.025521	0.002680	0.000102	-76563.949
1750	0.007956	0.023675	0.024072	0.001370	0.106320	0.033155	0.003444	0.003304	-76336.322
1760	0.006940	0.035711	0.022309	0.009354	0.103085	0.027123	0.003192	0.001574	-76471.148
1770	0.008277	0.020884	0.031615	0.006043	0.084854	0.024173	0.003192	0.002437	-76546.334
1780	0.006022	0.017553	0.034350	0.011755	0.094072	0.025440	0.003282	0.000920	-76670.799
1790	0.011490	0.025368	0.031144	0.005370	0.098282	0.024401	0.003625	0.002367	-76461.909
1800	0.004679	0.016895	0.018154	0.007716	0.084101	0.026912	0.003219	0.002008	-76620.216
1810	0.004172	0.020737	0.032911	0.005369	0.093955	0.032246	0.002746	0.002050	-76519.925
1820	0.006694	0.032279	0.024351	0.003661	0.107083	0.027908	0.003162	0.002213	-76298.070
1830	0.011301	0.028007	0.025263	0.005708	0.089905	0.024042	0.003541	0.002531	-76399.815
1840	0.006325	0.031584	0.032881	0.003479	0.096494	0.026836	0.003642	0.002610	-76634.029
1850	0.004863	0.041539	0.026535	0.004399	0.087333	0.016255	0.003114	0.001507	-76707.613
1860	0.004307	0.037460	0.033358	0.007670	0.079003	0.016710	0.002845	0.001630	-76550.744
1870	0.004270	0.024826	0.049829	0.011267	0.092693	0.027192	0.003055	0.002023	-76388.574
1880	0.005072	0.019988	0.020857	0.012911	0.105933	0.027861	0.003416	0.001128	-76604.065
1890	0.003196	0.025283	0.022728	0.004578	0.080082	0.022826	0.002801	0.002140	-76561.033
1900	0.004449	0.046524	0.020797	0.011966	0.095812	0.020729	0.003352	0.002256	-76383.700
1910	0.005658	0.046349	0.024014	0.008359	0.092566	0.022765	0.003318	0.002453	-76644.166
1920	0.004939	0.016986	0.041170	0.002343	0.088525	0.030683	0.003040	0.002655	-76356.376
1930	0.004690	0.030591	0.028909	0.002016	0.088523	0.023197	0.002985	0.002607	-76556.770
1940	0.005240	0.035684	0.024611	0.010970	0.089524	0.026511	0.003413	0.001034	-76474.603
1950	0.005480	0.023865	0.027985	0.007603	0.088543	0.027008	0.003570	0.001222	-76593.032
1960	0.006088	0.019210	0.034369	0.003207	0.085334	0.033434	0.003521	0.002486	-76684.669
1970	0.006270	0.019664	0.028686	0.003205	0.085111	0.036409	0.003375	0.002856	-76654.328
1980	0.005485	0.015777	0.039153	0.003617	0.087166	0.036125	0.003398	0.002892	-76681.410
1990	0.005075	0.016574	0.027852	0.002286	0.098483	0.030713	0.003567	0.003081	-76671.585
2000	0.005147	0.013613	0.023038	0.002045	0.081281	0.029649	0.003191	0.002757	-76541.057
2010	0.006407	0.013829	0.035159	0.004142	0.096207	0.045849	0.004043	0.003493	-76784.927
2020	0.005294	0.016636	0.031499	0.005982	0.085433	0.031516	0.003622	0.003129	-76610.029
2030	0.010759	0.023111	0.034478	0.012849	0.085901	0.032510	0.003895	0.003365	-76636.898
2040	0.008418	0.054794	0.018552	0.005067	0.081216	0.024025	0.003409	0.002945	-76496.580
2050	0.005085	0.031521	0.026850	0.004044	0.086577	0.026003	0.003409	0.003323	-76597.928
2060	0.004724	0.033162	0.043225	0.001251	0.088296	0.024987	0.002962	0.002887	-76415.184
2070	0.003869	0.023679	0.033086	0.003289	0.087695	0.025425	0.003258	0.003047	-76414.845
2080	0.004528	0.018032	0.023637	0.004229	0.089941	0.025334	0.003549	0.003319	-76460.640
2090	0.003857	0.020820	0.036087	0.004507	0.087529	0.024991	0.003267	0.003056	-76578.930
2100	0.008096	0.022473	0.034500	0.002854	0.096755	0.033176	0.003086	0.002886	-76603.867
2110	0.008649	0.030710	0.045496	0.004027	0.088472	0.032201	0.003003	0.002808	-76844.241
2120	0.008843	0.026424	0.025531	0.006421	0.076597	0.028412	0.002354	0.002202	-76516.916
2130	0.009449	0.050285	0.029700	0.002571	0.075156	0.020286	0.002128	0.001869	-76593.270
2140	0.008809	0.023020	0.022238	0.002924	0.079366	0.025156	0.002099	0.001733	-76542.677
2150	0.009301	0.034112	0.031111	0.003783	0.083812	0.021743	0.002213	0.001745	-76564.517
2160	0.010063	0.029722	0.036759	0.002693	0.089948	0.032130	0.002382	0.001882	-76577.329
2170	0.004447	0.029487	0.029154	0.009962	0.083733	0.019763	0.002221	0.001377	-76407.388
2180	0.006980	0.045736	0.027452	0.008680	0.099180	0.023571	0.003074	0.002892	-76458.405
2190	0.006289	0.033804	0.026665	0.013225	0.090358	0.022216	0.002787	0.002622	-76352.032
2200	0.004871	0.054842	0.019735	0.003416	0.099901	0.018092	0.002933	0.002759	-76347.646
2210	0.005604	0.044225	0.025040	0.005161	0.095691	0.020054	0.003007	0.002668	-76665.703
2220	0.002882	0.024846	0.024400	0.005632	0.078043	0.017785	0.002533	0.001734	-76364.404
2230	0.005253	0.024697	0.035786	0.007603	0.099725	0.024684	0.004048	0.002882	-76525.302
2240	0.003727	0.037408	0.029491	0.007244	0.101836	0.026357	0.003989	0.002938	-76516.399
2250	0.003397	0.029028	0.022866	0.002529	0.088735	0.019330	0.003848	0.003707	-76509.367
2260	0.003799	0.035924	0.019818	0.003406	0.083601	0.018417	0.003634	0.003501	-76575.733
2270	0.006138	0.045691	0.020933	0.011753	0.090385	0.016796	0.004146	0.004127	-76552.709
2280	0.005894	0.048268	0.022310	0.012245	0.097896	0.016615	0.004419	0.004398	-76578.691
2290	0.011296	0.045799	0.024881	0.003692	0.096490	0.020235	0.004832	0.004809	-76530.389
2300	0.012826	0.027765	0.019064	0.004977	0.087390	0.020885	0.004832	0.004809	-76553.419
2310	0.017677	0.017839	0.024477	0.002754	0.080079	0.027937	0.004832	0.004809	-76442.329
2320	0.014488	0.022712	0.024696	0.001910	0.087939	0.024857	0.005726	0.005699	-76480.278
2330	0.009446	0.032778	0.017879	0.001975	0.091254	0.020690	0.005920	0.005893	-76423.297
2340	0.006512	0.071199	0.013590	0.001704	0.096640	0.011353	0.005178	0.005154	-76489.354
2350	0.008343	0.046943	0.016080	0.002563	0.106631	0.013433	0.006127	0.006098	-76414.668
2360	0.013430	0.038452	0.019747	0.007280	0.097583	0.014295	0.006520	0.006489	-76282.023
2370	0.009202	0.028368	0.015860	0.004298	0.087404	0.013624	0.005161	0.005136	-76476.677
2380	0.010410	0.053382	0.014215	0.001962	0.090866	0.014704	0.005574	0.005548	-76448.413
2390	0.009918	0.050373	0.016763	0.001856	0.085421	0.013907	0.005272	0.005248	-76582.216
2400	0.010616	0.050525	0.016983	0.005048	0.095894	0.014303	0.005794	0.005767	-76542.012
2410	0.008626	0.047542	0.016342	0.008551	0.093575	0.012826	0.005681	0.003547	-76302.759
2420	0.004847	0.036767	0.011882	0.006387	0.091637	0.011972	0.006824	0.005402	-76498.119
2430	0.005499	0.045322	0.014725	0.003770	0.082190	0.011972	0.006308	0.005402	-76675.073
2440	0.004455	0.070981	0.008955	0.003179	0.093924	0.011520	0.006308	0.005402	-76398.576
2450	0.003130	0.038147	0.022574	0.005197	0.089656	0.015323	0.006308	0.004957	-76382.935
2460	0.004504	0.051973	0.015947	0.008927	0.084065	0.014045	0.004434	0.002638	-76624.437
2470	0.003710	0.033228	0.019931	0.003019	0.082069	0.017462	0.004474	0.003866	-76604.683
2480	0.003354	0.012042	0.019978	0.003065	0.098644	0.022710	0.004844	0.004186	-76612.324
2490	0.002812	0.026948	0.036137	0.004129	0.088939	0.020575	0.004029	0.003153	-76372.372
2500	0.003089	0.021094	0.036240	0.017578	0.083628	0.023982	0.004052	0.002348	-76624.158
2510	0.002568	0.029201	0.025494	0.006142	0.080035	0.023355	0.003479	0.002196	-76440.196
2520	0.003405	0.030684	0.036936	0.003971	0.096937	0.023709	0.004094	0.003630	-76429.305
2530	0.003934	0.035824	0.024912	0.005292	0.102680	0.019986	0.004230	0.003750	-76372.195
2540	0.004075	0.024534	0.017417	0.004545	0.095344	0.027929	0.003775	0.003347	-76472.041
2550	0.003994	0.046891	0.027629	0.003665	0.097726	0.019895	0.003796	0.003365	-76455.216
2560	0.003124	0.031156	0.027789	0.014394	0.097525	0.022634	0.003203	0.001879	-76672.931
2570	0.002859	0.031459	0.026162	0.005782	0.093240	0.022313	0.003500	0.002862	-76460.442
2580	0.003427	0.035244	0.031217	0.006208	0.093615	0.022876	0.003792	0.003101	-76505.140
2590	0.002674	0.035053	0.027046	0.004092	0.108722	0.026838	0.004293	0.003776	-76593.564
2600	0.002722	0.015496	0.019672	0.009637	0.086357	0.024793	0.003795	0.002579	-76426.103
2610	0.003184	0.019324	0.027651	0.006744	0.092931	0.033843	0.004017	0.002730	-76565.611
2620	0.003523	0.024354	0.026387	0.006512	0.096938	0.033024	0.004203	0.002168	-76452.863
2630	0.004498	0.027718	0.023610	0.013022	0.085018	0.024187	0.003916	0.002655	-76579.499
2640	0.002084	0.028981	0.030323	0.017716	0.086104	0.021880	0.004082	0.001998	-76531.557
2650	0.001947	0.046432	0.021196	0.005599	0.087762	0.016433	0.003128	0.002221	-76386.694
2660	0.003063	0.047009	0.025310	0.009711	0.103065	0.026111	0.004179	0.003011	-76323.403
2670	0.002658	0.059560	0.023549	0.038830	0.092110	0.016159	0.003800	0.001765	-76524.784
2680	0.002309	0.062678	0.008054	0.014876	0.081590	0.009607	0.003825	0.001151	-76517.111
2690	0.002715	0.048409	0.010171	0.006850	0.099763	0.011534	0.006065	0.004780	-76377.429
2700	0.002956	0.042683	0.008553	0.006702	0.085805	0.009699	0.005100	0.003454	-76354.098
2710	0.003142	0.041033	0.021270	0.007040	0.082041	0.015152	0.004594	0.002161	-76696.975
2720	0.005745	0.067189	0.022913	0.002445	0.114354	0.024030	0.006633	0.006104	-76372.722
2730	0.005396	0.055533	0.017114	0.002105	0.089842	0.016309	0.005710	0.005254	-76542.596
2740	0.005275	0.034975	0.017894	0.015566	0.091519	0.016309	0.005710	0.002189	-76471.350
2750	0.004522	0.075789	0.017197	0.015772	0.091165	0.014874	0.005466	0.003120	-76591.652
2760	0.004640	0.049850	0.021728	0.002243	0.096767	0.020574	0.005731	0.005487	-76495.922
2770	0.005569	0.018753	0.023685	0.002868	0.098066	0.027731	0.005731	0.005487	-76637.300
2780	0.003280	0.027198	0.027359	0.005346	0.076997	0.019274	0.004217	0.004037	-76495.609
2790	0.003152	0.030553	0.044570	0.004148	0.092101	0.020581	0.004790	0.004586	-76671.995
2800	0.003635	0.067171	0.020003	0.003059	0.094327	0.014512	0.005288	0.005063	-76261.944
2810	0.006810	0.051392	0.030612	0.003561	0.093259	0.016332	0.005288	0.005063	-76538.992
2820	0.004687	0.049768	0.022472	0.003546	0.092683	0.017141	0.004651	0.004452	-76428.824
