Gen	theta_6PmunDintDgolDcelDlud	theta_7DintDgolDcelDlud	theta_8DgolDcelDlud	theta_9DcelDlud	tau_6PmunDintDgolDcelDlud	tau_7DintDgolDcelDlud	tau_8DgolDcelDlud	tau_9DcelDlud	lnL
1660	0.001267	0.002751	0.004949	0.002906	0.108578	0.065512	0.038203	0.011213	-83389.312
1670	0.001480	0.004504	0.005369	0.002087	0.101491	0.050103	0.025307	0.015614	-81705.189
1680	0.001207	0.004417	0.004054	0.001410	0.079472	0.039171	0.020529	0.005070	-83287.532
1690	0.000823	0.007621	0.004713	0.001320	0.108672	0.044802	0.025598	0.010276	-82239.076
1700	0.001095	0.003572	0.003245	0.001484	0.113081	0.050179	0.034647	0.011837	-84142.734
1710	0.001576	0.001523	0.002732	0.001804	0.128161	0.059462	0.046577	0.015879	-82730.851
1720	0.000940	0.002370	0.006885	0.002164	0.105282	0.044303	0.034202	0.017398	-82197.892
1730	0.000868	0.002164	0.001967	0.001649	0.096711	0.041822	0.034864	0.014356	-82804.194
1740	0.001166	0.003747	0.003867	0.001680	0.089477	0.040532	0.033624	0.013230	-83133.509
1750	0.001737	0.004759	0.004690	0.001620	0.098695	0.053976	0.024495	0.012702	-83115.608
1760	0.001274	0.001061	0.006147	0.001936	0.082210	0.045465	0.019236	0.010752	-83142.158
1770	0.001405	0.002434	0.002931	0.003952	0.078732	0.031028	0.019493	0.004199	-84295.511
1780	0.001846	0.002786	0.001678	0.001441	0.088249	0.038312	0.025823	0.013752	-84387.198
1790	0.002200	0.003107	0.001978	0.002086	0.088566	0.048863	0.030268	0.008568	-82360.417
1800	0.001926	0.004382	0.001851	0.002916	0.113401	0.055024	0.039774	0.007827	-81658.899
1810	0.004854	0.003299	0.002091	0.001932	0.114916	0.061083	0.047383	0.011293	-84022.519
1820	0.005941	0.001904	0.002862	0.002465	0.089273	0.060359	0.035165	0.008275	-83963.758
1830	0.004997	0.002588	0.007591	0.003541	0.083303	0.062184	0.027747	0.004514	-84816.581
1840	0.002089	0.003096	0.002519	0.002466	0.082706	0.052291	0.035654	0.017155	-84120.136
1850	0.002533	0.003013	0.004314	0.001951	0.069845	0.061463	0.046568	0.032947	-83514.521
1860	0.002636	0.004818	0.004629	0.003493	0.072687	0.057331	0.045758	0.026685	-85284.513
1870	0.001604	0.004626	0.008701	0.004560	0.077350	0.061335	0.042185	0.016792	-84275.049
1880	0.001878	0.002531	0.003266	0.003490	0.057212	0.048854	0.039747	0.023710	-84158.930
1890	0.001860	0.002985	0.003942	0.001952	0.056649	0.043856	0.032846	0.017986	-83975.928
1900	0.002664	0.007232	0.007337	0.006112	0.078404	0.045359	0.020127	0.009764	-82869.842
1910	0.002240	0.009532	0.002803	0.002946	0.088807	0.038169	0.020647	0.012370	-84382.607
1920	0.003322	0.008788	0.005278	0.007525	0.115070	0.065159	0.032542	0.006059	-82484.894
1930	0.002676	0.002363	0.004224	0.003056	0.080514	0.056334	0.024354	0.010500	-82802.102
1940	0.003320	0.005129	0.002082	0.003515	0.065711	0.038548	0.020187	0.009911	-83680.247
1950	0.006280	0.002804	0.004179	0.002814	0.101159	0.062382	0.026985	0.013537	-82388.742
1960	0.006351	0.002738	0.003462	0.004515	0.106963	0.067450	0.025465	0.011498	-83453.129
1970	0.004042	0.003179	0.004169	0.005421	0.059904	0.035679	0.016407	0.005695	-83280.414
1980	0.002777	0.004371	0.002662	0.002680	0.048930	0.024799	0.014354	0.009653	-84511.241
1990	0.004317	0.004741	0.004460	0.002797	0.092321	0.051596	0.024050	0.018414	-82560.643
2000	0.003026	0.003586	0.002856	0.002320	0.059410	0.026043	0.013851	0.004892	-83030.623
2010	0.003212	0.006256	0.003804	0.002363	0.071460	0.035483	0.026309	0.011616	-82156.578
2020	0.005833	0.007281	0.005495	0.003835	0.063690	0.036537	0.019017	0.011861	-83640.568
2030	0.005776	0.005556	0.009782	0.004373	0.068253	0.027959	0.017120	0.014222	-83966.126
2040	0.010626	0.006688	0.004400	0.005001	0.076514	0.032274	0.024444	0.015625	-82634.316
2050	0.003333	0.002909	0.005235	0.003753	0.062053	0.026818	0.013732	0.006493	-84512.672
2060	0.007603	0.005285	0.008516	0.005860	0.069721	0.033009	0.021976	0.015453	-83565.876
2070	0.006629	0.001569	0.003549	0.003675	0.070706	0.026032	0.017331	0.011586	-83744.977
2080	0.011191	0.002490	0.008785	0.006804	0.090333	0.032000	0.022641	0.008803	-82934.580
2090	0.011732	0.002873	0.001804	0.004122	0.068441	0.022515	0.018852	0.005913	-83061.520
2100	0.008405	0.003763	0.001946	0.003328	0.103477	0.025657	0.016157	0.006738	-83107.618
2110	0.006688	0.002091	0.001517	0.007921	0.101292	0.032365	0.018064	0.004781	-84080.840
2120	0.002324	0.003800	0.001357	0.003541	0.101747	0.030105	0.021268	0.007780	-83159.400
2130	0.003160	0.002422	0.001982	0.001561	0.073406	0.032907	0.015912	0.010701	-83189.196
2140	0.003755	0.003286	0.002046	0.003431	0.093033	0.050846	0.023508	0.010624	-82058.223
2150	0.003520	0.001748	0.001747	0.003164	0.063470	0.030010	0.015974	0.007303	-82727.506
2160	0.003845	0.002473	0.004165	0.002194	0.059305	0.028430	0.013018	0.003865	-82749.714
2170	0.006374	0.003832	0.003542	0.002791	0.092361	0.042999	0.028989	0.008374	-82937.610
2180	0.010753	0.009469	0.004598	0.007142	0.127364	0.061370	0.031079	0.010561	-84699.051
2190	0.008480	0.004129	0.002633	0.004870	0.080046	0.036242	0.022534	0.004317	-82948.105
2200	0.005883	0.002997	0.001660	0.001490	0.080434	0.035072	0.027769	0.013066	-83745.304
2210	0.003869	0.002459	0.002054	0.001549	0.081249	0.028347	0.023829	0.009254	-82333.771
2220	0.003891	0.002902	0.001319	0.002701	0.116144	0.047745	0.042900	0.010743	-83795.686
2230	0.003351	0.001793	0.002190	0.003696	0.100578	0.044428	0.033149	0.009275	-82844.770
2240	0.002461	0.001698	0.005261	0.001873	0.095849	0.049069	0.021724	0.012797	-81770.722
2250	0.006373	0.001533	0.006012	0.001552	0.113106	0.062716	0.036019	0.015287	-83251.325
2260	0.002537	0.002463	0.007860	0.003693	0.163220	0.081011	0.049443	0.012197	-82895.367
2270	0.002292	0.001025	0.005108	0.002219	0.101867	0.065420	0.039122	0.011987	-82732.089
2280	0.001430	0.002367	0.003108	0.002903	0.128089	0.054132	0.043681	0.013583	-82576.620
2290	0.001675	0.001639	0.004933	0.003129	0.080741	0.039135	0.023907	0.012832	-82848.090
2300	0.002280	0.003011	0.005369	0.005198	0.113508	0.044373	0.029175	0.020022	-83100.033
2310	0.001473	0.002549	0.001257	0.003710	0.080139	0.030288	0.024191	0.010418	-83755.383
2320	0.001805	0.001482	0.001576	0.011018	0.086105	0.033343	0.026025	0.010220	-83331.381
2330	0.001694	0.002408	0.003579	0.002890	0.076859	0.031274	0.023415	0.019237	-83574.199
2340	0.003805	0.002974	0.003357	0.006227	0.116043	0.049450	0.037474	0.020095	-83807.252
2350	0.002109	0.001809	0.002737	0.013640	0.083214	0.043058	0.035569	0.009806	-82627.507
2360	0.002546	0.001834	0.003061	0.013268	0.069865	0.043662	0.033303	0.010765	-82859.143
2370	0.002368	0.005425	0.002716	0.014598	0.113475	0.060100	0.040204	0.023348	-81941.892
2380	0.002069	0.002567	0.001858	0.007703	0.093064	0.046855	0.031957	0.026355	-83193.282
2390	0.002906	0.004812	0.002225	0.006501	0.135644	0.068879	0.048613	0.045482	-84413.455
2400	0.001807	0.003632	0.001386	0.007487	0.065675	0.037399	0.025445	0.022089	-84118.514
2410	0.003093	0.005411	0.001410	0.011955	0.101622	0.060694	0.043112	0.038068	-84351.960
2420	0.004449	0.002735	0.001370	0.005834	0.093469	0.058522	0.037556	0.025953	-83821.406
2430	0.002594	0.002182	0.001389	0.008376	0.093190	0.051387	0.030837	0.017083	-83768.196
2440	0.004733	0.005078	0.002219	0.005212	0.157510	0.071807	0.049264	0.038980	-82850.516
2450	0.001396	0.003507	0.002986	0.009173	0.096606	0.033197	0.015377	0.007363	-83453.218
2460	0.001508	0.007648	0.002009	0.002880	0.088025	0.025950	0.014944	0.013152	-83362.899
2470	0.001468	0.008343	0.003098	0.006314	0.087805	0.032351	0.018202	0.015817	-83772.230
2480	0.001854	0.011109	0.003725	0.006180	0.105909	0.033962	0.018884	0.016400	-83561.614
2490	0.001124	0.005994	0.003758	0.005574	0.088100	0.027317	0.014387	0.008767	-81827.592
2500	0.001392	0.006295	0.002594	0.006842	0.116366	0.024090	0.014071	0.005767	-82705.614
2510	0.001592	0.012724	0.003485	0.002297	0.102460	0.019163	0.013940	0.012708	-83767.590
2520	0.001540	0.017200	0.002680	0.003838	0.102976	0.018932	0.014261	0.012555	-82333.022
2530	0.002284	0.010928	0.003019	0.007646	0.088480	0.017039	0.012990	0.007770	-84438.374
2540	0.002052	0.014462	0.003561	0.002477	0.075798	0.014910	0.012690	0.006019	-82849.359
2550	0.004459	0.007045	0.002694	0.003180	0.079077	0.017572	0.013433	0.005890	-83121.361
2560	0.006770	0.007904	0.007126	0.002632	0.096372	0.027590	0.020626	0.009247	-82199.431
2570	0.004995	0.004070	0.007010	0.001865	0.076996	0.019552	0.011110	0.006553	-82890.278
2580	0.008334	0.003315	0.005051	0.002826	0.108637	0.034345	0.026670	0.014691	-82703.586
2590	0.012840	0.003456	0.006764	0.003833	0.117237	0.038726	0.027227	0.011288	-81984.518
2600	0.009165	0.002021	0.010860	0.002482	0.082749	0.024045	0.015419	0.006444	-81837.452
2610	0.010611	0.003532	0.011148	0.003615	0.074714	0.028891	0.015728	0.004320	-83641.666
2620	0.010494	0.002387	0.006529	0.010993	0.098171	0.048030	0.024099	0.004463	-82646.479
2630	0.003796	0.005220	0.003098	0.005851	0.085997	0.034282	0.026829	0.004456	-84276.256
2640	0.004692	0.003567	0.005668	0.004340	0.094427	0.034410	0.020712	0.007393	-84112.745
2650	0.004159	0.004431	0.003864	0.002237	0.077703	0.028425	0.021788	0.011438	-83306.684
2660	0.004460	0.002572	0.004863	0.002479	0.090185	0.038163	0.029241	0.018599	-83170.356
2670	0.002574	0.004407	0.003904	0.004482	0.067618	0.031547	0.024948	0.009719	-83814.721
2680	0.004820	0.007067	0.002644	0.003427	0.083616	0.035476	0.031626	0.023765	-83891.961
2690	0.004095	0.003933	0.002599	0.005656	0.085220	0.037798	0.035458	0.019897	-84492.163
2700	0.004658	0.003171	0.001772	0.011052	0.101876	0.038165	0.035400	0.007609	-82604.366
2710	0.003780	0.003608	0.001772	0.002290	0.099111	0.038705	0.035400	0.020456	-83319.693
2720	0.003695	0.003415	0.006307	0.003209	0.077605	0.032676	0.028408	0.018119	-82410.954
2730	0.009643	0.004416	0.003770	0.002781	0.075116	0.030953	0.028840	0.020268	-83385.451
2740	0.009809	0.003970	0.002132	0.003447	0.066780	0.027039	0.024981	0.010212	-83602.293
2750	0.006474	0.003743	0.002459	0.003313	0.066865	0.027696	0.024092	0.010778	-84722.588
2760	0.004855	0.003116	0.002292	0.007073	0.051470	0.024108	0.020206	0.006066	-83225.285
2770	0.003402	0.003812	0.010005	0.007270	0.071614	0.032228	0.018078	0.009745	-82306.728
2780	0.002596	0.009144	0.008512	0.002508	0.063749	0.031676	0.014433	0.010224	-82674.943
2790	0.004967	0.008332	0.004398	0.004287	0.097685	0.054782	0.034116	0.018421	-83218.674
2800	0.001964	0.003778	0.000941	0.002038	0.056619	0.031948	0.020392	0.010504	-83813.832
2810	0.001437	0.002985	0.002423	0.003509	0.068065	0.035645	0.018332	0.007384	-82301.154
2820	0.002781	0.005274	0.002543	0.003584	0.095052	0.052553	0.028530	0.015197	-83759.694
