Gen	theta_6PmunDintDgolDcelDlud	theta_7DintDgolDcelDlud	theta_8DgolDcelDlud	theta_9DcelDlud	tau_6PmunDintDgolDcelDlud	tau_7DintDgolDcelDlud	tau_8DgolDcelDlud	tau_9DcelDlud	lnL
520	0.130697	0.003572	0.015001	0.004363	0.024601	0.022437	0.003988	0.002697	-75710.969
530	0.172101	0.003473	0.021492	0.004172	0.023920	0.021817	0.003822	0.002667	-75753.735
540	0.127227	0.003450	0.025162	0.004194	0.023764	0.021674	0.004277	0.002619	-75735.230
550	0.162269	0.003626	0.022862	0.004662	0.026018	0.024095	0.004683	0.003155	-75834.915
560	0.171490	0.003696	0.030671	0.005102	0.024598	0.022605	0.004427	0.001892	-75654.394
570	0.119286	0.005014	0.029597	0.007845	0.023804	0.021814	0.004272	0.001517	-75690.634
580	0.124045	0.004383	0.025139	0.003090	0.020219	0.018906	0.003629	0.002553	-75762.090
590	0.128196	0.004118	0.028872	0.003978	0.022111	0.020675	0.003861	0.002372	-75702.395
600	0.155468	0.010770	0.037914	0.004963	0.026856	0.021924	0.004690	0.003206	-75743.482
610	0.144663	0.003913	0.032703	0.009326	0.023042	0.020688	0.004024	0.001811	-75751.112
620	0.137171	0.003874	0.026819	0.005468	0.024481	0.021980	0.004275	0.002145	-75692.766
630	0.128902	0.004138	0.023285	0.003669	0.026146	0.023475	0.004821	0.003458	-75651.568
640	0.135283	0.004223	0.045572	0.006538	0.026684	0.023958	0.004882	0.002021	-75717.094
650	0.175621	0.004468	0.031535	0.003929	0.028844	0.026344	0.005588	0.003959	-75712.595
660	0.145669	0.003898	0.042137	0.004267	0.027561	0.026397	0.005804	0.003898	-75786.397
670	0.190791	0.004146	0.031079	0.003539	0.027561	0.025166	0.006208	0.005023	-75723.005
680	0.196368	0.004285	0.035260	0.005359	0.027429	0.024351	0.006229	0.003625	-75817.065
690	0.185430	0.004548	0.027075	0.002540	0.026365	0.021760	0.005987	0.004675	-75736.093
700	0.192674	0.003700	0.026221	0.003353	0.025533	0.023983	0.005798	0.004221	-75663.003
710	0.169756	0.004492	0.034228	0.004459	0.028145	0.024547	0.005928	0.004123	-75723.601
720	0.145397	0.003733	0.019099	0.003904	0.025813	0.024151	0.005266	0.003961	-75731.832
730	0.118895	0.003841	0.036464	0.009555	0.025215	0.022657	0.005144	0.001688	-75751.001
740	0.143019	0.004330	0.029868	0.005916	0.025856	0.023088	0.005275	0.002741	-75767.546
750	0.145498	0.004096	0.027515	0.004815	0.024455	0.021837	0.005626	0.004084	-75694.689
760	0.169565	0.004097	0.027526	0.005256	0.024464	0.021845	0.005628	0.003744	-75758.705
770	0.160656	0.006849	0.019696	0.002573	0.024088	0.019979	0.005732	0.004431	-75772.466
780	0.170840	0.006200	0.019958	0.004616	0.026202	0.022497	0.006346	0.003710	-75763.159
790	0.145433	0.004784	0.027112	0.006797	0.022446	0.020795	0.005436	0.003178	-75716.038
800	0.187015	0.004017	0.017741	0.008927	0.024541	0.022945	0.005944	0.002157	-75722.497
810	0.157024	0.005443	0.017301	0.003248	0.023817	0.022118	0.005797	0.003099	-75763.760
820	0.168207	0.003593	0.029314	0.003768	0.025585	0.022897	0.006227	0.005257	-75669.915
830	0.152069	0.004302	0.032493	0.006519	0.024307	0.021753	0.004941	0.001731	-75664.817
840	0.146735	0.003283	0.032594	0.003559	0.024107	0.021574	0.004901	0.003119	-75780.013
850	0.178035	0.003591	0.031830	0.003648	0.026370	0.023599	0.005361	0.003641	-75750.941
860	0.123674	0.003473	0.023322	0.002990	0.023799	0.021299	0.004838	0.003500	-75694.478
870	0.130862	0.003611	0.024542	0.003301	0.026270	0.024632	0.005340	0.003863	-75745.006
880	0.152100	0.004164	0.026099	0.007909	0.029192	0.026534	0.004281	0.001980	-75769.759
890	0.169275	0.006152	0.036898	0.005919	0.033136	0.027849	0.004860	0.003409	-75740.910
900	0.190211	0.011682	0.028888	0.001973	0.033136	0.026416	0.004860	0.003681	-75688.558
910	0.117955	0.010023	0.030342	0.002410	0.027942	0.021964	0.004069	0.003252	-75755.950
920	0.098350	0.007315	0.035221	0.003499	0.029255	0.022985	0.004260	0.002413	-75749.425
930	0.123450	0.008773	0.028751	0.002771	0.029255	0.022866	0.004217	0.003046	-75663.359
940	0.131686	0.007293	0.032553	0.002896	0.029255	0.024153	0.004022	0.002915	-75712.824
950	0.139527	0.008079	0.034061	0.003019	0.030497	0.023969	0.004024	0.003039	-75731.586
960	0.129342	0.009335	0.028177	0.007064	0.028608	0.022484	0.005150	0.001143	-75780.365
970	0.131559	0.006765	0.021459	0.004712	0.026757	0.021490	0.004759	0.003612	-75654.078
980	0.170101	0.006978	0.021743	0.020122	0.028803	0.023133	0.006121	0.000980	-75693.395
990	0.173038	0.009840	0.031789	0.011332	0.030211	0.022717	0.006420	0.002455	-75782.269
1000	0.157931	0.008163	0.049388	0.004410	0.030211	0.026066	0.006328	0.004436	-75728.712
1010	0.178281	0.025979	0.032041	0.007408	0.029585	0.019238	0.006197	0.002491	-75759.954
1020	0.142735	0.011773	0.022999	0.004156	0.029888	0.024065	0.006260	0.004252	-75820.740
1030	0.120530	0.009188	0.028457	0.006333	0.022043	0.017076	0.004967	0.003136	-75675.833
1040	0.130980	0.011791	0.033181	0.006653	0.027612	0.022092	0.006221	0.003151	-75754.652
1050	0.151523	0.007170	0.030378	0.003798	0.025548	0.021001	0.004383	0.003285	-75701.464
1060	0.154517	0.002405	0.023855	0.006241	0.023504	0.022675	0.004032	0.002597	-75725.977
1070	0.135346	0.002949	0.030515	0.006415	0.027334	0.025250	0.005134	0.003417	-75743.445
1080	0.140269	0.002873	0.031937	0.003397	0.026625	0.024595	0.004692	0.003838	-75741.189
1090	0.110922	0.002334	0.030479	0.008502	0.022250	0.021030	0.003921	0.001071	-75683.647
1100	0.126793	0.002663	0.019051	0.010511	0.025147	0.023595	0.004631	0.002401	-75630.348
1110	0.126816	0.002640	0.019284	0.013247	0.025455	0.024285	0.004687	0.002430	-75716.878
1120	0.195785	0.003259	0.023072	0.003479	0.030455	0.028329	0.005608	0.004123	-75796.968
1130	0.191628	0.002833	0.029174	0.006264	0.026362	0.024854	0.004900	0.002463	-75717.035
1140	0.205728	0.003267	0.025481	0.002238	0.029773	0.027607	0.005534	0.005186	-75775.599
1150	0.169156	0.002746	0.021421	0.002662	0.025030	0.023209	0.004652	0.004012	-75694.102
1160	0.148310	0.002956	0.029851	0.003348	0.026466	0.024196	0.004881	0.004049	-75707.017
1170	0.158435	0.002836	0.028160	0.008034	0.025494	0.023368	0.004362	0.002227	-75764.655
1180	0.170379	0.005621	0.036724	0.011322	0.026211	0.022386	0.004485	0.001670	-75821.274
1190	0.146689	0.005808	0.032315	0.006926	0.022120	0.019330	0.002714	0.001663	-75615.182
1200	0.164149	0.006166	0.028986	0.002309	0.023953	0.020018	0.002947	0.002558	-75695.801
1210	0.195201	0.005747	0.033371	0.003961	0.025464	0.022668	0.003030	0.001685	-75763.967
1220	0.198757	0.006523	0.023864	0.002603	0.022084	0.018975	0.002628	0.001875	-75791.979
1230	0.224524	0.005717	0.032062	0.002403	0.022851	0.020476	0.002719	0.002175	-75755.602
1240	0.218198	0.004953	0.021795	0.003627	0.023627	0.021171	0.002811	0.001730	-75701.298
1250	0.190180	0.004473	0.038019	0.002439	0.024486	0.021941	0.003107	0.002763	-75777.858
1260	0.172742	0.004540	0.031062	0.001326	0.024852	0.022269	0.003154	0.002790	-75676.209
1270	0.129765	0.007830	0.024917	0.001420	0.023293	0.020289	0.002956	0.002288	-75631.467
1280	0.176907	0.020968	0.030976	0.006558	0.027056	0.015758	0.003433	0.000668	-75697.713
1290	0.168213	0.012257	0.022985	0.001577	0.026034	0.020594	0.002868	0.001940	-75644.396
1300	0.171339	0.006999	0.022589	0.001491	0.028800	0.024030	0.003267	0.002510	-75708.608
1310	0.219525	0.019090	0.030642	0.001782	0.033140	0.021488	0.003760	0.002783	-75699.027
1320	0.158217	0.016259	0.025038	0.005715	0.028226	0.018302	0.003193	0.001373	-75819.411
1330	0.180599	0.009000	0.027536	0.002651	0.028333	0.022414	0.003205	0.002332	-75810.669
1340	0.136917	0.011801	0.028444	0.006279	0.031567	0.023990	0.003571	0.001447	-75722.053
1350	0.119416	0.009447	0.037619	0.003857	0.028917	0.023550	0.003271	0.002572	-75667.719
1360	0.194222	0.009397	0.031216	0.004065	0.030781	0.025827	0.003539	0.002593	-75769.252
1370	0.137542	0.015530	0.034795	0.012899	0.036005	0.022603	0.003883	0.001118	-75761.839
1380	0.108393	0.019400	0.026266	0.004401	0.038965	0.026527	0.003661	0.002161	-75690.586
1390	0.145173	0.020909	0.034119	0.005259	0.040347	0.024876	0.003618	0.001997	-75716.069
1400	0.160742	0.030735	0.029015	0.003612	0.036975	0.021776	0.003192	0.002330	-75621.453
1410	0.102862	0.025094	0.024142	0.003643	0.040098	0.020527	0.003449	0.002696	-75701.442
1420	0.095995	0.033226	0.019051	0.005716	0.044247	0.015589	0.003651	0.001989	-75631.098
1430	0.092899	0.041452	0.018466	0.009302	0.046959	0.017449	0.003538	0.002008	-75684.581
1440	0.100258	0.073220	0.019873	0.008134	0.046781	0.015525	0.002901	0.002065	-75761.021
1450	0.116425	0.069532	0.022179	0.001447	0.050740	0.016438	0.003237	0.002899	-75759.631
1460	0.124080	0.058323	0.015351	0.012164	0.053167	0.013834	0.003533	0.001281	-75706.536
1470	0.117268	0.039141	0.012487	0.007063	0.039120	0.011825	0.002873	0.002105	-75771.754
1480	0.118882	0.024820	0.025950	0.005003	0.037837	0.021052	0.002779	0.001368	-75680.047
1490	0.087786	0.020258	0.034482	0.003156	0.036275	0.020211	0.002545	0.001861	-75748.742
1500	0.120560	0.026651	0.018305	0.004393	0.039336	0.018374	0.003423	0.001558	-75754.589
1510	0.100132	0.020148	0.034854	0.001652	0.038654	0.020597	0.003364	0.002628	-75698.409
1520	0.112635	0.016091	0.038377	0.003638	0.035285	0.024468	0.002939	0.001988	-75745.746
1530	0.145913	0.010335	0.028848	0.006132	0.039381	0.030865	0.003719	0.002462	-75679.779
1540	0.131283	0.007571	0.027095	0.005781	0.034999	0.027945	0.003766	0.002188	-75743.049
1550	0.119979	0.006486	0.041921	0.005311	0.030674	0.026405	0.003531	0.001775	-75691.194
1560	0.109949	0.014143	0.025655	0.004128	0.031936	0.025076	0.003650	0.002417	-75613.876
1570	0.106422	0.007090	0.021130	0.005036	0.031936	0.029809	0.003283	0.002309	-75774.227
1580	0.131051	0.007134	0.018786	0.004614	0.032813	0.028769	0.003113	0.002227	-75724.129
1590	0.142227	0.005727	0.028717	0.005768	0.030330	0.026592	0.002878	0.001859	-75695.948
1600	0.152467	0.005198	0.027382	0.006098	0.028919	0.026497	0.002744	0.001599	-75788.351
1610	0.124541	0.008157	0.025885	0.003735	0.024710	0.020854	0.002619	0.001905	-75670.980
1620	0.145974	0.007782	0.025380	0.007386	0.027211	0.022964	0.002884	0.001982	-75700.798
1630	0.138728	0.013882	0.019254	0.004584	0.027442	0.022139	0.002909	0.002217	-75686.606
1640	0.159575	0.019258	0.022982	0.006582	0.030884	0.020827	0.003229	0.001938	-75699.507
1650	0.146045	0.026241	0.018688	0.001804	0.031769	0.016987	0.003322	0.003027	-75686.623
1660	0.132498	0.018216	0.025285	0.001770	0.032127	0.022212	0.003259	0.002970	-75656.042
1670	0.115602	0.024120	0.021756	0.001812	0.035221	0.018338	0.003337	0.003041	-75693.102
1680	0.132800	0.028036	0.022983	0.002652	0.037209	0.019895	0.003525	0.003212	-75650.006
1690	0.097133	0.043488	0.019393	0.002238	0.032386	0.012322	0.002974	0.002711	-75682.795
1700	0.119718	0.031945	0.022454	0.002904	0.038742	0.018046	0.003444	0.002600	-75735.914
1710	0.135366	0.074502	0.023725	0.004668	0.037970	0.015637	0.003137	0.002170	-75703.798
1720	0.111558	0.034542	0.036035	0.003860	0.039843	0.021798	0.003137	0.002624	-75729.698
1730	0.167013	0.074124	0.020740	0.005800	0.046986	0.018200	0.003457	0.002912	-75801.978
1740	0.127583	0.048103	0.018584	0.004934	0.040530	0.013123	0.003098	0.002609	-75725.152
1750	0.120523	0.034667	0.024151	0.003757	0.053401	0.016637	0.004026	0.003015	-75701.219
1760	0.079502	0.040931	0.016164	0.003147	0.051607	0.016207	0.003871	0.003234	-75730.745
1770	0.115897	0.059094	0.020311	0.005338	0.052316	0.013167	0.004023	0.002581	-75697.962
1780	0.090913	0.055559	0.022637	0.006193	0.061626	0.017072	0.004339	0.002808	-75679.561
1790	0.063177	0.057831	0.025074	0.004270	0.062239	0.015323	0.004504	0.003364	-75710.329
1800	0.076604	0.065176	0.022819	0.003026	0.062111	0.014831	0.004568	0.003907	-75786.313
1810	0.077242	0.030094	0.031688	0.006536	0.062979	0.022245	0.004638	0.002036	-75714.341
1820	0.079025	0.036660	0.025834	0.004311	0.059146	0.020869	0.004812	0.003090	-75823.592
1830	0.076111	0.020295	0.030709	0.004356	0.058272	0.023758	0.004286	0.003122	-75729.054
1840	0.094736	0.014774	0.030709	0.004764	0.051397	0.023514	0.004286	0.002854	-75779.126
1850	0.090736	0.029535	0.027040	0.006689	0.050133	0.019975	0.004287	0.002034	-75681.188
1860	0.074583	0.037136	0.030778	0.001908	0.051767	0.021809	0.004287	0.003831	-75664.994
1870	0.075113	0.039503	0.044360	0.002215	0.055778	0.021375	0.004419	0.003506	-75743.887
1880	0.077908	0.033169	0.026606	0.006023	0.050152	0.019769	0.004212	0.002083	-75695.899
1890	0.075928	0.026992	0.022644	0.014742	0.049157	0.023729	0.006136	0.001138	-75824.661
1900	0.086899	0.034184	0.029965	0.007805	0.046821	0.022813	0.004972	0.003891	-75778.438
1910	0.098109	0.051044	0.023872	0.005073	0.051617	0.016768	0.005647	0.003856	-75784.309
1920	0.097318	0.031024	0.029288	0.004172	0.046247	0.020875	0.005223	0.003417	-75702.902
1930	0.081598	0.042222	0.020519	0.003119	0.046120	0.016041	0.005157	0.004455	-75787.525
1940	0.108515	0.039270	0.017237	0.005857	0.049545	0.012120	0.005511	0.002396	-75778.285
1950	0.117720	0.037396	0.018226	0.004257	0.056059	0.013738	0.005531	0.003692	-75772.729
1960	0.101477	0.050972	0.015680	0.003668	0.045664	0.010958	0.004758	0.003171	-75748.974
1970	0.076102	0.051076	0.018701	0.006787	0.058634	0.013070	0.005675	0.003512	-75767.636
1980	0.081757	0.043477	0.017022	0.007714	0.056872	0.015172	0.004590	0.002438	-75704.143
1990	0.075285	0.025892	0.021434	0.005483	0.051413	0.018089	0.004344	0.002703	-75791.605
2000	0.070249	0.041595	0.024447	0.007532	0.061874	0.016183	0.004955	0.002559	-75730.232
2010	0.071805	0.035778	0.025123	0.011110	0.050493	0.017356	0.004004	0.001750	-75712.271
2020	0.066185	0.028452	0.018805	0.006186	0.039967	0.017181	0.004110	0.001955	-75693.271
2030	0.118255	0.027780	0.027969	0.004524	0.039967	0.021881	0.003365	0.002393	-75705.666
2040	0.112409	0.019537	0.017169	0.005374	0.038773	0.020839	0.003514	0.001863	-75701.961
2050	0.074842	0.021675	0.025885	0.007323	0.041576	0.021689	0.003630	0.001678	-75782.570
2060	0.082767	0.021913	0.031864	0.006291	0.037819	0.018303	0.003324	0.002104	-75709.933
2070	0.088493	0.025304	0.028271	0.007037	0.045744	0.017496	0.003688	0.001725	-75700.546
2080	0.132152	0.024975	0.023255	0.010927	0.051569	0.022413	0.004289	0.001949	-75690.879
2090	0.095323	0.027988	0.027404	0.002992	0.052553	0.023452	0.004099	0.003513	-75740.391
2100	0.129376	0.019484	0.023914	0.007084	0.038242	0.017477	0.003205	0.000907	-75711.477
2110	0.156066	0.040701	0.024954	0.004031	0.044277	0.016004	0.003529	0.002579	-75698.526
2120	0.125222	0.032140	0.013305	0.002844	0.043518	0.016497	0.004002	0.003121	-75695.319
2130	0.092061	0.030716	0.018152	0.006911	0.040801	0.018974	0.003854	0.001191	-75764.198
2140	0.076221	0.048414	0.019794	0.007467	0.045609	0.015920	0.005045	0.003037	-75723.272
2150	0.092548	0.034803	0.022487	0.006423	0.041515	0.020881	0.004563	0.003219	-75793.025
2160	0.110147	0.031137	0.022579	0.006645	0.038633	0.018844	0.003664	0.002453	-75724.623
2170	0.153962	0.031769	0.031775	0.003016	0.035622	0.016048	0.003752	0.003137	-75732.348
2180	0.155257	0.022849	0.020045	0.003006	0.033371	0.018281	0.004042	0.003652	-75647.409
2190	0.117683	0.030001	0.024200	0.007005	0.035882	0.020661	0.004116	0.003242	-75694.142
2200	0.135333	0.021054	0.024752	0.005256	0.035882	0.021234	0.003490	0.002615	-75674.451
2210	0.130675	0.027020	0.031378	0.006496	0.036811	0.019286	0.003564	0.002771	-75719.883
2220	0.118200	0.017600	0.026399	0.009787	0.039154	0.020957	0.003790	0.003187	-75742.161
2230	0.173448	0.021032	0.026184	0.008136	0.041168	0.024937	0.003981	0.002487	-75710.844
2240	0.146457	0.025681	0.025662	0.007167	0.040170	0.024279	0.003901	0.002559	-75718.198
2250	0.160222	0.013044	0.025501	0.006543	0.038107	0.024465	0.003564	0.002212	-75744.688
2260	0.152437	0.010950	0.028531	0.004558	0.040960	0.028060	0.003758	0.002870	-75659.451
2270	0.139064	0.017204	0.036193	0.002114	0.039402	0.025067	0.003615	0.002989	-75695.184
2280	0.093258	0.025093	0.029984	0.002047	0.037052	0.017289	0.003500	0.002894	-75662.134
2290	0.112604	0.036341	0.031341	0.002107	0.045856	0.017059	0.004881	0.004275	-75719.330
2300	0.096391	0.025455	0.026499	0.002033	0.040683	0.024352	0.004664	0.004125	-75807.412
2310	0.111970	0.029580	0.027115	0.006332	0.037713	0.018752	0.004171	0.001059	-75805.305
2320	0.102706	0.031254	0.028477	0.002197	0.037530	0.017971	0.004171	0.003053	-75697.631
2330	0.124885	0.035393	0.022486	0.004218	0.036771	0.012275	0.004087	0.003072	-75776.126
2340	0.141977	0.037659	0.016148	0.014229	0.040904	0.017206	0.005032	0.001851	-75733.692
2350	0.124509	0.022183	0.039380	0.009046	0.041774	0.018048	0.004352	0.002912	-75677.967
2360	0.097312	0.048756	0.030806	0.006025	0.046663	0.022497	0.004813	0.003191	-75754.504
2370	0.070498	0.034646	0.020492	0.007860	0.047781	0.020815	0.005318	0.002779	-75716.192
2380	0.081532	0.037776	0.026882	0.005227	0.053779	0.022067	0.006388	0.004404	-75696.568
2390	0.075696	0.029980	0.025407	0.005702	0.049286	0.018743	0.006066	0.003062	-75742.844
2400	0.086585	0.035609	0.065220	0.004250	0.057930	0.019599	0.006363	0.004820	-75769.143
2410	0.087920	0.033396	0.026700	0.005390	0.050497	0.017992	0.004351	0.002489	-75786.828
2420	0.067943	0.028311	0.016261	0.008413	0.051156	0.017967	0.004087	0.002069	-75679.982
2430	0.100109	0.035822	0.021822	0.004758	0.053836	0.018570	0.004930	0.002521	-75729.756
2440	0.080557	0.037576	0.019336	0.011601	0.057133	0.019496	0.005419	0.002308	-75719.076
2450	0.087412	0.048262	0.015776	0.009709	0.055730	0.015283	0.006017	0.003675	-75787.576
2460	0.074032	0.036827	0.025720	0.006491	0.052522	0.018957	0.005184	0.003072	-75716.339
2470	0.050929	0.039484	0.017555	0.008284	0.056981	0.015333	0.005133	0.002603	-75668.083
2480	0.058781	0.038127	0.017555	0.005102	0.055102	0.014562	0.005133	0.004236	-75742.056
2490	0.091191	0.051569	0.023295	0.004032	0.053450	0.016372	0.005771	0.004318	-75629.248
2500	0.060568	0.039435	0.027034	0.012067	0.057270	0.015936	0.003845	0.001374	-75662.273
2510	0.059115	0.032761	0.020359	0.006305	0.051398	0.014598	0.003644	0.001828	-75713.765
2520	0.072473	0.041913	0.028231	0.005963	0.057832	0.017591	0.003289	0.002134	-75650.147
2530	0.082147	0.027895	0.039948	0.002209	0.062167	0.015800	0.002823	0.002138	-75721.092
2540	0.067311	0.034455	0.020665	0.002173	0.065086	0.014501	0.003037	0.002516	-75780.648
2550	0.031463	0.039262	0.021865	0.002055	0.061219	0.017217	0.002872	0.002379	-75794.996
2560	0.054587	0.032215	0.029231	0.005146	0.065083	0.016918	0.002963	0.002157	-75619.996
2570	0.052962	0.039701	0.016248	0.003809	0.059996	0.014785	0.003416	0.002079	-75789.979
2580	0.057284	0.035256	0.031504	0.004061	0.065755	0.020908	0.003416	0.001951	-75714.562
2590	0.038572	0.045679	0.021336	0.003198	0.062946	0.016916	0.003416	0.002477	-75722.154
2600	0.026921	0.032660	0.038453	0.001048	0.074185	0.019635	0.003440	0.003074	-75684.308
2610	0.047943	0.028802	0.030996	0.001014	0.069678	0.021177	0.003329	0.002975	-75810.043
2620	0.051269	0.037249	0.024665	0.001103	0.071540	0.018925	0.003621	0.003236	-75743.907
2630	0.098898	0.042511	0.030579	0.001201	0.068980	0.018670	0.003944	0.003524	-75845.931
2640	0.078486	0.034965	0.027924	0.001320	0.073096	0.018643	0.003944	0.003206	-75756.127
2650	0.041182	0.032403	0.026350	0.001190	0.074018	0.022613	0.003551	0.002883	-75772.711
2660	0.049367	0.038414	0.035931	0.004254	0.071053	0.021009	0.003859	0.002175	-75659.866
2670	0.049190	0.038283	0.019643	0.005607	0.073708	0.020118	0.004190	0.002019	-75742.537
2680	0.086052	0.019261	0.027252	0.005201	0.067068	0.023339	0.003644	0.001646	-75714.469
2690	0.082548	0.022219	0.019237	0.006544	0.054575	0.021533	0.003318	0.002059	-75714.564
2700	0.088629	0.030104	0.026554	0.002740	0.050239	0.016615	0.003285	0.002507	-75761.878
2710	0.067135	0.030832	0.025051	0.002787	0.050170	0.016300	0.003285	0.002465	-75677.173
2720	0.051324	0.036189	0.024352	0.003103	0.050747	0.017836	0.003422	0.002402	-75734.546
2730	0.071299	0.039103	0.025181	0.004318	0.061129	0.019990	0.003824	0.002380	-75708.379
2740	0.056366	0.034532	0.028150	0.010344	0.071646	0.018364	0.003596	0.001637	-75672.101
2750	0.040725	0.050203	0.029019	0.006793	0.075949	0.021403	0.003710	0.002717	-75750.570
2760	0.030008	0.049459	0.043730	0.010119	0.092139	0.022991	0.004516	0.002919	-75745.030
2770	0.037694	0.040570	0.028502	0.006926	0.080546	0.018799	0.003974	0.002263	-75668.688
2780	0.024057	0.040127	0.025968	0.004819	0.072867	0.015572	0.004309	0.001796	-75759.175
2790	0.032048	0.037150	0.015977	0.005939	0.074648	0.014022	0.004309	0.002347	-75809.731
2800	0.032421	0.030673	0.025385	0.005143	0.070331	0.015430	0.003945	0.002272	-75691.581
2810	0.031281	0.050030	0.025134	0.006005	0.081796	0.014184	0.004262	0.002308	-75720.042
2820	0.036780	0.049511	0.027458	0.011787	0.080689	0.018123	0.004293	0.002104	-75671.557
