Gen	theta_6PmunDintDcelDludDgol	theta_7DintDcelDludDgol	theta_8DcelDludDgol	theta_9DludDgol	tau_6PmunDintDcelDludDgol	tau_7DintDcelDludDgol	tau_8DcelDludDgol	tau_9DludDgol	lnL
760	0.002157	0.001541	0.005202	0.005733	0.101963	0.041969	0.022063	0.021469	-79099.845
770	0.001383	0.001049	0.005261	0.005574	0.090412	0.037676	0.020466	0.019915	-79055.668
780	0.002141	0.001294	0.005295	0.003789	0.100224	0.038359	0.020601	0.020047	-78617.344
790	0.001676	0.001218	0.006321	0.008612	0.089004	0.034493	0.017410	0.016942	-78653.031
800	0.002365	0.002017	0.005801	0.003400	0.107768	0.036782	0.022340	0.021738	-78878.112
810	0.003236	0.001728	0.004619	0.004096	0.120278	0.052131	0.026918	0.026193	-78905.444
820	0.003786	0.001229	0.003547	0.008902	0.096253	0.041558	0.020667	0.020111	-79077.881
830	0.003271	0.001995	0.003578	0.007812	0.106356	0.038734	0.020851	0.020290	-79200.953
840	0.005342	0.002390	0.003296	0.004179	0.101832	0.034842	0.019206	0.018689	-78677.584
850	0.004226	0.001399	0.004642	0.002387	0.079154	0.030449	0.014996	0.014250	-79431.007
860	0.004655	0.002261	0.004955	0.006651	0.083792	0.034869	0.017702	0.015360	-78877.328
870	0.003417	0.003001	0.007492	0.008452	0.084722	0.040291	0.019689	0.017154	-78742.054
880	0.003125	0.002377	0.007610	0.006496	0.100657	0.042529	0.020476	0.019624	-78943.328
890	0.003730	0.002141	0.007627	0.011869	0.089831	0.038730	0.018576	0.017649	-79151.476
900	0.004777	0.001687	0.006650	0.004567	0.078322	0.039464	0.017504	0.016630	-78675.398
910	0.003738	0.002012	0.006454	0.005612	0.078562	0.034326	0.016987	0.016138	-78666.968
920	0.003143	0.002252	0.004565	0.003013	0.073490	0.025619	0.014480	0.013709	-79188.434
930	0.007422	0.002867	0.005547	0.009616	0.086874	0.034070	0.017593	0.016656	-78662.550
940	0.004587	0.004247	0.006520	0.005746	0.111293	0.035931	0.020670	0.019746	-79309.008
950	0.002972	0.005253	0.005730	0.004867	0.103216	0.033290	0.020008	0.018998	-78949.171
960	0.004180	0.004474	0.008140	0.004532	0.094026	0.039561	0.021055	0.020125	-78810.254
970	0.003283	0.002842	0.003572	0.005620	0.083134	0.030623	0.017759	0.016975	-78932.327
980	0.003324	0.003731	0.003344	0.008758	0.069951	0.027534	0.014143	0.013798	-79228.409
990	0.003795	0.002287	0.004203	0.006443	0.093297	0.030415	0.017774	0.017340	-78575.371
1000	0.004240	0.002283	0.002931	0.016102	0.093896	0.029029	0.018669	0.017352	-78509.427
1010	0.007283	0.002089	0.004867	0.005587	0.098021	0.035854	0.021224	0.019739	-79014.098
1020	0.012648	0.002681	0.005338	0.005231	0.085266	0.043122	0.018778	0.018105	-79319.388
1030	0.018913	0.003348	0.005933	0.005097	0.084143	0.038745	0.017036	0.016425	-78956.988
1040	0.015590	0.003937	0.006159	0.004012	0.084684	0.043044	0.019314	0.018621	-79263.639
1050	0.009712	0.003769	0.009199	0.007734	0.074987	0.034762	0.014889	0.013622	-78776.453
1060	0.010374	0.002787	0.010346	0.002864	0.080444	0.031699	0.014898	0.014466	-78931.215
1070	0.009408	0.002464	0.010732	0.003636	0.085875	0.032036	0.016647	0.016164	-79101.876
1080	0.006710	0.002497	0.013265	0.005410	0.069011	0.031835	0.016647	0.016164	-79457.169
1090	0.004484	0.002771	0.012150	0.016158	0.082330	0.032865	0.017588	0.017078	-79118.015
1100	0.005417	0.002162	0.011309	0.011020	0.083400	0.036256	0.017303	0.016517	-78879.423
1110	0.011859	0.001657	0.011592	0.004511	0.084881	0.033597	0.017136	0.014585	-79054.153
1120	0.006292	0.002248	0.010273	0.009938	0.095942	0.032170	0.018313	0.015748	-78892.801
1130	0.004130	0.002856	0.006151	0.014292	0.101911	0.036264	0.021640	0.019622	-78762.113
1140	0.004461	0.002221	0.008631	0.020474	0.072702	0.031836	0.015742	0.013139	-78511.198
1150	0.004304	0.002579	0.006515	0.015881	0.069715	0.038908	0.015343	0.014474	-78726.194
1160	0.007801	0.003614	0.006314	0.024519	0.080628	0.041782	0.018246	0.016346	-79426.317
1170	0.007783	0.002502	0.004732	0.017070	0.088533	0.052064	0.020444	0.016825	-78980.076
1180	0.010321	0.002255	0.003655	0.009019	0.070916	0.036724	0.015791	0.014541	-79238.827
1190	0.010897	0.001691	0.004688	0.005555	0.076604	0.046502	0.018813	0.017132	-78842.853
1200	0.014756	0.003073	0.004309	0.007896	0.086750	0.045729	0.020300	0.019073	-78833.458
1210	0.008763	0.002620	0.004130	0.003980	0.091522	0.047414	0.019603	0.018746	-79020.963
1220	0.011828	0.004671	0.004167	0.002169	0.085361	0.030034	0.015026	0.014369	-79042.081
1230	0.006917	0.005332	0.003821	0.004278	0.079204	0.027118	0.013778	0.013175	-78877.610
1240	0.006294	0.001846	0.003829	0.003191	0.091602	0.049761	0.013805	0.013201	-79301.378
1250	0.003260	0.004208	0.003199	0.002931	0.076662	0.033766	0.011535	0.011024	-78765.259
1260	0.005866	0.005122	0.004076	0.004497	0.098287	0.044351	0.014697	0.014047	-78748.285
1270	0.008898	0.003875	0.004476	0.002132	0.099122	0.053896	0.014697	0.014047	-79071.941
1280	0.012684	0.006966	0.006105	0.006736	0.085517	0.044285	0.014078	0.013558	-79194.594
1290	0.014897	0.005067	0.005502	0.002270	0.094406	0.032940	0.012697	0.012228	-79643.803
1300	0.013579	0.005013	0.004941	0.005072	0.085276	0.037385	0.011404	0.010983	-78991.360
1310	0.009190	0.003379	0.005265	0.004207	0.093655	0.033302	0.012646	0.011829	-79161.908
1320	0.005086	0.002883	0.005547	0.002475	0.090480	0.035260	0.013323	0.012483	-79573.372
1330	0.002942	0.003101	0.004004	0.004186	0.090439	0.025087	0.013069	0.012360	-79210.365
1340	0.004855	0.003109	0.003394	0.007147	0.099910	0.037376	0.017029	0.015919	-78556.522
1350	0.007811	0.002727	0.003394	0.012618	0.105220	0.040232	0.017029	0.015454	-78756.248
1360	0.006543	0.002319	0.003833	0.006346	0.126919	0.054020	0.019232	0.018362	-78730.132
1370	0.002688	0.001583	0.009836	0.007767	0.075003	0.034421	0.012512	0.011663	-78943.761
1380	0.002649	0.003291	0.013271	0.013028	0.071702	0.033010	0.013267	0.012367	-79053.186
1390	0.002220	0.004112	0.016533	0.007450	0.079098	0.038780	0.015202	0.014387	-79061.771
1400	0.004122	0.010263	0.009355	0.011502	0.097351	0.036804	0.018069	0.017045	-78805.883
1410	0.005510	0.009469	0.009629	0.010716	0.107394	0.043049	0.021356	0.018849	-79129.722
1420	0.003815	0.008323	0.004030	0.007755	0.090995	0.038071	0.017311	0.016050	-78855.833
1430	0.003775	0.004178	0.003509	0.008696	0.072881	0.041523	0.015076	0.013729	-79060.388
1440	0.007085	0.012765	0.002426	0.019375	0.079438	0.030218	0.015596	0.014756	-78826.069
1450	0.005198	0.013262	0.003055	0.017469	0.110197	0.043062	0.019638	0.019062	-79242.749
1460	0.007548	0.008921	0.002204	0.006962	0.095932	0.038684	0.019428	0.018859	-79173.157
1470	0.004998	0.010629	0.002219	0.004179	0.090401	0.043593	0.019558	0.018985	-79381.993
1480	0.006477	0.012692	0.002219	0.009217	0.092784	0.040599	0.019558	0.018985	-79604.052
1490	0.003675	0.012769	0.002460	0.003037	0.106141	0.041313	0.021683	0.021228	-78899.717
1500	0.002577	0.011421	0.002112	0.005260	0.085307	0.037043	0.018618	0.018228	-78653.421
1510	0.002775	0.007442	0.002199	0.003708	0.097009	0.038351	0.020742	0.020307	-78737.090
1520	0.002725	0.007322	0.002199	0.004115	0.098262	0.039367	0.020742	0.020307	-79031.280
1530	0.003034	0.006458	0.002357	0.005263	0.102887	0.043253	0.022231	0.021654	-79434.522
1540	0.003581	0.003334	0.001985	0.004254	0.085724	0.039722	0.018720	0.018234	-78820.243
1550	0.003128	0.002461	0.001975	0.004438	0.091731	0.046797	0.018627	0.018143	-78995.220
1560	0.004019	0.001972	0.001963	0.002146	0.080721	0.037540	0.018510	0.017356	-78919.528
1570	0.007113	0.004803	0.003694	0.002621	0.099910	0.053974	0.022292	0.020612	-79593.632
1580	0.003505	0.003855	0.006425	0.010912	0.091891	0.059851	0.021460	0.020554	-78892.891
1590	0.002780	0.001914	0.005419	0.007660	0.080030	0.051740	0.018458	0.017509	-79010.328
1600	0.001814	0.002881	0.005585	0.005137	0.085700	0.042519	0.019026	0.017688	-78888.066
1610	0.001923	0.002583	0.004926	0.009585	0.086416	0.046769	0.019345	0.018467	-78468.187
1620	0.001789	0.003348	0.005100	0.004667	0.094614	0.042710	0.020028	0.018796	-78747.660
1630	0.002076	0.003859	0.003546	0.010297	0.110325	0.049548	0.023381	0.021751	-79341.249
1640	0.001729	0.004678	0.004219	0.021576	0.084008	0.044249	0.016016	0.011008	-79011.834
1650	0.001805	0.003460	0.004688	0.004392	0.096706	0.050561	0.017799	0.016714	-79071.080
1660	0.001679	0.004033	0.003013	0.005124	0.088697	0.037849	0.015774	0.014474	-78852.900
1670	0.002071	0.005289	0.003485	0.003717	0.093326	0.040760	0.018244	0.016741	-79141.176
1680	0.002106	0.004061	0.006119	0.007734	0.092063	0.044251	0.018244	0.016682	-79548.686
1690	0.002408	0.004119	0.006800	0.004393	0.087170	0.043889	0.018244	0.017329	-78823.108
1700	0.002198	0.004146	0.005750	0.012578	0.071881	0.042338	0.015459	0.014498	-79086.903
1710	0.001575	0.005213	0.011675	0.007662	0.094429	0.053863	0.017285	0.016199	-79123.961
1720	0.001783	0.005151	0.011599	0.008294	0.084231	0.045410	0.014935	0.013984	-79046.063
1730	0.002125	0.004045	0.009745	0.006465	0.081242	0.037668	0.015288	0.014315	-78797.934
1740	0.001741	0.007377	0.009388	0.007012	0.079650	0.029070	0.014072	0.013363	-78832.269
1750	0.001783	0.010260	0.009450	0.012549	0.097027	0.040872	0.016128	0.014244	-78909.402
1760	0.002169	0.003694	0.013493	0.011397	0.080943	0.036164	0.014865	0.012900	-78871.668
1770	0.001977	0.003095	0.015950	0.018201	0.076121	0.040296	0.014753	0.013791	-78941.434
1780	0.003999	0.004050	0.008780	0.010379	0.086719	0.042066	0.016696	0.015695	-78977.377
1790	0.003922	0.005139	0.013748	0.011455	0.108563	0.045895	0.019268	0.017439	-78794.762
1800	0.003624	0.003848	0.007710	0.006126	0.110990	0.053278	0.018964	0.017748	-78778.773
1810	0.002657	0.002723	0.004305	0.003561	0.077409	0.042068	0.014899	0.013888	-78482.901
1820	0.004539	0.006446	0.002501	0.010218	0.085178	0.042475	0.015825	0.013731	-78983.621
1830	0.008240	0.015368	0.003059	0.006591	0.087004	0.043561	0.017500	0.016159	-79202.769
1840	0.005469	0.009490	0.003021	0.018656	0.085795	0.044666	0.017281	0.013304	-78672.308
1850	0.005461	0.005579	0.002343	0.008229	0.086271	0.033038	0.016567	0.015036	-79119.353
1860	0.006459	0.004894	0.002516	0.005458	0.101653	0.034134	0.019846	0.018156	-79180.524
1870	0.002324	0.004241	0.003289	0.005389	0.076334	0.035082	0.017737	0.015823	-78907.393
1880	0.003303	0.008411	0.003235	0.010301	0.100072	0.040722	0.023908	0.021571	-78673.696
1890	0.002856	0.003597	0.003908	0.026923	0.087519	0.033217	0.020247	0.018139	-78475.294
1900	0.002418	0.003410	0.004238	0.035026	0.090615	0.042598	0.021957	0.020017	-78908.083
1910	0.002241	0.002293	0.002767	0.043165	0.094704	0.046486	0.021957	0.015645	-78862.839
1920	0.002827	0.004047	0.002438	0.056177	0.083959	0.034399	0.019350	0.008926	-79221.528
1930	0.003724	0.005123	0.003270	0.030851	0.089225	0.031702	0.014573	0.013196	-78985.216
1940	0.002575	0.006027	0.002670	0.015917	0.065477	0.022451	0.011902	0.011418	-79108.693
1950	0.003456	0.005301	0.003930	0.018501	0.102027	0.039319	0.017516	0.016803	-78702.918
1960	0.002751	0.004442	0.007393	0.010753	0.087141	0.038363	0.014704	0.013968	-79053.869
1970	0.002851	0.008349	0.005294	0.007368	0.082367	0.031427	0.013094	0.012375	-79334.681
1980	0.006227	0.006196	0.015435	0.009457	0.105893	0.052902	0.016347	0.015449	-78351.047
1990	0.005566	0.004411	0.009105	0.003077	0.084321	0.039810	0.012698	0.012186	-78996.560
2000	0.004838	0.004526	0.008071	0.007000	0.122957	0.051958	0.018101	0.017371	-78719.888
2010	0.003714	0.003699	0.006428	0.004115	0.093894	0.038109	0.013852	0.013164	-78671.015
2020	0.003494	0.004339	0.006556	0.007468	0.086363	0.030716	0.012792	0.010056	-78638.261
2030	0.004933	0.004256	0.009544	0.006455	0.088472	0.033977	0.010725	0.009618	-78708.641
2040	0.004841	0.006286	0.015027	0.002653	0.072365	0.033570	0.009000	0.008605	-79394.752
2050	0.010193	0.007354	0.021164	0.005577	0.085736	0.040701	0.010029	0.009589	-78813.293
2060	0.021346	0.007044	0.018434	0.004754	0.080483	0.038465	0.009339	0.008929	-78836.710
2070	0.013967	0.005167	0.014093	0.006589	0.076717	0.030686	0.008667	0.008287	-78762.497
2080	0.011896	0.009876	0.015152	0.005837	0.089051	0.046375	0.010617	0.010151	-79088.443
2090	0.006564	0.004180	0.012387	0.009018	0.078273	0.036190	0.008350	0.007983	-79114.633
2100	0.009484	0.012687	0.008581	0.010428	0.098978	0.033262	0.012451	0.011904	-79073.421
2110	0.013663	0.004749	0.011905	0.004890	0.108561	0.048177	0.013988	0.013058	-79269.149
2120	0.008978	0.006152	0.008093	0.008853	0.090311	0.034690	0.012658	0.010613	-78844.318
2130	0.018462	0.002347	0.015095	0.005115	0.109025	0.044071	0.013306	0.011987	-78850.064
2140	0.014513	0.004785	0.016141	0.007526	0.097355	0.046356	0.013306	0.012502	-79253.865
2150	0.008727	0.003357	0.014420	0.006991	0.079905	0.043384	0.011027	0.010360	-79067.205
2160	0.009595	0.001813	0.008109	0.006961	0.071939	0.039434	0.009975	0.009372	-78670.371
2170	0.010335	0.001546	0.012747	0.009900	0.076149	0.048600	0.009772	0.009264	-78991.410
2180	0.009561	0.002072	0.011762	0.006235	0.086062	0.048009	0.011240	0.010795	-78332.014
2190	0.003358	0.001820	0.005972	0.004298	0.072930	0.033929	0.008722	0.008377	-78905.566
2200	0.003054	0.002589	0.013995	0.009180	0.097840	0.048131	0.012388	0.011898	-78618.296
2210	0.003347	0.002451	0.010712	0.009481	0.086515	0.051652	0.009443	0.009142	-79136.580
2220	0.005248	0.002861	0.016151	0.003056	0.101819	0.054811	0.010457	0.010125	-79198.600
2230	0.007187	0.003497	0.011608	0.007530	0.077920	0.035340	0.008923	0.008639	-78528.368
2240	0.008328	0.002878	0.014671	0.004884	0.084508	0.036785	0.009603	0.009298	-79124.364
2250	0.004838	0.003008	0.023974	0.002637	0.089922	0.043326	0.010749	0.010407	-78884.507
2260	0.005064	0.004581	0.025365	0.006795	0.092099	0.032459	0.009333	0.009036	-78187.402
2270	0.006847	0.003632	0.021237	0.005995	0.067150	0.034009	0.008695	0.008418	-78618.318
2280	0.006598	0.005087	0.024796	0.005809	0.068179	0.030165	0.009334	0.009037	-78842.291
2290	0.006502	0.007453	0.013583	0.003566	0.076893	0.030618	0.009610	0.009304	-78365.569
2300	0.002009	0.007626	0.021052	0.005261	0.089108	0.053718	0.012836	0.012428	-79170.273
2310	0.003531	0.005741	0.023882	0.005372	0.092730	0.050473	0.012567	0.012167	-78286.774
2320	0.003172	0.006808	0.022338	0.002661	0.110711	0.049362	0.013590	0.013157	-78430.166
2330	0.002909	0.002806	0.009599	0.005483	0.071933	0.032429	0.008751	0.008473	-78655.139
2340	0.005029	0.002437	0.015722	0.004926	0.111330	0.063328	0.012008	0.011626	-79335.750
2350	0.004075	0.002705	0.017424	0.007463	0.111108	0.051363	0.011191	0.010835	-78794.651
2360	0.004670	0.004162	0.018101	0.007576	0.110121	0.051524	0.011191	0.010835	-78098.882
2370	0.003112	0.003966	0.013654	0.006073	0.108286	0.047015	0.010408	0.010077	-78524.721
2380	0.003598	0.003550	0.024567	0.006182	0.095108	0.044159	0.009571	0.009267	-79332.163
2390	0.003521	0.004943	0.028587	0.003369	0.088194	0.039966	0.009067	0.008778	-78147.151
2400	0.005705	0.003467	0.016061	0.004784	0.070316	0.039244	0.007674	0.007430	-78944.583
2410	0.005493	0.008819	0.008922	0.001988	0.067581	0.029838	0.008003	0.007748	-79043.297
2420	0.003469	0.007294	0.013477	0.005637	0.072162	0.037496	0.009054	0.008766	-78558.477
2430	0.002584	0.007255	0.022807	0.010290	0.100802	0.050164	0.012326	0.011934	-78611.675
2440	0.002799	0.008000	0.019240	0.019459	0.084070	0.044503	0.011529	0.011163	-78706.817
2450	0.003351	0.007499	0.018933	0.013034	0.095775	0.042891	0.011896	0.011517	-79107.595
2460	0.003656	0.005687	0.011568	0.009284	0.079384	0.032288	0.010814	0.009206	-78963.498
2470	0.003182	0.006811	0.016824	0.022961	0.080215	0.032504	0.009916	0.008968	-78988.922
2480	0.004784	0.013503	0.016909	0.015133	0.094954	0.030645	0.010995	0.009943	-78472.736
2490	0.006631	0.009330	0.009137	0.007315	0.087041	0.022046	0.010131	0.008066	-79011.482
2500	0.004166	0.006190	0.009598	0.004620	0.081259	0.022073	0.010247	0.009457	-79059.200
2510	0.002865	0.002908	0.007343	0.015342	0.095210	0.033096	0.013040	0.011964	-78563.975
2520	0.002666	0.003367	0.005224	0.011922	0.100894	0.030561	0.013095	0.011818	-78872.369
2530	0.003356	0.001780	0.010790	0.006399	0.098402	0.039202	0.014092	0.013161	-78486.585
2540	0.005155	0.001523	0.009371	0.006026	0.080338	0.034371	0.012962	0.011499	-78875.957
2550	0.004338	0.001767	0.010737	0.004771	0.081750	0.040522	0.015049	0.013516	-78676.522
2560	0.007139	0.002634	0.015721	0.007084	0.085691	0.028024	0.013537	0.011350	-79043.739
2570	0.011805	0.002886	0.008832	0.011918	0.112816	0.044574	0.018874	0.016611	-79039.295
2580	0.004141	0.002345	0.004821	0.019873	0.084941	0.032555	0.014258	0.012709	-78698.526
2590	0.007489	0.002005	0.009465	0.023227	0.108428	0.047678	0.017054	0.012675	-78898.025
2600	0.005583	0.001828	0.007161	0.014933	0.088515	0.040235	0.013116	0.011062	-79579.202
2610	0.008010	0.002464	0.012736	0.025926	0.082819	0.034339	0.012387	0.009820	-78898.969
2620	0.007017	0.001654	0.013681	0.027548	0.084329	0.051735	0.013410	0.011338	-78781.578
2630	0.003490	0.002265	0.005293	0.036719	0.088875	0.052099	0.014187	0.010832	-79480.919
2640	0.002393	0.003486	0.006145	0.027192	0.104256	0.049674	0.016470	0.015321	-78612.912
2650	0.001892	0.003149	0.007182	0.012029	0.077955	0.034117	0.012601	0.011722	-78801.860
2660	0.004734	0.002113	0.006079	0.008814	0.090401	0.032272	0.013479	0.012458	-79125.854
2670	0.007778	0.002568	0.008477	0.006173	0.092201	0.039564	0.016352	0.015499	-78954.109
2680	0.005057	0.003116	0.010412	0.012002	0.073595	0.036035	0.012227	0.011531	-79018.795
2690	0.010592	0.003433	0.013368	0.016364	0.090727	0.038959	0.012935	0.011320	-78756.785
2700	0.008165	0.003650	0.012092	0.016908	0.103482	0.035748	0.012596	0.010338	-78715.925
2710	0.005355	0.007038	0.008285	0.008262	0.103904	0.030744	0.011942	0.011885	-78296.155
2720	0.006897	0.007794	0.009444	0.020026	0.088505	0.036746	0.011870	0.011813	-78719.892
2730	0.005612	0.003424	0.008838	0.010883	0.085180	0.034284	0.010786	0.010735	-78861.300
2740	0.006263	0.003245	0.013920	0.013843	0.102574	0.036913	0.012799	0.012738	-78951.898
2750	0.005968	0.004758	0.009805	0.010564	0.106205	0.035052	0.016497	0.016418	-78975.179
2760	0.008241	0.002397	0.008295	0.004351	0.077748	0.026551	0.012514	0.012454	-78973.343
2770	0.004084	0.003774	0.009750	0.002177	0.085213	0.029772	0.012859	0.012798	-78747.125
2780	0.002912	0.003400	0.005576	0.004540	0.094890	0.033130	0.014903	0.014832	-78701.841
2790	0.002420	0.001665	0.004408	0.003826	0.071015	0.035047	0.013276	0.013212	-78816.901
2800	0.003752	0.001944	0.003378	0.004850	0.089257	0.037253	0.014623	0.014553	-79188.847
2810	0.010225	0.002037	0.006719	0.007794	0.108141	0.052290	0.019164	0.019072	-78633.927
2820	0.005327	0.001485	0.005747	0.006650	0.091688	0.042653	0.016393	0.016315	-78589.007
