Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10u	theta_11j	theta_12j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10u	tau_11j	phi_j<-i	lnL
300	0.045402	0.026249	0.025385	0.003759	0.027302	0.003062	0.003752	0.086706	0.034145	0.008217	0.001604	0.007101	0.000198	0.401442	-76487.578
310	0.047166	0.013212	0.025253	0.001391	0.021396	0.002556	0.003360	0.077643	0.030576	0.007358	0.002798	0.006473	0.000177	0.497397	-76513.139
320	0.055238	0.019275	0.049063	0.003468	0.002102	0.016829	0.002569	0.073043	0.033042	0.007951	0.001461	0.007925	0.001370	0.380252	-76405.777
330	0.038385	0.012707	0.028491	0.003857	0.006622	0.010162	0.008678	0.068029	0.030774	0.007405	0.001361	0.006733	0.000531	0.534806	-76755.460
340	0.026088	0.023424	0.037673	0.007306	0.001489	0.001808	0.003283	0.070563	0.031920	0.007681	0.001319	0.007449	0.001296	0.694607	-76404.441
350	0.035290	0.015750	0.027309	0.006104	0.016347	0.001748	0.002550	0.075916	0.034342	0.008264	0.001375	0.007733	0.000872	0.565214	-76685.431
360	0.044892	0.015404	0.025191	0.004059	0.003771	0.001664	0.006548	0.074247	0.033587	0.008082	0.001345	0.007473	0.000765	0.586772	-76633.352
370	0.019666	0.023330	0.020483	0.003892	0.003908	0.004956	0.005250	0.081540	0.029367	0.007067	0.001176	0.006941	0.000310	0.462111	-76425.810
380	0.015860	0.028057	0.018645	0.002905	0.002921	0.006036	0.013592	0.089675	0.029583	0.007119	0.001261	0.006992	0.000530	0.293179	-76556.309
390	0.011479	0.030562	0.014965	0.002216	0.015647	0.005992	0.003888	0.086085	0.028399	0.006834	0.001261	0.006712	0.000689	0.062519	-76702.772
400	0.012370	0.024717	0.030703	0.002060	0.010135	0.014165	0.004348	0.080394	0.034386	0.006353	0.001172	0.006240	0.000557	0.216901	-76436.156
410	0.014697	0.030542	0.021798	0.004780	0.005444	0.003663	0.004198	0.083682	0.026860	0.006613	0.001220	0.006564	0.000647	0.554480	-76497.008
420	0.018708	0.036086	0.026520	0.004437	0.013386	0.002816	0.003081	0.085234	0.027358	0.006736	0.001243	0.006685	0.000662	0.648173	-76445.632
430	0.010715	0.061087	0.024745	0.003131	0.004630	0.002779	0.003890	0.081596	0.019925	0.006285	0.001160	0.006238	0.000334	0.704411	-76454.098
440	0.020899	0.044098	0.020378	0.003288	0.002970	0.002642	0.006557	0.091300	0.022294	0.007032	0.002925	0.006980	0.001492	0.416417	-76384.918
450	0.014713	0.035462	0.018988	0.002404	0.007752	0.005064	0.021002	0.085072	0.020774	0.006552	0.004003	0.006171	0.003460	0.343102	-76602.694
460	0.013902	0.043388	0.017255	0.008378	0.010093	0.002140	0.003101	0.080380	0.019628	0.006191	0.002718	0.006094	0.002038	0.936417	-76440.202
470	0.012159	0.031945	0.017849	0.002420	0.005288	0.003807	0.002686	0.073846	0.015634	0.004931	0.002970	0.004854	0.002338	0.778211	-76405.775
480	0.011448	0.051804	0.018131	0.004921	0.020229	0.002169	0.016249	0.087647	0.018555	0.005853	0.003367	0.005110	0.000535	0.887472	-76547.989
490	0.011479	0.075828	0.016943	0.002104	0.006456	0.006064	0.003165	0.091721	0.019055	0.006010	0.004249	0.005750	0.003570	0.790946	-76509.038
500	0.013077	0.035569	0.012983	0.007442	0.006974	0.003834	0.017881	0.082845	0.019055	0.006010	0.002991	0.005464	0.002963	0.815119	-76605.908
510	0.012293	0.036099	0.016711	0.004056	0.003813	0.004162	0.009488	0.087569	0.022299	0.007033	0.005287	0.004227	0.001338	0.938263	-76629.894
520	0.012839	0.047890	0.017853	0.003611	0.002203	0.006259	0.002200	0.074027	0.022944	0.007237	0.005746	0.004045	0.001293	0.977549	-76534.901
530	0.012839	0.033690	0.030240	0.003850	0.005316	0.002729	0.003030	0.074027	0.022944	0.007237	0.005075	0.005440	0.003926	0.977549	-76505.367
540	0.007050	0.013531	0.030634	0.003864	0.003869	0.003271	0.001857	0.081614	0.024774	0.007814	0.004717	0.007619	0.003612	0.799299	-76690.785
550	0.004637	0.023075	0.030160	0.005101	0.004457	0.004532	0.005007	0.093357	0.025540	0.008056	0.004706	0.007232	0.002770	0.792233	-76746.115
560	0.003514	0.014795	0.024178	0.007880	0.004512	0.003231	0.003043	0.083356	0.032944	0.007193	0.003215	0.004570	0.001523	0.927987	-76522.737
570	0.004034	0.012196	0.027560	0.003375	0.005557	0.003060	0.011243	0.084262	0.033302	0.007271	0.005784	0.003604	0.000573	0.908123	-76593.841
580	0.004770	0.012269	0.026827	0.003012	0.002414	0.001280	0.011969	0.092775	0.033501	0.007315	0.005819	0.002346	0.002057	0.924236	-76613.327
590	0.006916	0.022271	0.036864	0.009833	0.005477	0.002267	0.001574	0.104770	0.034486	0.007529	0.003306	0.004303	0.000665	0.973004	-76627.763
600	0.003800	0.017945	0.027516	0.005612	0.002516	0.004465	0.004730	0.082529	0.033581	0.005931	0.003518	0.004953	0.000297	0.874404	-76547.047
610	0.004261	0.026735	0.026134	0.009016	0.005642	0.017195	0.004640	0.106895	0.033858	0.007249	0.004022	0.004672	0.000490	0.962071	-76542.906
620	0.004051	0.020702	0.030867	0.002672	0.004948	0.005209	0.002678	0.082808	0.030135	0.006452	0.005717	0.006391	0.002926	0.862030	-76584.522
630	0.004052	0.017615	0.020988	0.006941	0.003240	0.003543	0.005835	0.082808	0.030135	0.006452	0.004503	0.005626	0.000805	0.776240	-76592.906
640	0.003150	0.013995	0.026445	0.004518	0.005197	0.003104	0.001797	0.083723	0.034343	0.005930	0.004201	0.003222	0.002207	0.793476	-76667.890
650	0.003670	0.033658	0.022673	0.004246	0.001987	0.023187	0.006812	0.092314	0.030736	0.006709	0.005125	0.004702	0.001309	0.758250	-76707.914
660	0.003026	0.030970	0.021864	0.006833	0.031179	0.006811	0.004525	0.083059	0.026279	0.005736	0.003337	0.002657	0.000919	0.814666	-76589.876
670	0.002557	0.016632	0.026176	0.005063	0.004000	0.003218	0.002831	0.095301	0.026178	0.005714	0.004406	0.004594	0.000615	0.890845	-76608.407
680	0.003943	0.010948	0.046032	0.003689	0.001594	0.001925	0.020621	0.088064	0.031825	0.005280	0.005005	0.004583	0.001365	0.938535	-76541.880
690	0.003084	0.010819	0.021710	0.003469	0.006202	0.002971	0.002972	0.094025	0.040440	0.005980	0.005160	0.002697	0.000281	0.914155	-76606.134
700	0.002951	0.010350	0.028624	0.003163	0.005717	0.004062	0.002355	0.089953	0.038689	0.005721	0.004167	0.004379	0.002014	0.800526	-76588.027
710	0.003643	0.025315	0.023367	0.002018	0.003186	0.002454	0.002348	0.082967	0.029566	0.005703	0.004510	0.005424	0.003679	0.771628	-76474.362
720	0.002461	0.025583	0.024021	0.002589	0.013597	0.005700	0.029202	0.086068	0.023059	0.004920	0.003043	0.003111	0.002749	0.917024	-76641.316
730	0.002598	0.027212	0.025826	0.002350	0.005233	0.021407	0.002181	0.090854	0.024341	0.005194	0.003361	0.005150	0.001342	0.750574	-76532.846
740	0.002297	0.019293	0.026866	0.002743	0.003641	0.004297	0.013101	0.093500	0.031931	0.005481	0.003435	0.004867	0.001789	0.874460	-76683.534
750	0.002494	0.032255	0.040357	0.002189	0.002631	0.006743	0.002531	0.098241	0.031931	0.005481	0.003403	0.004445	0.003222	0.832957	-76654.569
760	0.003583	0.033984	0.030595	0.002948	0.003131	0.002184	0.016096	0.085497	0.032971	0.005659	0.003179	0.005309	0.001395	0.615526	-76647.912
770	0.002999	0.022389	0.029092	0.003404	0.004077	0.009412	0.005792	0.095716	0.032971	0.005659	0.003799	0.005187	0.000977	0.614339	-76741.800
780	0.002294	0.013819	0.032555	0.001585	0.002360	0.007578	0.004675	0.075974	0.029118	0.004998	0.003878	0.004818	0.002026	0.743260	-76563.184
790	0.002210	0.020516	0.026181	0.002140	0.007026	0.007151	0.002837	0.078867	0.024561	0.005609	0.003766	0.004473	0.000258	0.677709	-76596.085
800	0.002655	0.023575	0.026677	0.002162	0.001903	0.005988	0.012426	0.102921	0.024227	0.007320	0.005215	0.007145	0.000209	0.757153	-76624.019
810	0.002695	0.031223	0.030763	0.001854	0.003590	0.006388	0.007329	0.087475	0.022226	0.006715	0.005106	0.005764	0.000382	0.801609	-76581.161
820	0.002868	0.033821	0.026824	0.003641	0.011257	0.002201	0.002651	0.090405	0.019729	0.005961	0.003796	0.002971	0.000339	0.899357	-76429.833
830	0.003314	0.027247	0.028665	0.002745	0.004626	0.001682	0.005264	0.081846	0.024467	0.006001	0.004106	0.002170	0.001108	0.948779	-76800.819
840	0.004367	0.032110	0.023329	0.003908	0.002069	0.007096	0.004160	0.102921	0.030767	0.007546	0.004888	0.002672	0.002136	0.944229	-76583.980
850	0.005838	0.018607	0.026965	0.004790	0.008563	0.006257	0.004833	0.100152	0.026633	0.006532	0.003365	0.004491	0.001321	0.781697	-76448.312
860	0.004160	0.022432	0.026346	0.003205	0.017676	0.001992	0.009868	0.078615	0.024284	0.005956	0.003980	0.005660	0.003128	0.435640	-76418.985
870	0.006778	0.025187	0.032951	0.002626	0.007591	0.037782	0.012279	0.089835	0.030236	0.006246	0.004792	0.006008	0.003751	0.726943	-76498.997
880	0.007213	0.023859	0.027506	0.002452	0.002666	0.032333	0.003585	0.097298	0.033295	0.006878	0.005483	0.006718	0.004586	0.564244	-76427.558
890	0.003967	0.020627	0.027158	0.001859	0.017755	0.016309	0.002589	0.085163	0.024048	0.004967	0.003929	0.003707	0.003311	0.783459	-76425.133
900	0.007611	0.024238	0.027305	0.004284	0.007686	0.004432	0.002426	0.094459	0.028259	0.005837	0.003815	0.004653	0.002381	0.787745	-76632.598
910	0.009381	0.017692	0.029746	0.003628	0.004035	0.004937	0.003989	0.093587	0.030602	0.006321	0.004568	0.005435	0.002281	0.710560	-76510.505
920	0.011961	0.020024	0.025316	0.005045	0.008301	0.003432	0.008040	0.078447	0.026685	0.005512	0.003292	0.003785	0.001970	0.954164	-76402.501
930	0.016436	0.017787	0.022424	0.005379	0.006599	0.002374	0.004440	0.069684	0.023704	0.004896	0.002827	0.003848	0.001630	0.923894	-76504.348
940	0.011527	0.025800	0.025175	0.010613	0.007215	0.002530	0.000929	0.074511	0.025346	0.005236	0.001961	0.005173	0.001541	0.791890	-76740.922
950	0.008369	0.020929	0.020446	0.007884	0.008322	0.009501	0.002030	0.084953	0.022829	0.005969	0.002131	0.005787	0.001466	0.627664	-76474.078
960	0.004026	0.031139	0.019392	0.005561	0.009633	0.004208	0.001536	0.098953	0.020854	0.005453	0.003064	0.004658	0.001278	0.278111	-76635.341
970	0.006342	0.030328	0.029908	0.002711	0.025426	0.004144	0.002670	0.096422	0.021964	0.005743	0.004089	0.004262	0.001466	0.556814	-76596.574
980	0.005590	0.033909	0.034179	0.006657	0.002238	0.001265	0.001779	0.103525	0.023582	0.006166	0.003087	0.005063	0.001451	0.755055	-76451.763
990	0.006240	0.033196	0.029097	0.004089	0.006801	0.002070	0.002743	0.103933	0.022840	0.005972	0.003209	0.005811	0.000995	0.826609	-76644.650
1000	0.007435	0.023151	0.047201	0.004635	0.005653	0.003620	0.002822	0.081486	0.023815	0.006227	0.002805	0.006093	0.001112	0.638097	-76609.501
1010	0.005208	0.038084	0.022587	0.007569	0.014464	0.006613	0.003946	0.089396	0.016028	0.005483	0.002453	0.005091	0.000458	0.710446	-76608.422
1020	0.009874	0.027705	0.021037	0.002989	0.015750	0.001233	0.002450	0.087849	0.021056	0.007203	0.004021	0.006008	0.001201	0.611005	-76439.721
1030	0.008259	0.046113	0.019362	0.003360	0.004037	0.002401	0.002255	0.093206	0.019379	0.006629	0.003011	0.005307	0.000996	0.752831	-76591.358
1040	0.006237	0.045648	0.015251	0.003458	0.005991	0.003542	0.004788	0.093502	0.017128	0.005859	0.003926	0.005469	0.000754	0.742311	-76363.951
1050	0.009477	0.047972	0.018239	0.007851	0.023046	0.005742	0.001879	0.096720	0.017368	0.005941	0.002994	0.005795	0.001859	0.941753	-76573.680
1060	0.023055	0.037106	0.030330	0.004244	0.005507	0.004464	0.003178	0.082167	0.016041	0.005487	0.003814	0.005480	0.000822	0.993192	-76475.584
1070	0.013476	0.038099	0.017683	0.002599	0.007847	0.001850	0.004542	0.085739	0.016099	0.005489	0.004891	0.004554	0.002815	0.852273	-76479.648
1080	0.011557	0.041409	0.023754	0.008793	0.002437	0.009318	0.002919	0.087923	0.015232	0.005194	0.003008	0.004629	0.000627	0.977288	-76460.149
1090	0.013139	0.043486	0.014059	0.001660	0.007004	0.003605	0.003338	0.080125	0.013684	0.004981	0.004552	0.001970	0.000801	0.871438	-76513.563
1100	0.021137	0.038307	0.025889	0.001625	0.004891	0.001457	0.002908	0.070325	0.013515	0.004674	0.004126	0.003405	0.000509	0.938203	-76476.998
1110	0.024522	0.044568	0.035487	0.002918	0.005087	0.003285	0.001606	0.084737	0.014111	0.004880	0.003769	0.002698	0.000521	0.888401	-76548.965
1120	0.032784	0.044030	0.020594	0.004175	0.002904	0.005367	0.009160	0.076808	0.018694	0.006465	0.002988	0.006423	0.001295	0.909889	-76569.719
1130	0.049168	0.044188	0.026608	0.003229	0.005728	0.012916	0.002205	0.077917	0.022764	0.007872	0.006387	0.004007	0.003289	0.976735	-76425.261
1140	0.029373	0.058665	0.016931	0.006116	0.001959	0.004720	0.002560	0.072311	0.021078	0.007289	0.004651	0.005527	0.001162	0.976735	-76421.024
1150	0.042606	0.028574	0.015943	0.018876	0.002305	0.001112	0.003186	0.074944	0.021845	0.007555	0.004313	0.007428	0.001901	0.884520	-76448.918
1160	0.051235	0.029522	0.039932	0.011730	0.006293	0.004061	0.005792	0.080848	0.025640	0.008867	0.003911	0.003035	0.002939	0.966924	-76550.253
1170	0.047431	0.027314	0.027631	0.006090	0.008854	0.006266	0.005018	0.077969	0.028478	0.010763	0.003877	0.007876	0.003306	0.797995	-76384.766
1180	0.038904	0.033057	0.020648	0.005856	0.008825	0.008659	0.003302	0.071869	0.027754	0.010490	0.003778	0.009874	0.001733	0.542998	-76521.367
1190	0.059751	0.027232	0.021619	0.001518	0.007171	0.002220	0.003839	0.075248	0.032448	0.010983	0.006258	0.010516	0.002303	0.333403	-76384.185
1200	0.027414	0.025806	0.017831	0.001641	0.004629	0.002221	0.012812	0.059082	0.025477	0.008624	0.004682	0.008030	0.004123	0.815166	-76638.723
1210	0.057178	0.021045	0.012226	0.002593	0.008907	0.011878	0.004198	0.061141	0.026365	0.008924	0.003727	0.008310	0.003150	0.502273	-76492.804
1220	0.050235	0.024771	0.019432	0.002315	0.018593	0.005597	0.002798	0.054593	0.023541	0.007968	0.003328	0.007129	0.003278	0.371702	-76759.506
1230	0.075381	0.023694	0.020745	0.002472	0.005660	0.006252	0.003892	0.058284	0.025133	0.008507	0.003553	0.008370	0.000797	0.459038	-76722.107
1240	0.071169	0.021677	0.027295	0.001758	0.002430	0.004055	0.003464	0.053324	0.022994	0.007783	0.004089	0.007658	0.002659	0.762218	-76606.818
1250	0.059159	0.032116	0.025349	0.003097	0.004693	0.002144	0.002578	0.067158	0.028959	0.009802	0.004626	0.009644	0.001407	0.720461	-76377.208
1260	0.056583	0.028992	0.027495	0.001803	0.008817	0.003657	0.003092	0.056624	0.024417	0.008265	0.004274	0.007757	0.002635	0.504207	-76716.585
1270	0.073302	0.037023	0.013964	0.002154	0.009027	0.001812	0.004513	0.057239	0.024682	0.008355	0.003885	0.008188	0.001936	0.492784	-76433.345
1280	0.045023	0.014634	0.021374	0.001585	0.002660	0.003748	0.001545	0.057239	0.024682	0.008355	0.004629	0.008188	0.001657	0.417402	-76619.275
1290	0.031380	0.009964	0.030159	0.006662	0.005162	0.003531	0.003634	0.066203	0.028547	0.009663	0.004722	0.009471	0.002094	0.442396	-76546.049
1300	0.023139	0.008071	0.019279	0.005661	0.002055	0.002372	0.002415	0.073384	0.030047	0.009149	0.005332	0.008962	0.001546	0.739124	-76572.099
1310	0.015307	0.011506	0.022893	0.014132	0.002074	0.008035	0.004142	0.080643	0.033019	0.010054	0.004656	0.009108	0.002630	0.968974	-76700.840
1320	0.026950	0.013568	0.026878	0.011940	0.007525	0.004187	0.001853	0.095093	0.038936	0.011856	0.005275	0.009383	0.004835	0.941069	-76605.764
1330	0.016476	0.018719	0.030741	0.002496	0.003322	0.010213	0.003597	0.085153	0.026623	0.009321	0.006687	0.009071	0.005816	0.704819	-76562.814
1340	0.009993	0.028138	0.012938	0.005613	0.002478	0.005551	0.003510	0.084883	0.026538	0.009291	0.006114	0.006952	0.005624	0.963322	-76685.601
1350	0.010694	0.050667	0.016333	0.002878	0.004657	0.002345	0.003293	0.072871	0.024894	0.008716	0.006420	0.008556	0.004661	0.919114	-76721.766
1360	0.009149	0.024896	0.018396	0.005633	0.004542	0.015654	0.001367	0.079225	0.024576	0.008604	0.004441	0.003623	0.001827	0.870156	-76608.419
1370	0.008257	0.049066	0.016647	0.005170	0.002642	0.002836	0.013730	0.090279	0.024153	0.008456	0.004659	0.008412	0.003607	0.927972	-76731.754
1380	0.007142	0.021087	0.014399	0.004672	0.004453	0.002337	0.003001	0.078088	0.020892	0.007314	0.003514	0.007115	0.000825	0.721127	-76583.724
1390	0.004416	0.024842	0.035861	0.002546	0.010174	0.003427	0.003002	0.090645	0.020898	0.007316	0.005705	0.006997	0.000911	0.947447	-76595.185
1400	0.003644	0.018698	0.022795	0.007159	0.009158	0.003530	0.001095	0.083021	0.029226	0.006701	0.004064	0.006496	0.001890	0.961562	-76584.487
1410	0.003466	0.020297	0.026762	0.006644	0.008509	0.001850	0.003038	0.095805	0.030682	0.007035	0.004448	0.003099	0.001965	0.711052	-76608.477
1420	0.003456	0.033058	0.027071	0.004295	0.006048	0.004201	0.002211	0.095534	0.030595	0.007015	0.006391	0.006841	0.000880	0.509649	-76630.335
1430	0.002788	0.025554	0.022726	0.002787	0.002422	0.007950	0.001988	0.085900	0.027510	0.006308	0.005802	0.006231	0.000907	0.484890	-76399.427
1440	0.004912	0.025082	0.020290	0.003398	0.007037	0.002422	0.006768	0.092369	0.024244	0.005559	0.004132	0.005491	0.002861	0.438207	-76425.627
1450	0.005249	0.037445	0.024528	0.005840	0.003659	0.002519	0.002394	0.086042	0.018574	0.005178	0.002580	0.005104	0.001249	0.795301	-76353.841
1460	0.004569	0.034371	0.015628	0.005308	0.006638	0.003547	0.005486	0.078439	0.017083	0.004762	0.002569	0.002634	0.001535	0.985209	-76582.694
1470	0.004077	0.035926	0.024603	0.003257	0.001665	0.001653	0.002588	0.087267	0.017591	0.004904	0.003725	0.004773	0.000938	0.985209	-76695.887
1480	0.004710	0.055078	0.021669	0.002479	0.004399	0.002029	0.005283	0.095506	0.020803	0.005799	0.005276	0.003538	0.000205	0.985209	-76444.931
1490	0.004020	0.064586	0.026478	0.002730	0.003635	0.001314	0.003371	0.105189	0.022912	0.006387	0.005811	0.005415	0.000881	0.985209	-76264.773
1500	0.003374	0.026910	0.024493	0.002447	0.008212	0.003018	0.006232	0.097293	0.025183	0.005783	0.005313	0.005543	0.000234	0.985209	-76489.607
1510	0.002631	0.026962	0.023585	0.002457	0.003490	0.003167	0.005886	0.096159	0.026421	0.006067	0.005812	0.005997	0.000246	0.985209	-76409.259
1520	0.002301	0.027842	0.021665	0.004079	0.002718	0.001882	0.002995	0.103709	0.026072	0.005987	0.005085	0.005341	0.000736	0.936128	-76599.171
1530	0.002346	0.021924	0.016594	0.004856	0.001801	0.005041	0.002715	0.085318	0.023493	0.005395	0.003678	0.004396	0.002403	0.936128	-76396.201
1540	0.003048	0.029644	0.021248	0.005302	0.004594	0.002056	0.002910	0.091430	0.025176	0.005781	0.002816	0.002724	0.001424	0.970751	-76534.985
1550	0.002869	0.027436	0.029244	0.003367	0.001793	0.001823	0.002397	0.098363	0.025594	0.005878	0.004334	0.005818	0.002380	0.898656	-76660.058
1560	0.003360	0.024878	0.023664	0.002766	0.004333	0.005315	0.007840	0.093480	0.035936	0.006100	0.004165	0.005673	0.001320	0.726522	-76773.227
1570	0.002647	0.024388	0.026928	0.004389	0.008948	0.010414	0.002481	0.096609	0.037517	0.005673	0.003183	0.003594	0.000462	0.718188	-76680.232
1580	0.004317	0.032402	0.048166	0.009552	0.002176	0.015933	0.008852	0.097918	0.022861	0.005750	0.003399	0.005722	0.000511	0.899778	-76581.940
1590	0.003084	0.027245	0.025114	0.003964	0.002794	0.005437	0.002600	0.085875	0.021939	0.005518	0.004339	0.005422	0.001564	0.917521	-76557.572
1600	0.003655	0.021679	0.031617	0.005785	0.005586	0.005303	0.002497	0.089126	0.028385	0.005727	0.003655	0.005632	0.002500	0.749287	-76724.995
1610	0.003221	0.023051	0.018288	0.001569	0.002802	0.004883	0.003806	0.090335	0.027799	0.005609	0.005071	0.005343	0.001096	0.678092	-76555.360
1620	0.001863	0.014388	0.022777	0.011757	0.011065	0.008460	0.002242	0.089397	0.021490	0.004336	0.000832	0.003133	0.000347	0.850546	-76562.764
1630	0.002548	0.026011	0.021628	0.007246	0.004867	0.002528	0.020703	0.080068	0.023032	0.004647	0.002586	0.003764	0.000502	0.699673	-76520.748
1640	0.002394	0.027693	0.022586	0.003874	0.003640	0.009123	0.008144	0.082924	0.022903	0.004621	0.002852	0.004517	0.002134	0.901519	-76544.296
1650	0.002423	0.017199	0.023262	0.002765	0.003176	0.007837	0.005809	0.085405	0.023588	0.004759	0.003164	0.004035	0.001231	0.867365	-76619.288
1660	0.003169	0.021082	0.035137	0.003681	0.002397	0.007432	0.003174	0.078651	0.025467	0.005138	0.003924	0.003909	0.000765	0.949002	-76603.956
1670	0.003798	0.019978	0.034512	0.003227	0.004042	0.010027	0.005749	0.092536	0.030187	0.006091	0.005315	0.004216	0.001092	0.893701	-76535.997
1680	0.003676	0.015923	0.046542	0.008805	0.004014	0.001145	0.001671	0.089545	0.034204	0.005894	0.001680	0.005533	0.001341	0.775923	-76469.246
1690	0.003575	0.019095	0.020582	0.011531	0.002303	0.005948	0.004055	0.087094	0.033268	0.005733	0.001474	0.005160	0.001381	0.883638	-76596.769
1700	0.002688	0.033203	0.024639	0.009572	0.003697	0.015483	0.001783	0.076953	0.027616	0.004759	0.001223	0.004276	0.000963	0.766885	-76590.476
1710	0.003464	0.016523	0.036019	0.004483	0.011614	0.004196	0.005157	0.087330	0.032925	0.005673	0.001459	0.005423	0.000529	0.699092	-76463.753
1720	0.002919	0.018359	0.030762	0.004549	0.007275	0.001300	0.001784	0.085006	0.025999	0.005222	0.001319	0.004923	0.001086	0.367137	-76699.595
1730	0.002694	0.028479	0.023549	0.002201	0.003460	0.004363	0.004472	0.080628	0.021809	0.004380	0.001671	0.004206	0.001655	0.336764	-76394.009
1740	0.005251	0.028086	0.020077	0.002845	0.002989	0.002927	0.002504	0.113072	0.026029	0.005228	0.001972	0.005224	0.001104	0.492805	-76586.904
1750	0.003372	0.031208	0.030215	0.001285	0.009172	0.001940	0.003512	0.086804	0.021803	0.004379	0.002269	0.004376	0.002137	0.519914	-76507.045
1760	0.003001	0.023841	0.021464	0.001362	0.012012	0.004182	0.003243	0.100730	0.022072	0.004433	0.002256	0.004243	0.001240	0.539922	-76459.161
