Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
30310	0.002651	0.005155	0.002628	0.003187	0.003740	0.006023	0.003885	0.002734	0.004126	0.062164	0.057572	0.023852	0.007230	0.001064	0.010640	0.005589	0.001064	0.758492	0.255425	-94568.524
30320	0.002747	0.002705	0.002522	0.005471	0.003875	0.002536	0.001722	0.006538	0.005495	0.064420	0.059661	0.025965	0.007493	0.001721	0.009089	0.006046	0.001721	0.943483	0.255425	-94112.839
30330	0.003045	0.001887	0.001452	0.003028	0.006150	0.001666	0.003673	0.003648	0.002750	0.035657	0.033023	0.014372	0.004147	0.002158	0.004580	0.001551	0.002158	0.840403	0.403739	-95107.761
30340	0.003932	0.002569	0.002352	0.003935	0.005526	0.002683	0.004881	0.001940	0.012338	0.048540	0.044954	0.019604	0.005646	0.005234	0.006234	0.005449	0.005234	0.631087	0.291756	-94625.745
30350	0.002669	0.003042	0.001817	0.004475	0.020615	0.001748	0.005058	0.003056	0.002905	0.056296	0.051688	0.030323	0.005584	0.005018	0.007603	0.001790	0.005018	0.733339	0.431956	-95605.879
30360	0.003560	0.002499	0.002462	0.008727	0.018043	0.002835	0.005163	0.003224	0.005570	0.048332	0.044376	0.018888	0.004794	0.001128	0.005730	0.001257	0.001128	0.306444	0.443634	-92206.087
30370	0.005219	0.003913	0.009176	0.005435	0.009257	0.001849	0.002910	0.001879	0.002290	0.070853	0.065054	0.018253	0.007028	0.003929	0.013263	0.003786	0.003929	0.381241	0.598479	-93433.867
30380	0.004048	0.005678	0.012277	0.004673	0.002101	0.007086	0.007370	0.005673	0.002214	0.064104	0.059142	0.016514	0.006516	0.004171	0.008229	0.005383	0.004171	0.361979	0.608575	-93851.065
30390	0.002754	0.005049	0.004273	0.003973	0.002902	0.002324	0.000843	0.002954	0.001861	0.057290	0.043384	0.014043	0.005541	0.003765	0.010005	0.004864	0.003765	0.509098	0.441274	-91995.432
30400	0.006510	0.007393	0.003414	0.003973	0.008306	0.004131	0.002055	0.003536	0.002343	0.055328	0.034082	0.014716	0.005541	0.005047	0.009235	0.002552	0.005047	0.509098	0.470341	-94185.643
30410	0.003071	0.008314	0.001954	0.005774	0.004011	0.003708	0.003793	0.019884	0.002425	0.051793	0.029102	0.013187	0.005187	0.004271	0.010310	0.004471	0.004271	0.431413	0.925756	-90233.912
30420	0.004708	0.004820	0.002205	0.014113	0.002424	0.005313	0.005426	0.007688	0.007199	0.059316	0.031936	0.014720	0.005790	0.004768	0.008998	0.004550	0.004768	0.647207	0.675611	-92947.111
30430	0.002348	0.003463	0.001128	0.006219	0.002795	0.003677	0.009267	0.005111	0.005297	0.030344	0.017531	0.007530	0.002962	0.002300	0.005534	0.000517	0.002300	0.749933	0.434870	-93753.487
30440	0.001943	0.002082	0.002020	0.005147	0.007274	0.004089	0.005778	0.002110	0.009900	0.025114	0.012645	0.006239	0.002451	0.001624	0.003815	0.001532	0.001624	0.983765	0.297998	-93973.679
30450	0.001672	0.003226	0.002966	0.009005	0.001899	0.001943	0.006162	0.003527	0.007447	0.024732	0.011899	0.005871	0.001827	0.001365	0.005552	0.001214	0.001365	0.983765	0.208118	-93611.848
30460	0.002085	0.006144	0.004026	0.008575	0.007580	0.021200	0.014974	0.001724	0.006043	0.031994	0.014060	0.006937	0.002181	0.001263	0.002528	0.001967	0.001263	0.559976	0.207162	-94447.601
30470	0.002021	0.006717	0.002922	0.004452	0.003983	0.003998	0.040920	0.002466	0.001822	0.031022	0.012544	0.006904	0.002115	0.001739	0.004828	0.000929	0.001739	0.575131	0.311657	-96280.813
30480	0.001564	0.004757	0.003346	0.004138	0.004643	0.005073	0.010580	0.005070	0.004528	0.024005	0.011908	0.005343	0.001557	0.000862	0.004205	0.001072	0.000862	0.552803	0.106750	-96423.308
30490	0.002108	0.005877	0.002758	0.001460	0.008571	0.003140	0.003679	0.004493	0.003053	0.032354	0.016854	0.007439	0.006142	0.001540	0.005843	0.001683	0.001540	0.607444	0.063297	-94962.196
30500	0.003165	0.002486	0.002749	0.006224	0.011495	0.011393	0.002879	0.005004	0.003050	0.033876	0.022966	0.007415	0.003931	0.000576	0.005667	0.003428	0.000576	0.533920	0.213969	-95178.860
30510	0.002412	0.002103	0.002143	0.003404	0.009728	0.003934	0.005843	0.001892	0.003750	0.035285	0.026274	0.007343	0.005621	0.000744	0.006712	0.001540	0.000744	0.731971	0.303353	-93402.336
30520	0.003111	0.002855	0.002450	0.003622	0.003775	0.008158	0.001828	0.002681	0.003434	0.044889	0.034941	0.009850	0.006263	0.005344	0.009544	0.004275	0.005344	0.440559	0.347057	-93117.144
30530	0.002113	0.006272	0.001585	0.002766	0.002733	0.007789	0.001569	0.002163	0.003253	0.030492	0.013986	0.006691	0.004143	0.003192	0.004309	0.003345	0.003192	0.447144	0.098660	-92024.695
30540	0.005832	0.003108	0.001986	0.002717	0.002567	0.002489	0.001718	0.003695	0.002446	0.043973	0.035953	0.009649	0.005975	0.005207	0.008879	0.001775	0.005207	0.967981	0.198022	-93716.064
30550	0.004394	0.003054	0.003059	0.003259	0.002829	0.003215	0.004116	0.007149	0.004446	0.031535	0.024573	0.006920	0.004364	0.002100	0.005390	0.002958	0.002100	0.967981	0.350126	-93714.548
30560	0.004908	0.005240	0.005097	0.005689	0.003856	0.021768	0.006961	0.001977	0.003622	0.054214	0.042311	0.011896	0.008788	0.001115	0.008455	0.007637	0.001115	0.967981	0.207384	-94414.948
30570	0.002225	0.002494	0.007281	0.001754	0.003229	0.004125	0.000943	0.002716	0.005804	0.024208	0.018052	0.005312	0.004517	0.000498	0.004015	0.001231	0.000498	0.780914	0.638201	-96169.813
30580	0.003514	0.001875	0.006293	0.002862	0.003676	0.004889	0.003573	0.002232	0.002526	0.020921	0.017248	0.004591	0.002589	0.000830	0.003755	0.002209	0.000830	0.560298	0.680633	-95323.580
30590	0.004187	0.002871	0.018192	0.001391	0.003610	0.004256	0.006644	0.008319	0.003302	0.022497	0.014495	0.004937	0.003809	0.001013	0.003201	0.001588	0.001013	0.313239	0.766485	-96191.411
30600	0.010678	0.004117	0.015353	0.001116	0.001737	0.003804	0.003183	0.012517	0.003165	0.021142	0.010435	0.005984	0.003290	0.000147	0.003153	0.003007	0.000147	0.499773	0.703349	-97822.251
30610	0.008358	0.004587	0.006031	0.001959	0.001619	0.007707	0.002721	0.002938	0.004195	0.025487	0.013962	0.009653	0.003361	0.000842	0.005368	0.001311	0.000842	0.706170	0.751090	-95435.302
30620	0.004697	0.002826	0.006934	0.001965	0.002088	0.012190	0.005766	0.002119	0.002322	0.021538	0.011273	0.008176	0.002840	0.002201	0.004575	0.000961	0.002201	0.734034	0.751090	-95423.012
30630	0.006438	0.003442	0.006954	0.002280	0.001794	0.005884	0.002173	0.004609	0.015336	0.023144	0.012955	0.011367	0.003296	0.002020	0.006530	0.001514	0.002020	0.968658	0.637368	-93843.834
30640	0.012650	0.004424	0.007148	0.002252	0.008759	0.004807	0.002819	0.002377	0.003548	0.023144	0.012480	0.011228	0.003312	0.002120	0.003885	0.001851	0.002120	0.779340	0.729996	-96318.318
30650	0.005188	0.004773	0.005128	0.002109	0.001787	0.004153	0.002616	0.003610	0.002242	0.019225	0.010367	0.009355	0.002795	0.001767	0.008903	0.002755	0.001767	0.638009	0.851837	-95863.963
30660	0.004694	0.004318	0.003684	0.003587	0.003013	0.004844	0.002281	0.003902	0.003115	0.017395	0.009381	0.007257	0.002529	0.001724	0.005661	0.000986	0.001724	0.874964	0.831519	-98375.499
30670	0.008964	0.008246	0.003396	0.003037	0.006449	0.003510	0.003910	0.012354	0.008347	0.033218	0.017913	0.015784	0.007025	0.000996	0.013158	0.000761	0.000996	0.772947	0.718998	-92625.406
30680	0.004410	0.006831	0.007050	0.001947	0.007364	0.008224	0.004319	0.001994	0.006133	0.027515	0.014838	0.012511	0.007580	0.001827	0.005586	0.002293	0.001827	0.647986	0.822059	-94814.692
30690	0.002893	0.007506	0.002206	0.002517	0.005812	0.002454	0.005932	0.002027	0.004743	0.026699	0.014562	0.012219	0.006533	0.002521	0.011727	0.001937	0.002521	0.721666	0.889947	-93712.660
30700	0.005790	0.007090	0.001853	0.002018	0.008650	0.003915	0.006543	0.004446	0.003665	0.047135	0.028970	0.024875	0.018832	0.015173	0.024863	0.010140	0.015173	0.581335	0.743155	-93191.911
30710	0.006479	0.008347	0.002799	0.003162	0.009419	0.007531	0.001284	0.003518	0.007693	0.075911	0.041921	0.035990	0.027213	0.021956	0.027534	0.019201	0.021956	0.499622	0.696680	-95245.927
30720	0.005172	0.005180	0.002677	0.001626	0.002660	0.009563	0.005822	0.002222	0.003151	0.060591	0.032913	0.029604	0.023471	0.019216	0.022823	0.020589	0.019216	0.244548	0.454496	-93837.995
30730	0.004068	0.004600	0.002706	0.002965	0.002345	0.001797	0.002948	0.008511	0.017275	0.056373	0.029019	0.024405	0.020419	0.013003	0.019149	0.009454	0.013003	0.721288	0.805220	-93856.173
30740	0.005195	0.004726	0.006707	0.003207	0.002349	0.003110	0.007383	0.002178	0.003861	0.072001	0.037064	0.032410	0.027557	0.019571	0.022439	0.019166	0.019571	0.941967	0.730329	-93127.615
30750	0.002907	0.002517	0.002417	0.002179	0.002122	0.005094	0.002311	0.002658	0.003632	0.048872	0.027642	0.025024	0.020003	0.011124	0.019924	0.016059	0.011124	0.849656	0.734726	-95378.207
30760	0.002658	0.003674	0.005958	0.003096	0.002382	0.007551	0.004898	0.015522	0.006821	0.054865	0.032343	0.026505	0.019743	0.004496	0.018645	0.001586	0.004496	0.940338	0.663129	-96282.992
30770	0.002924	0.005317	0.009700	0.002070	0.002620	0.001977	0.002129	0.003063	0.002971	0.060356	0.039845	0.027728	0.021013	0.013721	0.026811	0.003714	0.013721	0.955735	0.554782	-92499.142
30780	0.001883	0.002683	0.004627	0.002607	0.002876	0.001186	0.003484	0.001885	0.007214	0.048258	0.034013	0.024527	0.014101	0.008317	0.016172	0.012034	0.008317	0.964035	0.599454	-93418.231
30790	0.001960	0.004579	0.002675	0.006135	0.009985	0.003228	0.003470	0.002667	0.006765	0.082364	0.058050	0.051997	0.024931	0.009507	0.022065	0.011120	0.009507	0.835824	0.805556	-89820.808
30800	0.001542	0.005496	0.003554	0.003203	0.011084	0.002626	0.003042	0.003577	0.003285	0.069000	0.046277	0.040254	0.036184	0.010099	0.022903	0.014044	0.010099	0.983554	0.514011	-92807.089
30810	0.002197	0.009084	0.002647	0.003245	0.005901	0.001955	0.002003	0.003778	0.001790	0.098313	0.062333	0.059955	0.051556	0.022409	0.035259	0.007586	0.022409	0.788982	0.817951	-92509.829
30820	0.003279	0.014513	0.003375	0.004844	0.008809	0.006561	0.002095	0.004488	0.001979	0.146752	0.093045	0.082438	0.076958	0.037411	0.045349	0.022033	0.037411	0.875433	0.675420	-95615.042
30830	0.004070	0.007713	0.004676	0.004455	0.011061	0.001412	0.009524	0.004061	0.005275	0.127121	0.099499	0.072481	0.064678	0.032407	0.059314	0.049740	0.032407	0.772454	0.593008	-94661.209
30840	0.002947	0.003156	0.004947	0.003116	0.002954	0.002989	0.002508	0.008368	0.003872	0.059744	0.051124	0.036354	0.029763	0.012829	0.031845	0.013408	0.012829	0.562728	0.634666	-92821.002
30850	0.005181	0.005184	0.003572	0.002217	0.001150	0.001148	0.002694	0.001686	0.008426	0.052686	0.038487	0.033345	0.028876	0.015265	0.018220	0.005322	0.015265	0.829449	0.600519	-92421.307
30860	0.001786	0.004421	0.002301	0.001891	0.001326	0.002863	0.002666	0.002684	0.002822	0.046794	0.032820	0.028670	0.024625	0.014872	0.015755	0.003627	0.014872	0.734234	0.720801	-92602.465
30870	0.002985	0.003218	0.002775	0.002867	0.002295	0.002437	0.003775	0.014920	0.002503	0.052706	0.041494	0.033487	0.022539	0.001133	0.025393	0.013438	0.001133	0.530451	0.741155	-94854.726
30880	0.001836	0.002081	0.001304	0.001261	0.002488	0.005862	0.006459	0.004627	0.011983	0.038248	0.031071	0.022825	0.015510	0.001848	0.015461	0.013838	0.001848	0.625965	0.741155	-96494.901
30890	0.003117	0.003635	0.001507	0.002721	0.006337	0.006173	0.014788	0.006807	0.014871	0.065143	0.056885	0.046489	0.025599	0.001283	0.033579	0.018759	0.001283	0.625965	0.814151	-94824.668
30900	0.004686	0.005261	0.011931	0.005653	0.005271	0.007845	0.001924	0.002381	0.006746	0.067174	0.057203	0.039876	0.027450	0.002283	0.034311	0.023945	0.002283	0.452684	0.715473	-94517.155
30910	0.003542	0.003694	0.001871	0.003044	0.003900	0.002034	0.003162	0.003518	0.003190	0.049703	0.042523	0.033028	0.020548	0.004401	0.028673	0.016993	0.004401	0.702874	0.681234	-93002.042
30920	0.003086	0.003666	0.004522	0.001603	0.003635	0.002146	0.009270	0.004574	0.002148	0.043298	0.036037	0.027895	0.018168	0.009953	0.021086	0.007930	0.009953	0.533527	0.726030	-92511.950
30930	0.003514	0.003441	0.001890	0.003540	0.001550	0.002375	0.002449	0.001879	0.005164	0.049305	0.040475	0.038146	0.016158	0.009395	0.027798	0.016129	0.009395	0.693633	0.726030	-92697.373
30940	0.004822	0.002693	0.001727	0.003944	0.002364	0.003566	0.000963	0.004289	0.015713	0.068365	0.056031	0.053827	0.024025	0.015464	0.034341	0.012229	0.015464	0.602244	0.813364	-93639.692
30950	0.006620	0.002259	0.001782	0.002670	0.003829	0.003925	0.006637	0.012490	0.008660	0.058065	0.047987	0.045439	0.020693	0.012656	0.025425	0.007620	0.012656	0.528740	0.681315	-96226.942
30960	0.002936	0.002785	0.003057	0.001368	0.002577	0.003559	0.003391	0.001862	0.002618	0.039858	0.034117	0.028811	0.016080	0.011128	0.025491	0.008038	0.011128	0.483467	0.721117	-92690.485
30970	0.002992	0.002291	0.001609	0.000830	0.007438	0.004578	0.002135	0.003338	0.002995	0.045606	0.040105	0.037948	0.022889	0.014632	0.031659	0.015916	0.014632	0.499515	0.707529	-94499.052
30980	0.003414	0.003765	0.005782	0.001497	0.001807	0.009321	0.003476	0.014799	0.004918	0.057737	0.049725	0.042640	0.029612	0.019505	0.040812	0.023617	0.019505	0.490082	0.675730	-94705.807
30990	0.004976	0.007102	0.002326	0.001625	0.001793	0.003478	0.002445	0.005509	0.002879	0.057293	0.045668	0.041587	0.035754	0.012144	0.040827	0.032836	0.012144	0.436145	0.600435	-91546.875
31000	0.005462	0.002814	0.002994	0.002922	0.001968	0.007465	0.002490	0.001402	0.010123	0.062881	0.057808	0.048870	0.037993	0.021637	0.040161	0.013582	0.021637	0.678637	0.471038	-92243.979
31010	0.003770	0.001262	0.002693	0.004142	0.002491	0.001405	0.005022	0.006850	0.007046	0.043408	0.041056	0.035607	0.026161	0.004919	0.032358	0.024937	0.004919	0.498435	0.833207	-93350.045
31020	0.005942	0.002802	0.005997	0.004615	0.002213	0.004472	0.002538	0.000974	0.003395	0.068415	0.062131	0.053772	0.038214	0.016238	0.038557	0.033193	0.016238	0.399069	0.722640	-96624.746
31030	0.004196	0.004106	0.002119	0.002221	0.003148	0.001969	0.004197	0.007435	0.003815	0.048308	0.041105	0.037968	0.025986	0.005209	0.031748	0.017522	0.005209	0.649881	0.532035	-94104.842
31040	0.004383	0.002943	0.002661	0.001744	0.002320	0.002441	0.006910	0.002843	0.008152	0.041724	0.036627	0.028065	0.024237	0.009514	0.024962	0.018770	0.009514	0.277125	0.654929	-92308.370
31050	0.002263	0.003745	0.002319	0.005885	0.002021	0.003859	0.002200	0.005584	0.003935	0.036352	0.031654	0.024452	0.022099	0.014576	0.017182	0.011903	0.014576	0.277125	0.582343	-95932.818
31060	0.003927	0.003737	0.002136	0.004026	0.002547	0.002935	0.001064	0.005631	0.004602	0.038469	0.033497	0.026953	0.022598	0.015197	0.020306	0.010883	0.015197	0.032166	0.739005	-95405.876
31070	0.008180	0.006848	0.005710	0.005112	0.006667	0.002606	0.004834	0.010377	0.003865	0.080126	0.072355	0.052689	0.045854	0.027767	0.043651	0.027335	0.027767	0.406243	0.715859	-91672.437
31080	0.003537	0.004138	0.004123	0.002972	0.004529	0.009988	0.001430	0.002330	0.002602	0.040038	0.032595	0.024285	0.018679	0.011290	0.021113	0.001796	0.011290	0.443543	0.774123	-91087.360
31090	0.002248	0.001966	0.002431	0.010057	0.001354	0.002457	0.004286	0.002492	0.002052	0.021002	0.016765	0.012738	0.008240	0.006782	0.012381	0.000942	0.006782	0.170908	0.442268	-96791.470
31100	0.001567	0.003434	0.004105	0.001952	0.001595	0.002148	0.002636	0.002924	0.003236	0.019944	0.014758	0.011775	0.008623	0.006440	0.011062	0.008056	0.006440	0.170908	0.439046	-101978.900
31110	0.001902	0.003677	0.005891	0.003546	0.005703	0.001786	0.005742	0.002771	0.001863	0.024212	0.018440	0.014028	0.013135	0.007871	0.013077	0.011168	0.007871	0.025527	0.546611	-97065.487
31120	0.001354	0.003713	0.006168	0.007610	0.012268	0.006865	0.002373	0.003658	0.003241	0.017239	0.014112	0.009988	0.009048	0.002952	0.006897	0.006043	0.002952	0.115498	0.047166	-98196.438
31130	0.002502	0.005944	0.001855	0.004204	0.002838	0.008773	0.019928	0.023078	0.003498	0.031852	0.023774	0.022654	0.016548	0.008868	0.011646	0.002258	0.008868	0.100938	0.246787	-95362.106
31140	0.002851	0.005292	0.002011	0.006055	0.014794	0.002014	0.001616	0.006732	0.007642	0.024392	0.019455	0.015999	0.012206	0.011722	0.012454	0.005069	0.011722	0.390481	0.138675	-94814.756
31150	0.003649	0.004190	0.002157	0.010789	0.003063	0.001960	0.003143	0.002625	0.013933	0.032058	0.027681	0.022231	0.017933	0.016408	0.018355	0.005911	0.016408	0.720613	0.338476	-96173.733
31160	0.004418	0.005386	0.002947	0.019439	0.004869	0.004529	0.004529	0.006991	0.004246	0.049574	0.044332	0.038098	0.030603	0.024820	0.029975	0.029516	0.024820	0.759374	0.499377	-91406.654
31170	0.003987	0.004861	0.007739	0.019227	0.005805	0.009173	0.001891	0.003032	0.007571	0.044739	0.040008	0.031413	0.030138	0.022648	0.028648	0.028469	0.022648	0.562073	0.164660	-94249.629
31180	0.003351	0.003832	0.003000	0.002504	0.002650	0.017553	0.005225	0.007616	0.006008	0.037601	0.030359	0.026401	0.026343	0.011922	0.019050	0.004930	0.011922	0.164402	0.227205	-97816.339
31190	0.002838	0.006476	0.003462	0.002101	0.007743	0.011076	0.003141	0.012096	0.001568	0.031843	0.025710	0.022358	0.021723	0.004694	0.014191	0.010798	0.004694	0.509736	0.227205	-96241.655
31200	0.001850	0.001745	0.003722	0.002210	0.002186	0.005567	0.004356	0.007227	0.005944	0.020757	0.018901	0.014574	0.014516	0.008502	0.012718	0.008885	0.008502	0.123245	0.264249	-96457.652
31210	0.002162	0.003035	0.004351	0.004521	0.002555	0.022457	0.002420	0.003772	0.004269	0.024262	0.022111	0.017035	0.012636	0.008281	0.010451	0.004151	0.008281	0.100211	0.229355	-100732.934
31220	0.002220	0.002985	0.002721	0.003905	0.003377	0.004374	0.004390	0.003636	0.002358	0.023792	0.021345	0.017447	0.011611	0.005033	0.016643	0.011324	0.005033	0.165543	0.311931	-95360.170
31230	0.002802	0.004308	0.002186	0.006216	0.007817	0.020702	0.004711	0.002796	0.002819	0.028299	0.024071	0.021173	0.020044	0.003145	0.015989	0.011390	0.003145	0.072690	0.162595	-95483.977
31240	0.002440	0.003584	0.002195	0.008117	0.012726	0.020793	0.005513	0.001296	0.004742	0.024643	0.021209	0.018587	0.017692	0.011854	0.017156	0.001635	0.011854	0.024688	0.330522	-96951.540
31250	0.002486	0.005504	0.001779	0.002433	0.009323	0.008896	0.002277	0.001812	0.006528	0.025103	0.022764	0.019221	0.014723	0.009302	0.017638	0.002823	0.009302	0.105096	0.197945	-96675.148
31260	0.002316	0.008486	0.002555	0.003806	0.010120	0.006921	0.001630	0.005973	0.001847	0.022855	0.021403	0.016927	0.015936	0.002987	0.015569	0.004560	0.002987	0.071316	0.108016	-96920.978
31270	0.003704	0.019099	0.002218	0.003620	0.005923	0.007685	0.003475	0.004529	0.003048	0.028299	0.024918	0.021044	0.020426	0.002149	0.018866	0.009558	0.002149	0.157028	0.190137	-95637.658
31280	0.002761	0.006293	0.002483	0.002882	0.003346	0.003364	0.021598	0.003669	0.002207	0.022734	0.021064	0.016906	0.016329	0.010370	0.015799	0.000667	0.010370	0.306378	0.149664	-95888.012
31290	0.004116	0.003623	0.003723	0.007801	0.001471	0.007434	0.002721	0.004768	0.001444	0.033884	0.032156	0.025197	0.024338	0.005637	0.023426	0.009417	0.005637	0.380139	0.035476	-92696.182
31300	0.004471	0.004983	0.003143	0.010038	0.003156	0.005522	0.003010	0.008092	0.001229	0.028602	0.026821	0.021270	0.020544	0.004575	0.018136	0.005453	0.004575	0.474750	0.028983	-95656.470
31310	0.004580	0.004654	0.003742	0.003568	0.007044	0.005387	0.001641	0.002285	0.001635	0.026199	0.024468	0.019329	0.015325	0.010024	0.014735	0.002507	0.010024	0.231662	0.039183	-95118.016
31320	0.005082	0.003956	0.006606	0.001660	0.003213	0.003411	0.006124	0.004382	0.003371	0.029071	0.026343	0.018978	0.017458	0.012920	0.014905	0.013080	0.012920	0.351419	0.151108	-93703.257
31330	0.003024	0.004107	0.002837	0.004103	0.010717	0.001189	0.008611	0.018555	0.004847	0.017299	0.014259	0.012045	0.007354	0.005206	0.009376	0.002946	0.005206	0.595385	0.062001	-97917.045
31340	0.002699	0.003864	0.001831	0.002504	0.009118	0.001307	0.003875	0.009606	0.002444	0.015441	0.012588	0.011923	0.006860	0.005734	0.006896	0.003053	0.005734	0.745760	0.189777	-95521.916
31350	0.002649	0.003826	0.003610	0.002789	0.002716	0.002148	0.001380	0.009794	0.003721	0.018831	0.015351	0.013535	0.010339	0.005303	0.008219	0.002682	0.005303	0.733053	0.117784	-97333.548
31360	0.001894	0.003040	0.005404	0.002334	0.007154	0.002207	0.002292	0.004501	0.002621	0.021811	0.019528	0.014783	0.012610	0.009740	0.009900	0.007806	0.009740	0.687294	0.018027	-91418.916
31370	0.001971	0.004708	0.011425	0.006747	0.002331	0.004679	0.006321	0.006396	0.004064	0.025106	0.022205	0.016534	0.013295	0.008929	0.010009	0.008640	0.008929	0.661849	0.057993	-97594.604
31380	0.002008	0.002284	0.003824	0.003629	0.002892	0.001386	0.002867	0.005566	0.003245	0.015715	0.014869	0.010724	0.009090	0.006058	0.006265	0.004811	0.006058	0.482743	0.164638	-98642.341
31390	0.003225	0.002512	0.003356	0.007165	0.002487	0.001551	0.005146	0.005577	0.002320	0.025236	0.023529	0.017235	0.015506	0.007486	0.011149	0.003214	0.007486	0.397205	0.319814	-96672.470
31400	0.002460	0.003584	0.003001	0.002098	0.003545	0.003400	0.007542	0.002318	0.002869	0.031312	0.028649	0.021888	0.017224	0.009289	0.012875	0.012285	0.009289	0.027839	0.265527	-95378.597
31410	0.002097	0.002648	0.003503	0.002828	0.002737	0.001372	0.005741	0.002054	0.002711	0.024176	0.021850	0.016704	0.013627	0.002639	0.011164	0.006706	0.002639	0.027839	0.411889	-96958.463
31420	0.003090	0.003652	0.002318	0.005433	0.003501	0.002399	0.003098	0.001664	0.002390	0.035616	0.032041	0.026298	0.014298	0.007068	0.016410	0.005198	0.007068	0.042363	0.231844	-94622.632
31430	0.002655	0.004299	0.003159	0.002765	0.003028	0.003418	0.007703	0.002935	0.002440	0.035616	0.030774	0.023869	0.014990	0.006469	0.017392	0.008682	0.006469	0.051699	0.222911	-95267.732
31440	0.002071	0.003685	0.002678	0.007367	0.005450	0.002983	0.005578	0.002215	0.006265	0.025316	0.021175	0.015625	0.008840	0.007960	0.010887	0.008523	0.007960	0.040694	0.547952	-93407.451
31450	0.002185	0.008122	0.003177	0.002139	0.006751	0.008234	0.008592	0.002895	0.005333	0.031360	0.022984	0.019026	0.014409	0.007039	0.009718	0.005036	0.007039	0.256906	0.670625	-95158.339
31460	0.002044	0.012290	0.002685	0.004104	0.003576	0.002440	0.002727	0.003470	0.005674	0.039510	0.025990	0.022925	0.012448	0.008487	0.020744	0.008520	0.008487	0.264040	0.695943	-91334.490
31470	0.001501	0.009584	0.006924	0.009174	0.003576	0.002311	0.003129	0.008057	0.001743	0.039510	0.026658	0.022229	0.012617	0.009398	0.020914	0.012613	0.009398	0.342977	0.647778	-93231.605
31480	0.001620	0.005815	0.008599	0.005698	0.003501	0.010468	0.003012	0.006288	0.002011	0.042651	0.036962	0.030145	0.014600	0.011191	0.012427	0.009472	0.011191	0.547865	0.457402	-96623.269
31490	0.001216	0.003765	0.003811	0.002292	0.004825	0.003637	0.007771	0.007277	0.004771	0.032027	0.028573	0.022858	0.014060	0.008350	0.009332	0.007815	0.008350	0.507200	0.498401	-95270.267
31500	0.001216	0.005444	0.005033	0.004133	0.004825	0.003637	0.004338	0.001396	0.004535	0.032027	0.026986	0.018679	0.012896	0.008534	0.009332	0.002567	0.008534	0.429620	0.493855	-94575.620
31510	0.002728	0.008521	0.017695	0.002567	0.010821	0.002798	0.005792	0.004660	0.004219	0.071831	0.065833	0.039343	0.032098	0.020153	0.020929	0.002886	0.020153	0.112505	0.266043	-92506.681
31520	0.001877	0.003712	0.006272	0.003406	0.007443	0.001925	0.010046	0.001725	0.016766	0.049411	0.048090	0.040440	0.024396	0.013499	0.014397	0.001321	0.013499	0.114377	0.868772	-98716.233
31530	0.001910	0.003778	0.008911	0.003361	0.007577	0.002791	0.003103	0.003971	0.005974	0.050296	0.048952	0.036058	0.026206	0.013741	0.015952	0.010899	0.013741	0.162177	0.778142	-96512.299
31540	0.001409	0.004397	0.008737	0.002030	0.003041	0.005403	0.009191	0.003661	0.004377	0.037084	0.034964	0.024380	0.020289	0.009142	0.011762	0.011130	0.009142	0.084186	0.481131	-91265.182
31550	0.001192	0.005477	0.003508	0.004214	0.004392	0.004441	0.009062	0.001819	0.004743	0.031376	0.028473	0.024009	0.011331	0.005957	0.008345	0.004283	0.005957	0.244773	0.709796	-95624.682
31560	0.001194	0.002587	0.005948	0.001011	0.004401	0.004375	0.001337	0.009478	0.021346	0.031438	0.029069	0.024116	0.015732	0.005685	0.019263	0.006000	0.005685	0.189647	0.537415	-94065.652
31570	0.002353	0.004429	0.008738	0.001928	0.005764	0.010416	0.001409	0.002566	0.017757	0.061958	0.057289	0.044625	0.027223	0.022152	0.040705	0.002609	0.022152	0.263454	0.793261	-93388.707
31580	0.001757	0.003298	0.006375	0.001857	0.003153	0.003498	0.002760	0.004167	0.003926	0.046266	0.042806	0.033392	0.019477	0.016542	0.031813	0.001948	0.016542	0.173507	0.724894	-94502.804
31590	0.001994	0.002975	0.002890	0.006691	0.003578	0.008228	0.003173	0.002377	0.002853	0.052504	0.048707	0.043165	0.023659	0.016778	0.040437	0.002211	0.016778	0.294383	0.926442	-94803.244
31600	0.002338	0.004413	0.002924	0.017449	0.003449	0.004478	0.002417	0.001831	0.003515	0.061550	0.059320	0.051524	0.027735	0.021136	0.035805	0.021077	0.021136	0.257559	0.847247	-93115.033
31610	0.001306	0.002956	0.002462	0.027772	0.001840	0.006343	0.016397	0.002351	0.002456	0.034373	0.031661	0.026736	0.014822	0.011408	0.014126	0.003631	0.011408	0.106180	0.848824	-92858.164
31620	0.002609	0.003902	0.005365	0.017725	0.004734	0.006667	0.002995	0.004676	0.005962	0.056986	0.054676	0.043385	0.027883	0.018557	0.025754	0.015470	0.018557	0.191267	0.708794	-94148.864
31630	0.002113	0.002636	0.003080	0.002342	0.003833	0.001740	0.003153	0.003310	0.004106	0.046143	0.043213	0.037863	0.032645	0.014742	0.032182	0.014250	0.014742	0.015846	0.853509	-95035.756
