Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
140	0.002069	0.001935	0.002782	0.001715	0.003364	0.003406	0.005835	0.002851	0.004767	0.009328	0.009154	0.008345	0.007840	0.000945	0.003081	0.001393	0.000945	0.262011	0.534330	-100973.827
150	0.002831	0.007329	0.003155	0.004791	0.001710	0.000979	0.005773	0.002952	0.003565	0.012765	0.012174	0.011190	0.008601	0.001292	0.009683	0.008410	0.001292	0.362879	0.604993	-96926.773
160	0.005022	0.003314	0.001974	0.003157	0.002315	0.007716	0.003938	0.004888	0.004682	0.016723	0.016310	0.015331	0.010763	0.001272	0.008485	0.006903	0.001272	0.598665	0.387499	-95876.240
170	0.002364	0.004736	0.002952	0.000810	0.002748	0.008012	0.008386	0.002143	0.004368	0.007871	0.007184	0.007048	0.005230	0.000599	0.003693	0.002494	0.000599	0.535462	0.396253	-98012.305
180	0.002925	0.002737	0.003608	0.001827	0.003401	0.003294	0.003158	0.003197	0.001485	0.009740	0.009378	0.009077	0.004319	0.000796	0.005692	0.003014	0.000796	0.549351	0.480129	-97993.892
190	0.003209	0.009534	0.003401	0.002049	0.006031	0.004356	0.004626	0.003325	0.004476	0.010687	0.010071	0.009755	0.004689	0.001985	0.009436	0.003995	0.001985	0.790228	0.669552	-103764.889
200	0.004551	0.005887	0.002526	0.002576	0.009584	0.004807	0.006074	0.002038	0.004269	0.016984	0.015910	0.015791	0.006715	0.002659	0.015513	0.005660	0.002659	0.562009	0.659821	-102098.072
210	0.002914	0.005191	0.003017	0.001881	0.010043	0.002967	0.003571	0.003157	0.002841	0.014978	0.014030	0.013874	0.005725	0.000931	0.012549	0.005212	0.000931	0.727193	0.788786	-94519.340
220	0.004053	0.002500	0.003693	0.001056	0.007582	0.007678	0.003516	0.005363	0.004633	0.020827	0.019975	0.018361	0.010016	0.001138	0.011096	0.001729	0.001138	0.569448	0.637521	-94514.557
230	0.010195	0.009697	0.006037	0.002008	0.005702	0.009517	0.007059	0.004617	0.007488	0.020402	0.018238	0.015558	0.007049	0.001320	0.005201	0.000771	0.001320	0.331352	0.552714	-95483.479
240	0.004220	0.002284	0.004934	0.002667	0.003563	0.003980	0.004520	0.005439	0.004244	0.012750	0.012331	0.009186	0.004991	0.001166	0.003984	0.000470	0.001166	0.727034	0.592913	-97637.341
250	0.005909	0.002296	0.010130	0.002695	0.003776	0.010883	0.003395	0.009006	0.014361	0.019042	0.018122	0.010892	0.007227	0.003917	0.008030	0.003158	0.003917	0.628977	0.476567	-94709.486
260	0.004573	0.001839	0.005944	0.002021	0.008204	0.006868	0.004374	0.002832	0.004274	0.015247	0.014510	0.009556	0.005865	0.002756	0.007525	0.001855	0.002756	0.391243	0.617533	-103351.326
270	0.003355	0.003421	0.003556	0.002028	0.005370	0.004059	0.003290	0.002329	0.006761	0.009979	0.007343	0.006679	0.002969	0.000330	0.004693	0.001846	0.000330	0.054889	0.743013	-99422.390
280	0.004394	0.004480	0.003547	0.002878	0.005455	0.003942	0.010670	0.003677	0.004276	0.013068	0.009617	0.008263	0.004288	0.000711	0.007962	0.002304	0.000711	0.002492	0.686980	-94637.501
290	0.004697	0.004774	0.002553	0.005291	0.006878	0.002240	0.005527	0.001677	0.004835	0.013888	0.010216	0.008864	0.007090	0.001903	0.008461	0.005382	0.001903	0.002492	0.817118	-102765.602
300	0.007521	0.004434	0.003366	0.016424	0.007363	0.005631	0.002663	0.008286	0.011684	0.020225	0.015522	0.012955	0.012278	0.009262	0.012556	0.012126	0.009262	0.002492	0.817118	-92894.963
310	0.008850	0.007286	0.005030	0.025320	0.007057	0.003203	0.011526	0.005822	0.001607	0.023797	0.018739	0.015232	0.011159	0.010744	0.015229	0.011113	0.010744	0.002492	0.954189	-89558.047
320	0.003457	0.003526	0.001773	0.006498	0.002359	0.013104	0.004910	0.008212	0.001811	0.011533	0.009081	0.007382	0.005539	0.005207	0.007273	0.002397	0.005207	0.111594	0.794130	-100082.455
330	0.004716	0.004561	0.003198	0.005318	0.013417	0.005442	0.001521	0.035663	0.003198	0.015733	0.012516	0.010070	0.009273	0.007104	0.009634	0.004063	0.007104	0.067956	0.535400	-95631.271
340	0.002597	0.005660	0.001523	0.003408	0.004789	0.002569	0.005779	0.009697	0.004161	0.008664	0.006560	0.005533	0.004621	0.003307	0.004761	0.002324	0.003307	0.410646	0.652967	-97351.295
350	0.004963	0.009146	0.003793	0.011092	0.004980	0.003323	0.003183	0.005737	0.003157	0.016558	0.013057	0.009682	0.008644	0.005081	0.009079	0.001090	0.005081	0.749213	0.746183	-95322.625
360	0.005728	0.006133	0.001602	0.014930	0.005344	0.002981	0.006699	0.004513	0.003002	0.017771	0.014013	0.010986	0.006003	0.004838	0.009462	0.003699	0.004838	0.901994	0.827643	-94303.958
370	0.008680	0.005907	0.002360	0.008196	0.004480	0.002459	0.007208	0.005592	0.002512	0.026931	0.024077	0.016877	0.009288	0.007332	0.012396	0.001749	0.007332	0.828502	0.958371	-95784.225
380	0.009276	0.004843	0.002940	0.006244	0.002427	0.004583	0.006618	0.006137	0.007463	0.028781	0.027224	0.018479	0.011338	0.007811	0.015730	0.002015	0.007811	0.851770	0.958371	-97126.613
390	0.004999	0.003040	0.002748	0.004032	0.001587	0.002148	0.003636	0.005241	0.006859	0.018822	0.017162	0.015213	0.007348	0.005252	0.010604	0.000775	0.005252	0.656528	0.950453	-96765.900
400	0.005959	0.003021	0.004384	0.003293	0.005813	0.002743	0.001083	0.006281	0.004152	0.025607	0.024581	0.021047	0.011337	0.006404	0.014540	0.001370	0.006404	0.904402	0.969930	-93301.182
410	0.003527	0.004248	0.005436	0.001688	0.004466	0.008234	0.002281	0.001993	0.002524	0.019676	0.018517	0.015682	0.010140	0.003775	0.010602	0.000363	0.003775	0.732760	0.893012	-94845.852
420	0.005229	0.002755	0.027014	0.008022	0.005511	0.004183	0.001187	0.002322	0.003834	0.029175	0.028961	0.026169	0.015035	0.005472	0.009389	0.000274	0.005472	0.450002	0.925048	-96208.249
430	0.002299	0.001391	0.009831	0.004015	0.002423	0.009607	0.004465	0.002345	0.005128	0.012828	0.012576	0.010706	0.008350	0.003424	0.005311	0.000125	0.003424	0.512544	0.930665	-101987.418
440	0.003899	0.003051	0.011318	0.007203	0.004436	0.004343	0.002007	0.007517	0.004445	0.023484	0.023079	0.020530	0.017935	0.007419	0.018378	0.000229	0.007419	0.389152	0.397071	-95940.285
450	0.002610	0.002198	0.005499	0.007067	0.001823	0.002292	0.006428	0.005000	0.002361	0.016354	0.016141	0.015253	0.012601	0.005169	0.007389	0.000159	0.005169	0.301192	0.267093	-95073.132
460	0.002823	0.002148	0.004863	0.002827	0.008205	0.003617	0.004541	0.004332	0.001666	0.016354	0.016163	0.016139	0.012613	0.008354	0.008971	0.000222	0.008354	0.165016	0.045998	-99069.926
470	0.001531	0.003588	0.003093	0.006105	0.006782	0.002829	0.008078	0.002710	0.018434	0.015966	0.015709	0.015283	0.014596	0.009663	0.011414	0.000216	0.009663	0.344149	0.045998	-96780.090
480	0.002850	0.001636	0.003935	0.002699	0.002759	0.003642	0.002591	0.002937	0.001811	0.024018	0.023472	0.023167	0.021956	0.011155	0.017784	0.010094	0.011155	0.326283	0.010619	-95817.740
490	0.002755	0.001717	0.001466	0.005118	0.003339	0.003926	0.006448	0.004167	0.001944	0.020456	0.019941	0.019731	0.013332	0.009325	0.013416	0.004167	0.009325	0.389988	0.106098	-94017.082
500	0.003793	0.001826	0.005960	0.003106	0.009194	0.003223	0.006343	0.001958	0.008009	0.020456	0.019729	0.018671	0.015175	0.012354	0.013925	0.004399	0.012354	0.638349	0.191906	-97696.886
510	0.004001	0.002024	0.003454	0.002484	0.020131	0.009906	0.003936	0.009377	0.005866	0.021579	0.020676	0.019404	0.017947	0.003627	0.016419	0.015841	0.003627	0.519861	0.661953	-94271.713
520	0.004542	0.001765	0.006801	0.002589	0.024779	0.007108	0.004860	0.005012	0.010723	0.017279	0.016588	0.015353	0.014153	0.007593	0.008690	0.003458	0.007593	0.621487	0.604672	-99886.909
530	0.003317	0.001743	0.006266	0.001652	0.006796	0.003845	0.006767	0.011579	0.004232	0.012618	0.011867	0.011573	0.010757	0.008632	0.010316	0.002210	0.008632	0.513226	0.295704	-96911.853
540	0.002447	0.001644	0.003582	0.002702	0.007360	0.003443	0.000894	0.002416	0.001599	0.009308	0.008699	0.008164	0.006959	0.006135	0.007140	0.002785	0.006135	0.459876	0.231476	-98905.576
550	0.003902	0.001753	0.006957	0.005471	0.002298	0.003189	0.002958	0.006039	0.003311	0.015755	0.014784	0.013664	0.011551	0.010422	0.011731	0.007071	0.010422	0.520945	0.231476	-100491.255
560	0.003624	0.002293	0.004083	0.005340	0.002424	0.012595	0.004439	0.004327	0.006116	0.014633	0.013572	0.012599	0.010640	0.008841	0.010082	0.006738	0.008841	0.595752	0.297855	-96871.370
570	0.004222	0.002172	0.004651	0.003454	0.009216	0.002934	0.002337	0.003765	0.031287	0.017049	0.015935	0.014712	0.013320	0.010363	0.013897	0.001163	0.010363	0.427989	0.401633	-95373.865
580	0.004641	0.001851	0.002401	0.004374	0.008701	0.008250	0.003890	0.003003	0.014078	0.015148	0.014159	0.013284	0.012145	0.010805	0.012686	0.003194	0.010805	0.126864	0.347490	-97540.240
590	0.003595	0.001895	0.007216	0.008265	0.008149	0.005533	0.002150	0.004065	0.001771	0.011735	0.011120	0.009651	0.009271	0.008742	0.008941	0.002530	0.008742	0.147614	0.059734	-100149.733
600	0.007203	0.001998	0.009382	0.003749	0.002715	0.009636	0.001879	0.006680	0.004820	0.020460	0.019790	0.016772	0.016636	0.015243	0.016604	0.011383	0.015243	0.087453	0.083516	-92694.321
610	0.005540	0.002480	0.007147	0.021726	0.001665	0.006987	0.001802	0.003532	0.001765	0.015737	0.015196	0.013061	0.011794	0.010665	0.011997	0.009219	0.010665	0.545873	0.046527	-101758.524
620	0.005747	0.002237	0.013668	0.008373	0.002614	0.005526	0.002231	0.003789	0.003761	0.016325	0.016096	0.013548	0.013166	0.010814	0.011727	0.011003	0.010814	0.878855	0.115001	-94666.290
630	0.003475	0.002789	0.005419	0.007376	0.003310	0.003005	0.008187	0.002156	0.010358	0.011140	0.010722	0.010410	0.008733	0.007704	0.008193	0.005914	0.007704	0.724242	0.096358	-94247.606
640	0.002930	0.001486	0.009305	0.016193	0.006309	0.007453	0.003761	0.006102	0.003331	0.009394	0.009265	0.008754	0.007110	0.004685	0.007302	0.003291	0.004685	0.724242	0.210258	-102795.866
650	0.003333	0.005399	0.006041	0.018736	0.003196	0.006130	0.002179	0.001701	0.006098	0.010684	0.010147	0.009969	0.009388	0.005074	0.008167	0.005871	0.005074	0.923650	0.365505	-101937.700
660	0.003809	0.008335	0.004461	0.006605	0.003010	0.009360	0.001175	0.002007	0.003140	0.011728	0.011059	0.010814	0.008738	0.004266	0.007909	0.005476	0.004266	0.951119	0.484289	-98484.026
670	0.007316	0.004420	0.004992	0.020631	0.002871	0.004410	0.003201	0.006522	0.008279	0.023087	0.021925	0.021288	0.016726	0.007458	0.014645	0.004752	0.007458	0.945580	0.607539	-95449.040
680	0.008577	0.005734	0.013325	0.004845	0.002267	0.005237	0.002013	0.002822	0.003360	0.027066	0.026165	0.024210	0.022765	0.013639	0.021867	0.012448	0.013639	0.872981	0.602949	-98441.631
690	0.009097	0.008250	0.013940	0.013666	0.002208	0.002117	0.002582	0.004861	0.002080	0.036172	0.034767	0.033180	0.030779	0.025831	0.030390	0.007445	0.025831	0.977943	0.596492	-94543.015
700	0.003775	0.006046	0.003348	0.008566	0.000916	0.005808	0.002762	0.005715	0.002940	0.015011	0.014539	0.014050	0.013098	0.009876	0.012950	0.000862	0.009876	0.691820	0.398507	-93039.500
710	0.010248	0.026198	0.012794	0.006497	0.004320	0.015807	0.002535	0.012431	0.002486	0.039154	0.037275	0.036297	0.034862	0.022833	0.030363	0.009978	0.022833	0.531720	0.586427	-95075.383
720	0.007542	0.006900	0.003342	0.006513	0.003438	0.004030	0.004019	0.002899	0.002109	0.028815	0.027718	0.027085	0.024082	0.016804	0.022596	0.005025	0.016804	0.590448	0.696257	-94716.886
730	0.007637	0.002491	0.006403	0.004912	0.003446	0.006978	0.001738	0.003180	0.002737	0.018975	0.018356	0.017344	0.014757	0.010845	0.016636	0.010490	0.010845	0.392824	0.588721	-97646.416
740	0.005837	0.003668	0.005186	0.002394	0.004708	0.006199	0.001917	0.008832	0.004375	0.014503	0.014178	0.013143	0.011063	0.010657	0.012471	0.001337	0.010657	0.313410	0.823502	-95836.495
750	0.003569	0.007470	0.001823	0.002982	0.002208	0.004679	0.002570	0.006134	0.004711	0.008869	0.008777	0.008480	0.006800	0.006402	0.006701	0.003461	0.006402	0.342840	0.418440	-101503.786
760	0.005599	0.003180	0.005466	0.002734	0.007984	0.004794	0.004436	0.005568	0.002987	0.013993	0.012922	0.012453	0.010946	0.010054	0.010573	0.007201	0.010054	0.003760	0.452844	-94974.421
770	0.004811	0.004065	0.010977	0.002311	0.012660	0.004558	0.017474	0.004808	0.006331	0.012024	0.011236	0.009886	0.009218	0.008640	0.009191	0.005083	0.008640	0.108580	0.824846	-96928.990
780	0.004087	0.004071	0.005467	0.004722	0.003396	0.001357	0.008413	0.004653	0.014443	0.010214	0.009128	0.008786	0.007464	0.007076	0.008050	0.004451	0.007076	0.117020	0.897632	-99709.102
790	0.003452	0.003102	0.002174	0.004161	0.002466	0.004927	0.010943	0.007411	0.001906	0.008628	0.007890	0.007592	0.006305	0.005796	0.006541	0.005831	0.005796	0.057983	0.932904	-97522.703
800	0.003428	0.002188	0.002945	0.006526	0.002355	0.004060	0.002095	0.007888	0.003011	0.007538	0.007087	0.006578	0.006114	0.004689	0.006517	0.005736	0.004689	0.386057	0.862670	-99365.790
810	0.005011	0.003114	0.005735	0.001597	0.004737	0.002762	0.007070	0.004100	0.004640	0.011019	0.010359	0.009402	0.008954	0.004437	0.008875	0.005244	0.004437	0.038146	0.892410	-97942.778
820	0.006176	0.002313	0.003133	0.005701	0.006991	0.004438	0.004212	0.003739	0.005414	0.011674	0.011267	0.010500	0.009787	0.006722	0.009884	0.009036	0.006722	0.184270	0.547951	-97847.785
830	0.006616	0.001359	0.003893	0.002360	0.007489	0.004066	0.002183	0.004375	0.005087	0.012505	0.012315	0.011012	0.010387	0.003087	0.009109	0.008704	0.003087	0.092225	0.271737	-95743.093
840	0.014757	0.004644	0.004749	0.008709	0.013050	0.006709	0.001651	0.005077	0.002390	0.018409	0.018279	0.017037	0.015291	0.005116	0.006437	0.006309	0.005116	0.479895	0.465804	-95475.441
850	0.004266	0.004752	0.002034	0.003795	0.005741	0.002728	0.004104	0.009860	0.004211	0.007373	0.007191	0.006885	0.005985	0.001478	0.002260	0.000893	0.001478	0.830085	0.438353	-98321.773
860	0.008104	0.011026	0.002584	0.004402	0.004118	0.004419	0.002384	0.006327	0.003132	0.014005	0.013669	0.012381	0.011074	0.001479	0.006636	0.002397	0.001479	0.858995	0.296311	-97525.473
870	0.005349	0.007709	0.002390	0.002760	0.003254	0.003255	0.004018	0.002383	0.003783	0.009245	0.008692	0.006756	0.005631	0.001520	0.004110	0.001450	0.001520	0.830166	0.427092	-102042.549
880	0.005284	0.012225	0.003409	0.002714	0.005960	0.003969	0.003166	0.006175	0.004812	0.009131	0.008778	0.006673	0.005580	0.001890	0.006271	0.004743	0.001890	0.766613	0.320856	-100997.546
890	0.003660	0.017550	0.002419	0.002047	0.002485	0.002165	0.001899	0.002218	0.001122	0.006326	0.005475	0.005191	0.003514	0.001306	0.003928	0.001405	0.001306	0.781188	0.499560	-99695.103
900	0.005271	0.004841	0.002773	0.003904	0.002715	0.004435	0.006513	0.009366	0.002436	0.009109	0.008235	0.007642	0.005633	0.000924	0.003887	0.003277	0.000924	0.781188	0.443864	-99509.976
910	0.005084	0.003230	0.003045	0.003414	0.003546	0.005489	0.002230	0.003874	0.002293	0.008786	0.008669	0.007367	0.006457	0.000385	0.003196	0.001284	0.000385	0.955099	0.606318	-99945.949
920	0.006944	0.008124	0.005113	0.011143	0.003883	0.003666	0.004941	0.002480	0.003132	0.012001	0.011678	0.009845	0.006045	0.001141	0.002860	0.002561	0.001141	0.851315	0.645694	-97208.319
930	0.005653	0.005684	0.004977	0.012806	0.006659	0.003084	0.003354	0.005502	0.002140	0.009770	0.009328	0.007862	0.002964	0.000912	0.003987	0.002129	0.000912	0.720217	0.684476	-101000.359
940	0.005217	0.006770	0.004315	0.009320	0.011601	0.005403	0.002532	0.002113	0.002892	0.009017	0.008357	0.007455	0.003226	0.002118	0.002369	0.001731	0.002118	0.366166	0.907332	-99060.170
950	0.004908	0.019144	0.005512	0.005029	0.003428	0.003139	0.002311	0.010993	0.005593	0.007099	0.006580	0.005720	0.003396	0.001617	0.001961	0.001075	0.001617	0.457441	0.680271	-102183.459
960	0.003937	0.009705	0.005331	0.011430	0.002350	0.003538	0.005361	0.001719	0.004302	0.005694	0.005502	0.003790	0.001879	0.001444	0.003020	0.000256	0.001444	0.496595	0.398990	-106789.727
970	0.005898	0.018463	0.008482	0.006527	0.005288	0.002585	0.003371	0.004607	0.003253	0.008831	0.008281	0.005878	0.002362	0.001378	0.005845	0.000084	0.001378	0.245888	0.168823	-96680.100
980	0.003790	0.009689	0.007017	0.001943	0.002876	0.004651	0.001513	0.003027	0.001453	0.005675	0.005279	0.003778	0.001957	0.000231	0.003722	0.000997	0.000231	0.401900	0.103985	-102917.894
990	0.003600	0.024358	0.004829	0.001704	0.002772	0.002046	0.002176	0.015172	0.004067	0.004960	0.004444	0.003302	0.001755	0.000531	0.003061	0.000690	0.000531	0.523055	0.096050	-105062.118
1000	0.005426	0.005665	0.009200	0.003770	0.003725	0.003417	0.005155	0.002548	0.001465	0.007477	0.007223	0.004892	0.003406	0.003368	0.004242	0.001207	0.003368	0.503761	0.026623	-100305.931
1010	0.005426	0.010283	0.004615	0.007470	0.003298	0.009538	0.003545	0.007942	0.001972	0.007477	0.006990	0.006220	0.003612	0.002602	0.003295	0.000550	0.002602	0.503761	0.165383	-98126.201
1020	0.004857	0.002728	0.009392	0.003236	0.002756	0.003854	0.001801	0.004025	0.011363	0.006249	0.005931	0.003821	0.003144	0.002658	0.002754	0.000323	0.002658	0.535096	0.150110	-98343.231
1030	0.003176	0.004906	0.005920	0.004831	0.004806	0.003194	0.002181	0.031576	0.012598	0.005460	0.005307	0.003634	0.002290	0.000678	0.003515	0.000166	0.000678	0.837301	0.179314	-104255.171
1040	0.004347	0.006194	0.003791	0.001974	0.002692	0.007494	0.002727	0.002364	0.024564	0.007020	0.006588	0.004673	0.004311	0.002601	0.003992	0.000410	0.002601	0.802821	0.302160	-102801.757
1050	0.004552	0.009664	0.002509	0.002581	0.005821	0.002233	0.003442	0.003126	0.009490	0.010211	0.009584	0.007148	0.006474	0.001584	0.005831	0.001961	0.001584	0.874856	0.002696	-98815.499
1060	0.004822	0.007126	0.002916	0.015348	0.002321	0.004833	0.011483	0.002442	0.002911	0.011868	0.011488	0.008308	0.007782	0.000519	0.004706	0.003949	0.000519	0.713721	0.018815	-98026.125
1070	0.006804	0.002720	0.002687	0.009111	0.011964	0.007527	0.004999	0.007436	0.002007	0.016744	0.016199	0.012239	0.010973	0.000828	0.011766	0.000516	0.000828	0.713721	0.018815	-94544.063
1080	0.002897	0.006635	0.001454	0.002697	0.005114	0.001962	0.001202	0.004487	0.002672	0.009063	0.008726	0.006625	0.006597	0.000510	0.006034	0.004696	0.000510	0.811027	0.037563	-100903.866
1090	0.007462	0.005258	0.003746	0.003187	0.002997	0.002479	0.011297	0.001474	0.002164	0.023346	0.021745	0.017064	0.016993	0.001314	0.011975	0.009440	0.001314	0.726478	0.057137	-93834.000
1100	0.004216	0.005052	0.002527	0.004690	0.004088	0.004483	0.003397	0.000923	0.003567	0.013192	0.012795	0.009643	0.009361	0.004916	0.008025	0.007875	0.004916	0.973806	0.027370	-96371.697
1110	0.004774	0.005022	0.002928	0.007256	0.001897	0.006578	0.005002	0.010633	0.003568	0.014938	0.013237	0.010918	0.009923	0.001807	0.007829	0.003361	0.001807	0.989539	0.056465	-98762.487
1120	0.005895	0.002490	0.003025	0.004416	0.002237	0.005902	0.011044	0.003818	0.001940	0.013998	0.012404	0.010678	0.009425	0.003701	0.010145	0.002756	0.003701	0.989539	0.071934	-95945.213
1130	0.005306	0.002185	0.002594	0.001925	0.005843	0.002603	0.003172	0.003114	0.001750	0.023455	0.019996	0.017890	0.016728	0.010319	0.015581	0.005118	0.010319	0.744702	0.099911	-90272.528
1140	0.005552	0.002181	0.002141	0.002994	0.008918	0.012118	0.002835	0.003577	0.002125	0.024539	0.020921	0.019335	0.014164	0.013736	0.017244	0.006426	0.013736	0.744702	0.034953	-93381.657
1150	0.004669	0.004658	0.001930	0.008936	0.003869	0.002186	0.005495	0.005837	0.005888	0.029462	0.025983	0.023040	0.017005	0.016398	0.022653	0.014918	0.016398	0.744702	0.150103	-93880.771
1160	0.002893	0.001753	0.001196	0.005490	0.003768	0.010226	0.004953	0.007116	0.002606	0.018253	0.016942	0.014275	0.010535	0.009952	0.012661	0.010362	0.009952	0.732294	0.462210	-99732.655
1170	0.004637	0.003944	0.001239	0.008256	0.009849	0.004378	0.005535	0.006468	0.002937	0.029256	0.027174	0.021964	0.016875	0.015951	0.019133	0.012790	0.015951	0.881227	0.417669	-94544.117
1180	0.003971	0.002873	0.001855	0.004878	0.001944	0.003868	0.002254	0.002263	0.002610	0.022173	0.020754	0.017365	0.012987	0.012099	0.013592	0.005410	0.012099	0.968362	0.417669	-90785.767
1190	0.005430	0.004919	0.003178	0.005761	0.001737	0.006422	0.002812	0.015944	0.009886	0.026186	0.024095	0.019737	0.015337	0.014684	0.017411	0.015023	0.014684	0.804506	0.417669	-95165.874
1200	0.002890	0.004932	0.001607	0.002519	0.003309	0.004299	0.003595	0.004371	0.029159	0.018357	0.015972	0.014769	0.012595	0.006689	0.012048	0.007393	0.006689	0.654962	0.408499	-97453.040
1210	0.002338	0.002483	0.002415	0.006074	0.002232	0.005167	0.005619	0.002483	0.027775	0.015965	0.015018	0.011179	0.008764	0.005889	0.008615	0.004845	0.005889	0.654962	0.208390	-97528.458
1220	0.002103	0.002372	0.003249	0.004509	0.005839	0.001980	0.004379	0.003362	0.002846	0.014291	0.013553	0.010827	0.009090	0.006074	0.009657	0.002825	0.006074	0.375985	0.388162	-97584.744
1230	0.003434	0.005100	0.002664	0.017224	0.001864	0.005578	0.001744	0.003020	0.002853	0.016697	0.014652	0.012730	0.010142	0.006869	0.008098	0.007888	0.006869	0.347985	0.449636	-94339.484
1240	0.004372	0.005381	0.003278	0.009203	0.003412	0.003388	0.005071	0.007194	0.002169	0.021258	0.018655	0.014902	0.013887	0.008466	0.011800	0.008522	0.008466	0.231160	0.222417	-95087.371
1250	0.002991	0.003682	0.000983	0.007122	0.002385	0.003289	0.004008	0.009495	0.004322	0.014545	0.012764	0.011086	0.009502	0.004796	0.010790	0.007771	0.004796	0.619370	0.342447	-98263.853
1260	0.003104	0.005321	0.001414	0.005354	0.002699	0.011617	0.003452	0.002795	0.003806	0.020342	0.017775	0.015042	0.013741	0.005107	0.010521	0.008657	0.005107	0.805393	0.503087	-96949.915
1270	0.003109	0.006693	0.002992	0.004485	0.004614	0.004970	0.013995	0.002300	0.012563	0.034596	0.032019	0.025148	0.024131	0.003594	0.019848	0.009769	0.003594	0.963009	0.274068	-94876.236
1280	0.003675	0.017237	0.005598	0.005748	0.001726	0.007867	0.004628	0.002613	0.007999	0.035746	0.030533	0.024753	0.016974	0.010450	0.024617	0.002750	0.010450	0.949631	0.355975	-91473.373
1290	0.003435	0.011107	0.004527	0.002389	0.001810	0.008848	0.006730	0.001905	0.009011	0.037478	0.032601	0.028636	0.021463	0.006671	0.021647	0.001477	0.006671	0.774762	0.299140	-92717.400
1300	0.005687	0.013536	0.003251	0.002557	0.004595	0.003656	0.007885	0.004848	0.016764	0.044812	0.042497	0.034352	0.027734	0.006466	0.031343	0.001423	0.006466	0.942993	0.480795	-91787.274
1310	0.003378	0.006806	0.001296	0.002264	0.001860	0.002201	0.005174	0.007130	0.010944	0.026618	0.024692	0.020197	0.014547	0.005276	0.010428	0.000936	0.005276	0.642607	0.348278	-94371.938
1320	0.003863	0.007269	0.003054	0.002359	0.002203	0.003577	0.002935	0.003837	0.001824	0.031538	0.029661	0.022428	0.019148	0.003286	0.018932	0.003754	0.003286	0.815399	0.518154	-97757.209
1330	0.002099	0.004075	0.002318	0.005188	0.002290	0.002517	0.005636	0.002211	0.001682	0.029469	0.025586	0.021241	0.014949	0.003165	0.013352	0.012019	0.003165	0.720028	0.455979	-92213.806
