Gen	theta_6PmunDintDcelDludDgol	theta_7DintDcelDludDgol	theta_8DcelDludDgol	theta_9DludDgol	tau_6PmunDintDcelDludDgol	tau_7DintDcelDludDgol	tau_8DcelDludDgol	tau_9DludDgol	lnL
1270	0.001895	0.002068	0.015895	0.002224	0.029033	0.023541	0.010316	0.007439	-98460.699
1280	0.001954	0.002667	0.009828	0.002174	0.027012	0.017103	0.012081	0.008131	-94932.038
1290	0.004298	0.005620	0.007084	0.003000	0.063667	0.036043	0.032720	0.022554	-93098.659
1300	0.002732	0.002279	0.003705	0.001858	0.039093	0.022269	0.017926	0.013481	-92947.816
1310	0.005713	0.005951	0.005569	0.007912	0.066145	0.044288	0.032692	0.016650	-94523.714
1320	0.005800	0.005281	0.001635	0.003810	0.041242	0.029777	0.023700	0.018428	-94451.952
1330	0.002679	0.001816	0.002815	0.003666	0.026995	0.023324	0.014626	0.009966	-98485.676
1340	0.004996	0.002817	0.007498	0.019594	0.042983	0.038270	0.017214	0.004603	-96502.327
1350	0.003800	0.002966	0.005907	0.005306	0.045619	0.036787	0.022484	0.011879	-92993.870
1360	0.002983	0.001861	0.004225	0.003752	0.020379	0.014511	0.007019	0.004721	-97719.653
1370	0.002847	0.003622	0.004800	0.004231	0.031418	0.023972	0.010821	0.008678	-94944.400
1380	0.003016	0.005670	0.003805	0.005803	0.033284	0.028512	0.011463	0.006734	-94551.274
1390	0.003944	0.003987	0.002622	0.002132	0.024391	0.022022	0.008400	0.007144	-93753.835
1400	0.005144	0.006369	0.002823	0.005115	0.038475	0.036259	0.013251	0.011161	-93358.855
1410	0.004928	0.001280	0.003049	0.006059	0.028332	0.027635	0.009781	0.008443	-96887.802
1420	0.005217	0.002767	0.004398	0.007943	0.028332	0.027635	0.009781	0.008443	-94592.153
1430	0.005960	0.001914	0.005658	0.006848	0.023949	0.023397	0.008268	0.006926	-96232.731
1440	0.004731	0.002461	0.006059	0.007178	0.029085	0.028414	0.010027	0.009033	-95861.421
1450	0.005728	0.002278	0.008951	0.003940	0.020893	0.020411	0.007203	0.006489	-98863.150
1460	0.005857	0.004066	0.012665	0.001992	0.032935	0.032175	0.011296	0.010515	-93145.550
1470	0.002570	0.001835	0.006132	0.001625	0.018416	0.016974	0.006281	0.005253	-96510.857
1480	0.005276	0.010825	0.005239	0.004277	0.031275	0.027840	0.012472	0.007708	-92191.892
1490	0.009930	0.005324	0.002568	0.004293	0.027273	0.022839	0.013971	0.009976	-95520.182
1500	0.007546	0.016425	0.002807	0.005031	0.029804	0.024959	0.015268	0.009041	-94691.354
1510	0.003948	0.006432	0.001912	0.003719	0.021310	0.020193	0.011384	0.008051	-95677.591
1520	0.003612	0.011387	0.002517	0.004031	0.028117	0.023630	0.014987	0.010862	-95511.966
1530	0.002649	0.009082	0.001730	0.006292	0.020620	0.017612	0.013410	0.001921	-99813.593
1540	0.003044	0.009891	0.007002	0.004150	0.020387	0.019651	0.006008	0.002610	-96953.271
1550	0.001169	0.005166	0.002955	0.003511	0.013993	0.013360	0.004124	0.000920	-96767.502
1560	0.003727	0.003329	0.004857	0.005382	0.035130	0.033758	0.011534	0.007518	-92744.155
1570	0.002229	0.005390	0.004467	0.003884	0.024141	0.023003	0.007877	0.004351	-94235.402
1580	0.002229	0.011611	0.003955	0.004250	0.024142	0.021240	0.006868	0.002878	-98232.712
1590	0.003523	0.005326	0.003712	0.003830	0.022528	0.018996	0.007221	0.002343	-97774.108
1600	0.002468	0.005662	0.001526	0.008100	0.025669	0.021644	0.012740	0.003459	-97976.256
1610	0.003096	0.002581	0.003907	0.001498	0.025157	0.022952	0.009062	0.007672	-93772.063
1620	0.001651	0.006770	0.002953	0.001491	0.026993	0.019843	0.009743	0.008837	-97597.858
1630	0.001438	0.007606	0.003528	0.006231	0.019271	0.014228	0.008001	0.004265	-96339.517
1640	0.001940	0.005009	0.004649	0.006807	0.022096	0.020267	0.008585	0.006647	-97765.277
1650	0.004332	0.004894	0.003182	0.004759	0.027700	0.026203	0.013236	0.011687	-95119.518
1660	0.005134	0.003601	0.003063	0.008608	0.033100	0.031007	0.015816	0.012254	-96324.138
1670	0.002852	0.001869	0.002152	0.008098	0.026879	0.024543	0.013863	0.005927	-98904.268
1680	0.001583	0.002633	0.004103	0.011583	0.029258	0.026716	0.014661	0.003914	-96053.256
1690	0.001700	0.022399	0.005544	0.012410	0.056824	0.041587	0.023557	0.019285	-91898.136
1700	0.000974	0.005758	0.001827	0.005316	0.017092	0.015603	0.007321	0.005285	-98855.933
1710	0.001614	0.007350	0.002509	0.005144	0.028325	0.022167	0.012133	0.010555	-93256.136
1720	0.003150	0.004684	0.002289	0.006174	0.022689	0.015767	0.009653	0.007528	-97050.360
1730	0.003206	0.003350	0.004890	0.002395	0.022536	0.018021	0.009588	0.008029	-99480.514
1740	0.005467	0.002312	0.002859	0.007203	0.029917	0.026405	0.012728	0.005671	-93995.054
1750	0.003159	0.003544	0.005136	0.001923	0.033257	0.026422	0.013347	0.010806	-95754.016
1760	0.003558	0.006506	0.002853	0.002297	0.036587	0.025664	0.017492	0.010845	-94233.056
1770	0.002319	0.003079	0.001762	0.006352	0.026560	0.020137	0.015601	0.003222	-96754.631
1780	0.004601	0.004749	0.004034	0.004786	0.061028	0.047447	0.038258	0.009830	-94284.333
1790	0.003416	0.001643	0.002270	0.002392	0.048458	0.041563	0.033429	0.010702	-96413.953
1800	0.002755	0.003980	0.002490	0.005399	0.041198	0.031750	0.021402	0.005155	-92766.683
1810	0.008154	0.003481	0.002291	0.013904	0.059899	0.048280	0.040368	0.012751	-92317.473
1820	0.006137	0.001767	0.003007	0.005116	0.035622	0.029878	0.022121	0.012016	-97213.537
1830	0.011182	0.003021	0.004396	0.022998	0.041968	0.036075	0.012635	0.005116	-96870.463
1840	0.007104	0.003195	0.002453	0.005366	0.031433	0.024788	0.009464	0.008377	-95886.672
1850	0.009964	0.003021	0.002714	0.002617	0.034783	0.031180	0.010472	0.009113	-94441.020
1860	0.009628	0.004198	0.002163	0.017372	0.032844	0.025305	0.009188	0.003435	-95638.503
1870	0.016697	0.003947	0.004209	0.009709	0.039417	0.027562	0.010201	0.008021	-93060.733
1880	0.014373	0.002899	0.003621	0.010648	0.033957	0.024173	0.008778	0.006576	-93837.273
1890	0.012151	0.002940	0.001889	0.007211	0.029884	0.019770	0.010063	0.008806	-94067.631
1900	0.010120	0.003734	0.002329	0.016188	0.041563	0.023177	0.012407	0.007845	-92246.585
1910	0.007863	0.007805	0.002012	0.007784	0.034345	0.018543	0.009850	0.006331	-96843.096
1920	0.004343	0.004957	0.004946	0.010203	0.023433	0.019551	0.005951	0.003022	-92553.825
1930	0.007460	0.008252	0.003752	0.012986	0.032884	0.027436	0.008488	0.004329	-94323.519
1940	0.003628	0.010946	0.001875	0.006146	0.016805	0.009630	0.004338	0.002216	-92768.595
1950	0.004576	0.006152	0.002114	0.003389	0.018951	0.012473	0.004892	0.004093	-94933.480
1960	0.004121	0.007846	0.001874	0.004505	0.028416	0.018237	0.008072	0.005380	-95162.438
1970	0.002312	0.010451	0.002621	0.002856	0.029512	0.024739	0.012464	0.009150	-93294.901
1980	0.002094	0.007870	0.001764	0.003212	0.022964	0.019829	0.009698	0.007946	-97411.307
1990	0.002638	0.006336	0.001937	0.002085	0.025266	0.023610	0.010651	0.009882	-96230.993
2000	0.008077	0.007478	0.005007	0.005208	0.048158	0.047172	0.020365	0.016583	-97635.991
2010	0.005573	0.006539	0.002515	0.002474	0.027582	0.027238	0.011664	0.008399	-94051.681
2020	0.002626	0.007215	0.004432	0.005124	0.025528	0.024834	0.008988	0.005185	-93886.586
2030	0.003538	0.008261	0.017341	0.002955	0.034386	0.033770	0.011130	0.006984	-95213.914
2040	0.002670	0.003034	0.008281	0.002953	0.020057	0.019536	0.007216	0.002014	-94438.238
2050	0.007271	0.004627	0.008370	0.006475	0.038554	0.036198	0.011729	0.007282	-96999.828
2060	0.004126	0.006077	0.003600	0.010510	0.033760	0.024064	0.012441	0.007845	-95940.919
2070	0.002462	0.002103	0.003426	0.007407	0.018273	0.015245	0.005661	0.004594	-97894.300
2080	0.007439	0.003032	0.006628	0.004316	0.028659	0.024666	0.008879	0.007788	-94880.103
2090	0.009708	0.004788	0.004967	0.003541	0.027974	0.024176	0.008853	0.007513	-93759.639
2100	0.006183	0.005724	0.002050	0.002563	0.014132	0.011078	0.004472	0.003535	-94390.987
2110	0.007084	0.004120	0.002172	0.006167	0.014971	0.011736	0.004738	0.002086	-96868.447
2120	0.011914	0.004681	0.005044	0.002828	0.020700	0.016226	0.005147	0.004030	-97808.540
2130	0.007970	0.004240	0.004446	0.003526	0.026744	0.016166	0.006512	0.004597	-96762.467
2140	0.004754	0.004938	0.002467	0.006685	0.013401	0.008101	0.004293	0.000425	-100671.995
2150	0.012595	0.013832	0.006859	0.006655	0.034411	0.018462	0.009784	0.001357	-92679.020
2160	0.004935	0.001640	0.003983	0.002212	0.011148	0.008953	0.003345	0.000719	-99130.399
2170	0.010382	0.009718	0.010062	0.002964	0.027537	0.022509	0.006641	0.003501	-95109.279
2180	0.006009	0.017974	0.007751	0.002869	0.024429	0.015122	0.005642	0.002847	-96050.607
2190	0.004400	0.013326	0.004411	0.003858	0.015000	0.013213	0.003765	0.001109	-96242.161
2200	0.005239	0.006723	0.004636	0.003689	0.025766	0.022562	0.006467	0.003644	-96091.451
2210	0.004726	0.004950	0.003229	0.005748	0.026014	0.023095	0.009321	0.005883	-98033.769
2220	0.002563	0.003405	0.001551	0.006590	0.019835	0.017609	0.007107	0.006600	-99263.062
2230	0.003717	0.004913	0.002503	0.006029	0.031287	0.022723	0.011192	0.010410	-92901.546
2240	0.003149	0.002793	0.002352	0.002898	0.023590	0.020524	0.008319	0.007349	-98212.724
2250	0.002832	0.002654	0.002735	0.003538	0.029824	0.018829	0.010080	0.009689	-91759.290
2260	0.005555	0.003723	0.003200	0.008192	0.035245	0.026313	0.013104	0.010817	-96875.422
2270	0.008274	0.005488	0.003538	0.007618	0.036725	0.026876	0.013654	0.011539	-91807.093
2280	0.006161	0.005282	0.003143	0.014838	0.032624	0.025418	0.012129	0.011230	-93412.002
2290	0.003342	0.002135	0.002013	0.007980	0.015962	0.013807	0.005485	0.004498	-93896.047
2300	0.007060	0.002440	0.001494	0.007463	0.019866	0.013835	0.007033	0.006905	-92530.186
2310	0.005374	0.002572	0.001141	0.001730	0.015342	0.011005	0.005373	0.005276	-95171.402
2320	0.011352	0.008656	0.003256	0.007006	0.056752	0.051161	0.019876	0.019515	-95107.555
2330	0.006231	0.002070	0.001848	0.007491	0.029788	0.025821	0.011278	0.009972	-94953.383
2340	0.007895	0.002273	0.001821	0.013041	0.028794	0.023978	0.011115	0.006510	-96965.991
2350	0.009979	0.002013	0.001652	0.016263	0.026835	0.022465	0.010446	0.003118	-97105.057
2360	0.005753	0.001504	0.001274	0.002962	0.016312	0.013647	0.006260	0.005482	-93620.316
2370	0.004712	0.003749	0.001808	0.006402	0.026862	0.020858	0.010517	0.007399	-96812.432
2380	0.001924	0.005107	0.001128	0.002150	0.016762	0.014225	0.006563	0.005686	-97750.598
2390	0.003167	0.016909	0.002574	0.005080	0.036158	0.027359	0.015742	0.012266	-96030.688
2400	0.001771	0.007547	0.003617	0.007754	0.026485	0.023899	0.010899	0.004424	-92740.906
2410	0.002685	0.009438	0.001301	0.003395	0.051169	0.042170	0.029923	0.026662	-98829.159
2420	0.002309	0.004680	0.001790	0.002590	0.072381	0.059895	0.041181	0.035161	-94050.361
2430	0.003422	0.007460	0.002053	0.004651	0.094782	0.074193	0.059364	0.035375	-91412.769
2440	0.001151	0.008242	0.001863	0.002714	0.077192	0.058050	0.043921	0.040250	-95142.401
2450	0.001906	0.003654	0.003671	0.003124	0.081621	0.067056	0.043922	0.034978	-92255.914
2460	0.002382	0.002348	0.004431	0.004923	0.100314	0.082507	0.060388	0.036578	-91065.558
2470	0.001688	0.001143	0.002226	0.006757	0.075728	0.070114	0.047739	0.025234	-90761.382
2480	0.002268	0.001539	0.006734	0.003451	0.101728	0.093358	0.059741	0.037129	-95857.818
2490	0.001324	0.002195	0.003311	0.004697	0.074158	0.057405	0.038566	0.019109	-93223.220
2500	0.001446	0.004756	0.003860	0.005942	0.073716	0.051061	0.038270	0.024234	-89557.618
2510	0.002034	0.004155	0.006645	0.008015	0.102427	0.080887	0.050914	0.035851	-93123.075
2520	0.002284	0.002665	0.005464	0.012444	0.112437	0.074402	0.047919	0.040286	-94474.564
2530	0.002097	0.001298	0.003635	0.004969	0.055895	0.033299	0.022015	0.015008	-95144.328
2540	0.001522	0.001674	0.003559	0.009114	0.070420	0.038716	0.023011	0.018644	-93321.009
2550	0.001912	0.003147	0.007632	0.012578	0.125534	0.066791	0.044245	0.033111	-92107.390
2560	0.001507	0.001319	0.013004	0.005685	0.063943	0.044442	0.023902	0.020814	-97515.772
2570	0.001638	0.002215	0.009653	0.004421	0.069219	0.045292	0.026014	0.023160	-93041.944
2580	0.001416	0.002057	0.003713	0.003642	0.029969	0.015949	0.012203	0.010799	-94600.225
2590	0.002162	0.003912	0.006149	0.003936	0.064272	0.028898	0.023381	0.019929	-91073.617
2600	0.001611	0.002179	0.002368	0.002863	0.032071	0.014512	0.012840	0.007391	-94991.608
2610	0.001729	0.003563	0.001101	0.002506	0.026737	0.010928	0.009669	0.007197	-97734.443
2620	0.001710	0.002750	0.002090	0.001954	0.036207	0.012984	0.012476	0.010391	-95334.803
2630	0.002107	0.002664	0.001976	0.012494	0.056771	0.020978	0.020157	0.009493	-95863.962
2640	0.001599	0.002328	0.002823	0.003874	0.053435	0.018336	0.016421	0.013759	-91285.881
2650	0.004666	0.003776	0.003722	0.003479	0.066290	0.024790	0.021087	0.015465	-92997.815
2660	0.003129	0.002759	0.004221	0.002257	0.065295	0.026647	0.021813	0.018620	-94343.313
2670	0.003021	0.003888	0.001781	0.008764	0.070132	0.027501	0.026120	0.008525	-91801.188
2680	0.002522	0.002960	0.001793	0.007741	0.069489	0.027501	0.026065	0.012120	-94368.277
2690	0.001789	0.006449	0.001854	0.002091	0.045533	0.018564	0.017486	0.009829	-91850.489
2700	0.002165	0.010085	0.003437	0.002626	0.054077	0.022202	0.020915	0.015293	-93902.673
2710	0.002271	0.007862	0.005659	0.003461	0.057431	0.023682	0.021966	0.016166	-95736.412
2720	0.002723	0.002850	0.004689	0.004170	0.065989	0.027643	0.025741	0.017158	-92314.906
2730	0.002530	0.002112	0.007638	0.002631	0.053910	0.020483	0.017676	0.015364	-92682.876
2740	0.003484	0.002112	0.006791	0.002782	0.052440	0.020483	0.018416	0.014532	-93560.587
2750	0.001941	0.002486	0.004808	0.005858	0.052079	0.020815	0.018051	0.013498	-93520.064
2760	0.001473	0.001661	0.003994	0.022601	0.032291	0.013905	0.010859	0.002116	-93274.838
2770	0.002532	0.005301	0.005832	0.008094	0.040562	0.017517	0.012611	0.009991	-91781.220
2780	0.002217	0.001779	0.007000	0.003120	0.027283	0.013893	0.008609	0.007842	-93825.953
2790	0.002111	0.002590	0.006254	0.003536	0.041395	0.030236	0.014138	0.011507	-92018.143
2800	0.001357	0.001358	0.002863	0.002554	0.019738	0.012807	0.007304	0.004038	-96476.702
2810	0.004040	0.003897	0.004114	0.004797	0.038252	0.024102	0.013743	0.007363	-92799.736
2820	0.003578	0.002945	0.002270	0.002797	0.035398	0.023083	0.013743	0.009817	-94246.361
