Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10u	theta_11j	theta_12j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10u	tau_11j	phi_j<-i	lnL
420	0.005465	0.003812	0.027478	0.002112	0.006065	0.004534	0.004651	0.086710	0.040794	0.006179	0.006175	0.001361	0.000630	0.741088	-76603.146
430	0.007234	0.005938	0.021976	0.003869	0.001326	0.024376	0.004398	0.102493	0.048220	0.007304	0.007299	0.003202	0.000744	0.862027	-76430.480
440	0.003686	0.008756	0.019690	0.003928	0.008704	0.001649	0.005763	0.113029	0.047075	0.006564	0.006559	0.004128	0.001010	0.832559	-76573.875
450	0.004429	0.007180	0.023220	0.001657	0.002302	0.004284	0.001677	0.084493	0.038600	0.005382	0.005379	0.004808	0.003207	0.514066	-76622.834
460	0.003292	0.011055	0.028474	0.006923	0.006289	0.001290	0.002334	0.097929	0.038488	0.006549	0.006544	0.003218	0.002510	0.878231	-76689.687
470	0.002723	0.009337	0.021071	0.011224	0.003070	0.005813	0.004240	0.082704	0.032505	0.005531	0.005266	0.002430	0.001864	0.719952	-76533.694
480	0.003152	0.007390	0.024394	0.012055	0.003883	0.003197	0.007607	0.095743	0.037629	0.006403	0.006355	0.002492	0.000458	0.705591	-76533.415
490	0.002672	0.007390	0.024394	0.003896	0.001669	0.003941	0.002155	0.087930	0.037629	0.006403	0.006355	0.005271	0.003293	0.531622	-76610.070
500	0.003472	0.007224	0.040642	0.028547	0.001942	0.004171	0.002290	0.090307	0.036788	0.006259	0.004802	0.004793	0.003436	0.587992	-76455.853
510	0.003079	0.005271	0.043006	0.003340	0.002096	0.007528	0.004010	0.080079	0.032621	0.005551	0.005517	0.004003	0.003977	0.298211	-76583.991
520	0.003126	0.004518	0.031807	0.003934	0.002347	0.004698	0.003060	0.099084	0.043764	0.006064	0.006027	0.004930	0.003118	0.219711	-76569.470
530	0.002523	0.004370	0.029878	0.005507	0.002035	0.002556	0.002437	0.096972	0.039928	0.005532	0.005223	0.004448	0.004032	0.286907	-76712.539
540	0.003569	0.005340	0.023948	0.004344	0.002970	0.008613	0.004022	0.096926	0.036273	0.006340	0.006232	0.005840	0.004024	0.005887	-76666.926
550	0.002779	0.005880	0.025858	0.002503	0.007409	0.002836	0.006641	0.102779	0.036633	0.006403	0.005867	0.005072	0.004742	0.005887	-76831.079
560	0.003162	0.005373	0.044595	0.007817	0.005031	0.001887	0.006679	0.101825	0.042849	0.006694	0.006294	0.004632	0.002268	0.415029	-76760.329
570	0.002846	0.006789	0.025293	0.002596	0.002083	0.003439	0.001400	0.104933	0.044157	0.006898	0.006729	0.006311	0.004152	0.211863	-76630.273
580	0.003113	0.006789	0.020807	0.004308	0.004261	0.005252	0.003430	0.099728	0.044157	0.006898	0.006878	0.005450	0.001836	0.405987	-76653.458
590	0.002798	0.006581	0.024599	0.002570	0.007834	0.003677	0.002055	0.100888	0.042804	0.006687	0.006668	0.004327	0.000635	0.403825	-76894.400
600	0.002423	0.010914	0.017446	0.002541	0.008808	0.002968	0.004492	0.087361	0.032560	0.005790	0.005774	0.002501	0.001824	0.564273	-76596.552
610	0.002741	0.030138	0.020822	0.003684	0.025686	0.009417	0.004114	0.104262	0.032047	0.006910	0.006711	0.003899	0.000615	0.162866	-76566.990
620	0.002729	0.035029	0.026815	0.010238	0.005641	0.001734	0.006152	0.103810	0.031908	0.006880	0.006809	0.005713	0.004800	0.144843	-76588.966
630	0.002888	0.026992	0.035512	0.009609	0.007343	0.003790	0.008483	0.103914	0.032671	0.007045	0.006203	0.005939	0.002720	0.088414	-76428.714
640	0.002419	0.019227	0.030992	0.001624	0.006761	0.002292	0.002052	0.101645	0.029988	0.006466	0.003614	0.004352	0.002606	0.040209	-76694.757
650	0.003680	0.020781	0.023372	0.005464	0.003056	0.001809	0.008136	0.092677	0.032422	0.006991	0.006535	0.006321	0.000635	0.122395	-76794.819
660	0.004127	0.021219	0.021182	0.003949	0.003040	0.002738	0.011669	0.094358	0.034281	0.007392	0.004163	0.007039	0.002618	0.034904	-76890.850
670	0.003181	0.024585	0.018790	0.002809	0.002235	0.003128	0.003274	0.083016	0.027209	0.005867	0.002747	0.005492	0.001504	0.082371	-76519.688
680	0.004461	0.020790	0.021434	0.004964	0.006407	0.001105	0.001985	0.082676	0.031037	0.006693	0.005646	0.005848	0.003133	0.098170	-76631.481
690	0.004665	0.017061	0.026733	0.002694	0.005569	0.007392	0.002109	0.106542	0.032981	0.007112	0.006562	0.005499	0.001662	0.138176	-76473.078
700	0.004542	0.029484	0.031276	0.004141	0.002498	0.002519	0.004436	0.115746	0.038586	0.008320	0.007769	0.007509	0.000729	0.365181	-76572.907
710	0.003738	0.022246	0.039924	0.014020	0.002560	0.009912	0.003915	0.095277	0.031762	0.006849	0.005121	0.005538	0.002056	0.544535	-76535.245
720	0.005046	0.020963	0.030680	0.010668	0.002808	0.009275	0.003992	0.097315	0.026521	0.005719	0.005078	0.004084	0.001850	0.768402	-76392.868
730	0.005571	0.025166	0.025810	0.003534	0.003276	0.002730	0.010578	0.091978	0.025066	0.005405	0.005328	0.003733	0.000514	0.795008	-76453.871
740	0.004068	0.037787	0.024660	0.005035	0.002666	0.001935	0.007199	0.089285	0.024332	0.005247	0.005172	0.005016	0.000684	0.694691	-76496.940
750	0.004430	0.055448	0.026106	0.015531	0.002177	0.005459	0.008594	0.076508	0.017901	0.004696	0.004517	0.004209	0.001123	0.783591	-76541.941
760	0.003952	0.050538	0.018811	0.004073	0.002449	0.004106	0.003503	0.088347	0.020671	0.005423	0.005216	0.004259	0.001867	0.536346	-76637.079
770	0.002739	0.029090	0.017668	0.014754	0.006026	0.013875	0.001141	0.097170	0.019227	0.005044	0.003999	0.002633	0.002346	0.666669	-76541.434
780	0.002602	0.055019	0.013052	0.001381	0.006520	0.004207	0.008055	0.073919	0.016772	0.004400	0.004255	0.002459	0.000718	0.882062	-76476.658
790	0.002737	0.087296	0.016943	0.001686	0.002837	0.003742	0.001371	0.100932	0.021773	0.005712	0.005655	0.002382	0.000510	0.821762	-76569.973
800	0.002461	0.073829	0.019112	0.010244	0.003899	0.007294	0.013216	0.090754	0.019577	0.005136	0.004969	0.003644	0.000542	0.490058	-76626.897
810	0.004439	0.045116	0.015419	0.006649	0.006530	0.003773	0.001035	0.090564	0.016995	0.004459	0.003912	0.003062	0.000118	0.288329	-76535.198
820	0.005323	0.045812	0.025777	0.006135	0.004411	0.000983	0.031821	0.108027	0.021877	0.005739	0.005132	0.004121	0.003466	0.300143	-76594.224
830	0.005804	0.023162	0.019101	0.005617	0.002660	0.004559	0.006807	0.084919	0.019705	0.005169	0.005098	0.004127	0.002693	0.300143	-76488.109
840	0.010127	0.016796	0.024159	0.004128	0.008344	0.002104	0.001250	0.096791	0.028758	0.006118	0.006043	0.002964	0.000725	0.449960	-76651.084
850	0.003998	0.035987	0.026320	0.015806	0.016536	0.001935	0.003882	0.105452	0.035734	0.006665	0.006584	0.003490	0.000778	0.087886	-76571.485
860	0.003473	0.026270	0.024189	0.001739	0.004069	0.004228	0.003378	0.091861	0.031096	0.005800	0.005781	0.005293	0.002163	0.100317	-76651.020
870	0.004054	0.023279	0.028655	0.012239	0.001959	0.016357	0.004210	0.102570	0.031341	0.005846	0.004574	0.005524	0.000522	0.002411	-76506.768
880	0.005645	0.025289	0.033534	0.002119	0.002681	0.001604	0.003146	0.088301	0.030488	0.005687	0.005245	0.005011	0.001257	0.002411	-76534.577
890	0.005497	0.024888	0.021685	0.002230	0.007489	0.001721	0.002744	0.084943	0.029328	0.005470	0.002044	0.004191	0.001869	0.002411	-76778.412
900	0.005805	0.023780	0.026559	0.003002	0.007646	0.002418	0.005462	0.096231	0.026042	0.004857	0.004821	0.003430	0.000370	0.002411	-76466.545
910	0.003266	0.025893	0.020093	0.018760	0.016858	0.001762	0.003939	0.081621	0.018691	0.004120	0.004099	0.001633	0.001229	0.002411	-76635.670
920	0.002619	0.038723	0.016493	0.007736	0.007413	0.003383	0.002125	0.087546	0.017638	0.003888	0.001935	0.001410	0.000213	0.115760	-76484.893
930	0.003903	0.038053	0.020373	0.007207	0.003378	0.001948	0.002527	0.087301	0.020975	0.004624	0.003576	0.003703	0.000201	0.024031	-76311.484
940	0.003131	0.047786	0.020710	0.006009	0.010939	0.003062	0.002543	0.095720	0.022998	0.005069	0.002851	0.004061	0.000246	0.056283	-76514.509
950	0.007042	0.037167	0.024078	0.010083	0.008985	0.002929	0.003617	0.089615	0.024426	0.005384	0.005289	0.001884	0.001685	0.289975	-76514.628
960	0.008260	0.024490	0.040015	0.001975	0.006697	0.003100	0.003246	0.105122	0.028652	0.006316	0.006308	0.005170	0.003851	0.778807	-76543.111
970	0.006387	0.033880	0.025311	0.009361	0.004017	0.015179	0.011600	0.115926	0.028184	0.006212	0.006078	0.004523	0.000860	0.725404	-76609.375
980	0.003408	0.022702	0.022194	0.006674	0.003761	0.001264	0.003242	0.095760	0.024713	0.005447	0.005329	0.004647	0.000902	0.863617	-76614.455
990	0.003794	0.026858	0.013096	0.003295	0.005591	0.006602	0.001395	0.086524	0.019288	0.004809	0.004709	0.002869	0.000554	0.798044	-76461.348
1000	0.003894	0.036070	0.015730	0.006251	0.004611	0.002579	0.002741	0.095151	0.021211	0.005289	0.005274	0.004107	0.003375	0.484168	-76465.432
1010	0.004898	0.035989	0.019356	0.019278	0.003644	0.002814	0.002549	0.081203	0.016817	0.004193	0.003517	0.003004	0.001748	0.420944	-76520.358
1020	0.006381	0.027779	0.026761	0.020403	0.004688	0.007686	0.002227	0.100222	0.020756	0.005175	0.003256	0.003436	0.002010	0.504937	-76770.111
1030	0.006646	0.033405	0.026148	0.007528	0.004399	0.005327	0.002344	0.097838	0.021848	0.005447	0.005313	0.003354	0.001567	0.326915	-76498.029
1040	0.005005	0.034024	0.034103	0.002605	0.002880	0.009510	0.002104	0.080085	0.019603	0.004888	0.004885	0.002997	0.002561	0.444760	-76540.839
1050	0.003831	0.033384	0.029005	0.001540	0.001133	0.002453	0.002655	0.087030	0.021303	0.005311	0.005309	0.004409	0.003338	0.316751	-76419.553
1060	0.004902	0.016056	0.017531	0.014220	0.002305	0.003165	0.004176	0.089220	0.024598	0.006133	0.006010	0.004221	0.002257	0.341209	-76529.371
1070	0.006005	0.029180	0.023022	0.004484	0.002166	0.008499	0.002763	0.115595	0.028634	0.007139	0.007044	0.005585	0.003312	0.605363	-76503.112
1080	0.004664	0.031618	0.024474	0.018084	0.004098	0.001969	0.003920	0.086220	0.024231	0.006042	0.005703	0.003536	0.001535	0.488928	-76554.751
1090	0.004235	0.019764	0.026509	0.004873	0.005533	0.005584	0.009769	0.078005	0.021923	0.005466	0.003295	0.004071	0.000597	0.062763	-76573.618
1100	0.003821	0.038863	0.020087	0.004936	0.022015	0.005702	0.003918	0.085506	0.024031	0.005992	0.005604	0.002008	0.001064	0.251821	-76390.905
1110	0.002668	0.037305	0.021577	0.009077	0.003254	0.006811	0.002134	0.097964	0.022279	0.005555	0.003560	0.004871	0.002414	0.082446	-76464.058
1120	0.002838	0.032513	0.018960	0.010176	0.002667	0.004729	0.025501	0.100854	0.021294	0.005309	0.003526	0.004720	0.002477	0.209274	-76477.074
1130	0.003483	0.031400	0.019371	0.004599	0.003527	0.002070	0.013450	0.091514	0.022044	0.005496	0.004372	0.004213	0.003591	0.209274	-76797.668
1140	0.003569	0.035380	0.033091	0.006705	0.006203	0.004502	0.016053	0.092921	0.024422	0.006089	0.005788	0.004061	0.001190	0.158484	-76447.619
1150	0.003461	0.027913	0.019402	0.010062	0.007007	0.006849	0.003648	0.087250	0.024422	0.006089	0.003794	0.003499	0.001809	0.080659	-76502.780
1160	0.002550	0.034967	0.022767	0.002398	0.003104	0.002622	0.009963	0.088873	0.022809	0.005687	0.005578	0.004662	0.003271	0.171531	-76369.524
1170	0.002753	0.034590	0.024582	0.004859	0.009198	0.001201	0.005559	0.095960	0.024628	0.006141	0.005960	0.002956	0.001003	0.369272	-76550.894
1180	0.003040	0.041504	0.022160	0.021741	0.004279	0.006856	0.003192	0.093708	0.025337	0.006317	0.005347	0.005595	0.001592	0.130727	-76611.247
1190	0.003637	0.032650	0.022033	0.005624	0.003782	0.005161	0.003796	0.096350	0.027760	0.006921	0.003244	0.006476	0.000425	0.024497	-76574.984
1200	0.002145	0.027022	0.021171	0.001551	0.002754	0.010071	0.003036	0.096538	0.022196	0.005534	0.004241	0.005178	0.000730	0.024497	-76475.169
1210	0.002791	0.038760	0.015008	0.003542	0.005157	0.009972	0.002291	0.104405	0.025998	0.006482	0.001797	0.006066	0.000418	0.009087	-76565.146
1220	0.002605	0.026590	0.022215	0.001250	0.007994	0.003475	0.004366	0.097439	0.024264	0.006050	0.003340	0.003368	0.000469	0.009087	-76570.778
1230	0.003011	0.029116	0.018107	0.012007	0.009593	0.001628	0.002566	0.083710	0.023637	0.005893	0.003627	0.005112	0.001730	0.028308	-76485.932
1240	0.002241	0.034678	0.021923	0.007077	0.011976	0.003433	0.003845	0.088327	0.027488	0.006854	0.005271	0.005682	0.002810	0.308988	-76808.031
1250	0.001928	0.025561	0.011964	0.020239	0.003077	0.004537	0.006280	0.084012	0.021996	0.005484	0.005398	0.005034	0.001349	0.078900	-76660.059
1260	0.001903	0.034682	0.016404	0.002057	0.006008	0.003048	0.005507	0.081617	0.019912	0.004965	0.004886	0.004364	0.004053	0.276023	-76590.218
1270	0.002151	0.028880	0.018540	0.003400	0.004099	0.003553	0.002322	0.092246	0.022505	0.005611	0.005523	0.004797	0.000593	0.668232	-76934.640
1280	0.001931	0.043077	0.023780	0.004451	0.007760	0.003645	0.004062	0.090666	0.022119	0.005515	0.005428	0.003544	0.003010	0.787990	-76827.570
1290	0.001947	0.026228	0.023037	0.019440	0.004701	0.003395	0.002396	0.080813	0.020786	0.005183	0.005101	0.004575	0.001641	0.787990	-76517.889
1300	0.002274	0.027122	0.020312	0.017940	0.006367	0.006855	0.002488	0.091842	0.023895	0.005958	0.005314	0.004123	0.002977	0.514178	-76460.291
1310	0.001890	0.021637	0.022676	0.008406	0.003423	0.006012	0.005107	0.090448	0.021886	0.005457	0.003742	0.004621	0.003031	0.220667	-76347.950
1320	0.002202	0.035839	0.044462	0.005018	0.003096	0.009705	0.003378	0.105356	0.025494	0.006356	0.005780	0.004934	0.003223	0.104522	-76412.289
1330	0.001819	0.028855	0.019972	0.002402	0.003336	0.005564	0.001963	0.101645	0.022998	0.005734	0.005640	0.004564	0.002098	0.108503	-76435.663
1340	0.001400	0.030091	0.024389	0.002019	0.003569	0.003946	0.004112	0.087526	0.018848	0.004699	0.004580	0.003788	0.000953	0.187951	-76400.363
1350	0.001296	0.039049	0.028852	0.003979	0.005423	0.001789	0.002920	0.091275	0.018649	0.004650	0.004301	0.003748	0.001132	0.243215	-76314.741
1360	0.001608	0.052867	0.024199	0.009972	0.009279	0.001784	0.003249	0.098749	0.021434	0.005344	0.002699	0.004193	0.001499	0.158498	-76510.875
1370	0.001538	0.041966	0.024799	0.002465	0.008780	0.002230	0.002083	0.098749	0.021434	0.005344	0.004246	0.004466	0.000859	0.028898	-76475.359
1380	0.001128	0.048509	0.025988	0.001860	0.004120	0.003237	0.005099	0.094261	0.018205	0.004539	0.004400	0.004058	0.000236	0.008127	-76619.967
1390	0.001622	0.042907	0.021100	0.001969	0.005716	0.004125	0.010632	0.091807	0.021054	0.005249	0.004722	0.005011	0.001346	0.095992	-76458.636
1400	0.001326	0.035244	0.031143	0.003318	0.008955	0.001615	0.001673	0.099717	0.020186	0.005033	0.004780	0.003454	0.000239	0.181279	-76581.777
1410	0.001865	0.027868	0.026074	0.014089	0.004884	0.002137	0.003411	0.082813	0.021091	0.005259	0.003667	0.003115	0.000242	0.073452	-76596.392
1420	0.001831	0.025045	0.027300	0.013325	0.007698	0.002118	0.006184	0.081298	0.020706	0.005163	0.000684	0.003214	0.000449	0.011034	-76429.925
1430	0.001822	0.035126	0.026802	0.002917	0.007237	0.002040	0.003634	0.095005	0.022578	0.005629	0.001849	0.003975	0.000172	0.011034	-76552.123
1440	0.001285	0.038557	0.018852	0.002558	0.007233	0.002787	0.001400	0.091236	0.018943	0.004723	0.001966	0.003217	0.000170	0.052929	-76679.737
1450	0.001347	0.028227	0.027904	0.002497	0.010373	0.004961	0.009752	0.107029	0.021141	0.005271	0.003883	0.004522	0.000584	0.126108	-76389.372
1460	0.001205	0.040019	0.015111	0.008200	0.003082	0.004156	0.001760	0.108814	0.020299	0.005061	0.002085	0.004572	0.000595	0.008984	-76417.242
1470	0.001499	0.035020	0.017976	0.002016	0.003209	0.003418	0.004374	0.091453	0.020299	0.005061	0.003112	0.004252	0.002441	0.008984	-76680.687
1480	0.001417	0.043690	0.019186	0.008452	0.004958	0.008960	0.003741	0.095544	0.020299	0.005061	0.002176	0.003333	0.000348	0.008984	-76518.545
1490	0.002015	0.042500	0.023318	0.006865	0.002035	0.003221	0.002521	0.102839	0.024672	0.006151	0.002966	0.005356	0.000364	0.169339	-76553.460
1500	0.001882	0.033101	0.033468	0.002406	0.002118	0.003603	0.002387	0.096024	0.023037	0.005744	0.002815	0.004970	0.000965	0.091596	-76523.532
1510	0.001379	0.038118	0.024841	0.001948	0.003026	0.010025	0.011655	0.093444	0.019809	0.004939	0.002316	0.003596	0.000543	0.000185	-76448.436
1520	0.001755	0.041104	0.036066	0.002986	0.032588	0.002806	0.002010	0.099608	0.022820	0.005690	0.003541	0.001273	0.000752	0.000185	-76613.291
1530	0.002464	0.044827	0.022697	0.005603	0.007136	0.002861	0.002395	0.102219	0.023600	0.005884	0.001570	0.004022	0.001049	0.037848	-76603.375
1540	0.002499	0.040723	0.020447	0.002333	0.002435	0.006015	0.003554	0.084190	0.021261	0.005301	0.001863	0.004225	0.000531	0.049842	-76487.405
1550	0.002594	0.026773	0.028289	0.002453	0.003472	0.002472	0.005403	0.101330	0.024011	0.005987	0.004198	0.003903	0.000762	0.061093	-76440.487
1560	0.002221	0.023191	0.027245	0.002359	0.004309	0.001721	0.003313	0.086757	0.020557	0.005126	0.002841	0.003209	0.000911	0.023284	-76404.532
1570	0.002712	0.036830	0.018490	0.002904	0.008909	0.005812	0.004385	0.084906	0.022123	0.005516	0.003498	0.001977	0.001188	0.023284	-76407.507
1580	0.001768	0.024948	0.029053	0.002766	0.008365	0.002587	0.018474	0.090557	0.019061	0.004752	0.002363	0.002982	0.000258	0.072356	-76335.296
1590	0.001663	0.022541	0.030911	0.001277	0.002650	0.005255	0.003240	0.085172	0.017928	0.004470	0.004435	0.003726	0.000242	0.175157	-76505.415
1600	0.001845	0.034716	0.018941	0.003137	0.003705	0.002343	0.005813	0.094530	0.019897	0.004961	0.004922	0.003407	0.000436	0.306381	-76560.195
1610	0.001940	0.020424	0.030240	0.014590	0.004891	0.001693	0.002599	0.099362	0.020914	0.005215	0.005174	0.003927	0.002348	0.424035	-76701.188
1620	0.002710	0.023707	0.036460	0.005214	0.003709	0.002772	0.003591	0.103422	0.024754	0.006172	0.005921	0.005029	0.003349	0.129259	-76593.966
1630	0.002317	0.039448	0.022051	0.003898	0.007277	0.008746	0.002785	0.099571	0.022638	0.005644	0.004550	0.003495	0.000729	0.010937	-76534.515
1640	0.002312	0.046261	0.021738	0.010829	0.012665	0.002863	0.001703	0.096550	0.017846	0.005542	0.003205	0.001946	0.001528	0.171896	-76652.509
1650	0.002410	0.059632	0.021138	0.007128	0.003815	0.006212	0.002522	0.109396	0.019472	0.006047	0.005295	0.005585	0.001861	0.058107	-76610.808
1660	0.002450	0.036299	0.018412	0.002656	0.008907	0.003418	0.002368	0.101870	0.018287	0.005679	0.003060	0.003608	0.001441	0.072204	-76444.078
1670	0.001834	0.037053	0.042796	0.003900	0.007488	0.005341	0.005632	0.109606	0.020875	0.006483	0.005139	0.004341	0.003612	0.088344	-76497.592
1680	0.003094	0.032001	0.098831	0.003931	0.004203	0.005880	0.002994	0.124580	0.025579	0.007944	0.007305	0.006977	0.005120	0.132709	-76405.916
1690	0.002687	0.033758	0.068610	0.004641	0.002386	0.002005	0.006081	0.090121	0.020055	0.006228	0.006056	0.005487	0.002806	0.283294	-76891.687
1700	0.001882	0.036602	0.051409	0.006206	0.005337	0.007503	0.012320	0.085500	0.016640	0.005167	0.005084	0.003595	0.002261	0.065517	-76425.845
1710	0.002738	0.030767	0.024097	0.015595	0.004553	0.004344	0.004814	0.102321	0.030284	0.006742	0.005892	0.004640	0.001780	0.260465	-76277.183
1720	0.002235	0.031529	0.021694	0.002346	0.009209	0.002481	0.027298	0.100840	0.024140	0.006070	0.005915	0.004185	0.002968	0.265345	-76435.930
1730	0.002070	0.042757	0.017849	0.005218	0.002696	0.003707	0.004143	0.093388	0.022356	0.005621	0.005498	0.004925	0.002360	0.191029	-76676.578
1740	0.002181	0.023868	0.019130	0.003386	0.008135	0.009087	0.003875	0.091975	0.023362	0.005874	0.005849	0.002753	0.001230	0.252971	-76522.063
1750	0.002588	0.024164	0.022343	0.008525	0.013594	0.004070	0.001934	0.109158	0.027727	0.006972	0.006941	0.001910	0.001122	0.521126	-76662.475
1760	0.002191	0.035130	0.026346	0.006651	0.004642	0.008113	0.007280	0.106650	0.030512	0.007672	0.007631	0.002171	0.000151	0.507312	-76380.418
