Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10u	theta_11j	theta_12j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10u	tau_11j	phi_j<-i	lnL
240	0.006236	0.006632	0.002588	0.003090	0.003652	0.002935	0.005511	0.006722	0.005939	0.005319	0.004491	0.003369	0.000210	0.922509	-110791.619
250	0.004218	0.007126	0.001437	0.001798	0.003128	0.003298	0.003017	0.004547	0.004106	0.003443	0.003038	0.001586	0.000142	0.988946	-105220.099
260	0.008080	0.005657	0.002218	0.010047	0.003790	0.004782	0.002495	0.008709	0.008159	0.006937	0.001752	0.004824	0.000205	0.774727	-105776.042
270	0.007999	0.001237	0.001744	0.007492	0.006688	0.003478	0.002339	0.006335	0.006034	0.004827	0.003038	0.003222	0.000149	0.642028	-99651.763
280	0.009167	0.003148	0.001933	0.004828	0.002876	0.004016	0.002214	0.007749	0.007438	0.006310	0.006049	0.004583	0.000498	0.584287	-99770.080
290	0.008762	0.003128	0.003090	0.002808	0.004396	0.004030	0.004565	0.007682	0.007370	0.006255	0.005969	0.004254	0.000184	0.537438	-103360.279
300	0.006002	0.002975	0.002679	0.017812	0.003974	0.002065	0.004299	0.007035	0.006483	0.005734	0.005625	0.005031	0.000557	0.470697	-108935.745
310	0.004687	0.002325	0.003668	0.007572	0.003714	0.001869	0.005656	0.005493	0.004754	0.004454	0.004392	0.002494	0.000401	0.313582	-110875.304
320	0.010049	0.002651	0.003849	0.002779	0.003180	0.001582	0.003946	0.008999	0.007731	0.007628	0.007343	0.004630	0.000489	0.533710	-102267.157
330	0.004109	0.003611	0.003130	0.002247	0.002304	0.003767	0.012061	0.007971	0.006848	0.006716	0.006662	0.002641	0.000293	0.512384	-99777.372
340	0.005073	0.004459	0.003044	0.004250	0.002503	0.001961	0.003387	0.009842	0.008456	0.008394	0.008226	0.006151	0.002853	0.457982	-99985.188
350	0.003298	0.002736	0.002533	0.004216	0.006111	0.002102	0.004011	0.006397	0.005502	0.005288	0.004399	0.002074	0.000903	0.706307	-103355.936
360	0.002504	0.002738	0.009610	0.010676	0.001844	0.005884	0.005769	0.006751	0.005888	0.005558	0.004406	0.002630	0.000553	0.588838	-103395.470
370	0.003558	0.006144	0.011368	0.002071	0.003916	0.003424	0.002273	0.009593	0.008280	0.007691	0.007576	0.005202	0.001653	0.847950	-103076.728
380	0.003948	0.005426	0.003256	0.002298	0.002863	0.002330	0.003069	0.010643	0.009186	0.009040	0.008405	0.004297	0.003456	0.847950	-99311.394
390	0.004206	0.004743	0.002760	0.003025	0.002356	0.011952	0.006329	0.011339	0.009848	0.009508	0.008591	0.006110	0.005440	0.621638	-101233.658
400	0.003750	0.004881	0.005287	0.002448	0.002703	0.004343	0.004485	0.011734	0.010193	0.009730	0.007644	0.007626	0.005859	0.170818	-103192.129
410	0.002053	0.003229	0.004505	0.002039	0.003546	0.002684	0.003806	0.007763	0.006744	0.006504	0.004428	0.006450	0.000856	0.312408	-109493.467
420	0.003273	0.005147	0.009540	0.002638	0.007177	0.003272	0.002043	0.012375	0.010750	0.010440	0.006172	0.010281	0.000911	0.575583	-100689.105
430	0.002018	0.002925	0.003317	0.005447	0.003352	0.005224	0.008849	0.007736	0.006721	0.006504	0.004007	0.005918	0.000424	0.429547	-107413.738
440	0.005094	0.005371	0.009238	0.005192	0.002358	0.007194	0.003852	0.016763	0.015905	0.013611	0.010127	0.013115	0.001455	0.475029	-98773.244
450	0.003871	0.006300	0.001803	0.001281	0.001311	0.002463	0.010823	0.012736	0.011429	0.010403	0.009062	0.009965	0.006148	0.311041	-107585.505
460	0.001497	0.003522	0.001055	0.001461	0.001351	0.010170	0.002844	0.008029	0.007738	0.006741	0.004299	0.006001	0.003288	0.239135	-104085.937
470	0.002037	0.005401	0.001273	0.002392	0.008138	0.001674	0.005329	0.010922	0.010658	0.009337	0.003785	0.003750	0.001967	0.330235	-105314.286
480	0.003694	0.012827	0.001642	0.004116	0.002766	0.001909	0.007197	0.019810	0.019613	0.016715	0.007257	0.011440	0.005499	0.766209	-100634.746
490	0.002271	0.004418	0.001880	0.004050	0.003902	0.004155	0.002582	0.012177	0.012112	0.009170	0.005461	0.008136	0.001795	0.725428	-102200.959
500	0.005164	0.001231	0.004967	0.002064	0.002701	0.009685	0.001647	0.035839	0.035647	0.027131	0.022137	0.024460	0.012686	0.502439	-102436.005
510	0.005164	0.002201	0.002683	0.004997	0.003137	0.002926	0.010643	0.035839	0.035647	0.029478	0.013271	0.026198	0.012775	0.570757	-102854.012
520	0.002685	0.001272	0.002043	0.001242	0.005414	0.002533	0.003898	0.020784	0.020691	0.015832	0.009097	0.009673	0.004662	0.600409	-104244.432
530	0.003308	0.003982	0.002158	0.003135	0.002897	0.002377	0.002385	0.025612	0.025497	0.019097	0.011210	0.017653	0.010420	0.749396	-100934.989
540	0.003937	0.002465	0.003191	0.003731	0.006024	0.001295	0.006785	0.030477	0.030340	0.022518	0.013339	0.017120	0.011713	0.645145	-98777.648
550	0.004576	0.010458	0.003225	0.002597	0.004313	0.003355	0.010940	0.040146	0.039562	0.030509	0.018273	0.024699	0.013647	0.611484	-102764.283
560	0.002898	0.006002	0.001576	0.007424	0.004512	0.004359	0.010933	0.025422	0.025289	0.019471	0.014180	0.010679	0.001260	0.562739	-104849.312
570	0.004223	0.003426	0.002301	0.009865	0.003854	0.007361	0.001745	0.037044	0.036359	0.028631	0.025335	0.021653	0.013793	0.449052	-102649.618
580	0.003985	0.011750	0.002853	0.004609	0.002809	0.002950	0.003002	0.027650	0.026829	0.019346	0.015928	0.016697	0.009864	0.738391	-100677.004
590	0.003594	0.001505	0.002514	0.003431	0.003567	0.002985	0.005935	0.024363	0.023860	0.017047	0.010059	0.013263	0.001596	0.750924	-95887.885
600	0.004259	0.002322	0.002439	0.003118	0.008129	0.001838	0.002937	0.028254	0.027624	0.021834	0.013479	0.016348	0.008279	0.934606	-111450.361
610	0.004568	0.001230	0.001392	0.002503	0.004225	0.006016	0.002158	0.022431	0.022156	0.018892	0.013008	0.016711	0.010831	0.721606	-102687.395
620	0.003300	0.010156	0.001184	0.001921	0.004680	0.002650	0.003011	0.016204	0.014964	0.013505	0.008531	0.012193	0.004576	0.668960	-101904.308
630	0.002382	0.003471	0.001085	0.003645	0.005172	0.008692	0.002737	0.014347	0.014080	0.011918	0.004448	0.010459	0.003157	0.736056	-105353.112
640	0.003013	0.004596	0.002519	0.001543	0.019432	0.002824	0.004192	0.018153	0.017694	0.012792	0.009871	0.009780	0.003418	0.658212	-99353.579
650	0.004890	0.004986	0.005050	0.002467	0.007198	0.005007	0.011111	0.034908	0.034344	0.026815	0.020854	0.023173	0.017868	0.327310	-104817.749
660	0.003475	0.003543	0.004929	0.004001	0.009339	0.040716	0.003162	0.024803	0.024402	0.018588	0.012488	0.012653	0.002660	0.752779	-96870.475
670	0.002012	0.002517	0.002363	0.003772	0.002361	0.004520	0.006118	0.015540	0.015236	0.012730	0.005758	0.006526	0.005470	0.501227	-106004.698
680	0.001741	0.046897	0.008575	0.001934	0.002369	0.005194	0.009597	0.013443	0.011571	0.009385	0.006089	0.005202	0.003369	0.769518	-102091.151
690	0.001333	0.019332	0.005685	0.001162	0.002907	0.001602	0.004193	0.010291	0.008546	0.006615	0.002817	0.004747	0.001285	0.824475	-102791.493
700	0.001938	0.016107	0.005493	0.001672	0.002306	0.002809	0.003180	0.012101	0.010345	0.007499	0.002949	0.006880	0.002425	0.740034	-107400.922
710	0.001895	0.005474	0.003926	0.003268	0.006511	0.005288	0.004194	0.011806	0.010648	0.008371	0.002455	0.004382	0.002053	0.918541	-103858.408
720	0.002222	0.013423	0.008323	0.002339	0.004969	0.013362	0.005896	0.013849	0.011852	0.009616	0.002880	0.004547	0.001801	0.895807	-101742.690
730	0.002595	0.005525	0.003546	0.002732	0.007470	0.003066	0.003137	0.016173	0.014022	0.012326	0.003363	0.007811	0.003291	0.932372	-102301.497
740	0.002233	0.004502	0.004833	0.002035	0.001324	0.007103	0.002470	0.012048	0.010771	0.009348	0.002505	0.007535	0.001697	0.878725	-102060.993
750	0.002626	0.008036	0.001727	0.001587	0.001788	0.002629	0.002832	0.014164	0.012367	0.011408	0.003713	0.008176	0.001985	0.895047	-102460.312
760	0.001686	0.009804	0.003150	0.002841	0.002689	0.004272	0.002369	0.014470	0.013721	0.012511	0.002930	0.005900	0.001175	0.859693	-102813.175
770	0.002239	0.004401	0.002072	0.002905	0.002863	0.001963	0.002730	0.014030	0.013207	0.012031	0.002841	0.007505	0.000909	0.447745	-103551.083
780	0.002495	0.007583	0.007110	0.006047	0.003580	0.004521	0.008688	0.016125	0.014050	0.010280	0.002998	0.006258	0.002989	0.321859	-99545.168
790	0.002825	0.003010	0.007830	0.002644	0.002031	0.004658	0.003139	0.013267	0.012671	0.012034	0.003629	0.007761	0.001734	0.644989	-104534.770
800	0.001965	0.001315	0.010464	0.001133	0.002408	0.006052	0.007737	0.008963	0.008790	0.008129	0.002452	0.003796	0.001805	0.785953	-103809.927
810	0.004185	0.004036	0.006577	0.001707	0.004999	0.002977	0.002289	0.016104	0.015700	0.014507	0.004936	0.006897	0.004584	0.785953	-102699.506
820	0.003731	0.002022	0.004599	0.002527	0.004762	0.004382	0.003614	0.014359	0.013595	0.012307	0.006604	0.006680	0.001711	0.656121	-105025.604
830	0.004836	0.008802	0.005936	0.003734	0.005262	0.001811	0.004605	0.018612	0.016480	0.016253	0.015852	0.010391	0.000971	0.496989	-104952.059
840	0.003052	0.005555	0.004450	0.007053	0.007275	0.002482	0.005365	0.011746	0.010401	0.010218	0.010004	0.006960	0.001607	0.441114	-102071.178
850	0.002211	0.004549	0.005909	0.002275	0.005124	0.005284	0.002329	0.008510	0.007576	0.007276	0.007034	0.002261	0.001319	0.098643	-100242.553
860	0.003108	0.005294	0.001842	0.004061	0.008187	0.004366	0.003097	0.013598	0.012168	0.012140	0.003371	0.003613	0.002576	0.170712	-105072.201
870	0.001943	0.004121	0.002679	0.004056	0.003323	0.011425	0.003090	0.008523	0.007626	0.007588	0.003547	0.003837	0.000848	0.750839	-105118.692
880	0.003758	0.006217	0.005220	0.002670	0.002644	0.004747	0.002665	0.012857	0.011505	0.011447	0.008143	0.010327	0.008119	0.636124	-104969.156
890	0.004557	0.006760	0.011091	0.007331	0.004311	0.001711	0.003714	0.015590	0.013992	0.013493	0.007826	0.010707	0.005897	0.658804	-102407.257
900	0.006245	0.007361	0.006997	0.004276	0.003865	0.004016	0.002397	0.021363	0.019285	0.019100	0.016110	0.010358	0.009737	0.851175	-106822.434
910	0.003665	0.006943	0.002468	0.002722	0.004803	0.002134	0.002482	0.012538	0.011298	0.011166	0.008915	0.008328	0.000820	0.939525	-102994.779
920	0.003050	0.005779	0.005774	0.003065	0.002822	0.003074	0.011717	0.010434	0.009403	0.009265	0.005199	0.008555	0.001532	0.986402	-111996.668
930	0.002274	0.003801	0.002915	0.003179	0.005286	0.001381	0.003053	0.008585	0.007747	0.007696	0.003595	0.002286	0.002091	0.925449	-108074.447
940	0.002216	0.003702	0.003466	0.001503	0.003186	0.003645	0.012017	0.008364	0.007547	0.007497	0.004149	0.001933	0.000777	0.929066	-105819.333
950	0.001883	0.001927	0.003307	0.003757	0.012772	0.004590	0.006379	0.007109	0.006415	0.006372	0.003279	0.000744	0.000191	0.723456	-111729.499
960	0.002489	0.002420	0.003918	0.007432	0.004156	0.002731	0.003006	0.009395	0.008547	0.007815	0.002237	0.001093	0.000391	0.602151	-106790.432
970	0.003463	0.004120	0.002011	0.006379	0.005782	0.004445	0.020783	0.013071	0.011787	0.011346	0.004954	0.001521	0.000511	0.172200	-105680.123
980	0.002351	0.002816	0.004147	0.002564	0.001253	0.014323	0.005157	0.009296	0.008387	0.008044	0.004355	0.006680	0.000281	0.658485	-104348.574
990	0.004995	0.003339	0.004945	0.003227	0.007630	0.004028	0.012952	0.019746	0.018567	0.017391	0.014672	0.011678	0.005433	0.599554	-103722.161
1000	0.002748	0.008256	0.001943	0.002786	0.003137	0.010149	0.001755	0.009502	0.008037	0.007760	0.005608	0.005904	0.004847	0.288104	-105613.617
1010	0.002966	0.008909	0.003197	0.002166	0.003994	0.013176	0.003411	0.010254	0.008673	0.007919	0.006962	0.006552	0.003034	0.555709	-103782.301
1020	0.002729	0.010754	0.004994	0.002622	0.001727	0.002804	0.002665	0.011845	0.009636	0.009334	0.006687	0.009127	0.005161	0.336626	-103953.020
1030	0.004383	0.014111	0.020264	0.003708	0.002372	0.002655	0.002917	0.016272	0.013314	0.012675	0.007334	0.012537	0.005143	0.420424	-104018.676
1040	0.001678	0.005229	0.002530	0.001807	0.010918	0.003420	0.004043	0.006029	0.004934	0.004744	0.003146	0.004646	0.001761	0.273736	-104392.644
1050	0.002556	0.014145	0.003623	0.007547	0.009914	0.010899	0.002436	0.009188	0.007460	0.007221	0.003477	0.005319	0.001268	0.407660	-101161.403
1060	0.001497	0.007242	0.003961	0.002442	0.004320	0.006142	0.002876	0.005379	0.004256	0.004103	0.002076	0.004048	0.001145	0.532662	-108563.143
1070	0.001484	0.006717	0.006036	0.001947	0.011649	0.002760	0.001826	0.005334	0.004220	0.003950	0.002805	0.003293	0.000756	0.593059	-108900.236
1080	0.002134	0.006468	0.006455	0.003726	0.002748	0.002718	0.002027	0.007670	0.006229	0.006133	0.004000	0.005507	0.000313	0.722846	-104782.945
1090	0.002683	0.008469	0.001846	0.004150	0.004479	0.005223	0.003570	0.009705	0.007873	0.007673	0.005696	0.005538	0.000561	0.436708	-105205.687
1100	0.001987	0.012539	0.004512	0.006522	0.003628	0.001345	0.004442	0.007186	0.005912	0.005681	0.004218	0.002436	0.001514	0.243812	-110440.824
1110	0.002010	0.007800	0.003187	0.005530	0.004923	0.004398	0.001761	0.007271	0.006001	0.005007	0.002044	0.001557	0.000504	0.208967	-107396.011
1120	0.001693	0.006106	0.002008	0.011875	0.012015	0.005988	0.005309	0.006508	0.005715	0.004224	0.001004	0.001277	0.000274	0.180544	-104678.757
1130	0.002359	0.003911	0.006941	0.004312	0.003113	0.009627	0.002664	0.009069	0.008908	0.004339	0.004277	0.003446	0.003277	0.201318	-105364.106
1140	0.002261	0.005714	0.006654	0.010604	0.002886	0.005049	0.002984	0.008694	0.008680	0.004159	0.003906	0.002798	0.001339	0.150373	-103143.467
1150	0.001206	0.002596	0.003798	0.007672	0.004036	0.002775	0.003742	0.004638	0.004630	0.002201	0.001454	0.001635	0.000964	0.343760	-107497.088
1160	0.001144	0.004222	0.003679	0.007055	0.009785	0.005520	0.010144	0.004398	0.004390	0.002013	0.000890	0.000671	0.000560	0.106051	-110436.476
1170	0.001536	0.002114	0.006678	0.003086	0.003210	0.002759	0.003115	0.005162	0.005153	0.002071	0.001789	0.001656	0.000304	0.504527	-104062.962
1180	0.001788	0.009586	0.009636	0.003130	0.003432	0.001071	0.004005	0.006011	0.006001	0.002191	0.001818	0.002099	0.000758	0.619608	-105692.989
1190	0.004664	0.004107	0.015397	0.009722	0.009023	0.003655	0.003628	0.009605	0.009524	0.003501	0.003454	0.003470	0.003384	0.587117	-106715.971
1200	0.004287	0.006413	0.021282	0.011186	0.003170	0.002921	0.006879	0.008829	0.008755	0.003218	0.002939	0.002568	0.002189	0.529439	-103902.072
1210	0.003085	0.002666	0.023674	0.004176	0.004978	0.003252	0.004701	0.007198	0.007137	0.002623	0.002397	0.002031	0.001784	0.856741	-104511.481
1220	0.002812	0.002430	0.018503	0.005434	0.008802	0.003941	0.001508	0.006560	0.006505	0.002391	0.001956	0.001849	0.001146	0.766694	-103474.446
1230	0.002475	0.002212	0.011140	0.002822	0.002816	0.010505	0.001769	0.005775	0.005733	0.002255	0.001639	0.001577	0.000765	0.600587	-105542.676
1240	0.001845	0.012138	0.004305	0.004568	0.002980	0.003238	0.002437	0.004305	0.004274	0.002520	0.000771	0.002117	0.000601	0.384242	-105902.947
1250	0.003411	0.006747	0.005311	0.002154	0.005063	0.002126	0.009144	0.007958	0.007351	0.006166	0.004888	0.005471	0.000173	0.135058	-102288.170
1260	0.002955	0.003581	0.004168	0.007548	0.004740	0.002752	0.003836	0.006894	0.006509	0.005371	0.003857	0.003274	0.000441	0.112736	-106089.249
1270	0.002621	0.004815	0.007285	0.004177	0.001914	0.006053	0.006157	0.005380	0.005258	0.003851	0.002731	0.003472	0.000113	0.093099	-106971.479
1280	0.004980	0.001651	0.003170	0.018908	0.004378	0.005186	0.003506	0.007274	0.006943	0.005729	0.003941	0.003973	0.000153	0.312931	-99340.560
1290	0.006872	0.002889	0.001743	0.010182	0.004884	0.002229	0.002126	0.010037	0.009938	0.009066	0.005664	0.006520	0.000212	0.328292	-102006.792
1300	0.006713	0.007599	0.005343	0.002938	0.002771	0.002928	0.004152	0.009805	0.008886	0.007161	0.004535	0.005805	0.001802	0.191747	-100841.761
1310	0.002856	0.003734	0.001732	0.010736	0.003716	0.002189	0.007177	0.004973	0.004532	0.003768	0.002648	0.003174	0.002158	0.211867	-104009.678
1320	0.006266	0.001832	0.001212	0.008129	0.017512	0.005318	0.008766	0.005002	0.004675	0.004113	0.002390	0.002741	0.000847	0.135364	-104302.111
1330	0.008515	0.010321	0.002565	0.002302	0.003467	0.001416	0.003398	0.006174	0.005119	0.004709	0.002012	0.004630	0.000668	0.194520	-106736.340
1340	0.007494	0.018361	0.003160	0.005099	0.004784	0.002930	0.005076	0.005434	0.004304	0.004166	0.004060	0.003665	0.002987	0.377334	-111488.199
1350	0.005669	0.003610	0.001451	0.003217	0.006503	0.009209	0.007282	0.002161	0.001770	0.001667	0.001373	0.000985	0.000098	0.650330	-113990.982
1360	0.010061	0.002690	0.002536	0.010767	0.007330	0.001675	0.001995	0.003062	0.002795	0.002490	0.002439	0.001854	0.000359	0.284991	-108450.158
1370	0.009617	0.002672	0.005592	0.027069	0.004548	0.002475	0.002541	0.004084	0.003752	0.002302	0.001036	0.001531	0.000263	0.061163	-109852.323
1380	0.010452	0.001881	0.004318	0.005537	0.002566	0.005165	0.007845	0.004709	0.004397	0.003052	0.002677	0.002693	0.001886	0.398773	-107326.401
1390	0.007013	0.004528	0.002978	0.004402	0.007823	0.007561	0.002081	0.004908	0.004667	0.003181	0.002640	0.003129	0.000510	0.136778	-104977.137
1400	0.007647	0.020584	0.003247	0.002429	0.002132	0.003007	0.004787	0.005352	0.005182	0.003469	0.002336	0.003412	0.000685	0.112761	-105401.672
1410	0.005625	0.010785	0.002389	0.002250	0.011109	0.003086	0.004479	0.003937	0.003817	0.002552	0.001676	0.001316	0.000234	0.301231	-113004.024
1420	0.009869	0.005188	0.003563	0.003398	0.002901	0.008017	0.003459	0.006906	0.006696	0.004388	0.003277	0.004292	0.001125	0.075201	-107512.576
1430	0.008717	0.002553	0.004180	0.005746	0.004172	0.001714	0.007588	0.008016	0.007772	0.005084	0.004318	0.004791	0.003555	0.063926	-104669.108
1440	0.004792	0.001371	0.002164	0.002467	0.001548	0.002317	0.003448	0.004150	0.003946	0.002632	0.002530	0.002615	0.001107	0.078937	-109959.397
1450	0.002824	0.002848	0.002304	0.002900	0.003701	0.003401	0.005972	0.002963	0.002702	0.001879	0.001298	0.001867	0.000629	0.173753	-108097.215
1460	0.003958	0.014145	0.004847	0.005458	0.070892	0.003782	0.001908	0.004636	0.003582	0.002940	0.002391	0.002305	0.001190	0.262881	-104870.890
1470	0.003171	0.004013	0.003335	0.001602	0.014136	0.001432	0.005323	0.003714	0.003510	0.002439	0.002409	0.001550	0.000714	0.243665	-113184.111
1480	0.005474	0.003747	0.005757	0.003388	0.005753	0.007357	0.003993	0.006412	0.005712	0.004210	0.004114	0.003950	0.000560	0.536102	-108919.692
1490	0.003285	0.003625	0.002839	0.001613	0.005737	0.002382	0.012189	0.003848	0.003572	0.002343	0.001742	0.002280	0.001580	0.150492	-110511.323
1500	0.003211	0.005023	0.002089	0.001910	0.003382	0.009043	0.006412	0.003761	0.003138	0.002303	0.001442	0.002229	0.001309	0.070904	-107393.139
1510	0.004281	0.003819	0.011402	0.003348	0.021161	0.001576	0.001817	0.005015	0.004533	0.003073	0.001498	0.002226	0.001424	0.125247	-105428.038
1520	0.003398	0.004507	0.001308	0.005304	0.002683	0.001927	0.002618	0.003980	0.003545	0.003302	0.001127	0.002184	0.000960	0.089817	-105614.599
1530	0.002874	0.002547	0.001804	0.001573	0.003021	0.005271	0.001784	0.004746	0.004601	0.003919	0.002021	0.002930	0.001259	0.266859	-106696.956
1540	0.004758	0.005741	0.001671	0.002863	0.003445	0.011938	0.006343	0.007480	0.006840	0.006372	0.003882	0.006044	0.001543	0.586882	-101221.237
1550	0.009026	0.008694	0.006082	0.011579	0.005748	0.001536	0.002404	0.011640	0.010717	0.009942	0.005918	0.005504	0.003877	0.428620	-102299.887
1560	0.003865	0.001982	0.002287	0.001924	0.002428	0.004938	0.004219	0.004984	0.004541	0.004279	0.003430	0.001668	0.001129	0.388757	-104899.680
1570	0.006571	0.003785	0.004524	0.005766	0.001218	0.004639	0.002772	0.008474	0.007664	0.007073	0.005988	0.003449	0.001474	0.594704	-106067.951
1580	0.011523	0.002671	0.008186	0.006679	0.001599	0.004383	0.005604	0.011836	0.011073	0.009249	0.007274	0.004818	0.004363	0.537972	-100633.481
1590	0.012275	0.005858	0.003750	0.006186	0.003346	0.003914	0.005464	0.012609	0.011414	0.010604	0.010033	0.003105	0.001039	0.270111	-102611.964
1600	0.004822	0.003115	0.002379	0.002364	0.002814	0.005057	0.007546	0.006854	0.006161	0.005958	0.004811	0.001688	0.001641	0.482527	-105198.008
1610	0.005917	0.004133	0.004197	0.002480	0.001708	0.001322	0.006567	0.008259	0.007797	0.006865	0.005273	0.002553	0.000630	0.129757	-104605.187
1620	0.016983	0.007715	0.008159	0.017084	0.001958	0.010468	0.009292	0.018950	0.017987	0.015660	0.010594	0.004815	0.004129	0.326282	-102723.706
1630	0.003445	0.002627	0.002768	0.001828	0.001125	0.002420	0.002641	0.004254	0.003616	0.003129	0.002393	0.000749	0.000523	0.464771	-109274.463
1640	0.007751	0.004531	0.009132	0.011647	0.004322	0.002073	0.004246	0.009570	0.008648	0.006690	0.002009	0.001279	0.001279	0.351915	-104952.433
1650	0.008065	0.003465	0.009508	0.001681	0.001093	0.004586	0.003716	0.009957	0.008998	0.007054	0.002476	0.006188	0.000873	0.149364	-100993.514
1660	0.004469	0.004795	0.004839	0.002031	0.002303	0.003354	0.009383	0.008227	0.006846	0.005954	0.005314	0.003002	0.001071	0.304712	-111610.715
1670	0.005558	0.002702	0.010487	0.004172	0.002706	0.003248	0.001872	0.010230	0.009604	0.008406	0.005511	0.004355	0.003857	0.304712	-99179.959
1680	0.011907	0.003772	0.016495	0.002873	0.003595	0.004093	0.003423	0.013660	0.012356	0.009743	0.007330	0.007459	0.002113	0.328255	-97668.702
1690	0.006005	0.004568	0.006718	0.001010	0.003270	0.003611	0.002032	0.006889	0.005496	0.004710	0.002308	0.002225	0.001124	0.317902	-104365.722
1700	0.004074	0.004313	0.005188	0.002588	0.002138	0.002469	0.001900	0.006234	0.004872	0.004551	0.001644	0.003264	0.000556	0.768345	-106880.124
1710	0.002332	0.003014	0.011370	0.002604	0.005921	0.004208	0.001692	0.003569	0.002679	0.002274	0.000521	0.000777	0.000177	0.971563	-106588.553
1720	0.004705	0.004949	0.003635	0.001462	0.002890	0.002588	0.004893	0.007200	0.006677	0.006583	0.003324	0.005224	0.000485	0.704051	-102493.241
1730	0.002961	0.001219	0.001875	0.003776	0.002423	0.002395	0.006001	0.007703	0.007469	0.007160	0.002257	0.005613	0.002178	0.456895	-106859.965
1740	0.004360	0.002434	0.001427	0.003669	0.006524	0.003879	0.003865	0.011343	0.010879	0.010543	0.005794	0.007759	0.002717	0.494865	-103144.876
1750	0.005800	0.002160	0.002219	0.008353	0.009475	0.003089	0.009868	0.015090	0.014878	0.013800	0.012460	0.007945	0.007636	0.775704	-103597.464
1760	0.007478	0.013137	0.003808	0.002923	0.002352	0.004772	0.003629	0.012302	0.011848	0.010934	0.008686	0.007677	0.002543	0.819726	-103146.651
