Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
10	0.113012	0.016036	0.044331	0.002824	0.003733	0.002455	0.002872	0.003653	0.005892	0.029176	0.017399	0.004806	0.001967	0.000030	0.001238	0.000216	0.000030	0.755216	0.100973	-75419.943
20	0.157236	0.022822	0.034701	0.003979	0.002447	0.009374	0.002598	0.004063	0.004003	0.031198	0.018605	0.005139	0.001673	0.000032	0.001123	0.001062	0.000032	0.668424	0.002441	-75432.576
30	0.147965	0.019523	0.025970	0.002615	0.003027	0.007699	0.002575	0.002251	0.006146	0.031294	0.018662	0.005155	0.002526	0.000063	0.001054	0.000548	0.000063	0.458247	0.085976	-75499.060
40	0.134254	0.040830	0.023423	0.003304	0.003930	0.003852	0.003937	0.001564	0.003386	0.028225	0.016832	0.004649	0.001816	0.000061	0.001515	0.000880	0.000061	0.489598	0.032225	-75427.015
50	0.117259	0.040375	0.064778	0.002436	0.004382	0.005168	0.002461	0.001669	0.003956	0.032979	0.017151	0.005432	0.002873	0.000092	0.002802	0.001272	0.000092	0.416262	0.088567	-75416.276
60	0.112167	0.033981	0.051129	0.002352	0.004079	0.004037	0.003713	0.004626	0.009469	0.031848	0.016562	0.005246	0.002775	0.000701	0.002249	0.000787	0.000701	0.426730	0.008495	-75424.223
70	0.145965	0.021384	0.029283	0.002849	0.013199	0.004553	0.007603	0.002307	0.003021	0.035258	0.018336	0.005958	0.002959	0.001999	0.002702	0.001284	0.001999	0.470275	0.008495	-75405.034
80	0.130840	0.029852	0.026153	0.001805	0.002098	0.002259	0.002530	0.001813	0.005686	0.032547	0.016926	0.005500	0.003160	0.002596	0.003473	0.001018	0.002596	0.436290	0.008495	-75408.645
90	0.148213	0.029470	0.021323	0.001370	0.008151	0.004192	0.001936	0.003070	0.016693	0.035728	0.018580	0.006038	0.003823	0.001948	0.003330	0.001603	0.001948	0.608821	0.008495	-75430.977
100	0.160984	0.023811	0.042280	0.001775	0.010283	0.003602	0.005153	0.002633	0.008023	0.035728	0.018580	0.006038	0.003355	0.003002	0.003579	0.000819	0.003002	0.602193	0.008495	-75385.300
110	0.201286	0.022898	0.030482	0.002209	0.006503	0.002924	0.013156	0.002792	0.005347	0.037885	0.019702	0.006402	0.003230	0.001061	0.004330	0.002211	0.001061	0.596565	0.008495	-75443.619
120	0.150108	0.026342	0.036014	0.004077	0.001369	0.003861	0.002701	0.002553	0.002810	0.033013	0.020828	0.005598	0.001995	0.001578	0.001931	0.001464	0.001578	0.626984	0.008495	-75431.941
130	0.118084	0.019007	0.023888	0.003436	0.004118	0.003665	0.005999	0.002616	0.005308	0.031335	0.019769	0.004914	0.001893	0.001560	0.001833	0.000998	0.001560	0.719092	0.061349	-75451.088
140	0.130306	0.018935	0.026723	0.003604	0.006472	0.001402	0.002089	0.004797	0.007197	0.031217	0.019695	0.004896	0.002236	0.001202	0.001952	0.001819	0.001202	0.707798	0.027512	-75434.709
150	0.169860	0.020257	0.030584	0.002353	0.006334	0.002257	0.004536	0.001875	0.002166	0.033397	0.021070	0.005238	0.002824	0.001014	0.001911	0.001703	0.001014	0.492456	0.061112	-75419.677
160	0.184004	0.017086	0.036134	0.002236	0.009931	0.005045	0.002635	0.002907	0.001643	0.036382	0.022954	0.005706	0.002898	0.001471	0.001855	0.001541	0.001471	0.418998	0.025719	-75411.692
170	0.174640	0.020412	0.051703	0.004267	0.002145	0.002002	0.005702	0.007378	0.003719	0.032811	0.020701	0.005146	0.001847	0.001209	0.002244	0.001828	0.001209	0.652496	0.026867	-75430.054
180	0.193176	0.026568	0.050737	0.003737	0.005682	0.001394	0.004103	0.009262	0.001285	0.034893	0.022014	0.005472	0.001964	0.001552	0.002611	0.001472	0.001552	0.715072	0.081534	-75402.844
190	0.142335	0.019233	0.029867	0.007306	0.003228	0.001305	0.006471	0.002690	0.003067	0.032666	0.020609	0.006544	0.001404	0.001300	0.002445	0.001145	0.001300	0.755806	0.014336	-75406.832
200	0.135295	0.015893	0.026582	0.009776	0.002912	0.003594	0.013246	0.010220	0.002342	0.032789	0.020687	0.007919	0.001409	0.000841	0.001886	0.001120	0.000841	0.555901	0.110751	-75421.096
210	0.129613	0.020452	0.035386	0.004368	0.004064	0.003732	0.004512	0.004784	0.001238	0.032789	0.020687	0.005750	0.001768	0.001351	0.001866	0.001183	0.001351	0.500926	0.018904	-75405.395
220	0.139471	0.025724	0.028130	0.002667	0.010922	0.003788	0.005653	0.001196	0.003201	0.031794	0.020059	0.005829	0.002854	0.001506	0.001810	0.000589	0.001506	0.474088	0.050754	-75430.824
230	0.131809	0.027654	0.022594	0.002349	0.003021	0.004238	0.004130	0.008501	0.003286	0.033454	0.021106	0.006979	0.004093	0.000607	0.001904	0.001903	0.000607	0.654117	0.046714	-75429.937
240	0.144421	0.044414	0.018372	0.006570	0.012829	0.007920	0.008377	0.003886	0.007826	0.033250	0.020978	0.009690	0.002434	0.001817	0.001893	0.000614	0.001817	0.597263	0.059788	-75419.263
250	0.134510	0.016374	0.016497	0.004469	0.003142	0.003577	0.002378	0.002510	0.001496	0.027074	0.017081	0.007171	0.001982	0.001251	0.001541	0.001173	0.001251	0.453603	0.153349	-75446.557
260	0.163665	0.017236	0.020539	0.005317	0.003307	0.003778	0.003315	0.004291	0.002013	0.028500	0.017980	0.007549	0.001943	0.000822	0.001622	0.000193	0.000822	0.456511	0.013905	-75431.535
270	0.162302	0.018504	0.029518	0.005025	0.002779	0.002563	0.001163	0.004539	0.005047	0.030596	0.019303	0.006098	0.002086	0.000895	0.002023	0.001212	0.000895	0.517973	0.014370	-75425.291
280	0.144071	0.013858	0.021063	0.002434	0.002534	0.003571	0.007238	0.004808	0.004198	0.030029	0.018945	0.007262	0.003402	0.000298	0.001697	0.000156	0.000298	0.506157	0.014370	-75421.275
290	0.157059	0.017878	0.028661	0.002592	0.005884	0.004867	0.004351	0.001158	0.005581	0.033304	0.021012	0.008054	0.003948	0.000219	0.001882	0.001609	0.000219	0.491959	0.083871	-75404.837
300	0.132208	0.015809	0.024361	0.001432	0.002851	0.005850	0.003985	0.003666	0.008468	0.032008	0.020194	0.007741	0.003487	0.000210	0.001809	0.000240	0.000210	0.413820	0.004448	-75411.278
310	0.150932	0.017781	0.019938	0.001752	0.002160	0.007342	0.003790	0.003550	0.002124	0.031731	0.020019	0.007674	0.002123	0.000205	0.001444	0.000299	0.000205	0.483488	0.004448	-75408.984
320	0.169092	0.023283	0.028175	0.001910	0.007319	0.005018	0.001995	0.005811	0.030949	0.034606	0.021833	0.009525	0.002315	0.000281	0.002061	0.000326	0.000281	0.600780	0.004448	-75440.079
330	0.123871	0.026601	0.021229	0.001804	0.019108	0.004362	0.002756	0.002784	0.002105	0.032677	0.020616	0.009197	0.002186	0.000318	0.001684	0.000203	0.000318	0.484148	0.074308	-75464.067
340	0.119057	0.027940	0.021836	0.001495	0.001806	0.006706	0.003065	0.002033	0.002786	0.034322	0.021654	0.009556	0.002820	0.000273	0.001857	0.000214	0.000273	0.415681	0.002714	-75411.788
350	0.155760	0.021911	0.019248	0.001430	0.006473	0.006429	0.001533	0.004251	0.002664	0.032815	0.020703	0.009798	0.002696	0.001466	0.002561	0.001864	0.001466	0.611564	0.002714	-75419.234
360	0.133779	0.021035	0.018136	0.001886	0.004062	0.006466	0.007392	0.004077	0.004858	0.033003	0.020822	0.008561	0.002297	0.001162	0.002576	0.000391	0.001162	0.456051	0.126562	-75430.275
370	0.171076	0.022050	0.021508	0.002840	0.012133	0.008905	0.004969	0.006742	0.006040	0.034595	0.021826	0.011561	0.002188	0.002022	0.002346	0.001928	0.002022	0.675769	0.065487	-75431.100
380	0.155698	0.028941	0.016349	0.003086	0.002446	0.005125	0.003634	0.007945	0.002606	0.036439	0.022989	0.011458	0.002304	0.001829	0.002471	0.001731	0.001829	0.652314	0.058313	-75414.562
390	0.129576	0.016954	0.025264	0.002971	0.003405	0.003581	0.005981	0.011190	0.003740	0.035074	0.022128	0.011028	0.002218	0.002016	0.002379	0.002014	0.002016	0.554271	0.023570	-75416.270
400	0.134243	0.026870	0.017701	0.002792	0.018132	0.003366	0.012417	0.055936	0.003516	0.032972	0.020802	0.010367	0.002085	0.000342	0.002236	0.001846	0.000342	0.634999	0.064032	-75378.043
410	0.174641	0.015744	0.029291	0.002298	0.004410	0.005494	0.001961	0.002856	0.007509	0.031072	0.018430	0.008530	0.001965	0.000935	0.002038	0.000700	0.000935	0.599886	0.084090	-75403.702
420	0.143695	0.018319	0.025985	0.001171	0.001797	0.004172	0.004676	0.002844	0.003220	0.032171	0.019082	0.006674	0.002886	0.000369	0.002110	0.001560	0.000369	0.451797	0.069824	-75406.571
430	0.171593	0.020757	0.028142	0.002167	0.001892	0.004383	0.009121	0.007592	0.002921	0.033874	0.020092	0.007028	0.002437	0.000379	0.002223	0.000581	0.000379	0.516315	0.004104	-75399.956
440	0.160550	0.024091	0.014114	0.002425	0.001465	0.004978	0.007816	0.002372	0.004030	0.028261	0.016763	0.008136	0.001682	0.001303	0.001631	0.000701	0.001303	0.534958	0.004104	-75424.345
450	0.204264	0.026161	0.033282	0.004298	0.001132	0.005695	0.003476	0.018544	0.009325	0.030690	0.018204	0.007372	0.001827	0.001659	0.001771	0.000742	0.001659	0.533482	0.004104	-75407.329
460	0.222007	0.018345	0.023480	0.003197	0.002156	0.002790	0.002974	0.005082	0.001120	0.029760	0.017652	0.007149	0.001805	0.000904	0.001863	0.000938	0.000904	0.560057	0.004104	-75470.275
470	0.180364	0.033640	0.024541	0.005241	0.003337	0.002048	0.003226	0.001867	0.002012	0.031105	0.018450	0.007472	0.002024	0.000920	0.002984	0.001220	0.000920	0.703031	0.004104	-75451.606
480	0.188856	0.021307	0.025393	0.004172	0.001699	0.002227	0.006915	0.004857	0.002188	0.033820	0.020060	0.008124	0.002234	0.001983	0.003244	0.001159	0.001983	0.483031	0.004104	-75429.007
490	0.108027	0.019682	0.032093	0.002275	0.002394	0.002875	0.003649	0.017169	0.001884	0.034146	0.020254	0.006244	0.002839	0.002547	0.002836	0.001968	0.002547	0.461724	0.022022	-75435.804
500	0.078478	0.023200	0.034601	0.002460	0.002477	0.001992	0.003439	0.004730	0.003834	0.035327	0.020954	0.006452	0.002942	0.001377	0.003252	0.001891	0.001377	0.474566	0.026869	-75404.151
510	0.102104	0.036749	0.027162	0.003896	0.008040	0.003152	0.006920	0.004658	0.002953	0.039868	0.023647	0.008548	0.002647	0.002401	0.003095	0.000796	0.002401	0.540310	0.026869	-75399.918
520	0.113436	0.028594	0.029090	0.004030	0.003117	0.004709	0.002134	0.007185	0.004661	0.036529	0.021667	0.009123	0.002426	0.002298	0.002932	0.001382	0.002298	0.778094	0.039013	-75424.742
530	0.101670	0.030534	0.037396	0.001637	0.003028	0.004575	0.007993	0.002478	0.007699	0.035488	0.021050	0.008864	0.002604	0.001045	0.002849	0.001011	0.001045	0.511454	0.055088	-75475.193
540	0.104614	0.017949	0.041956	0.001647	0.008962	0.002014	0.003665	0.002469	0.004645	0.035694	0.021172	0.007272	0.002619	0.001061	0.003425	0.002495	0.001061	0.457331	0.006496	-75429.517
550	0.116296	0.013922	0.033977	0.003585	0.005721	0.003494	0.004382	0.006374	0.002220	0.035998	0.021352	0.007333	0.001921	0.001653	0.003499	0.001134	0.001653	0.487647	0.006496	-75448.820
560	0.103436	0.013922	0.024810	0.005149	0.020842	0.004687	0.005469	0.007241	0.000985	0.035998	0.021352	0.007311	0.001844	0.001471	0.002615	0.000909	0.001471	0.586272	0.006496	-75435.979
570	0.131812	0.014428	0.036592	0.005906	0.002537	0.003866	0.002357	0.003480	0.003145	0.037305	0.022127	0.007577	0.001656	0.000452	0.002896	0.000311	0.000452	0.664725	0.006496	-75448.666
580	0.139177	0.022284	0.037779	0.005392	0.018997	0.002202	0.005361	0.002653	0.002842	0.033711	0.019996	0.006847	0.001497	0.000913	0.003611	0.000767	0.000913	0.603451	0.006496	-75422.000
590	0.127751	0.023059	0.039875	0.002216	0.029664	0.002576	0.015177	0.003054	0.002485	0.034884	0.020691	0.007085	0.002995	0.000572	0.003429	0.002264	0.000572	0.508235	0.027728	-75400.012
600	0.140667	0.025304	0.016824	0.002040	0.006454	0.003419	0.058847	0.001623	0.002850	0.032107	0.019044	0.009530	0.002756	0.000190	0.002871	0.002146	0.000190	0.438845	0.003685	-75450.660
610	0.105537	0.026409	0.012133	0.002103	0.002354	0.004480	0.002698	0.004266	0.010696	0.030625	0.016028	0.009351	0.002572	0.000056	0.002830	0.001507	0.000056	0.586728	0.022322	-75397.844
620	0.110904	0.028264	0.006579	0.002135	0.004309	0.003911	0.001951	0.005122	0.005500	0.031023	0.015655	0.012251	0.002603	0.000057	0.002867	0.002369	0.000057	0.415745	0.022322	-75426.010
630	0.147503	0.035972	0.013979	0.002183	0.003903	0.009063	0.004725	0.015151	0.001713	0.031731	0.015665	0.010690	0.002663	0.000058	0.002932	0.001023	0.000058	0.560289	0.074267	-75445.993
640	0.154792	0.022459	0.017392	0.001985	0.002268	0.008653	0.003125	0.002960	0.005316	0.030296	0.015270	0.009281	0.002999	0.000238	0.002800	0.000514	0.000238	0.429161	0.032566	-75417.465
650	0.171378	0.030883	0.008253	0.001799	0.006291	0.004606	0.003029	0.002436	0.004895	0.028778	0.015250	0.010936	0.002971	0.000261	0.004224	0.000135	0.000261	0.476097	0.001213	-75444.256
660	0.110183	0.037141	0.007870	0.001328	0.004947	0.004011	0.002893	0.001775	0.005153	0.028778	0.015212	0.012181	0.003932	0.000358	0.002794	0.000135	0.000358	0.698376	0.001213	-75436.076
670	0.160969	0.029198	0.013153	0.001511	0.001545	0.007951	0.006779	0.002523	0.003250	0.032736	0.017304	0.010860	0.004473	0.000326	0.001924	0.000074	0.000326	0.511214	0.001213	-75447.121
680	0.124015	0.044054	0.017164	0.002160	0.001803	0.009964	0.005047	0.004817	0.002711	0.038215	0.018440	0.011914	0.004644	0.000233	0.002246	0.001098	0.000233	0.620738	0.058314	-75466.319
690	0.118606	0.039641	0.017885	0.002503	0.002587	0.003846	0.002662	0.001429	0.004090	0.035628	0.016291	0.010082	0.003700	0.001132	0.002094	0.000602	0.001132	0.514963	0.035167	-75443.670
700	0.146212	0.034955	0.010215	0.003236	0.009084	0.003439	0.003101	0.006799	0.003408	0.034921	0.016621	0.010784	0.003164	0.001239	0.001911	0.001320	0.001239	0.665234	0.085386	-75446.613
710	0.161185	0.031946	0.010212	0.003397	0.010522	0.003613	0.002841	0.003364	0.003788	0.036687	0.015776	0.011736	0.003324	0.000917	0.002007	0.001407	0.000917	0.698984	0.007044	-75455.377
720	0.209832	0.028089	0.014771	0.005285	0.003671	0.002837	0.003095	0.002178	0.001359	0.037191	0.015847	0.010344	0.003369	0.001055	0.002198	0.001759	0.001055	0.594106	0.060430	-75421.097
730	0.161188	0.030268	0.012926	0.004937	0.003946	0.004224	0.001252	0.002733	0.002602	0.036956	0.016845	0.011347	0.003327	0.001577	0.002184	0.001381	0.001577	0.594106	0.050816	-75415.799
740	0.164070	0.034428	0.026068	0.006036	0.004568	0.006651	0.002362	0.002013	0.006438	0.042327	0.020464	0.010666	0.002834	0.001416	0.002352	0.002117	0.001416	0.507580	0.056307	-75404.922
750	0.145360	0.035375	0.022433	0.005564	0.004278	0.002632	0.003175	0.002950	0.010072	0.039638	0.019164	0.010826	0.002654	0.002004	0.002203	0.001056	0.002004	0.563542	0.057409	-75428.953
760	0.089313	0.032963	0.016414	0.003440	0.003883	0.002547	0.005237	0.001727	0.004031	0.038347	0.018540	0.010297	0.002568	0.001812	0.002131	0.000355	0.001812	0.566789	0.093456	-75428.589
770	0.140101	0.035065	0.030363	0.001610	0.003273	0.002272	0.003559	0.002129	0.002088	0.035447	0.017138	0.006911	0.003187	0.002268	0.002293	0.000549	0.002268	0.591767	0.043793	-75413.609
780	0.128810	0.024802	0.016458	0.002456	0.003416	0.004463	0.002240	0.003026	0.003883	0.037048	0.020252	0.009908	0.003012	0.000983	0.002397	0.000993	0.000983	0.453098	0.021758	-75449.200
790	0.088392	0.024958	0.017185	0.004910	0.003312	0.004327	0.003562	0.005304	0.008585	0.035924	0.019637	0.009130	0.002751	0.000847	0.002324	0.000243	0.000847	0.524152	0.035257	-75423.073
800	0.123168	0.021947	0.020387	0.003019	0.007848	0.003917	0.002905	0.001890	0.001687	0.035373	0.019336	0.008163	0.002359	0.000524	0.003378	0.000210	0.000524	0.421190	0.024079	-75441.654
810	0.121679	0.020251	0.026954	0.008885	0.004389	0.001875	0.002002	0.003656	0.004993	0.032639	0.017841	0.008860	0.001588	0.001104	0.001815	0.000260	0.001104	0.550113	0.024079	-75401.714
820	0.137055	0.020091	0.018756	0.008885	0.002487	0.002627	0.005775	0.009473	0.001096	0.032639	0.017841	0.008860	0.001588	0.001163	0.001611	0.000086	0.001163	0.593285	0.034591	-75417.083
830	0.100728	0.027107	0.024353	0.009847	0.009361	0.002781	0.003082	0.009372	0.005517	0.034085	0.018632	0.009253	0.001659	0.001639	0.001756	0.000089	0.001639	0.704892	0.029979	-75404.767
840	0.138056	0.029127	0.020727	0.003754	0.003432	0.003026	0.001925	0.002013	0.003809	0.030952	0.013900	0.007316	0.001201	0.000291	0.001948	0.000169	0.000291	0.499051	0.018859	-75434.935
850	0.160568	0.023314	0.020039	0.002898	0.002273	0.005377	0.002226	0.003525	0.004724	0.030661	0.013790	0.007378	0.001481	0.000163	0.001929	0.000140	0.000163	0.641669	0.018859	-75443.521
860	0.166694	0.020001	0.022937	0.002272	0.011897	0.004315	0.003103	0.005887	0.002509	0.029206	0.016327	0.007488	0.001633	0.000390	0.002123	0.000091	0.000390	0.471471	0.041965	-75404.073
870	0.169979	0.023982	0.023454	0.002873	0.002392	0.005334	0.002050	0.004558	0.011300	0.029865	0.016696	0.007657	0.001490	0.000790	0.002015	0.000093	0.000790	0.630730	0.076960	-75416.514
880	0.170930	0.033329	0.011024	0.004108	0.006404	0.005416	0.002039	0.003392	0.010434	0.032481	0.018158	0.009238	0.001620	0.000604	0.002192	0.000144	0.000604	0.708459	0.018314	-75429.466
890	0.180003	0.018263	0.022772	0.005562	0.008562	0.004207	0.001986	0.004851	0.001913	0.031641	0.019058	0.008763	0.001578	0.001509	0.002496	0.000140	0.001509	0.532378	0.016421	-75427.786
900	0.259707	0.031511	0.015410	0.005154	0.002106	0.005053	0.002162	0.008121	0.001836	0.031253	0.018824	0.008995	0.001559	0.000726	0.001600	0.000138	0.000726	0.518685	0.016421	-75423.022
910	0.239689	0.020923	0.019410	0.004984	0.009751	0.005435	0.001778	0.003896	0.004008	0.030397	0.018308	0.010084	0.001547	0.001091	0.001556	0.000510	0.001091	0.316523	0.101093	-75413.554
920	0.225454	0.014362	0.020309	0.005216	0.006917	0.005595	0.001755	0.001605	0.004228	0.031290	0.020654	0.010987	0.001592	0.001239	0.001602	0.000169	0.001239	0.588695	0.042904	-75433.156
930	0.250925	0.015705	0.015051	0.005860	0.001930	0.006833	0.001814	0.001527	0.013994	0.030244	0.019963	0.010620	0.001539	0.001216	0.001549	0.000166	0.001216	0.707614	0.021176	-75439.963
940	0.222380	0.012611	0.012049	0.003759	0.001750	0.006199	0.002789	0.003795	0.010243	0.027435	0.021129	0.008637	0.001396	0.000403	0.001405	0.000109	0.000403	0.448810	0.031228	-75432.644
950	0.161343	0.013124	0.021961	0.005303	0.002977	0.006888	0.003415	0.003705	0.004280	0.025576	0.019556	0.008052	0.001038	0.000320	0.001203	0.000187	0.000320	0.503301	0.031228	-75397.913
960	0.138515	0.011151	0.029411	0.003414	0.002787	0.003902	0.003043	0.002181	0.002257	0.023942	0.019402	0.007203	0.001333	0.000668	0.001264	0.000175	0.000668	0.302688	0.030469	-75423.346
970	0.141810	0.013393	0.030056	0.003737	0.008891	0.006678	0.003724	0.016831	0.007136	0.026210	0.020048	0.007693	0.001460	0.001247	0.001383	0.000095	0.001247	0.474498	0.037418	-75418.115
980	0.148244	0.012065	0.027363	0.002746	0.021751	0.003993	0.002767	0.009401	0.014034	0.027328	0.022931	0.008020	0.001817	0.000531	0.002076	0.000429	0.000531	0.439280	0.006687	-75423.602
990	0.159300	0.013762	0.023233	0.004204	0.002994	0.004829	0.002096	0.004229	0.002093	0.027826	0.021707	0.008021	0.001713	0.001530	0.002114	0.001144	0.001530	0.638506	0.006687	-75422.386
1000	0.176497	0.012674	0.031487	0.003303	0.001514	0.006511	0.003631	0.006801	0.003204	0.027091	0.021183	0.007282	0.001772	0.000997	0.001510	0.000877	0.000997	0.426415	0.006687	-75439.871
1010	0.189868	0.013519	0.026675	0.004051	0.005411	0.004991	0.005787	0.006679	0.004234	0.028139	0.022596	0.009291	0.001890	0.001339	0.001611	0.001222	0.001339	0.502055	0.006687	-75387.735
1020	0.192301	0.030339	0.012785	0.005446	0.006325	0.003492	0.003662	0.005593	0.003181	0.028139	0.017392	0.010483	0.001987	0.001250	0.001611	0.001126	0.001250	0.662275	0.002484	-75451.826
1030	0.160415	0.021564	0.012331	0.004058	0.013765	0.003419	0.002369	0.005863	0.004233	0.027139	0.016774	0.010111	0.001917	0.000773	0.001553	0.001284	0.000773	0.681683	0.082628	-75449.864
1040	0.156651	0.016781	0.021771	0.002976	0.003134	0.004795	0.001727	0.006914	0.004014	0.026207	0.016198	0.008788	0.002590	0.002061	0.002096	0.000568	0.002061	0.384585	0.006312	-75451.081
1050	0.099245	0.018122	0.032158	0.002141	0.002872	0.002164	0.006307	0.001903	0.003900	0.025466	0.018004	0.006176	0.003089	0.001458	0.002153	0.001898	0.001458	0.510241	0.021797	-75474.097
1060	0.178288	0.016676	0.034078	0.006245	0.003083	0.002348	0.002792	0.001686	0.000945	0.027335	0.021438	0.006629	0.002801	0.001549	0.002308	0.001313	0.001549	0.516532	0.021797	-75424.776
1070	0.133884	0.006553	0.042891	0.005690	0.002105	0.002897	0.006641	0.013372	0.003470	0.024906	0.020391	0.006040	0.002552	0.001455	0.001904	0.000998	0.001455	0.570001	0.016590	-75383.640
1080	0.159974	0.006519	0.031411	0.007066	0.015674	0.002756	0.002773	0.002814	0.003539	0.024812	0.020335	0.006098	0.002521	0.001438	0.001780	0.000933	0.001438	0.608472	0.016590	-75419.064
1090	0.172755	0.009895	0.042846	0.001653	0.005420	0.002074	0.002226	0.005670	0.003740	0.026218	0.021007	0.006444	0.003225	0.002023	0.002258	0.001229	0.002023	0.779048	0.030365	-75402.404
1100	0.202382	0.007328	0.054555	0.002136	0.002877	0.001451	0.006297	0.002129	0.001486	0.027557	0.022080	0.006773	0.002864	0.000715	0.003132	0.000480	0.000715	0.587331	0.030365	-75430.208
1110	0.220949	0.006669	0.046653	0.003587	0.010387	0.004338	0.002031	0.004601	0.001805	0.027977	0.024278	0.006831	0.002636	0.000167	0.001612	0.001447	0.000167	0.437631	0.018665	-75426.245
1120	0.241003	0.008255	0.043573	0.002155	0.004994	0.001418	0.016549	0.003696	0.005461	0.032116	0.026774	0.007998	0.003026	0.000090	0.002736	0.001739	0.000090	0.674954	0.018665	-75445.207
1130	0.230102	0.008793	0.043490	0.002066	0.001459	0.003208	0.002057	0.006701	0.007189	0.033845	0.028371	0.008461	0.004535	0.000040	0.002895	0.001536	0.000040	0.666658	0.018665	-75452.340
1140	0.199215	0.008372	0.044091	0.003279	0.002355	0.003839	0.002336	0.004552	0.003408	0.032595	0.027545	0.008201	0.002412	0.000038	0.002040	0.001644	0.000038	0.666391	0.018665	-75424.362
1150	0.126392	0.006144	0.030998	0.002099	0.009425	0.005404	0.003601	0.001575	0.002827	0.027043	0.024185	0.006201	0.002101	0.000032	0.001693	0.001663	0.000032	0.547243	0.006472	-75385.013
1160	0.126372	0.009890	0.050719	0.001049	0.005865	0.005026	0.014843	0.007234	0.001624	0.028779	0.023279	0.006599	0.002856	0.000033	0.001802	0.000296	0.000033	0.574675	0.006472	-75390.019
1170	0.145482	0.010567	0.023403	0.001929	0.020968	0.006076	0.002953	0.004415	0.009718	0.030748	0.024872	0.009672	0.001905	0.000035	0.002367	0.000518	0.000035	0.575670	0.016282	-75432.682
1180	0.115246	0.009784	0.024482	0.001658	0.005705	0.007746	0.026202	0.002746	0.003918	0.030931	0.025647	0.009735	0.002093	0.000035	0.001892	0.001769	0.000035	0.513725	0.001690	-75420.272
1190	0.146704	0.007034	0.027458	0.001674	0.019488	0.005845	0.011195	0.010022	0.003226	0.029874	0.025871	0.008994	0.001986	0.000034	0.001832	0.001076	0.000034	0.541091	0.001690	-75385.709
1200	0.159068	0.007400	0.035439	0.001569	0.004422	0.005266	0.003611	0.001689	0.003730	0.027996	0.024321	0.007551	0.001861	0.000082	0.001344	0.000387	0.000082	0.541347	0.001690	-75397.451
1210	0.162713	0.006171	0.032580	0.001515	0.014923	0.010422	0.007056	0.005068	0.004146	0.027036	0.023486	0.007292	0.001797	0.000088	0.001055	0.000222	0.000088	0.464549	0.001690	-75385.577
1220	0.171465	0.008806	0.028789	0.001469	0.003416	0.007087	0.003963	0.001955	0.006109	0.026207	0.021514	0.006665	0.001742	0.000089	0.001474	0.000809	0.000089	0.546592	0.001690	-75412.221
1230	0.182878	0.005659	0.034945	0.001060	0.004631	0.002330	0.004339	0.007006	0.006952	0.026211	0.022804	0.005258	0.002287	0.000083	0.003794	0.000584	0.000083	0.548293	0.048184	-75482.313
1240	0.200203	0.007697	0.043333	0.001351	0.009801	0.003142	0.003792	0.004049	0.003096	0.024649	0.021119	0.004945	0.001763	0.000062	0.001938	0.000546	0.000062	0.376598	0.025840	-75411.997
1250	0.163229	0.010452	0.048313	0.001374	0.002022	0.004968	0.004035	0.002717	0.008102	0.025071	0.021137	0.005030	0.001794	0.000063	0.001458	0.000530	0.000063	0.601001	0.025840	-75424.956
1260	0.148765	0.005800	0.021390	0.001488	0.007311	0.005912	0.004919	0.001930	0.005243	0.026929	0.022529	0.005361	0.001896	0.000040	0.001695	0.000654	0.000040	0.577732	0.025840	-75424.569
1270	0.234838	0.005818	0.039058	0.002512	0.009411	0.004784	0.005500	0.004089	0.002776	0.028537	0.025555	0.005693	0.002056	0.000042	0.001800	0.001321	0.000042	0.359811	0.038849	-75426.859
1280	0.211447	0.004171	0.031981	0.001591	0.007651	0.002520	0.006397	0.001865	0.008101	0.027671	0.024779	0.005520	0.003057	0.000041	0.002694	0.000293	0.000041	0.639728	0.009141	-75424.303
1290	0.161411	0.004305	0.032371	0.003442	0.004235	0.003481	0.008099	0.001896	0.001241	0.026390	0.023639	0.005266	0.001400	0.000043	0.002875	0.000206	0.000043	0.466586	0.009141	-75411.109
1300	0.177308	0.004273	0.029425	0.002827	0.001634	0.004103	0.009064	0.003792	0.005301	0.026196	0.023465	0.005110	0.001028	0.000043	0.001775	0.000835	0.000043	0.469219	0.073288	-75388.043
1310	0.165989	0.004451	0.032984	0.004347	0.003547	0.005416	0.006206	0.002998	0.002780	0.027283	0.024439	0.005365	0.001070	0.000057	0.001597	0.001022	0.000057	0.556844	0.000987	-75433.813
1320	0.183850	0.004009	0.040495	0.003418	0.007463	0.006923	0.001779	0.003173	0.002780	0.027283	0.024439	0.005365	0.002053	0.000057	0.001831	0.001711	0.000057	0.525611	0.000987	-75450.006
1330	0.177192	0.004131	0.032423	0.002950	0.006956	0.005842	0.016422	0.006757	0.001715	0.025529	0.023242	0.005020	0.001921	0.000274	0.001713	0.000311	0.000274	0.545814	0.000987	-75462.483
1340	0.156356	0.004659	0.086721	0.002571	0.005472	0.003046	0.008491	0.022729	0.002480	0.026452	0.024082	0.005202	0.002265	0.002168	0.002723	0.000362	0.002168	0.548574	0.000987	-75422.821
