Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
490	0.003516	0.004336	0.007017	0.007125	0.002714	0.001694	0.014059	0.004147	0.003600	0.008133	0.007404	0.005491	0.005336	0.000013	0.003117	0.000767	0.000013	0.630978	0.940007	-108261.100
500	0.002911	0.002207	0.002631	0.001327	0.002211	0.012401	0.003287	0.005981	0.006068	0.006734	0.006287	0.004638	0.004276	0.000011	0.002032	0.001687	0.000011	0.630978	0.977315	-111272.526
510	0.003220	0.003665	0.001859	0.005146	0.002446	0.001560	0.010761	0.004963	0.007335	0.007448	0.006321	0.005098	0.004253	0.000012	0.004315	0.003114	0.000012	0.918629	0.977315	-107681.506
520	0.003301	0.002776	0.003329	0.002667	0.002508	0.003363	0.015162	0.004817	0.001866	0.007636	0.007084	0.004941	0.004662	0.000012	0.004165	0.002135	0.000012	0.894051	0.713343	-105128.201
530	0.002688	0.009932	0.002324	0.003520	0.001846	0.005663	0.013835	0.009260	0.001983	0.008158	0.007297	0.005436	0.004878	0.000013	0.003865	0.001875	0.000013	0.359145	0.610108	-100437.784
540	0.002791	0.003531	0.002402	0.003366	0.003482	0.003317	0.003565	0.002642	0.011147	0.007074	0.006466	0.004714	0.002007	0.000011	0.004611	0.000602	0.000011	0.170193	0.695158	-110072.535
550	0.004361	0.004263	0.003490	0.002976	0.007598	0.002036	0.002833	0.002008	0.006411	0.008500	0.007759	0.005686	0.004629	0.000014	0.005540	0.000263	0.000014	0.090949	0.398915	-108058.082
560	0.008597	0.009440	0.003904	0.003389	0.010999	0.012278	0.002812	0.012555	0.003561	0.014896	0.012857	0.009964	0.008705	0.000024	0.009709	0.000461	0.000024	0.212254	0.690643	-106189.818
570	0.006554	0.004357	0.001808	0.016846	0.006389	0.004355	0.004347	0.003494	0.003611	0.011356	0.010856	0.008160	0.003243	0.000018	0.004939	0.000662	0.000018	0.947454	0.674299	-102464.590
580	0.002740	0.002331	0.002085	0.005199	0.005725	0.012440	0.003733	0.001614	0.002687	0.006076	0.005809	0.003369	0.002125	0.000010	0.002297	0.001158	0.000010	0.653167	0.403698	-104488.013
590	0.001697	0.007199	0.002009	0.002227	0.002439	0.003129	0.006055	0.005158	0.003003	0.004559	0.003836	0.002374	0.002198	0.000007	0.001903	0.001508	0.000007	0.485457	0.308832	-102509.262
600	0.002354	0.003174	0.003079	0.004552	0.006352	0.004183	0.002310	0.003843	0.003230	0.006886	0.005665	0.003585	0.003441	0.000011	0.003264	0.003112	0.000011	0.260812	0.274697	-109228.579
610	0.003054	0.002173	0.009908	0.004370	0.002719	0.001594	0.002604	0.006368	0.004023	0.009793	0.008930	0.005099	0.004589	0.000016	0.004671	0.001304	0.000016	0.260420	0.269289	-107482.306
620	0.003054	0.002191	0.009908	0.012652	0.002074	0.005697	0.002897	0.012243	0.003044	0.009793	0.008907	0.005099	0.003312	0.000078	0.003394	0.001141	0.000078	0.286148	0.361326	-107854.348
630	0.003376	0.002213	0.010953	0.004943	0.003462	0.004276	0.004789	0.008715	0.003683	0.010826	0.009846	0.005636	0.004410	0.000058	0.004915	0.002022	0.000058	0.284529	0.472080	-105436.032
640	0.003785	0.003987	0.003602	0.002548	0.002164	0.003352	0.007946	0.010717	0.008353	0.012136	0.010729	0.009265	0.003574	0.000142	0.004034	0.002402	0.000142	0.493147	0.317190	-103181.535
650	0.002987	0.003255	0.007304	0.002132	0.001484	0.003284	0.005260	0.003823	0.007531	0.010013	0.008851	0.006607	0.002949	0.000207	0.004733	0.001592	0.000207	0.282143	0.359081	-105958.047
660	0.004155	0.004900	0.007722	0.002374	0.005822	0.005361	0.013248	0.002905	0.003942	0.013926	0.013699	0.010547	0.003975	0.001010	0.005737	0.000286	0.001010	0.170123	0.478428	-102486.009
670	0.001332	0.002250	0.015165	0.002844	0.003338	0.006227	0.005336	0.002128	0.002905	0.005382	0.005295	0.003330	0.001499	0.000600	0.002314	0.000064	0.000600	0.260304	0.348823	-105686.333
680	0.002373	0.001856	0.012650	0.001736	0.005426	0.010772	0.008375	0.002526	0.004293	0.009592	0.009436	0.007263	0.005681	0.000214	0.004165	0.000198	0.000214	0.320992	0.498071	-104581.382
690	0.002971	0.012558	0.004317	0.002813	0.005443	0.005799	0.005635	0.004099	0.005223	0.012006	0.011859	0.011100	0.007240	0.000220	0.008152	0.000259	0.000220	0.230453	0.691065	-104905.247
700	0.002128	0.003850	0.008531	0.002655	0.008409	0.003133	0.002035	0.002691	0.006056	0.008600	0.008146	0.007325	0.003982	0.000189	0.004702	0.000186	0.000189	0.384254	0.755843	-108610.941
710	0.004214	0.005132	0.002884	0.008537	0.007152	0.007235	0.002419	0.007051	0.003751	0.011845	0.011446	0.010165	0.005926	0.000260	0.009483	0.000256	0.000260	0.616580	0.986020	-108194.607
720	0.002337	0.007708	0.002083	0.006494	0.005006	0.007726	0.001887	0.002002	0.005350	0.008290	0.007696	0.006902	0.005293	0.000182	0.001633	0.001244	0.000182	0.887353	0.823384	-107378.892
730	0.001794	0.004196	0.005639	0.006746	0.004018	0.008036	0.002490	0.003747	0.004590	0.006364	0.006277	0.005223	0.003338	0.000062	0.002563	0.002459	0.000062	0.995032	0.734471	-112893.486
740	0.001878	0.003751	0.010525	0.002605	0.005579	0.001989	0.003243	0.004923	0.003022	0.007831	0.007585	0.005591	0.005069	0.000076	0.005153	0.003340	0.000076	0.995032	0.530265	-101957.491
750	0.001399	0.002673	0.003695	0.003557	0.003769	0.002862	0.004982	0.001999	0.002017	0.006473	0.006007	0.005326	0.003213	0.000063	0.004557	0.002145	0.000063	0.676130	0.557954	-105948.924
760	0.001474	0.005391	0.004065	0.003754	0.004094	0.006078	0.005940	0.001764	0.003961	0.006818	0.006521	0.005558	0.003903	0.000066	0.003924	0.000819	0.000066	0.846720	0.429495	-106560.735
770	0.001637	0.008716	0.011826	0.002943	0.002604	0.003045	0.010402	0.001147	0.011695	0.006434	0.005658	0.004092	0.003494	0.000062	0.003013	0.001495	0.000062	0.866813	0.382841	-106851.345
780	0.001176	0.004528	0.003733	0.002835	0.002081	0.002732	0.008048	0.002324	0.010628	0.004621	0.004115	0.003867	0.002279	0.000045	0.003347	0.000128	0.000045	0.871614	0.346813	-111066.208
790	0.001819	0.003421	0.006406	0.007420	0.003566	0.002028	0.001374	0.004353	0.004789	0.006626	0.006522	0.005292	0.002095	0.000075	0.004548	0.001623	0.000075	0.923684	0.210315	-112350.661
800	0.001345	0.003816	0.001662	0.005416	0.004874	0.004496	0.008084	0.001170	0.002790	0.004900	0.004734	0.004544	0.001557	0.000056	0.001413	0.000757	0.000056	0.960748	0.413413	-112290.647
810	0.002681	0.001703	0.004907	0.004185	0.010052	0.011636	0.013099	0.002982	0.002700	0.009761	0.009737	0.009054	0.006601	0.000111	0.005625	0.000101	0.000111	0.893427	0.413413	-108899.151
820	0.001747	0.001842	0.005359	0.006554	0.004227	0.004813	0.001663	0.003375	0.002342	0.006361	0.006352	0.006205	0.004763	0.000072	0.002176	0.000251	0.000072	0.891352	0.453804	-113531.958
830	0.002193	0.006340	0.001887	0.003534	0.006826	0.001442	0.004541	0.002927	0.002317	0.007986	0.007871	0.007601	0.006751	0.000091	0.007036	0.005622	0.000091	0.982499	0.554709	-109940.724
840	0.001590	0.004554	0.003777	0.002134	0.002230	0.003000	0.015486	0.002244	0.004871	0.005956	0.005685	0.005457	0.004899	0.000068	0.004797	0.003023	0.000068	0.938212	0.547872	-109779.496
850	0.001105	0.010787	0.004101	0.002113	0.002034	0.007645	0.005606	0.003969	0.002166	0.004031	0.003917	0.003817	0.002764	0.000046	0.001671	0.000894	0.000046	0.928730	0.540933	-107283.694
860	0.002138	0.016466	0.006133	0.004266	0.004166	0.002674	0.004528	0.001957	0.003422	0.007803	0.007757	0.007347	0.006847	0.000089	0.007244	0.001528	0.000089	0.584306	0.631757	-104672.438
870	0.001528	0.027359	0.007149	0.003664	0.002978	0.004790	0.002458	0.002035	0.003412	0.005577	0.005297	0.005216	0.005114	0.000063	0.002313	0.001856	0.000063	0.506880	0.849360	-108141.512
880	0.003426	0.002492	0.004487	0.014132	0.004222	0.001452	0.003430	0.009529	0.004581	0.012501	0.012413	0.012404	0.007537	0.000129	0.008709	0.006133	0.000129	0.374405	0.956058	-103890.634
890	0.002315	0.001394	0.004499	0.002763	0.002853	0.004484	0.004759	0.004148	0.001689	0.008449	0.008389	0.008374	0.007427	0.000087	0.004732	0.000981	0.000087	0.196520	0.918114	-105876.871
900	0.001996	0.003853	0.003429	0.005565	0.002634	0.005228	0.005203	0.007208	0.003195	0.006818	0.006758	0.005717	0.004531	0.000070	0.004557	0.004049	0.000070	0.033532	0.927316	-109653.520
910	0.003218	0.006737	0.009402	0.003546	0.003657	0.006805	0.003916	0.002202	0.009425	0.010992	0.010894	0.009925	0.008625	0.000143	0.005395	0.005181	0.000143	0.182038	0.505329	-104773.045
920	0.002287	0.006291	0.003962	0.001542	0.004343	0.003470	0.004474	0.002743	0.004592	0.008186	0.008065	0.008020	0.006602	0.000107	0.004289	0.001674	0.000107	0.182038	0.739874	-103307.397
930	0.002988	0.002279	0.008254	0.006755	0.005851	0.001764	0.002077	0.003612	0.003840	0.010697	0.010482	0.010336	0.007387	0.000139	0.008220	0.003080	0.000139	0.327557	0.844996	-104192.337
940	0.002894	0.002241	0.008019	0.008899	0.002526	0.002583	0.003069	0.002886	0.014990	0.008946	0.008700	0.008206	0.006950	0.000117	0.003628	0.001665	0.000117	0.199205	0.876084	-106661.703
950	0.002894	0.002688	0.006022	0.009614	0.002559	0.007614	0.002585	0.015114	0.002395	0.008946	0.008404	0.008039	0.007343	0.000117	0.004029	0.002816	0.000117	0.609899	0.580392	-111587.028
960	0.002161	0.001785	0.006724	0.011250	0.001571	0.001314	0.008211	0.003348	0.003440	0.005309	0.004750	0.004383	0.003835	0.001223	0.004312	0.002806	0.001223	0.473050	0.884429	-107694.983
970	0.002180	0.002100	0.008719	0.018893	0.002508	0.004616	0.003990	0.004967	0.008073	0.005354	0.004790	0.004621	0.003252	0.000862	0.004604	0.001584	0.000862	0.241627	0.862400	-113440.194
980	0.002180	0.002687	0.006955	0.018753	0.001666	0.012185	0.005778	0.004732	0.003634	0.005354	0.004666	0.004185	0.003015	0.000796	0.003847	0.000726	0.000796	0.384898	0.909691	-103249.207
990	0.007188	0.011033	0.005559	0.003492	0.002312	0.004894	0.003913	0.006470	0.004444	0.010777	0.009377	0.008150	0.008027	0.004953	0.006825	0.005684	0.004953	0.051993	0.848216	-103027.039
1000	0.012739	0.003437	0.014537	0.004334	0.003279	0.003426	0.004416	0.002954	0.002256	0.014041	0.012986	0.010619	0.010458	0.004979	0.007824	0.002752	0.004979	0.101599	0.893868	-102474.067
1010	0.008746	0.002964	0.008081	0.009601	0.002500	0.006501	0.008136	0.003676	0.002449	0.009640	0.008731	0.007056	0.005102	0.001482	0.004546	0.001934	0.001482	0.005723	0.696767	-104930.084
1020	0.008654	0.002953	0.009393	0.009579	0.003570	0.003627	0.004044	0.008102	0.009670	0.009539	0.008658	0.006615	0.005654	0.000914	0.005424	0.000846	0.000914	0.005723	0.551393	-107122.138
1030	0.005227	0.010742	0.008485	0.003544	0.002055	0.004869	0.004094	0.004864	0.004081	0.005154	0.004593	0.003563	0.003551	0.001021	0.002726	0.001932	0.001021	0.005723	0.409610	-107002.143
1040	0.008351	0.022199	0.002456	0.002247	0.003284	0.003734	0.008537	0.003422	0.003113	0.008236	0.007599	0.007009	0.006208	0.002172	0.004876	0.001585	0.002172	0.005723	0.846432	-105607.180
1050	0.004720	0.004317	0.006261	0.003466	0.002237	0.003663	0.002269	0.003183	0.002850	0.008909	0.008590	0.007657	0.006138	0.002178	0.005890	0.002775	0.002178	0.157820	0.905823	-102250.521
1060	0.004262	0.001235	0.003261	0.005879	0.002020	0.004093	0.005179	0.004031	0.003683	0.008043	0.007952	0.007005	0.002959	0.001628	0.003779	0.002906	0.001628	0.387616	0.855644	-104198.448
1070	0.004101	0.003595	0.008089	0.004731	0.003408	0.008550	0.006352	0.004610	0.004181	0.007740	0.007566	0.007067	0.003767	0.000321	0.004317	0.001807	0.000321	0.480203	0.966231	-112805.923
1080	0.002786	0.003151	0.002726	0.002496	0.003236	0.002506	0.011178	0.002059	0.005320	0.005257	0.004963	0.004239	0.002745	0.000218	0.002639	0.001105	0.000218	0.760879	0.390564	-114617.084
1090	0.003686	0.003994	0.003124	0.004892	0.001984	0.002051	0.003983	0.003624	0.002345	0.005680	0.005210	0.004844	0.003304	0.000225	0.002805	0.002408	0.000225	0.552765	0.154931	-107484.001
1100	0.003041	0.007571	0.004339	0.002452	0.002209	0.002914	0.003262	0.004624	0.013638	0.004686	0.004261	0.004080	0.003246	0.000297	0.002209	0.002066	0.000297	0.356261	0.239070	-107145.413
1110	0.003217	0.006830	0.004077	0.001887	0.005741	0.002673	0.005953	0.006519	0.003814	0.004958	0.004495	0.004177	0.003763	0.002131	0.003039	0.000797	0.002131	0.147969	0.247283	-107388.128
1120	0.004417	0.006887	0.004098	0.021338	0.002044	0.003399	0.011886	0.002087	0.005368	0.007940	0.007070	0.006694	0.002615	0.001573	0.005270	0.000952	0.001573	0.090922	0.076242	-108167.952
1130	0.005457	0.004466	0.002047	0.004075	0.004739	0.003374	0.005134	0.003606	0.007920	0.009809	0.008956	0.008270	0.006348	0.001776	0.005866	0.002887	0.001776	0.429915	0.081683	-106672.038
1140	0.003857	0.002474	0.004098	0.004066	0.002656	0.011505	0.007358	0.003022	0.004333	0.006934	0.006524	0.005473	0.001810	0.000936	0.002057	0.000214	0.000936	0.511108	0.200341	-106278.241
1150	0.003718	0.002661	0.008290	0.005447	0.003561	0.003798	0.003031	0.003268	0.008250	0.006683	0.006426	0.003660	0.002210	0.001063	0.003153	0.000602	0.001063	0.491549	0.116877	-109174.515
1160	0.004543	0.004232	0.003357	0.003697	0.005313	0.004594	0.003356	0.002997	0.004306	0.012429	0.011951	0.007276	0.005278	0.000781	0.004429	0.002144	0.000781	0.938381	0.244793	-101591.944
1170	0.004032	0.005376	0.001184	0.002832	0.002323	0.006491	0.008076	0.004567	0.003093	0.011030	0.010623	0.007795	0.004645	0.000820	0.007215	0.003605	0.000820	0.873040	0.243866	-104353.850
1180	0.003633	0.014872	0.001250	0.003055	0.011271	0.006283	0.002082	0.008297	0.004010	0.011607	0.010817	0.008274	0.004644	0.000616	0.007048	0.004040	0.000616	0.953122	0.157460	-103689.170
1190	0.003018	0.003850	0.001688	0.001095	0.002799	0.012791	0.011626	0.003004	0.002595	0.009370	0.008734	0.006234	0.004359	0.001785	0.004927	0.003808	0.001785	0.839816	0.078834	-103064.539
1200	0.002413	0.009114	0.002171	0.006932	0.004823	0.006241	0.005238	0.007225	0.002369	0.011874	0.011249	0.007875	0.002644	0.001803	0.005097	0.001234	0.001803	0.775148	0.217929	-105382.088
1210	0.002372	0.014805	0.002444	0.002100	0.003442	0.004299	0.005113	0.008045	0.006671	0.011671	0.009650	0.008397	0.003959	0.001320	0.006238	0.003097	0.001320	0.924391	0.295072	-102918.426
1220	0.002538	0.005614	0.001970	0.002444	0.003597	0.002559	0.011039	0.002491	0.012984	0.010909	0.010497	0.008032	0.003222	0.001505	0.003142	0.000214	0.001505	0.708675	0.369046	-105114.118
1230	0.002868	0.003129	0.002019	0.001205	0.008917	0.003841	0.003464	0.005527	0.003064	0.011169	0.011009	0.005963	0.004361	0.000746	0.001220	0.000364	0.000746	0.900929	0.485999	-101658.974
1240	0.006031	0.003758	0.004501	0.002487	0.009124	0.021181	0.002073	0.007417	0.003795	0.023489	0.023153	0.011221	0.006722	0.001298	0.003653	0.003163	0.001298	0.874034	0.475127	-106517.831
1250	0.006997	0.003699	0.005447	0.007480	0.003910	0.001790	0.005722	0.002113	0.008743	0.027250	0.026721	0.013018	0.005821	0.001966	0.009425	0.003779	0.001966	0.944981	0.201707	-100943.943
1260	0.010692	0.012677	0.003229	0.004172	0.002216	0.008077	0.006605	0.002233	0.004583	0.026616	0.026100	0.011213	0.008384	0.003179	0.007381	0.005868	0.003179	0.730708	0.272387	-103667.459
1270	0.008484	0.011711	0.004995	0.002775	0.006116	0.003820	0.002564	0.003461	0.001939	0.029676	0.026619	0.012501	0.011902	0.005257	0.008273	0.006771	0.005257	0.695962	0.408436	-100985.290
1280	0.006423	0.014001	0.003535	0.003040	0.003274	0.002522	0.002015	0.002069	0.005479	0.022468	0.019580	0.009711	0.008135	0.004163	0.006145	0.003785	0.004163	0.499662	0.658870	-100196.574
1290	0.005980	0.002678	0.006348	0.004249	0.004265	0.002181	0.002611	0.003035	0.006244	0.020918	0.019165	0.008633	0.006353	0.003466	0.005398	0.004010	0.003466	0.667963	0.482038	-103033.268
1300	0.002826	0.000929	0.003099	0.002844	0.004791	0.007374	0.002208	0.005171	0.004735	0.009197	0.008207	0.003796	0.002855	0.000750	0.001719	0.000409	0.000750	0.710482	0.639805	-103688.481
1310	0.005226	0.001717	0.005731	0.008808	0.015299	0.001709	0.002632	0.008142	0.001721	0.017009	0.015178	0.007020	0.004208	0.002509	0.003407	0.000728	0.002509	0.656373	0.636063	-95679.525
1320	0.003956	0.001915	0.002392	0.004737	0.006989	0.003237	0.003967	0.004613	0.005110	0.014525	0.012480	0.006173	0.005123	0.002068	0.002818	0.001197	0.002068	0.684611	0.351638	-100319.498
1330	0.007881	0.005197	0.006131	0.012661	0.004361	0.003736	0.002446	0.003527	0.002766	0.029889	0.022894	0.012167	0.007625	0.002805	0.005427	0.003159	0.002805	0.670968	0.041396	-96593.759
