Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10u	theta_11j	theta_12j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10u	tau_11j	phi_j<-i	lnL
210	0.087186	0.021301	0.040528	0.002151	0.002850	0.002772	0.001950	0.045835	0.023402	0.005627	0.002379	0.003173	0.000707	0.616420	-75683.734
220	0.110500	0.021260	0.036047	0.001615	0.004111	0.005596	0.002667	0.053602	0.024573	0.007101	0.003001	0.002418	0.000441	0.606102	-75692.181
230	0.094526	0.019713	0.036343	0.002588	0.003541	0.007431	0.010801	0.054664	0.026357	0.008368	0.003219	0.003114	0.000735	0.699044	-75726.883
240	0.089876	0.025130	0.021481	0.002833	0.003876	0.005624	0.004164	0.059843	0.025288	0.009161	0.003524	0.003409	0.001244	0.604207	-75711.684
250	0.078813	0.041678	0.016885	0.004106	0.004237	0.002484	0.003789	0.059843	0.018734	0.011240	0.003261	0.003409	0.001840	0.616605	-75655.724
260	0.065854	0.041771	0.010490	0.003996	0.003410	0.002534	0.001955	0.070155	0.019710	0.011826	0.003431	0.004245	0.002713	0.567218	-75691.219
270	0.069992	0.033549	0.021869	0.004215	0.002679	0.001116	0.002957	0.066150	0.019244	0.011546	0.003350	0.004835	0.000720	0.656803	-75722.717
280	0.069093	0.042222	0.006697	0.004793	0.001607	0.002060	0.002435	0.054480	0.015849	0.012196	0.002162	0.004916	0.001277	0.458087	-75657.010
290	0.081419	0.032005	0.005500	0.004155	0.002131	0.006537	0.003056	0.053301	0.017436	0.015227	0.002608	0.004573	0.001907	0.633759	-75684.653
300	0.099087	0.038263	0.006899	0.003849	0.001979	0.008888	0.002579	0.049514	0.016224	0.011578	0.002423	0.004248	0.002266	0.509772	-75693.566
310	0.090763	0.046000	0.005494	0.003946	0.002371	0.001857	0.002620	0.050307	0.016275	0.013817	0.002462	0.003864	0.000378	0.617738	-75751.311
320	0.110365	0.031884	0.005250	0.003354	0.002265	0.005861	0.005337	0.048067	0.016009	0.013202	0.003014	0.003692	0.000128	0.583533	-75665.255
330	0.127005	0.020835	0.007833	0.003849	0.001739	0.003025	0.002405	0.040367	0.015345	0.012632	0.001774	0.004387	0.000122	0.583533	-75695.708
340	0.142793	0.046733	0.005237	0.002256	0.001744	0.002072	0.002234	0.037497	0.014113	0.010835	0.003137	0.003785	0.000124	0.485442	-75685.279
350	0.129324	0.042023	0.008081	0.004006	0.001640	0.002306	0.004494	0.041162	0.015903	0.010952	0.002620	0.003947	0.001492	0.521707	-75683.157
360	0.118116	0.034037	0.008081	0.005009	0.001233	0.002745	0.014083	0.041162	0.016221	0.010952	0.002620	0.005000	0.001502	0.593941	-75721.974
370	0.077579	0.027255	0.006038	0.007286	0.001160	0.001717	0.002379	0.038723	0.015213	0.011519	0.002465	0.004704	0.002121	0.615103	-75690.041
380	0.098861	0.039045	0.004103	0.006580	0.004277	0.005859	0.006305	0.038723	0.015024	0.012921	0.002465	0.004347	0.002035	0.518602	-75684.143
390	0.112553	0.036491	0.009101	0.005970	0.003213	0.004787	0.002364	0.041777	0.017202	0.012190	0.002465	0.004780	0.001040	0.671886	-75804.547
400	0.119213	0.024801	0.006679	0.006217	0.007603	0.003365	0.004796	0.038973	0.016047	0.013279	0.002299	0.003728	0.000455	0.475115	-75669.801
410	0.103948	0.034472	0.004828	0.004751	0.007234	0.002072	0.003715	0.043399	0.015623	0.013330	0.003577	0.004699	0.002477	0.402994	-75674.180
420	0.097123	0.032531	0.007324	0.003441	0.006938	0.003448	0.001986	0.039638	0.016501	0.010733	0.002739	0.003825	0.002391	0.389963	-75755.958
430	0.085634	0.048836	0.021568	0.002778	0.002932	0.016067	0.005196	0.037482	0.015604	0.007366	0.002590	0.004802	0.001236	0.452297	-75738.728
440	0.112217	0.027108	0.023990	0.002388	0.003112	0.014260	0.002835	0.037982	0.017646	0.006447	0.002750	0.004897	0.001490	0.386580	-75748.881
450	0.192302	0.035057	0.013926	0.002347	0.006434	0.004836	0.007285	0.039791	0.016673	0.008585	0.002943	0.003176	0.001534	0.411496	-75776.715
460	0.186416	0.039165	0.006651	0.002178	0.007122	0.002205	0.001821	0.039791	0.016673	0.014086	0.002943	0.003176	0.000456	0.450644	-75679.592
470	0.194946	0.020215	0.006665	0.003393	0.004115	0.002084	0.013274	0.039541	0.017819	0.013948	0.002925	0.003390	0.001661	0.534622	-75706.943
480	0.202626	0.038211	0.005868	0.003112	0.001788	0.004544	0.006353	0.039541	0.017287	0.013948	0.002925	0.003390	0.000129	0.737315	-75712.416
490	0.175554	0.032928	0.019355	0.007062	0.002322	0.004293	0.004995	0.039541	0.018125	0.014268	0.003667	0.002641	0.000138	0.515436	-75782.476
500	0.124866	0.019955	0.009408	0.006104	0.003745	0.006016	0.004278	0.033866	0.015524	0.011603	0.001598	0.003179	0.000118	0.515436	-75732.675
510	0.119527	0.038382	0.006681	0.007196	0.004598	0.003490	0.007427	0.035310	0.015912	0.013245	0.001666	0.004481	0.000221	0.565499	-75704.590
520	0.091527	0.042127	0.009437	0.003124	0.003425	0.003721	0.002691	0.035310	0.014499	0.010686	0.001666	0.004481	0.001179	0.599421	-75722.531
530	0.121650	0.032301	0.010825	0.002283	0.004851	0.002310	0.001239	0.045668	0.017381	0.010970	0.002033	0.005521	0.001273	0.523106	-75622.177
540	0.110731	0.029397	0.010507	0.002315	0.005808	0.005732	0.002667	0.041310	0.016871	0.010648	0.001973	0.004639	0.000339	0.479768	-75737.798
550	0.140418	0.023951	0.011291	0.002283	0.006598	0.003625	0.002795	0.044390	0.018129	0.011442	0.002277	0.002547	0.000365	0.444826	-75795.271
560	0.081826	0.034359	0.011385	0.002303	0.008521	0.004274	0.002746	0.044761	0.018280	0.011538	0.002296	0.002902	0.001171	0.514221	-75687.680
570	0.078655	0.019380	0.013966	0.002209	0.006624	0.027890	0.001715	0.042953	0.023751	0.011072	0.002203	0.002785	0.000934	0.516236	-75759.062
580	0.097705	0.020673	0.024102	0.002287	0.005672	0.003312	0.005552	0.047626	0.026334	0.012276	0.002443	0.003087	0.002214	0.611176	-75668.722
590	0.065935	0.020577	0.019419	0.004404	0.003209	0.002769	0.003264	0.041437	0.019458	0.010842	0.002157	0.003685	0.001495	0.625980	-75690.325
600	0.092140	0.027685	0.026616	0.007534	0.002124	0.008170	0.005398	0.047761	0.018591	0.011693	0.002327	0.003974	0.000589	0.542088	-75638.653
610	0.122188	0.020444	0.014870	0.005528	0.001823	0.004460	0.007032	0.039589	0.017542	0.011033	0.002196	0.004052	0.000671	0.619466	-75754.683
620	0.107429	0.044089	0.009072	0.006571	0.003954	0.005501	0.004349	0.045282	0.019976	0.012564	0.002500	0.003245	0.001713	0.568898	-75717.654
630	0.119160	0.028969	0.008354	0.004895	0.005484	0.004875	0.005840	0.041697	0.018394	0.011569	0.002302	0.002988	0.001004	0.422010	-75650.183
640	0.119923	0.025199	0.013413	0.002725	0.006181	0.001842	0.003255	0.042614	0.018798	0.011824	0.002353	0.003600	0.001500	0.420117	-75698.488
650	0.151384	0.030637	0.015655	0.003353	0.002667	0.003214	0.004111	0.040812	0.018004	0.008150	0.002253	0.005221	0.001460	0.407734	-75698.600
660	0.095023	0.030710	0.019734	0.003597	0.004633	0.016365	0.010910	0.046442	0.022421	0.008046	0.002417	0.004304	0.000609	0.453477	-75679.507
670	0.108088	0.038062	0.031207	0.003276	0.003794	0.018722	0.002380	0.042296	0.020420	0.007328	0.002201	0.003775	0.001701	0.496894	-75724.415
680	0.152011	0.014685	0.035206	0.004251	0.006127	0.013065	0.004945	0.038794	0.026024	0.007328	0.002201	0.002276	0.000381	0.552070	-75753.533
690	0.147326	0.010427	0.028505	0.004700	0.002625	0.004044	0.006767	0.036014	0.029496	0.006803	0.001550	0.003754	0.000802	0.536486	-75744.500
700	0.150406	0.006729	0.043836	0.003593	0.004883	0.008185	0.006200	0.037591	0.031994	0.007579	0.001618	0.002998	0.000938	0.413984	-75750.846
710	0.125917	0.006663	0.013183	0.003339	0.003696	0.006473	0.002830	0.034934	0.029631	0.007523	0.001504	0.003405	0.001382	0.788092	-75716.283
720	0.096068	0.006049	0.059637	0.003588	0.002798	0.007369	0.013131	0.034934	0.029631	0.006392	0.001504	0.003896	0.001263	0.601232	-75782.516
730	0.132283	0.004251	0.038676	0.001571	0.004113	0.002227	0.007852	0.035475	0.032456	0.005904	0.003093	0.002963	0.000760	0.432363	-75681.517
740	0.153989	0.005116	0.043814	0.001793	0.002497	0.002013	0.001202	0.039602	0.034425	0.006591	0.003420	0.005219	0.001928	0.633960	-75711.714
750	0.132173	0.005645	0.039970	0.001775	0.004297	0.003482	0.006392	0.039202	0.034077	0.007201	0.003206	0.003427	0.001378	0.475302	-75678.916
760	0.106858	0.005056	0.026015	0.001596	0.001683	0.003825	0.003736	0.035254	0.030745	0.006476	0.002883	0.004799	0.002013	0.589333	-75762.281
770	0.118552	0.006259	0.030028	0.001221	0.004560	0.002792	0.002686	0.035704	0.032005	0.006566	0.003211	0.002609	0.001445	0.473283	-75749.346
780	0.151295	0.006578	0.035882	0.005758	0.000981	0.001452	0.002418	0.036432	0.031398	0.005671	0.001855	0.004778	0.001409	0.628844	-75684.702
790	0.139856	0.006578	0.044795	0.001157	0.001658	0.002179	0.002418	0.036432	0.031398	0.005671	0.003834	0.004167	0.002626	0.553214	-75694.691
800	0.113439	0.005490	0.049281	0.001299	0.002370	0.003263	0.002989	0.033472	0.029412	0.005253	0.003177	0.003105	0.002393	0.433991	-75648.154
810	0.119930	0.011683	0.026329	0.001721	0.002550	0.003127	0.009877	0.041811	0.029123	0.006852	0.004501	0.004022	0.002702	0.558693	-75732.714
820	0.112672	0.021258	0.028373	0.003338	0.003333	0.002048	0.001760	0.036353	0.019250	0.006618	0.002444	0.002526	0.001726	0.777290	-75765.840
830	0.078120	0.017249	0.029786	0.004944	0.002662	0.001791	0.004807	0.041311	0.027257	0.007352	0.002777	0.002919	0.001357	0.509868	-75768.857
840	0.081557	0.027823	0.032334	0.003771	0.003165	0.005401	0.003716	0.038275	0.016842	0.005489	0.002539	0.002221	0.002082	0.416576	-75702.118
850	0.109064	0.027702	0.036541	0.003090	0.002508	0.004385	0.003440	0.037140	0.019017	0.006888	0.002464	0.002815	0.002230	0.600626	-75692.113
860	0.091001	0.020470	0.027997	0.002663	0.001894	0.009973	0.003477	0.036509	0.018694	0.006171	0.002518	0.003891	0.001292	0.523063	-75689.322
870	0.149560	0.013401	0.035978	0.002834	0.004043	0.004821	0.004077	0.038861	0.023201	0.007429	0.002680	0.003215	0.000159	0.577832	-75691.387
880	0.125132	0.023424	0.034583	0.002534	0.005348	0.001877	0.002932	0.037215	0.021096	0.007115	0.002566	0.002282	0.000160	0.681082	-75674.163
890	0.102938	0.024891	0.022367	0.002690	0.004291	0.001840	0.002879	0.039546	0.022418	0.007560	0.002730	0.003157	0.000170	0.566879	-75715.490
900	0.104219	0.018903	0.035723	0.002759	0.002585	0.001862	0.002879	0.038026	0.022418	0.007560	0.002356	0.005043	0.000954	0.529352	-75693.948
910	0.101032	0.038638	0.016586	0.001802	0.002186	0.001092	0.006905	0.036373	0.016880	0.006164	0.003215	0.003438	0.002012	0.535592	-75657.891
920	0.136033	0.011546	0.024599	0.001383	0.002100	0.003430	0.008068	0.033618	0.023714	0.005697	0.004267	0.002854	0.001329	0.756524	-75678.154
930	0.119432	0.014256	0.022993	0.005705	0.004524	0.003839	0.001999	0.033618	0.021261	0.010811	0.002633	0.002410	0.001442	0.688002	-75678.844
940	0.133968	0.017564	0.020067	0.003814	0.006954	0.008797	0.002169	0.034154	0.021600	0.008927	0.002912	0.002448	0.001284	0.696396	-75689.031
950	0.115373	0.014442	0.057810	0.001985	0.002929	0.003148	0.007598	0.036066	0.026613	0.006825	0.003961	0.003050	0.002374	0.575179	-75785.936
960	0.124356	0.011678	0.025345	0.002677	0.003235	0.003948	0.001641	0.039828	0.029389	0.010273	0.004281	0.003368	0.002489	0.346664	-75734.812
970	0.105895	0.015096	0.025524	0.009954	0.005443	0.003672	0.001648	0.039454	0.024328	0.008634	0.003576	0.002416	0.001113	0.794184	-75672.609
980	0.108353	0.022188	0.030649	0.003306	0.002235	0.003218	0.002432	0.038893	0.023982	0.007715	0.003525	0.004300	0.000993	0.588929	-75762.884
990	0.110301	0.026926	0.022287	0.003685	0.003226	0.005237	0.004696	0.036761	0.019930	0.006534	0.003369	0.004429	0.001519	0.758729	-75667.986
1000	0.149733	0.016081	0.027511	0.004614	0.002255	0.003705	0.007734	0.037748	0.022656	0.006709	0.003773	0.004333	0.003191	0.607744	-75741.458
1010	0.163605	0.016425	0.032439	0.003825	0.004066	0.003106	0.003910	0.037748	0.026718	0.006709	0.003080	0.003096	0.001611	0.499218	-75706.716
1020	0.138450	0.014720	0.030332	0.002456	0.004868	0.003999	0.002864	0.034889	0.025274	0.006201	0.001827	0.003511	0.001146	0.499218	-75703.571
1030	0.136576	0.013835	0.035691	0.001593	0.003427	0.002719	0.006015	0.032791	0.023754	0.006053	0.002177	0.003274	0.001490	0.648358	-75638.528
1040	0.168633	0.013937	0.023638	0.001605	0.004180	0.016854	0.003529	0.033033	0.023929	0.007929	0.002193	0.003158	0.001018	0.434567	-75741.465
1050	0.105777	0.011929	0.023073	0.001272	0.003380	0.002516	0.015140	0.028272	0.020481	0.006706	0.001989	0.003942	0.000289	0.531237	-75720.514
1060	0.144193	0.011480	0.028038	0.001385	0.002851	0.002573	0.004762	0.027210	0.019711	0.006833	0.001722	0.003668	0.000262	0.667861	-75730.609
1070	0.150212	0.016574	0.034799	0.002030	0.002966	0.003723	0.008835	0.030730	0.022261	0.008785	0.002321	0.003695	0.000231	0.625555	-75747.453
1080	0.113298	0.011162	0.025943	0.001208	0.003793	0.007443	0.002560	0.027499	0.019921	0.007862	0.002845	0.002376	0.000283	0.482829	-75693.480
1090	0.115167	0.012319	0.018276	0.001333	0.003356	0.002085	0.002236	0.030348	0.021985	0.008676	0.003140	0.003682	0.001470	0.593222	-75707.653
1100	0.125054	0.015908	0.026270	0.001503	0.003761	0.011207	0.004552	0.034202	0.022867	0.009747	0.003538	0.004840	0.002413	0.514264	-75731.478
1110	0.109163	0.019169	0.022233	0.002002	0.006329	0.005457	0.005719	0.036153	0.022377	0.009556	0.003740	0.004417	0.001276	0.688567	-75747.437
1120	0.135857	0.016974	0.033543	0.004753	0.003369	0.002490	0.002611	0.035027	0.021680	0.009258	0.002107	0.002912	0.001754	0.490587	-75702.298
1130	0.136693	0.012510	0.022585	0.005766	0.004124	0.010206	0.007774	0.035550	0.022004	0.009396	0.002138	0.002955	0.001324	0.678301	-75757.465
1140	0.126962	0.007639	0.025984	0.003681	0.003877	0.009104	0.004610	0.032985	0.026493	0.008718	0.001984	0.001951	0.001388	0.677674	-75706.156
1150	0.115076	0.008492	0.036545	0.002555	0.003469	0.002149	0.012470	0.029515	0.023706	0.007801	0.001775	0.001746	0.001669	0.595310	-75680.231
1160	0.124745	0.010863	0.049458	0.003244	0.003242	0.005799	0.005565	0.037483	0.027919	0.009907	0.002254	0.002217	0.000504	0.538372	-75712.033
1170	0.128707	0.021275	0.028873	0.005014	0.002425	0.009868	0.011434	0.049483	0.027541	0.012619	0.002655	0.004329	0.001444	0.664821	-75633.200
1180	0.101728	0.022036	0.017084	0.004044	0.001919	0.002820	0.003661	0.046613	0.025944	0.011887	0.002501	0.004654	0.001053	0.773312	-75761.056
1190	0.147226	0.019441	0.030665	0.007528	0.002477	0.001465	0.008953	0.044805	0.024937	0.011426	0.002404	0.003645	0.001554	0.545930	-75697.363
1200	0.132074	0.021244	0.029406	0.006602	0.001922	0.002485	0.012189	0.042663	0.027923	0.013709	0.002289	0.003922	0.001946	0.570447	-75786.867
1210	0.140442	0.011771	0.028323	0.004346	0.002674	0.004561	0.003900	0.041224	0.027508	0.011068	0.002212	0.003161	0.001321	0.627442	-75717.932
1220	0.124230	0.019690	0.033166	0.005999	0.002201	0.002118	0.003276	0.045057	0.030066	0.012097	0.003247	0.004141	0.001870	0.698247	-75662.196
1230	0.142407	0.041487	0.023409	0.005590	0.002622	0.005219	0.003624	0.047828	0.023822	0.013384	0.003593	0.004402	0.001867	0.556940	-75742.296
1240	0.113887	0.012008	0.029876	0.002734	0.004783	0.001844	0.003358	0.040361	0.027678	0.011294	0.003853	0.002284	0.000670	0.498894	-75710.408
1250	0.124774	0.023423	0.017631	0.002534	0.004933	0.004584	0.003113	0.037407	0.022015	0.010468	0.003571	0.002642	0.001177	0.563196	-75753.897
1260	0.105089	0.029580	0.016435	0.003512	0.003608	0.002174	0.003835	0.036604	0.017877	0.009758	0.003329	0.002463	0.002157	0.519876	-75682.034
1270	0.120407	0.030687	0.035993	0.003074	0.005855	0.002373	0.004459	0.034327	0.016765	0.009151	0.003367	0.002847	0.000438	0.678346	-75748.261
1280	0.120660	0.020224	0.016261	0.001552	0.003268	0.002748	0.002572	0.029802	0.020625	0.007944	0.004945	0.003472	0.000285	0.633733	-75744.159
1290	0.133731	0.017266	0.017069	0.004127	0.001915	0.004345	0.003150	0.026210	0.018140	0.006987	0.001223	0.003419	0.001092	0.425217	-75672.280
1300	0.108681	0.013320	0.018647	0.003890	0.005232	0.005425	0.017923	0.024706	0.019430	0.005932	0.001153	0.002016	0.000536	0.615533	-75700.992
1310	0.128491	0.020707	0.020460	0.004506	0.005842	0.003529	0.008664	0.028620	0.018897	0.009105	0.001335	0.003642	0.000959	0.710338	-75704.004
1320	0.098968	0.019259	0.011889	0.004191	0.003283	0.005475	0.002940	0.026620	0.017576	0.010490	0.001242	0.002961	0.000998	0.616325	-75700.680
1330	0.107931	0.016274	0.015931	0.011191	0.003262	0.002788	0.003115	0.029280	0.019332	0.011538	0.001366	0.003257	0.001327	0.610443	-75680.307
1340	0.142941	0.018301	0.016453	0.005624	0.001756	0.004973	0.002042	0.030240	0.019966	0.011916	0.001411	0.005034	0.001328	0.612437	-75679.326
1350	0.111069	0.018980	0.010876	0.004948	0.003097	0.014611	0.002017	0.027317	0.018036	0.013403	0.001275	0.002813	0.000967	0.378046	-75735.328
1360	0.165176	0.012650	0.017421	0.010812	0.004614	0.010795	0.009815	0.033242	0.022595	0.016310	0.001551	0.003423	0.001533	0.650347	-75708.503
1370	0.105968	0.006695	0.017654	0.008669	0.001995	0.013391	0.020418	0.026653	0.020843	0.014370	0.001244	0.004062	0.000905	0.540713	-75704.348
1380	0.111879	0.005430	0.016891	0.008294	0.002256	0.007738	0.003569	0.025502	0.022107	0.013750	0.001190	0.003349	0.001165	0.582251	-75698.218
1390	0.151959	0.003143	0.022334	0.006275	0.001790	0.005501	0.006634	0.020234	0.017832	0.007109	0.000944	0.002657	0.000434	0.569089	-75603.566
1400	0.170870	0.005475	0.037640	0.004355	0.003115	0.000970	0.002151	0.022956	0.018915	0.007058	0.001070	0.002572	0.000150	0.332252	-75659.445
1410	0.195807	0.004888	0.034228	0.004882	0.004879	0.019658	0.002719	0.025494	0.022397	0.007838	0.001188	0.002856	0.000595	0.426893	-75658.681
1420	0.199141	0.003458	0.026576	0.003287	0.004363	0.003753	0.003151	0.029541	0.027614	0.007366	0.001376	0.003544	0.000825	0.426893	-75581.874
1430	0.175421	0.003051	0.025715	0.002900	0.002992	0.002486	0.002912	0.026065	0.024365	0.006499	0.001214	0.003104	0.000271	0.553178	-75762.309
1440	0.184947	0.003070	0.027609	0.002918	0.004312	0.008841	0.002995	0.026225	0.024513	0.006539	0.001222	0.003663	0.000128	0.377638	-75708.359
1450	0.197626	0.002948	0.032330	0.002802	0.003294	0.002526	0.004246	0.025184	0.023541	0.006587	0.001173	0.003488	0.000621	0.500547	-75679.195
1460	0.163681	0.002431	0.040842	0.002322	0.002414	0.000756	0.001475	0.023224	0.021722	0.006078	0.001199	0.003920	0.000262	0.638882	-75679.328
1470	0.177481	0.003368	0.023201	0.004364	0.002135	0.014979	0.003020	0.022198	0.021194	0.005933	0.001146	0.004558	0.000770	0.398697	-75561.149
1480	0.221623	0.003106	0.036635	0.005064	0.003632	0.006452	0.011692	0.025760	0.024595	0.006885	0.001330	0.004002	0.001241	0.612389	-75697.885
1490	0.222479	0.003241	0.030109	0.005752	0.003709	0.007455	0.003391	0.026881	0.025665	0.007529	0.001388	0.003346	0.000652	0.603964	-75705.649
1500	0.204670	0.003059	0.063177	0.002561	0.004572	0.003101	0.001628	0.025372	0.024225	0.005321	0.001782	0.003446	0.001274	0.358546	-75698.317
1510	0.168657	0.003206	0.030813	0.000925	0.003105	0.004185	0.001706	0.026592	0.025390	0.005036	0.003733	0.003587	0.000543	0.484993	-75675.571
1520	0.147393	0.002310	0.048188	0.001667	0.010199	0.002381	0.003050	0.027994	0.026431	0.005970	0.002737	0.001599	0.001193	0.599254	-75662.530
1530	0.163382	0.002307	0.053804	0.001108	0.007537	0.004459	0.003046	0.027952	0.026392	0.005961	0.002995	0.002856	0.002384	0.470581	-75692.249
1540	0.157947	0.002348	0.046288	0.001375	0.003871	0.001947	0.009735	0.027338	0.025028	0.005981	0.002934	0.003054	0.001231	0.433724	-75644.864
1550	0.186209	0.003087	0.028382	0.001749	0.005882	0.004312	0.004564	0.025372	0.023229	0.007481	0.002295	0.002176	0.002133	0.484876	-75785.924
1560	0.145165	0.003084	0.024347	0.001747	0.009758	0.003691	0.002817	0.025340	0.023199	0.007471	0.002292	0.002173	0.001935	0.304119	-75683.439
1570	0.158700	0.008315	0.031617	0.002542	0.002406	0.003620	0.002488	0.027423	0.023589	0.008085	0.002481	0.004092	0.001869	0.614524	-75724.249
1580	0.133168	0.004107	0.032828	0.002248	0.004638	0.003507	0.002200	0.024252	0.021794	0.007398	0.002194	0.002126	0.000791	0.466622	-75792.938
1590	0.128838	0.004477	0.054273	0.003155	0.006571	0.006214	0.006640	0.025683	0.023278	0.007850	0.002320	0.002256	0.000400	0.615264	-75700.471
1600	0.111002	0.004603	0.022725	0.003213	0.002815	0.016122	0.011617	0.026152	0.024141	0.007993	0.002362	0.002297	0.001672	0.510131	-75653.633
1610	0.138761	0.004762	0.027449	0.002935	0.002971	0.002043	0.002705	0.027714	0.026021	0.007192	0.002771	0.003876	0.001400	0.428008	-75665.464
1620	0.169684	0.004564	0.038568	0.001903	0.006505	0.001686	0.002738	0.025899	0.023879	0.006824	0.003825	0.002493	0.002255	0.628079	-75647.602
1630	0.124223	0.004090	0.026741	0.002152	0.004769	0.001654	0.002701	0.025556	0.023563	0.007925	0.003734	0.002071	0.001894	0.481908	-75791.594
1640	0.109185	0.005987	0.028248	0.002292	0.002833	0.002909	0.006291	0.026392	0.022800	0.008184	0.003856	0.002138	0.001462	0.459637	-75685.885
1650	0.098618	0.005874	0.023756	0.003125	0.002841	0.006474	0.001370	0.026469	0.023192	0.008208	0.003033	0.002144	0.000592	0.601803	-75669.418
1660	0.134554	0.005980	0.020116	0.003463	0.004762	0.005071	0.002717	0.028316	0.023160	0.009095	0.003360	0.002376	0.000786	0.499212	-75823.392
1670	0.142741	0.018792	0.039513	0.003258	0.003216	0.002070	0.001659	0.033385	0.019704	0.010723	0.003962	0.003353	0.002268	0.525206	-75704.330
1680	0.162740	0.019821	0.019505	0.004851	0.003392	0.004661	0.001750	0.035214	0.020783	0.010234	0.004179	0.003536	0.001496	0.582800	-75729.897
1690	0.146699	0.051860	0.048092	0.003173	0.005381	0.005167	0.007974	0.039317	0.018584	0.011729	0.004666	0.003438	0.000425	0.443296	-75711.443
1700	0.123439	0.030863	0.017601	0.005725	0.002272	0.003433	0.004362	0.037422	0.022740	0.011164	0.002521	0.006052	0.001289	0.506568	-75643.088
1710	0.146229	0.016652	0.015511	0.004315	0.002958	0.001959	0.002798	0.036224	0.022013	0.009250	0.002440	0.004653	0.002070	0.490964	-75765.742
1720	0.140548	0.015861	0.030666	0.008847	0.003565	0.004034	0.010303	0.038429	0.027009	0.008445	0.002589	0.004386	0.001052	0.682142	-75666.800
1730	0.139837	0.016082	0.022743	0.001577	0.003672	0.004349	0.006235	0.031028	0.018754	0.006818	0.004270	0.002211	0.000807	0.559599	-75696.831
1740	0.108879	0.012651	0.026567	0.001312	0.003230	0.005743	0.001540	0.027953	0.021817	0.005943	0.004553	0.001851	0.001758	0.514190	-75637.419
1750	0.134336	0.047043	0.023004	0.004587	0.002329	0.002389	0.005244	0.033402	0.017210	0.007102	0.003031	0.003554	0.000170	0.541550	-75679.314
1760	0.128963	0.027860	0.012267	0.005540	0.003133	0.002900	0.002623	0.034380	0.017715	0.007369	0.002684	0.001981	0.000543	0.678039	-75679.105
