Gen	theta_6PmunDintDgolDcelDlud	theta_7DintDgolDcelDlud	theta_8DgolDcelDlud	theta_9DcelDlud	tau_6PmunDintDgolDcelDlud	tau_7DintDgolDcelDlud	tau_8DgolDcelDlud	tau_9DcelDlud	lnL
810	0.008220	0.020893	0.014526	0.003167	0.075351	0.020211	0.007174	0.004645	-76562.621
820	0.011054	0.024788	0.018683	0.004195	0.085005	0.024223	0.008573	0.005541	-76778.991
830	0.010795	0.025543	0.027546	0.007719	0.083238	0.022987	0.009231	0.002061	-76564.770
840	0.018389	0.034963	0.014505	0.008068	0.080025	0.022602	0.009750	0.006158	-76509.946
850	0.021879	0.024602	0.024270	0.007974	0.072366	0.022840	0.008076	0.004631	-76589.858
860	0.028800	0.015161	0.025582	0.007666	0.072702	0.021280	0.006460	0.002675	-76559.024
870	0.019124	0.031506	0.031304	0.004533	0.075050	0.023946	0.007146	0.004425	-76632.398
880	0.029153	0.011685	0.024318	0.004040	0.068594	0.029676	0.007055	0.003501	-76700.647
890	0.040553	0.025491	0.021434	0.003383	0.081863	0.040938	0.008714	0.006087	-76572.465
900	0.046709	0.036082	0.025066	0.008805	0.071318	0.023610	0.007450	0.005200	-76580.539
910	0.032821	0.025553	0.015531	0.004759	0.069108	0.027260	0.007531	0.002986	-76580.792
920	0.047587	0.024348	0.022407	0.002840	0.066001	0.024379	0.008377	0.006191	-76461.154
930	0.039502	0.042121	0.020882	0.003729	0.069320	0.019123	0.008057	0.006340	-76602.237
940	0.041333	0.039189	0.014027	0.009081	0.067629	0.019436	0.009295	0.002689	-76483.709
950	0.021762	0.034327	0.017402	0.006419	0.079570	0.023065	0.006544	0.002714	-76529.031
960	0.018344	0.031157	0.031243	0.005503	0.080149	0.022429	0.006911	0.003531	-76707.669
970	0.040934	0.044293	0.020878	0.004589	0.073430	0.015762	0.006786	0.003243	-76679.440
980	0.026321	0.031456	0.017380	0.009442	0.086599	0.022047	0.008026	0.003458	-76667.420
990	0.024090	0.035109	0.016768	0.007009	0.083933	0.019154	0.008160	0.003379	-76532.861
1000	0.011244	0.044446	0.014512	0.004134	0.085231	0.019154	0.009456	0.005729	-76848.366
1010	0.009334	0.051284	0.020467	0.002573	0.089166	0.022806	0.009482	0.007194	-76692.967
1020	0.008672	0.038613	0.022961	0.004876	0.089915	0.020352	0.009234	0.004026	-76602.560
1030	0.008619	0.037031	0.009028	0.007665	0.095352	0.017553	0.010832	0.005527	-76554.293
1040	0.008850	0.035385	0.007498	0.008852	0.087667	0.015318	0.010342	0.003729	-76433.102
1050	0.009493	0.038518	0.013107	0.006662	0.103211	0.016936	0.012053	0.005505	-76521.157
1060	0.024285	0.041505	0.011172	0.011687	0.079954	0.014579	0.009552	0.003768	-76475.470
1070	0.012228	0.040268	0.010550	0.007431	0.081327	0.013768	0.009020	0.002121	-76433.788
1080	0.017444	0.035877	0.007304	0.001430	0.075197	0.012718	0.008332	0.006616	-76617.366
1090	0.012615	0.053003	0.003879	0.001721	0.090613	0.015256	0.012381	0.007911	-76731.905
1100	0.008881	0.080546	0.003309	0.004719	0.091678	0.014906	0.012448	0.002916	-76830.266
1110	0.007152	0.046529	0.002861	0.008190	0.080411	0.012889	0.010764	0.002188	-76535.649
1120	0.009586	0.044560	0.004891	0.011829	0.108119	0.016211	0.013155	0.004818	-76486.365
1130	0.005187	0.052194	0.003823	0.010591	0.082771	0.012145	0.010726	0.002281	-76672.463
1140	0.004061	0.057437	0.004220	0.008407	0.081662	0.011980	0.009643	0.002796	-76429.571
1150	0.003281	0.045146	0.003440	0.007098	0.079736	0.011115	0.009038	0.003677	-76526.783
1160	0.003005	0.063466	0.004426	0.008902	0.100268	0.013941	0.011167	0.004613	-76727.069
1170	0.002770	0.044376	0.004133	0.003518	0.089970	0.012559	0.010159	0.005504	-76738.952
1180	0.003739	0.052964	0.009299	0.005688	0.110979	0.015512	0.011391	0.005194	-76603.087
1190	0.002377	0.035907	0.006768	0.001762	0.090795	0.011826	0.008763	0.007013	-76431.063
1200	0.002817	0.053820	0.005582	0.007807	0.083602	0.009507	0.007191	0.003419	-76785.255
1210	0.002934	0.041912	0.008018	0.007190	0.097122	0.010121	0.006810	0.001969	-76308.645
1220	0.003851	0.060768	0.009195	0.003725	0.108589	0.011607	0.007810	0.004999	-76803.638
1230	0.003790	0.055761	0.009721	0.007377	0.095499	0.010763	0.007720	0.004724	-76518.835
1240	0.004424	0.056568	0.006873	0.004906	0.102348	0.011417	0.008802	0.006185	-76787.576
1250	0.004185	0.042172	0.011737	0.007880	0.090860	0.009746	0.008303	0.002431	-76402.266
1260	0.007962	0.038929	0.023908	0.008943	0.094080	0.018068	0.010411	0.004035	-76722.383
1270	0.006053	0.021745	0.008389	0.016809	0.085579	0.015164	0.011990	0.003351	-76460.425
1280	0.006313	0.065263	0.013931	0.005414	0.100947	0.016916	0.011390	0.004700	-76666.381
1290	0.005447	0.040964	0.033782	0.008193	0.086578	0.014548	0.008492	0.004042	-76534.321
1300	0.005793	0.041429	0.011497	0.008997	0.102555	0.016408	0.009578	0.004558	-76650.968
1310	0.008869	0.043774	0.009917	0.005943	0.098734	0.019473	0.013583	0.009719	-76514.191
1320	0.004616	0.018912	0.028747	0.005446	0.074472	0.023774	0.008107	0.005924	-76695.654
1330	0.004003	0.028916	0.019937	0.005084	0.087045	0.025911	0.008398	0.003116	-76545.843
1340	0.007676	0.032806	0.020355	0.003590	0.092499	0.021238	0.008832	0.007159	-76605.160
1350	0.008715	0.034510	0.017163	0.004525	0.084145	0.024692	0.008884	0.005113	-76566.872
1360	0.005069	0.012895	0.026141	0.003026	0.092392	0.038702	0.009441	0.007573	-76668.974
1370	0.008378	0.016101	0.025054	0.006387	0.098544	0.032421	0.009626	0.003729	-76621.607
1380	0.006271	0.020657	0.031940	0.008964	0.078491	0.018646	0.007450	0.001592	-76707.340
1390	0.013874	0.030287	0.014695	0.011646	0.089459	0.025663	0.012265	0.005405	-76575.100
1400	0.013198	0.039525	0.016282	0.013317	0.093441	0.024226	0.012650	0.002867	-76651.380
1410	0.014325	0.024177	0.015762	0.010901	0.094607	0.024757	0.010159	0.004139	-76502.998
1420	0.015284	0.017273	0.023664	0.001953	0.082318	0.026432	0.007126	0.005582	-76742.250
1430	0.012684	0.033569	0.017439	0.002805	0.084197	0.025951	0.006426	0.004942	-76709.859
1440	0.027060	0.022187	0.031890	0.002263	0.071705	0.023919	0.005001	0.003982	-76254.157
1450	0.022100	0.047687	0.017396	0.004332	0.079949	0.014834	0.004698	0.002357	-76630.499
1460	0.010416	0.022170	0.041505	0.007047	0.095076	0.029076	0.004517	0.002223	-76588.010
1470	0.007784	0.009816	0.035118	0.003844	0.087127	0.042581	0.004306	0.003832	-76454.443
1480	0.008120	0.010778	0.052374	0.002584	0.088032	0.033431	0.003959	0.002782	-76736.072
1490	0.009310	0.016336	0.058686	0.001772	0.089888	0.033187	0.004256	0.002991	-76614.949
1500	0.007935	0.021444	0.029242	0.001491	0.079430	0.024643	0.004156	0.003147	-76622.690
1510	0.007571	0.021389	0.038652	0.003569	0.071491	0.027373	0.003830	0.002929	-76663.100
1520	0.010222	0.022350	0.036341	0.009676	0.088298	0.029704	0.004550	0.002640	-76544.935
1530	0.014575	0.029464	0.024984	0.003154	0.096096	0.027752	0.004828	0.004141	-76686.317
1540	0.005442	0.013897	0.030206	0.003442	0.076364	0.030278	0.004198	0.003260	-76522.979
1550	0.006365	0.027707	0.021670	0.005771	0.086061	0.026186	0.005173	0.003130	-76537.185
1560	0.009639	0.029269	0.022671	0.004339	0.101004	0.016945	0.005395	0.004684	-76624.921
1570	0.020599	0.026767	0.016674	0.003862	0.083495	0.024306	0.005106	0.004169	-76600.383
1580	0.021503	0.032581	0.027496	0.010063	0.088419	0.020585	0.005196	0.002877	-76506.299
1590	0.012034	0.026656	0.024975	0.005147	0.081750	0.019974	0.005385	0.004090	-76540.372
1600	0.009861	0.027123	0.024383	0.010798	0.093411	0.026267	0.006317	0.002682	-76650.488
1610	0.009967	0.023338	0.036696	0.009275	0.099109	0.027308	0.006567	0.004163	-76663.823
1620	0.008012	0.018083	0.022304	0.010854	0.084887	0.026247	0.005694	0.002474	-76627.401
1630	0.004226	0.012666	0.020052	0.009310	0.085371	0.028114	0.008291	0.003431	-76760.899
1640	0.004666	0.030200	0.025729	0.009389	0.086617	0.029434	0.008681	0.003460	-76747.209
1650	0.004721	0.035338	0.028465	0.007958	0.098766	0.021667	0.006685	0.002954	-76620.129
1660	0.004805	0.032262	0.018803	0.003077	0.084773	0.018997	0.007144	0.004564	-76503.071
1670	0.003677	0.039022	0.029657	0.003206	0.104883	0.026917	0.008878	0.006820	-76652.847
1680	0.003472	0.042764	0.022875	0.011533	0.114657	0.031853	0.011199	0.003095	-76716.474
1690	0.002415	0.038265	0.025581	0.005395	0.085944	0.026816	0.008439	0.003249	-76609.364
1700	0.002151	0.025151	0.030558	0.002614	0.100016	0.032558	0.009099	0.007797	-76559.430
1710	0.004132	0.020443	0.031607	0.005403	0.088928	0.034308	0.008177	0.006093	-76762.003
1720	0.004880	0.035661	0.024177	0.006090	0.091721	0.023056	0.010014	0.006576	-76738.362
1730	0.006782	0.025188	0.019018	0.007230	0.094915	0.021926	0.009861	0.005371	-76761.442
1740	0.006212	0.028983	0.019121	0.006733	0.077432	0.017035	0.008458	0.004248	-76828.023
1750	0.006208	0.029231	0.027443	0.004389	0.077255	0.017008	0.008444	0.003145	-76586.377
1760	0.008477	0.020514	0.023168	0.005101	0.090867	0.026691	0.010600	0.003948	-76727.426
1770	0.008068	0.024235	0.015865	0.011492	0.079199	0.024122	0.009579	0.002129	-76588.884
1780	0.010149	0.018697	0.016700	0.005887	0.083642	0.026505	0.010723	0.005669	-76488.236
1790	0.016482	0.019499	0.025392	0.007451	0.076076	0.027135	0.010701	0.004008	-76730.923
1800	0.007552	0.016612	0.020483	0.008787	0.083351	0.026328	0.010383	0.003199	-76510.000
1810	0.010758	0.024431	0.030790	0.003976	0.087756	0.023901	0.009723	0.007071	-76604.898
1820	0.007872	0.024322	0.043458	0.002598	0.091344	0.033265	0.009293	0.006695	-76655.106
1830	0.008664	0.014397	0.048190	0.011003	0.092320	0.027689	0.010447	0.003152	-76715.695
1840	0.006262	0.024349	0.026068	0.005070	0.099061	0.026019	0.009508	0.006657	-76579.219
1850	0.007137	0.027686	0.026805	0.007325	0.103137	0.028635	0.009199	0.005408	-76499.151
1860	0.007837	0.025367	0.028351	0.007351	0.096958	0.025248	0.007851	0.005427	-76602.577
1870	0.008024	0.036023	0.013702	0.006630	0.072056	0.021460	0.006673	0.004347	-76546.798
1880	0.008514	0.041778	0.010689	0.005975	0.076538	0.016788	0.007061	0.004847	-76599.435
1890	0.007051	0.060336	0.017960	0.006591	0.102969	0.018902	0.007664	0.005176	-76571.327
1900	0.007138	0.041004	0.021538	0.011867	0.081928	0.017816	0.006244	0.004245	-76476.590
1910	0.009694	0.058224	0.014043	0.004303	0.080489	0.017192	0.007071	0.004924	-76512.769
1920	0.008494	0.026510	0.013576	0.005202	0.084124	0.019461	0.006690	0.004536	-76515.296
1930	0.010380	0.043007	0.024015	0.004049	0.084258	0.014978	0.005890	0.005105	-76729.699
1940	0.007295	0.024815	0.020940	0.004043	0.074796	0.014583	0.004957	0.003918	-76435.802
1950	0.015616	0.047280	0.017414	0.043970	0.087019	0.016062	0.005460	0.000697	-76484.128
1960	0.009318	0.044327	0.015877	0.021322	0.085183	0.014644	0.004978	0.003993	-76523.868
1970	0.007775	0.029625	0.027686	0.017778	0.104518	0.017219	0.005125	0.002878	-76503.097
1980	0.013808	0.031423	0.020724	0.003083	0.086653	0.018614	0.004996	0.002991	-76492.723
1990	0.015103	0.042196	0.022288	0.002216	0.080569	0.014451	0.004869	0.004026	-76690.546
2000	0.013028	0.028055	0.021132	0.002014	0.082522	0.018447	0.004643	0.004028	-76316.477
2010	0.006137	0.036507	0.026021	0.002899	0.093126	0.017455	0.004455	0.002892	-76711.038
2020	0.007514	0.038737	0.026274	0.003309	0.093392	0.019869	0.004913	0.002992	-76319.582
2030	0.008819	0.029126	0.024268	0.003815	0.099266	0.021416	0.005969	0.002444	-76639.774
2040	0.006388	0.036998	0.022326	0.007756	0.095382	0.021827	0.005518	0.002266	-76618.041
2050	0.005820	0.026730	0.016800	0.004611	0.105349	0.019333	0.005583	0.003582	-76700.699
2060	0.007001	0.020438	0.016380	0.001983	0.095918	0.025150	0.005730	0.005023	-76624.886
2070	0.005694	0.018744	0.043268	0.008353	0.089574	0.022176	0.005038	0.002738	-76517.456
2080	0.003143	0.041271	0.020224	0.009184	0.089856	0.021036	0.004593	0.001529	-76763.847
2090	0.003228	0.060010	0.021570	0.003445	0.084262	0.016529	0.004582	0.002579	-76443.610
2100	0.002385	0.034228	0.020236	0.003732	0.093373	0.018243	0.004554	0.003105	-76478.903
2110	0.003313	0.045199	0.030366	0.004684	0.102811	0.018511	0.004768	0.003626	-76573.495
2120	0.003921	0.043759	0.016063	0.003678	0.078619	0.012554	0.004338	0.001629	-76596.015
2130	0.005643	0.043504	0.015429	0.003040	0.097381	0.017017	0.005735	0.003446	-76541.977
2140	0.005278	0.033356	0.018652	0.005164	0.091688	0.019446	0.005047	0.002615	-76610.291
2150	0.005714	0.023590	0.022910	0.003419	0.097122	0.028084	0.005635	0.004519	-76851.153
2160	0.005375	0.022650	0.024500	0.003017	0.090986	0.016785	0.004739	0.003801	-76608.149
2170	0.004170	0.017661	0.026099	0.005798	0.089030	0.023713	0.004202	0.002299	-76636.252
2180	0.003576	0.019802	0.038796	0.001754	0.086113	0.033645	0.004200	0.003835	-76431.613
2190	0.004469	0.026647	0.039094	0.001919	0.085039	0.027003	0.004595	0.004195	-76414.786
2200	0.003216	0.020656	0.038001	0.002710	0.101821	0.031705	0.004513	0.004120	-76543.547
2210	0.003653	0.015960	0.025753	0.001999	0.090492	0.030087	0.004423	0.004038	-76698.836
2220	0.003531	0.011944	0.028431	0.002000	0.090181	0.034201	0.004426	0.004041	-76495.892
2230	0.003154	0.010899	0.029661	0.007250	0.092531	0.042361	0.004912	0.002982	-76565.957
2240	0.003486	0.005783	0.017991	0.007108	0.096776	0.039341	0.004404	0.003089	-76624.075
2250	0.003747	0.005803	0.026404	0.005485	0.087020	0.036386	0.004232	0.003210	-76601.980
2260	0.003354	0.007700	0.035928	0.002783	0.099201	0.037447	0.004905	0.004378	-76754.388
2270	0.002884	0.009361	0.031783	0.002523	0.094030	0.034700	0.004832	0.004313	-76492.830
2280	0.002176	0.013562	0.020621	0.002434	0.084976	0.028190	0.004661	0.004161	-76730.193
2290	0.002190	0.037300	0.014900	0.004374	0.090191	0.018677	0.004865	0.003534	-76504.704
2300	0.002648	0.048619	0.023468	0.003400	0.095313	0.019006	0.004966	0.003424	-76548.004
2310	0.001998	0.043493	0.012724	0.008182	0.102597	0.016878	0.004877	0.003094	-76465.545
2320	0.001894	0.036723	0.019801	0.004776	0.103189	0.016523	0.004774	0.004200	-76645.261
2330	0.001639	0.045878	0.031111	0.004227	0.094985	0.016219	0.004686	0.004123	-76345.709
2340	0.002006	0.035410	0.029210	0.005318	0.108515	0.019115	0.005523	0.004859	-76612.732
2350	0.001804	0.029659	0.018476	0.004574	0.097950	0.025365	0.004977	0.004080	-76710.884
2360	0.002305	0.012773	0.024507	0.004278	0.090113	0.030514	0.004655	0.003816	-76560.867
2370	0.001459	0.011263	0.023850	0.004017	0.089654	0.035051	0.006629	0.006079	-76506.812
2380	0.002482	0.009559	0.024626	0.001808	0.098108	0.041056	0.006713	0.006155	-76800.883
2390	0.002853	0.012120	0.022272	0.001558	0.089240	0.034527	0.006442	0.005907	-76854.228
2400	0.002446	0.010469	0.019339	0.002852	0.094687	0.026831	0.006293	0.005770	-76535.773
2410	0.003127	0.010125	0.024469	0.005158	0.085642	0.028362	0.006400	0.004742	-76482.509
2420	0.003209	0.008768	0.020677	0.004570	0.083176	0.029995	0.005408	0.004803	-76531.607
2430	0.004290	0.006918	0.030566	0.010067	0.095405	0.040374	0.006072	0.003415	-76593.033
2440	0.003505	0.009474	0.027919	0.007458	0.101477	0.047350	0.007911	0.001872	-76776.327
2450	0.005723	0.013378	0.037969	0.001774	0.103376	0.041016	0.008532	0.007253	-76637.632
2460	0.006125	0.008982	0.032400	0.004107	0.090705	0.037734	0.008067	0.006254	-76712.722
2470	0.006258	0.007929	0.023620	0.005472	0.089151	0.041674	0.008067	0.003813	-76813.564
2480	0.005044	0.007256	0.034245	0.003022	0.090323	0.039741	0.007552	0.006052	-76495.605
2490	0.005463	0.004552	0.025835	0.003461	0.087483	0.039596	0.007582	0.004825	-76677.629
2500	0.006318	0.005768	0.024110	0.005594	0.088990	0.036774	0.007764	0.003273	-76742.311
2510	0.005298	0.009303	0.026510	0.009035	0.100634	0.033945	0.007764	0.001884	-76678.442
2520	0.007172	0.006887	0.027333	0.004923	0.087150	0.032942	0.006646	0.004145	-76491.038
2530	0.003910	0.005336	0.039764	0.009071	0.094707	0.038797	0.006534	0.003600	-76779.970
2540	0.005070	0.006798	0.033831	0.009693	0.089282	0.035323	0.007969	0.003820	-76753.464
2550	0.004369	0.007416	0.035651	0.009242	0.096500	0.032479	0.007892	0.003783	-76764.219
2560	0.004498	0.006757	0.028421	0.006110	0.091008	0.033208	0.010873	0.007465	-76674.254
2570	0.005550	0.010117	0.015346	0.012974	0.084698	0.033990	0.008925	0.003546	-76682.731
2580	0.008721	0.016685	0.026566	0.006880	0.087129	0.025934	0.007682	0.003707	-76528.569
2590	0.012401	0.034974	0.030428	0.009605	0.090388	0.023397	0.008531	0.003274	-76534.082
2600	0.010718	0.033823	0.053054	0.004074	0.084042	0.025169	0.005873	0.004267	-76586.217
2610	0.014091	0.048035	0.035470	0.006754	0.080945	0.017194	0.006171	0.002354	-76620.970
2620	0.006970	0.052127	0.025939	0.003850	0.091261	0.020081	0.007207	0.003863	-76496.131
2630	0.006339	0.026936	0.029911	0.002773	0.075871	0.022390	0.006217	0.003991	-76630.471
2640	0.004979	0.038973	0.029397	0.004928	0.090209	0.018711	0.005436	0.003151	-76560.712
2650	0.004927	0.027958	0.020928	0.005251	0.095232	0.027615	0.006383	0.003637	-76502.384
2660	0.002671	0.036565	0.023369	0.004158	0.081907	0.021639	0.005731	0.003704	-76359.539
2670	0.003311	0.015652	0.030922	0.009237	0.084366	0.030288	0.006209	0.003420	-76452.935
2680	0.003847	0.022065	0.029471	0.005002	0.090098	0.025254	0.006182	0.004394	-76469.277
2690	0.002187	0.026291	0.016309	0.006721	0.079719	0.023342	0.005770	0.002417	-76613.797
2700	0.003492	0.015876	0.033438	0.002594	0.110267	0.042383	0.007767	0.006638	-76654.410
2710	0.003063	0.019848	0.027609	0.001558	0.092463	0.033122	0.006627	0.005664	-76765.341
2720	0.003961	0.015250	0.021276	0.004866	0.101590	0.029354	0.006345	0.004431	-76658.937
2730	0.003390	0.012015	0.017806	0.004509	0.081931	0.030778	0.006232	0.004613	-76617.508
2740	0.003481	0.023904	0.029939	0.005684	0.097282	0.036223	0.008097	0.005815	-76501.445
2750	0.003099	0.024865	0.016296	0.004377	0.085554	0.024857	0.011085	0.005865	-76640.348
2760	0.003105	0.040228	0.020383	0.040668	0.094341	0.022145	0.011762	0.001480	-76507.010
2770	0.003941	0.026440	0.020126	0.006993	0.078715	0.020264	0.007493	0.004127	-76647.653
2780	0.005128	0.054770	0.014368	0.010231	0.092331	0.017177	0.008594	0.002813	-76503.304
2790	0.003497	0.040500	0.028129	0.003904	0.103018	0.020795	0.008907	0.006105	-76576.052
2800	0.003002	0.033939	0.050031	0.002184	0.103333	0.024893	0.008943	0.007874	-76594.536
2810	0.003888	0.032450	0.027182	0.004289	0.105741	0.037022	0.011118	0.007706	-76573.874
2820	0.003813	0.030035	0.027776	0.003211	0.098864	0.026337	0.009499	0.007848	-76590.063
