Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10u	theta_11j	theta_12j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10u	tau_11j	phi_j<-i	lnL
130	0.006242	0.004250	0.004605	0.001610	0.005386	0.001210	0.001450	0.033706	0.029622	0.025772	0.007594	0.007470	0.004363	0.646125	-92886.468
140	0.002789	0.001679	0.001967	0.003627	0.002874	0.002562	0.002195	0.014366	0.012236	0.010646	0.003598	0.006872	0.000414	0.544428	-95117.272
150	0.003330	0.002347	0.002471	0.001850	0.006275	0.007949	0.002403	0.023348	0.020370	0.018013	0.010227	0.013025	0.000648	0.369607	-96177.091
160	0.005337	0.004446	0.002442	0.002678	0.015017	0.002049	0.002161	0.024551	0.020684	0.019717	0.004636	0.007634	0.003342	0.150083	-95900.934
170	0.003726	0.004613	0.002142	0.002052	0.009909	0.000959	0.002140	0.017138	0.014438	0.013764	0.012211	0.006596	0.001086	0.199355	-94535.846
180	0.003570	0.004669	0.003962	0.001607	0.005545	0.001962	0.003664	0.026453	0.023059	0.020487	0.016755	0.017187	0.008509	0.482999	-92902.530
190	0.002713	0.002469	0.002567	0.003837	0.007818	0.004203	0.004398	0.015225	0.013649	0.011713	0.004704	0.008265	0.000480	0.267724	-96107.967
200	0.005031	0.004198	0.008145	0.001656	0.027141	0.002766	0.002624	0.028231	0.025656	0.019950	0.016039	0.016757	0.012206	0.257247	-95658.204
210	0.007918	0.003580	0.004658	0.002022	0.039809	0.003838	0.002849	0.030983	0.027195	0.022594	0.017298	0.017575	0.003802	0.243315	-96729.039
220	0.006237	0.004164	0.003022	0.002415	0.042777	0.002865	0.002795	0.046781	0.042065	0.037697	0.028747	0.020974	0.006202	0.294115	-97303.406
230	0.005388	0.003077	0.003983	0.002544	0.016501	0.003620	0.001854	0.040413	0.036527	0.029678	0.012362	0.022649	0.006767	0.390701	-90624.891
240	0.001983	0.001451	0.003977	0.002384	0.009786	0.004356	0.004765	0.018348	0.017264	0.012052	0.005188	0.010747	0.004625	0.437297	-95864.657
250	0.004400	0.002133	0.004890	0.001828	0.008547	0.003787	0.002890	0.031298	0.028984	0.021419	0.016450	0.019952	0.006104	0.475631	-96060.448
260	0.004367	0.001304	0.003012	0.002254	0.006316	0.002899	0.004254	0.018062	0.016476	0.012307	0.009252	0.011514	0.005685	0.453888	-94735.983
270	0.005247	0.001537	0.002995	0.008657	0.006828	0.012359	0.002183	0.021699	0.019888	0.014786	0.012146	0.014039	0.003292	0.191782	-94589.900
280	0.006087	0.002531	0.002600	0.003409	0.003653	0.003834	0.003340	0.025173	0.021431	0.017153	0.015162	0.016574	0.005070	0.194248	-93881.021
290	0.005121	0.001762	0.003537	0.003536	0.008458	0.003217	0.007175	0.034237	0.032275	0.023329	0.012668	0.022890	0.011515	0.104011	-92061.998
300	0.009982	0.008614	0.003684	0.005931	0.002047	0.006374	0.000962	0.053050	0.044106	0.036148	0.027473	0.035468	0.010688	0.029877	-93759.921
310	0.005400	0.003630	0.002418	0.007586	0.002839	0.002588	0.001816	0.034824	0.030722	0.023729	0.015220	0.023283	0.001248	0.029877	-94893.089
320	0.005830	0.002941	0.001606	0.003454	0.002622	0.001817	0.004061	0.023126	0.019564	0.015758	0.013467	0.015505	0.000827	0.031295	-97587.922
330	0.005434	0.003625	0.002095	0.002564	0.002418	0.001673	0.011467	0.035679	0.031662	0.024312	0.021015	0.023921	0.008282	0.143441	-96525.978
340	0.008223	0.007847	0.001494	0.005099	0.005617	0.003007	0.017285	0.038285	0.031616	0.026299	0.013275	0.025669	0.010668	0.138476	-93305.531
350	0.003154	0.004182	0.001197	0.002823	0.002058	0.002037	0.003582	0.021696	0.018107	0.014903	0.010719	0.014546	0.003680	0.046160	-94535.925
360	0.004139	0.005808	0.001782	0.002786	0.002028	0.008907	0.006242	0.032310	0.028414	0.022194	0.013264	0.021663	0.007543	0.164631	-94516.228
370	0.005950	0.014764	0.002498	0.002744	0.002815	0.001963	0.003287	0.046450	0.038944	0.031927	0.020101	0.030192	0.017559	0.283164	-96139.174
380	0.011827	0.007819	0.002530	0.002662	0.002499	0.002055	0.006790	0.047047	0.042298	0.032337	0.018726	0.030579	0.001408	0.194876	-93063.030
390	0.007099	0.003784	0.002328	0.004455	0.001699	0.003217	0.007675	0.031995	0.029065	0.021991	0.012583	0.020796	0.000949	0.233226	-94506.846
400	0.003929	0.003109	0.001619	0.004019	0.002048	0.003599	0.001796	0.022250	0.019456	0.015293	0.009949	0.014462	0.000660	0.025955	-93356.852
410	0.004763	0.007257	0.001387	0.003188	0.002482	0.001913	0.003638	0.026970	0.023817	0.018614	0.012293	0.017530	0.002138	0.035669	-94744.896
420	0.002978	0.006148	0.002191	0.002366	0.007300	0.005025	0.003110	0.016862	0.015634	0.009428	0.007232	0.007971	0.001324	0.119307	-96165.861
430	0.004517	0.008501	0.002112	0.002032	0.006953	0.004600	0.003965	0.025576	0.022086	0.016410	0.011661	0.010625	0.006037	0.336084	-92527.543
440	0.005578	0.006301	0.002443	0.004392	0.001952	0.005447	0.015135	0.031586	0.028465	0.021318	0.014209	0.018768	0.011556	0.532919	-93474.722
450	0.004885	0.002367	0.001676	0.013104	0.007653	0.004565	0.005720	0.027662	0.025875	0.019203	0.009527	0.011384	0.009472	0.612237	-96582.978
460	0.002805	0.002297	0.001589	0.004760	0.002834	0.007674	0.001511	0.028452	0.026614	0.019058	0.014997	0.013653	0.000700	0.390100	-94728.621
470	0.005010	0.005391	0.002425	0.006100	0.010884	0.002413	0.002866	0.050825	0.047542	0.034783	0.024235	0.023943	0.001614	0.510941	-92772.827
480	0.002331	0.003479	0.001844	0.060678	0.002554	0.007352	0.001976	0.023643	0.020881	0.015364	0.004507	0.012821	0.003274	0.710526	-92890.981
490	0.001910	0.002628	0.002938	0.005337	0.003833	0.003137	0.005088	0.016890	0.014195	0.010156	0.008634	0.007256	0.005744	0.724646	-95824.773
500	0.002357	0.008220	0.004041	0.003419	0.002459	0.004097	0.003177	0.019749	0.016598	0.011792	0.011325	0.006946	0.004750	0.888588	-96134.336
510	0.005806	0.004005	0.004658	0.008079	0.001050	0.004738	0.003370	0.020359	0.017110	0.012157	0.010036	0.009700	0.002686	0.641460	-92093.040
520	0.003929	0.001995	0.001637	0.005937	0.002910	0.005512	0.003050	0.013777	0.011263	0.009811	0.007939	0.002562	0.002452	0.376743	-98361.008
530	0.003269	0.001956	0.003447	0.008101	0.003130	0.002250	0.003068	0.019206	0.015894	0.012997	0.008862	0.007966	0.001631	0.372423	-100922.777
540	0.003918	0.001970	0.001025	0.002784	0.002190	0.002789	0.003678	0.023022	0.019470	0.018661	0.016506	0.011024	0.001482	0.184363	-95128.251
550	0.003443	0.001363	0.006104	0.007616	0.002051	0.003293	0.005939	0.020231	0.017193	0.014769	0.012012	0.010541	0.000385	0.315733	-97352.903
560	0.014556	0.001833	0.004359	0.007348	0.005574	0.002791	0.002626	0.037971	0.033945	0.030579	0.029598	0.013999	0.001026	0.415929	-94992.909
570	0.010690	0.002180	0.003923	0.005022	0.003685	0.005647	0.003829	0.043210	0.038490	0.035094	0.033683	0.026448	0.001743	0.310978	-94269.294
580	0.013317	0.005313	0.006199	0.002728	0.004501	0.003447	0.003967	0.070356	0.060876	0.057210	0.054843	0.041554	0.011362	0.688212	-96578.968
590	0.003383	0.002365	0.003680	0.002253	0.005026	0.001575	0.003102	0.025947	0.022204	0.020895	0.020226	0.008658	0.008222	0.532251	-93903.585
600	0.005609	0.003604	0.012541	0.020836	0.004219	0.002647	0.007330	0.043021	0.037483	0.032674	0.030811	0.023405	0.004489	0.398659	-92239.187
610	0.003541	0.002230	0.004203	0.005944	0.003012	0.000892	0.003543	0.021767	0.018402	0.016171	0.015249	0.009170	0.001764	0.161216	-93476.873
620	0.003352	0.003799	0.004391	0.007499	0.003722	0.003634	0.006437	0.026298	0.022193	0.020040	0.010654	0.013638	0.000720	0.448772	-101892.795
630	0.002189	0.006294	0.012341	0.003644	0.001612	0.005023	0.002315	0.017175	0.014259	0.012719	0.006237	0.012101	0.002080	0.279172	-95164.674
640	0.002776	0.005912	0.005488	0.003915	0.004010	0.005963	0.010174	0.021780	0.018020	0.017028	0.008518	0.015434	0.004449	0.280495	-96726.078
650	0.002570	0.003548	0.004596	0.002749	0.008013	0.003621	0.002936	0.020164	0.017279	0.016350	0.011142	0.014289	0.001510	0.193390	-97466.779
660	0.002086	0.001761	0.004397	0.010884	0.006569	0.009369	0.005321	0.014376	0.012585	0.011662	0.006537	0.010560	0.000552	0.193390	-95938.409
670	0.002607	0.002282	0.005908	0.012213	0.006068	0.003944	0.007210	0.015660	0.013358	0.012424	0.002812	0.011842	0.001412	0.226657	-95231.270
680	0.002004	0.001815	0.002211	0.002572	0.003110	0.009119	0.003092	0.012455	0.010624	0.010213	0.002237	0.009696	0.002186	0.128258	-97204.123
690	0.003419	0.004003	0.003439	0.002937	0.002612	0.009231	0.001623	0.021247	0.018123	0.017591	0.003815	0.016539	0.001119	0.106257	-95049.218
700	0.005020	0.003013	0.003959	0.004312	0.002160	0.005678	0.001407	0.031196	0.027118	0.026253	0.005602	0.024283	0.003243	0.199172	-94113.669
710	0.005746	0.002186	0.002322	0.002724	0.004073	0.002501	0.008323	0.029080	0.025468	0.024182	0.006527	0.022538	0.003132	0.189768	-95591.292
720	0.005555	0.002749	0.003782	0.003089	0.002008	0.004860	0.001371	0.028115	0.024623	0.022667	0.005482	0.021790	0.002921	0.242655	-95396.514
730	0.003526	0.002566	0.001737	0.001800	0.001912	0.008399	0.003657	0.027641	0.024287	0.022924	0.006501	0.020964	0.001212	0.242655	-92614.598
740	0.007660	0.002755	0.003219	0.002115	0.001991	0.001720	0.006149	0.041396	0.037526	0.033768	0.028052	0.031395	0.002981	0.242655	-93517.021
750	0.006810	0.001747	0.003091	0.005387	0.002194	0.002274	0.005025	0.036805	0.033805	0.031331	0.015847	0.027914	0.003300	0.396310	-96182.592
760	0.010696	0.003519	0.002219	0.001912	0.003519	0.001608	0.027307	0.037445	0.034619	0.033047	0.021974	0.024006	0.006366	0.197655	-96238.482
770	0.007498	0.002488	0.002232	0.002889	0.003360	0.001878	0.033736	0.030455	0.028535	0.025638	0.012694	0.015821	0.005297	0.447023	-92697.595
780	0.011220	0.002530	0.001433	0.003134	0.002828	0.003212	0.027923	0.032172	0.029762	0.027539	0.016063	0.010132	0.002960	0.567723	-93416.892
790	0.014435	0.002650	0.004345	0.007009	0.004597	0.004423	0.064628	0.052382	0.049992	0.042153	0.029720	0.019396	0.002834	0.730507	-93743.382
800	0.010787	0.002139	0.002845	0.016491	0.004700	0.001987	0.055138	0.048150	0.045749	0.042561	0.014341	0.030385	0.007729	0.675589	-94393.154
810	0.003846	0.000686	0.001929	0.005685	0.003303	0.001960	0.018162	0.021161	0.020626	0.016853	0.011361	0.010618	0.006175	0.808147	-92953.896
820	0.008612	0.002657	0.002695	0.003653	0.003937	0.009726	0.034391	0.033843	0.031138	0.027134	0.022838	0.019085	0.007908	0.774723	-96065.310
830	0.006263	0.003609	0.001553	0.016455	0.002458	0.003237	0.019912	0.026353	0.024635	0.021150	0.005641	0.016366	0.004860	0.774723	-99650.675
840	0.006841	0.003619	0.004407	0.007159	0.012664	0.004816	0.006451	0.038164	0.037832	0.022512	0.008170	0.010822	0.006477	0.927781	-93370.062
850	0.005485	0.003364	0.002137	0.004233	0.004177	0.005807	0.002975	0.030596	0.030496	0.023585	0.006476	0.018960	0.001706	0.866919	-96151.333
860	0.004607	0.003891	0.002389	0.001873	0.005808	0.003369	0.002345	0.025697	0.025613	0.018448	0.007449	0.008652	0.006344	0.743556	-92056.723
870	0.005014	0.002309	0.002605	0.001562	0.002027	0.003230	0.002502	0.027970	0.027879	0.019534	0.011928	0.017006	0.000986	0.213261	-94664.586
880	0.008038	0.002307	0.002931	0.007200	0.001097	0.001867	0.002470	0.031961	0.031857	0.022431	0.007513	0.018370	0.000439	0.267654	-95416.043
890	0.010272	0.006726	0.002865	0.006519	0.001779	0.003668	0.002745	0.040843	0.040710	0.032171	0.019951	0.013511	0.000224	0.325990	-90971.826
900	0.012341	0.002793	0.003089	0.004734	0.001873	0.007770	0.004623	0.031299	0.031197	0.024835	0.018351	0.009380	0.000172	0.502113	-96643.019
910	0.015765	0.017898	0.004491	0.011731	0.002875	0.005110	0.004523	0.039985	0.039494	0.030200	0.023806	0.013097	0.000219	0.073993	-95195.135
920	0.006271	0.003742	0.004725	0.003100	0.002076	0.002748	0.010624	0.016133	0.015079	0.010380	0.003022	0.002992	0.000088	0.044664	-93524.958
930	0.006271	0.002757	0.004733	0.001028	0.002345	0.001853	0.004556	0.016133	0.015004	0.010405	0.010265	0.003403	0.000088	0.125443	-100388.189
940	0.009289	0.002356	0.005149	0.003556	0.001581	0.010903	0.003557	0.020613	0.019166	0.016172	0.011810	0.008139	0.000113	0.756411	-95211.746
950	0.010171	0.002477	0.005871	0.015009	0.003446	0.002889	0.003128	0.022572	0.021122	0.016072	0.004666	0.004470	0.000124	0.171516	-92486.009
960	0.008118	0.003350	0.005796	0.002797	0.001750	0.003803	0.004457	0.024537	0.022823	0.018826	0.012520	0.010247	0.000135	0.193852	-93107.815
970	0.008973	0.002078	0.004729	0.006719	0.002071	0.008498	0.002202	0.027121	0.025749	0.023873	0.010358	0.010560	0.000221	0.358126	-95630.090
980	0.008587	0.004476	0.005983	0.003338	0.001543	0.007731	0.006096	0.034159	0.031735	0.031132	0.018828	0.017840	0.000408	0.442560	-91034.698
990	0.004770	0.003579	0.003704	0.001516	0.003567	0.002092	0.004279	0.031951	0.029684	0.029413	0.023367	0.009137	0.000907	0.396249	-95967.490
1000	0.002923	0.001760	0.009879	0.003520	0.003874	0.007166	0.002742	0.019583	0.018251	0.017535	0.005204	0.006804	0.000437	0.400299	-96229.426
1010	0.003664	0.002835	0.020046	0.002007	0.003174	0.002111	0.002274	0.024543	0.022806	0.021093	0.006522	0.011317	0.001623	0.263449	-92848.641
1020	0.003297	0.001300	0.005719	0.004243	0.009788	0.008985	0.006639	0.022083	0.021302	0.020831	0.005325	0.009419	0.003555	0.666961	-94161.570
1030	0.003770	0.002386	0.002873	0.001908	0.003123	0.006492	0.002704	0.025255	0.024157	0.023818	0.006090	0.015399	0.005870	0.777624	-95101.061
1040	0.003596	0.002654	0.003063	0.001820	0.006040	0.002314	0.002664	0.024087	0.022847	0.022472	0.005808	0.012773	0.002726	0.445000	-98634.945
1050	0.003534	0.001459	0.005931	0.002259	0.003980	0.001730	0.003289	0.020862	0.019975	0.019288	0.005300	0.005544	0.001919	0.434259	-93333.545
1060	0.007138	0.001867	0.018716	0.003181	0.021369	0.006090	0.002834	0.042143	0.040667	0.038423	0.012958	0.007437	0.005532	0.552856	-90635.499
1070	0.004301	0.006020	0.009024	0.005005	0.003727	0.002124	0.003371	0.043122	0.040047	0.039315	0.013259	0.025440	0.006729	0.893546	-92068.871
1080	0.003190	0.010140	0.002846	0.005848	0.002745	0.003109	0.002161	0.031983	0.029427	0.028780	0.009834	0.016584	0.006922	0.843766	-96369.955
1090	0.002688	0.006261	0.002953	0.004345	0.002779	0.005276	0.002909	0.026947	0.025287	0.024215	0.008668	0.010684	0.005073	0.839601	-93758.475
1100	0.002062	0.006882	0.003005	0.003728	0.007665	0.007948	0.002675	0.020673	0.019918	0.017136	0.005135	0.011902	0.000870	0.728547	-98488.947
1110	0.003610	0.006572	0.005490	0.003666	0.006732	0.003246	0.005963	0.037679	0.036303	0.031210	0.020204	0.027746	0.016695	0.723616	-92639.676
1120	0.006103	0.006406	0.003703	0.001458	0.006482	0.004247	0.006493	0.036729	0.035388	0.030423	0.022520	0.024760	0.001241	0.657686	-96269.475
1130	0.006388	0.004843	0.008242	0.004959	0.005275	0.002573	0.002920	0.038441	0.037840	0.030807	0.014630	0.008583	0.005382	0.881336	-92112.122
1140	0.005192	0.004604	0.007052	0.002402	0.001895	0.003721	0.007288	0.031246	0.030156	0.024384	0.011892	0.016941	0.008479	0.812677	-93577.817
1150	0.003937	0.006641	0.004986	0.002552	0.006874	0.002347	0.006246	0.023696	0.021639	0.019095	0.006216	0.005439	0.003554	0.989816	-94317.477
1160	0.004253	0.004427	0.009404	0.001734	0.004129	0.003705	0.004819	0.025594	0.024889	0.017493	0.009163	0.013299	0.001260	0.635393	-94423.874
1170	0.002660	0.006034	0.005915	0.003332	0.002042	0.002298	0.003468	0.020529	0.018678	0.015122	0.005273	0.008065	0.002825	0.745033	-93793.741
1180	0.001520	0.011787	0.006613	0.001784	0.003366	0.003939	0.000949	0.016459	0.014116	0.008367	0.005426	0.004201	0.000853	0.745033	-97097.896
1190	0.001669	0.005015	0.004236	0.001886	0.002688	0.002673	0.008110	0.020557	0.018638	0.013696	0.006126	0.006218	0.003390	0.630188	-97670.509
1200	0.002170	0.003853	0.002900	0.003081	0.004702	0.007080	0.002812	0.026729	0.025177	0.020465	0.007966	0.008544	0.007964	0.574902	-93586.669
1210	0.002702	0.001942	0.003969	0.002340	0.001911	0.004278	0.005219	0.035821	0.034793	0.027112	0.012436	0.016077	0.008332	0.611858	-91774.516
1220	0.002611	0.002320	0.006618	0.006703	0.002138	0.002669	0.010831	0.034612	0.034112	0.023620	0.011785	0.013658	0.004875	0.244050	-93615.106
1230	0.003248	0.002256	0.004089	0.003622	0.001709	0.005529	0.003950	0.043066	0.042444	0.032310	0.012334	0.027641	0.004382	0.137349	-93162.912
1240	0.002598	0.002102	0.010219	0.002903	0.002489	0.003395	0.002751	0.034446	0.033948	0.025063	0.013171	0.015741	0.003042	0.269838	-93803.014
1250	0.002414	0.002541	0.004410	0.001991	0.003001	0.004969	0.002714	0.041631	0.041030	0.036717	0.018701	0.019049	0.001022	0.484736	-92437.140
1260	0.004139	0.004104	0.007832	0.002597	0.004521	0.002987	0.006552	0.071377	0.070766	0.060087	0.040073	0.023510	0.002540	0.298174	-94398.842
1270	0.002206	0.003872	0.003701	0.001678	0.003649	0.003876	0.001964	0.038044	0.037663	0.032766	0.009822	0.018767	0.001485	0.360337	-96305.593
1280	0.002607	0.003048	0.002270	0.002618	0.002157	0.005147	0.003511	0.044959	0.044509	0.038722	0.014240	0.020740	0.001708	0.308580	-98255.905
1290	0.002454	0.002918	0.003740	0.001713	0.002953	0.006526	0.006560	0.042308	0.041492	0.025760	0.014647	0.014254	0.005171	0.308580	-94354.408
1300	0.003386	0.007688	0.004652	0.004367	0.002173	0.004406	0.004229	0.058381	0.057254	0.045021	0.016664	0.028430	0.005363	0.203828	-92460.623
1310	0.001430	0.006314	0.002982	0.002578	0.001892	0.006321	0.002726	0.024661	0.024185	0.016627	0.014667	0.006970	0.001817	0.200892	-95665.555
1320	0.002159	0.003119	0.004122	0.004192	0.004805	0.002567	0.002092	0.034088	0.033570	0.022983	0.013129	0.012201	0.003707	0.308716	-92791.464
1330	0.001892	0.001277	0.001383	0.001639	0.002473	0.001968	0.005976	0.029862	0.029408	0.026705	0.017079	0.009669	0.007576	0.128808	-95488.800
1340	0.003020	0.002162	0.002209	0.002706	0.003949	0.003365	0.004001	0.047679	0.046933	0.042639	0.022634	0.015437	0.015107	0.304872	-92219.306
1350	0.005415	0.003087	0.004748	0.004098	0.001832	0.001940	0.016636	0.085481	0.083960	0.071541	0.040580	0.059396	0.012604	0.441174	-93628.301
1360	0.004320	0.002577	0.003038	0.002115	0.002733	0.008498	0.005083	0.068188	0.066974	0.058453	0.051898	0.046042	0.009530	0.511036	-97318.969
1370	0.003472	0.002770	0.003157	0.005122	0.008391	0.002702	0.005389	0.054807	0.053118	0.045155	0.018245	0.021395	0.004674	0.705199	-94552.391
1380	0.001371	0.002912	0.007301	0.009754	0.004522	0.002757	0.003478	0.021640	0.020246	0.016538	0.007908	0.010788	0.004122	0.619962	-96708.187
1390	0.001579	0.001582	0.005312	0.003064	0.003225	0.005330	0.004670	0.016856	0.015771	0.013087	0.011402	0.010717	0.004745	0.574779	-95473.649
1400	0.001901	0.002300	0.009347	0.004617	0.006649	0.007119	0.004833	0.025203	0.023687	0.019956	0.018179	0.015347	0.002682	0.556180	-94420.588
1410	0.002158	0.002123	0.002497	0.003649	0.010486	0.002853	0.002311	0.021750	0.020876	0.018489	0.016599	0.008666	0.006805	0.512068	-93800.513
1420	0.002446	0.002706	0.003210	0.004258	0.005917	0.002509	0.002918	0.024654	0.023226	0.020641	0.018292	0.010548	0.007907	0.444176	-99905.078
1430	0.002806	0.007588	0.002007	0.004041	0.012724	0.003863	0.002262	0.028282	0.026233	0.023815	0.016171	0.008414	0.004535	0.202682	-95758.907
1440	0.004527	0.006070	0.003282	0.001553	0.003084	0.001044	0.006820	0.038055	0.034027	0.031430	0.025503	0.023928	0.019895	0.125390	-95808.176
1450	0.002292	0.006355	0.002230	0.005822	0.001214	0.006165	0.004133	0.019266	0.016965	0.015540	0.012717	0.012493	0.010907	0.350351	-94234.818
1460	0.002724	0.006772	0.003244	0.002279	0.001721	0.018576	0.003931	0.022895	0.019387	0.017783	0.017005	0.015324	0.013478	0.388279	-98834.983
1470	0.001757	0.003492	0.004796	0.001833	0.002369	0.021828	0.003275	0.022895	0.020818	0.016488	0.015191	0.013782	0.012837	0.838053	-96293.193
1480	0.001861	0.002956	0.005790	0.002882	0.003611	0.026202	0.004641	0.026568	0.024255	0.018966	0.017798	0.013129	0.011258	0.782395	-94604.398
1490	0.002277	0.011460	0.007160	0.002348	0.005972	0.027815	0.003160	0.032504	0.025829	0.023203	0.022214	0.017238	0.017092	0.227728	-93005.056
1500	0.001575	0.005484	0.003163	0.001867	0.003324	0.016038	0.001525	0.022475	0.017885	0.016599	0.015594	0.012676	0.007967	0.227728	-100180.157
1510	0.002207	0.004713	0.012837	0.001693	0.001826	0.002142	0.003309	0.031504	0.025797	0.023000	0.021379	0.020816	0.010710	0.091950	-92858.865
1520	0.003354	0.005341	0.007621	0.002832	0.005652	0.002345	0.002072	0.056222	0.048906	0.047825	0.035275	0.031573	0.008517	0.193586	-93668.094
1530	0.002369	0.010284	0.002501	0.002195	0.004411	0.003278	0.005571	0.048044	0.042087	0.040869	0.012506	0.018970	0.010277	0.136094	-91833.330
1540	0.002111	0.017961	0.002168	0.002713	0.002937	0.001787	0.004513	0.046311	0.040657	0.039395	0.012055	0.014975	0.010007	0.067172	-93660.692
1550	0.002667	0.002947	0.003465	0.003924	0.006020	0.002122	0.004732	0.060368	0.053309	0.051352	0.037094	0.019520	0.009882	0.099557	-95660.337
1560	0.001252	0.001780	0.001723	0.007187	0.003344	0.003647	0.003492	0.036471	0.032206	0.030882	0.006875	0.011746	0.002694	0.168104	-97097.248
1570	0.002589	0.004373	0.004748	0.001470	0.003514	0.006337	0.003854	0.079196	0.069109	0.067059	0.060918	0.043053	0.011819	0.244222	-89143.201
1580	0.002842	0.005183	0.003555	0.003207	0.009383	0.003066	0.001715	0.054981	0.047081	0.044644	0.035544	0.013465	0.005380	0.174967	-96787.308
1590	0.003285	0.002484	0.003079	0.001859	0.002874	0.005788	0.006143	0.031211	0.028188	0.022083	0.017234	0.014615	0.000842	0.261586	-92655.598
1600	0.002240	0.003145	0.001949	0.005005	0.007893	0.002237	0.004174	0.028129	0.025474	0.022845	0.005271	0.009052	0.000892	0.600888	-93845.738
1610	0.002322	0.005733	0.004523	0.002010	0.003348	0.002108	0.008344	0.029170	0.027749	0.022879	0.012981	0.015166	0.000665	0.370879	-97257.566
1620	0.002766	0.003162	0.004697	0.004111	0.006360	0.004771	0.001361	0.034738	0.033118	0.027648	0.022414	0.005219	0.001802	0.515339	-96992.487
1630	0.002307	0.002443	0.003015	0.001821	0.003105	0.002674	0.007214	0.025632	0.025045	0.024461	0.019430	0.003851	0.003320	0.515339	-95071.402
1640	0.003399	0.014736	0.007800	0.005061	0.005826	0.005859	0.001957	0.037096	0.034968	0.031986	0.010885	0.005573	0.003601	0.534556	-91978.628
1650	0.004546	0.005549	0.001931	0.002678	0.003083	0.008430	0.007378	0.019627	0.018231	0.017120	0.005882	0.002949	0.001886	0.383228	-96034.595
1660	0.005057	0.005965	0.002148	0.001327	0.005536	0.003300	0.002252	0.021832	0.020977	0.019044	0.010035	0.004642	0.002023	0.422466	-94653.071
1670	0.006188	0.006534	0.002582	0.002017	0.003219	0.004775	0.003126	0.022788	0.022219	0.019539	0.006084	0.009986	0.005548	0.385026	-97543.690
1680	0.005497	0.004030	0.004340	0.001374	0.003396	0.003847	0.008528	0.020245	0.020026	0.016289	0.005405	0.006077	0.002561	0.394884	-93070.375
1690	0.006321	0.009074	0.007075	0.003822	0.003006	0.003834	0.007960	0.023277	0.023038	0.016546	0.008846	0.009165	0.008589	0.298374	-94591.696
1700	0.003739	0.003219	0.002736	0.002959	0.001468	0.002553	0.006401	0.013771	0.013623	0.012440	0.011622	0.006694	0.005188	0.390143	-95344.403
1710	0.003994	0.005733	0.002021	0.005634	0.003855	0.003208	0.002663	0.014708	0.014347	0.013696	0.005663	0.006180	0.003445	0.365921	-99261.434
1720	0.007065	0.004632	0.006898	0.006769	0.003876	0.023488	0.004013	0.026019	0.025677	0.024229	0.012036	0.016103	0.010699	0.608571	-101090.064
1730	0.003645	0.004122	0.002104	0.004390	0.009018	0.001912	0.002406	0.013425	0.012989	0.012156	0.005648	0.007129	0.002676	0.386854	-102550.359
1740	0.004511	0.004257	0.004611	0.002261	0.007513	0.003150	0.003571	0.016611	0.016486	0.015053	0.008132	0.005283	0.004879	0.828912	-94987.429
1750	0.003821	0.011842	0.006212	0.001915	0.002083	0.003542	0.001674	0.014072	0.013642	0.012923	0.006890	0.004079	0.002151	0.722321	-95211.813
1760	0.004432	0.012454	0.008768	0.003016	0.005381	0.003421	0.003796	0.016320	0.016243	0.015007	0.006905	0.003231	0.000803	0.909773	-99678.739
