Gen	theta_6PmunDintDgolDcelDlud	theta_7DintDgolDcelDlud	theta_8DgolDcelDlud	theta_9DcelDlud	tau_6PmunDintDgolDcelDlud	tau_7DintDgolDcelDlud	tau_8DgolDcelDlud	tau_9DcelDlud	lnL
480	0.146828	0.022395	0.031783	0.004268	0.031273	0.015027	0.002516	0.001910	-75456.622
490	0.199585	0.031429	0.027382	0.004285	0.035186	0.018010	0.002692	0.002279	-75437.973
500	0.162062	0.029244	0.029737	0.005890	0.034257	0.016855	0.003340	0.001450	-75430.218
510	0.223385	0.031243	0.021548	0.006041	0.032922	0.018746	0.004798	0.001767	-75404.383
520	0.149983	0.017264	0.024654	0.006787	0.030790	0.021448	0.003845	0.002073	-75475.512
530	0.113483	0.019708	0.024231	0.010721	0.029832	0.020641	0.003779	0.001514	-75440.777
540	0.164420	0.021678	0.035110	0.001676	0.030286	0.019095	0.003868	0.003180	-75408.773
550	0.123571	0.022471	0.018316	0.001551	0.030217	0.017749	0.004135	0.003420	-75460.101
560	0.107137	0.038103	0.020327	0.001763	0.033436	0.017125	0.004590	0.003706	-75487.896
570	0.129341	0.030913	0.021420	0.001523	0.036505	0.017521	0.004836	0.004476	-75439.913
580	0.109667	0.020431	0.020850	0.001507	0.036276	0.017520	0.004708	0.004287	-75473.687
590	0.094064	0.035981	0.019429	0.001429	0.036624	0.016325	0.004387	0.003925	-75426.477
600	0.134629	0.021223	0.020773	0.001570	0.038257	0.018725	0.004769	0.004222	-75468.275
610	0.093802	0.035584	0.025279	0.001722	0.037048	0.019133	0.004677	0.004145	-75448.986
620	0.129942	0.023890	0.031520	0.001695	0.033006	0.018068	0.004076	0.003410	-75469.996
630	0.115872	0.020955	0.030103	0.001840	0.034180	0.021613	0.004268	0.003356	-75451.716
640	0.124505	0.020517	0.022697	0.005071	0.032051	0.016739	0.004487	0.002415	-75454.521
650	0.148197	0.023836	0.022697	0.004675	0.031449	0.016260	0.004487	0.002428	-75477.812
660	0.105376	0.026316	0.027432	0.004931	0.034949	0.016186	0.003654	0.002074	-75438.496
670	0.098794	0.026967	0.017900	0.006210	0.036731	0.016856	0.003655	0.001648	-75422.304
680	0.135235	0.027984	0.029838	0.006443	0.039658	0.017661	0.003887	0.002352	-75433.831
690	0.141850	0.044735	0.034451	0.003829	0.034823	0.019725	0.003545	0.002145	-75502.420
700	0.130433	0.031936	0.028406	0.002829	0.032084	0.015047	0.003190	0.002351	-75416.542
710	0.109688	0.025820	0.022362	0.003931	0.032030	0.014879	0.003089	0.001692	-75446.524
720	0.124730	0.021760	0.021414	0.005781	0.035893	0.015786	0.002958	0.001055	-75418.399
730	0.101036	0.035816	0.028323	0.003477	0.039858	0.017197	0.003494	0.002448	-75452.946
740	0.111893	0.057350	0.025039	0.003929	0.038194	0.013370	0.003275	0.001929	-75410.488
750	0.091816	0.042107	0.015005	0.003220	0.033829	0.010727	0.002917	0.001867	-75421.160
760	0.094607	0.048072	0.021439	0.002781	0.035842	0.013611	0.003137	0.002427	-75447.812
770	0.156548	0.029433	0.020338	0.002905	0.033942	0.015431	0.003279	0.002537	-75418.355
780	0.120762	0.027457	0.023254	0.002961	0.035522	0.018047	0.003410	0.002785	-75418.913
790	0.132853	0.039020	0.023783	0.003095	0.035784	0.014819	0.003487	0.002787	-75450.823
800	0.147680	0.027355	0.027788	0.004609	0.033370	0.017863	0.003181	0.001976	-75422.061
810	0.134412	0.016797	0.018529	0.004306	0.035517	0.021698	0.003181	0.002115	-75450.078
820	0.145073	0.014769	0.030118	0.003161	0.034227	0.021400	0.002978	0.002520	-75456.294
830	0.174374	0.014493	0.032583	0.006628	0.034600	0.023563	0.003108	0.001791	-75405.295
840	0.194868	0.027476	0.028648	0.006416	0.033815	0.020921	0.003907	0.002378	-75503.645
850	0.126860	0.030448	0.017386	0.002208	0.033300	0.017842	0.003675	0.003050	-75418.756
860	0.172846	0.029882	0.026713	0.002021	0.031614	0.015813	0.003270	0.002816	-75430.214
870	0.196016	0.052263	0.017884	0.001845	0.032809	0.012816	0.003211	0.002974	-75444.937
880	0.137920	0.044365	0.016950	0.001749	0.031807	0.013198	0.003043	0.002818	-75443.923
890	0.131833	0.038280	0.017051	0.001770	0.032159	0.012944	0.003061	0.002818	-75445.967
900	0.135952	0.043950	0.019804	0.002278	0.037185	0.014512	0.003555	0.002953	-75432.570
910	0.136976	0.023693	0.027367	0.002116	0.034138	0.014721	0.003208	0.002583	-75438.225
920	0.121910	0.044944	0.013621	0.003675	0.032740	0.012847	0.003051	0.001314	-75428.034
930	0.106573	0.030828	0.017325	0.003725	0.030033	0.014111	0.002781	0.001580	-75412.721
940	0.124044	0.029481	0.027811	0.003787	0.035801	0.017685	0.003299	0.002421	-75406.824
950	0.087639	0.033139	0.017615	0.005730	0.034639	0.013914	0.002985	0.001515	-75453.681
960	0.141220	0.046811	0.027469	0.008819	0.037671	0.018442	0.003245	0.001731	-75405.881
970	0.161621	0.025397	0.027647	0.004283	0.035497	0.016601	0.003106	0.002577	-75463.827
980	0.107347	0.019059	0.028628	0.004219	0.032489	0.019034	0.002916	0.001908	-75376.884
990	0.102309	0.018726	0.026492	0.004223	0.032565	0.020090	0.002668	0.001987	-75404.669
1000	0.155860	0.021408	0.026057	0.005378	0.035981	0.020363	0.002757	0.001793	-75449.232
1010	0.195023	0.029165	0.029411	0.003866	0.034013	0.017627	0.002769	0.001947	-75416.975
1020	0.169600	0.018810	0.024932	0.005017	0.029700	0.018902	0.002347	0.001074	-75408.470
1030	0.126826	0.018241	0.024277	0.006224	0.027544	0.016080	0.001811	0.000809	-75426.001
1040	0.153680	0.017407	0.028934	0.005768	0.027589	0.017136	0.001814	0.001418	-75442.723
1050	0.216578	0.026798	0.027244	0.010208	0.028617	0.014770	0.001879	0.001091	-75444.977
1060	0.163418	0.019644	0.025359	0.005291	0.025405	0.014469	0.001791	0.000954	-75415.264
1070	0.115386	0.027879	0.025822	0.003865	0.029457	0.014919	0.002139	0.001109	-75414.024
1080	0.110904	0.025423	0.025444	0.001768	0.029806	0.016447	0.003135	0.002482	-75422.229
1090	0.118985	0.018596	0.025455	0.002884	0.029503	0.018413	0.003017	0.002586	-75405.557
1100	0.124513	0.015817	0.023767	0.004215	0.031060	0.023240	0.003176	0.001962	-75409.287
1110	0.120735	0.008033	0.028033	0.003585	0.026430	0.021690	0.002786	0.001775	-75433.649
1120	0.122094	0.006992	0.032631	0.001945	0.025473	0.021795	0.002604	0.002005	-75422.909
1130	0.128732	0.013000	0.040197	0.002130	0.027819	0.020666	0.002869	0.002071	-75480.966
1140	0.151069	0.014895	0.031742	0.001810	0.031530	0.023159	0.002962	0.002367	-75445.145
1150	0.186971	0.015584	0.024251	0.001965	0.033067	0.024334	0.003139	0.002398	-75456.543
1160	0.168012	0.017850	0.021875	0.001798	0.030764	0.018230	0.002920	0.002268	-75424.933
1170	0.125560	0.028085	0.029160	0.002741	0.033842	0.017269	0.002980	0.002422	-75440.569
1180	0.137120	0.028320	0.025129	0.002674	0.038449	0.019127	0.003616	0.002846	-75426.582
1190	0.128843	0.028701	0.021868	0.002788	0.039443	0.020293	0.003771	0.002949	-75464.289
1200	0.135074	0.029176	0.021927	0.006417	0.041247	0.018229	0.004017	0.002404	-75468.797
1210	0.134563	0.031758	0.028123	0.006826	0.040229	0.015481	0.003558	0.002130	-75464.023
1220	0.118002	0.037082	0.024888	0.005507	0.036818	0.014410	0.003149	0.002019	-75444.490
1230	0.130478	0.030986	0.022223	0.003717	0.036402	0.016960	0.004868	0.004182	-75432.598
1240	0.179150	0.027300	0.030961	0.004897	0.030898	0.016672	0.004323	0.002800	-75419.915
1250	0.130067	0.015066	0.025184	0.003068	0.029230	0.021178	0.004277	0.003542	-75430.867
1260	0.154773	0.015142	0.037640	0.002978	0.028000	0.019531	0.004155	0.003349	-75442.315
1270	0.144255	0.016902	0.025278	0.005195	0.027030	0.016572	0.003974	0.002399	-75440.066
1280	0.215034	0.029015	0.018854	0.005575	0.027622	0.012413	0.004549	0.003675	-75436.811
1290	0.161452	0.040735	0.028927	0.004023	0.028990	0.012800	0.004074	0.003372	-75472.665
1300	0.146876	0.014213	0.026824	0.002921	0.026294	0.015324	0.003196	0.002534	-75443.307
1310	0.223483	0.019491	0.026558	0.003534	0.029331	0.017262	0.003565	0.002703	-75454.316
1320	0.219200	0.022720	0.015900	0.003630	0.029183	0.020232	0.003547	0.002562	-75422.438
1330	0.211232	0.012505	0.025380	0.004698	0.026147	0.017022	0.002991	0.001941	-75391.397
1340	0.216552	0.008884	0.033452	0.003606	0.026147	0.021730	0.002991	0.001840	-75426.154
1350	0.176384	0.006251	0.036309	0.003348	0.024983	0.022183	0.002797	0.001566	-75419.586
1360	0.179044	0.004942	0.035220	0.003644	0.027209	0.024572	0.003046	0.001696	-75470.222
1370	0.250456	0.005765	0.039173	0.003017	0.030263	0.027386	0.003388	0.002535	-75431.234
1380	0.253387	0.005420	0.033307	0.002573	0.028806	0.026356	0.003148	0.002693	-75411.676
1390	0.239435	0.004060	0.034483	0.002514	0.025386	0.023337	0.002829	0.002140	-75401.219
1400	0.217872	0.004364	0.044492	0.002792	0.026701	0.024084	0.002976	0.002133	-75432.377
1410	0.200946	0.006669	0.028849	0.002956	0.025890	0.022788	0.002907	0.001893	-75437.517
1420	0.209518	0.008207	0.029341	0.003410	0.026825	0.022438	0.003012	0.002504	-75414.411
1430	0.192549	0.004701	0.027951	0.006288	0.025555	0.023422	0.002869	0.002071	-75431.776
1440	0.190104	0.004628	0.025978	0.005683	0.025158	0.023058	0.003006	0.002221	-75440.793
1450	0.201413	0.004797	0.035415	0.002704	0.024546	0.022497	0.002956	0.002236	-75422.747
1460	0.151432	0.004516	0.036800	0.003000	0.023865	0.022498	0.002768	0.001905	-75436.489
1470	0.164116	0.012156	0.023206	0.002210	0.023112	0.019586	0.002681	0.002425	-75452.782
1480	0.151547	0.008802	0.028399	0.004669	0.025221	0.021372	0.002609	0.001367	-75390.493
1490	0.147608	0.012566	0.029598	0.002531	0.026286	0.021098	0.002719	0.002178	-75444.552
1500	0.152016	0.012423	0.020222	0.001761	0.026548	0.021711	0.002861	0.002455	-75467.979
1510	0.178148	0.015122	0.036963	0.001668	0.025148	0.016601	0.002619	0.002326	-75425.259
1520	0.183465	0.013698	0.021878	0.002825	0.025484	0.019321	0.002716	0.001478	-75408.184
1530	0.184555	0.014548	0.034114	0.001908	0.026745	0.020013	0.002895	0.002409	-75417.733
1540	0.190071	0.010165	0.024536	0.003898	0.025693	0.019501	0.002736	0.001375	-75422.158
1550	0.151680	0.013525	0.030724	0.002950	0.028089	0.022051	0.003117	0.002103	-75372.793
1560	0.133146	0.007599	0.027238	0.002071	0.024901	0.020419	0.002763	0.002355	-75449.766
1570	0.143690	0.006933	0.031761	0.001851	0.024395	0.021282	0.002969	0.002528	-75395.766
1580	0.124703	0.007584	0.024592	0.001809	0.025614	0.021575	0.003174	0.002852	-75430.268
1590	0.122682	0.007276	0.027414	0.005803	0.024574	0.020699	0.003045	0.001714	-75446.922
1600	0.119517	0.006168	0.022012	0.004933	0.024630	0.022375	0.003052	0.002632	-75403.083
1610	0.160971	0.008297	0.037162	0.004987	0.022603	0.018798	0.002801	0.002193	-75425.952
1620	0.138557	0.013890	0.022864	0.004451	0.023530	0.017837	0.002887	0.001822	-75493.540
1630	0.146312	0.014992	0.019906	0.009732	0.025664	0.018217	0.003320	0.001953	-75398.298
1640	0.179552	0.015806	0.015948	0.008501	0.025936	0.016984	0.003271	0.001924	-75450.525
1650	0.160914	0.011944	0.022313	0.002872	0.023715	0.018164	0.002991	0.002371	-75414.456
1660	0.176555	0.010956	0.023008	0.002557	0.024454	0.020672	0.003084	0.002831	-75435.193
1670	0.182005	0.012923	0.027127	0.007488	0.028832	0.021027	0.003636	0.003176	-75435.957
1680	0.203713	0.009722	0.024217	0.029045	0.025739	0.021669	0.003246	0.000618	-75414.009
1690	0.196642	0.006858	0.026367	0.014028	0.026889	0.023674	0.003474	0.001397	-75431.150
1700	0.145273	0.007130	0.031372	0.005141	0.026729	0.023912	0.003114	0.002435	-75444.560
1710	0.137127	0.006223	0.022318	0.003442	0.023836	0.020056	0.002858	0.002434	-75438.260
1720	0.156268	0.006356	0.019772	0.014774	0.022819	0.018171	0.002520	0.001242	-75404.956
1730	0.219498	0.006259	0.034188	0.002534	0.026879	0.022033	0.002933	0.002481	-75431.344
1740	0.168506	0.010653	0.032748	0.003450	0.028117	0.022916	0.003068	0.001994	-75437.419
1750	0.175002	0.016586	0.022330	0.002434	0.027400	0.020038	0.003589	0.003084	-75442.394
1760	0.205932	0.014911	0.029489	0.002258	0.023556	0.016609	0.003086	0.002457	-75424.371
1770	0.136532	0.012106	0.030805	0.002250	0.022683	0.018403	0.002983	0.002287	-75400.149
1780	0.143535	0.017072	0.019448	0.002975	0.024138	0.015556	0.003179	0.001958	-75434.888
1790	0.134914	0.017285	0.021950	0.002130	0.027146	0.019037	0.003572	0.002887	-75421.956
1800	0.158362	0.018526	0.024698	0.003092	0.027146	0.018001	0.003252	0.001942	-75422.692
1810	0.133655	0.018471	0.023668	0.002603	0.028390	0.019565	0.003136	0.002492	-75438.104
1820	0.112112	0.025550	0.027112	0.003140	0.028494	0.019185	0.003027	0.001985	-75393.843
1830	0.121905	0.015690	0.022494	0.002271	0.027053	0.018653	0.002949	0.002474	-75416.059
1840	0.145734	0.015291	0.024196	0.002150	0.028570	0.021817	0.003172	0.002578	-75492.860
1850	0.153813	0.017260	0.038579	0.002811	0.030553	0.022283	0.003393	0.002255	-75446.568
1860	0.156809	0.023027	0.034067	0.003222	0.034777	0.022934	0.003643	0.002641	-75404.083
1870	0.138217	0.013325	0.024866	0.003051	0.031665	0.021366	0.003450	0.002502	-75400.378
1880	0.153276	0.011121	0.025918	0.004435	0.028866	0.020984	0.003145	0.001995	-75398.540
1890	0.178053	0.012591	0.032017	0.004105	0.028377	0.022393	0.002912	0.001982	-75499.497
1900	0.169115	0.011573	0.033668	0.004052	0.029840	0.021607	0.003062	0.001043	-75438.581
1910	0.169193	0.025999	0.027803	0.006187	0.029906	0.020889	0.003708	0.002378	-75423.576
1920	0.138271	0.013120	0.029350	0.003015	0.029906	0.021458	0.003564	0.002841	-75435.867
1930	0.157333	0.012721	0.034610	0.003716	0.029674	0.021706	0.003536	0.002269	-75448.378
1940	0.181703	0.006908	0.024465	0.008446	0.029099	0.025643	0.003468	0.001715	-75419.068
1950	0.126891	0.006205	0.028234	0.004053	0.027639	0.023634	0.003294	0.001873	-75437.170
1960	0.136061	0.006966	0.028769	0.003515	0.028575	0.023777	0.003370	0.002780	-75418.796
1970	0.137260	0.004689	0.030682	0.003955	0.028262	0.025993	0.003333	0.001969	-75428.403
1980	0.142165	0.005575	0.032762	0.003472	0.029897	0.026134	0.003224	0.002510	-75447.277
1990	0.134783	0.003141	0.024463	0.004445	0.024686	0.023235	0.002662	0.001676	-75415.037
2000	0.168423	0.002709	0.029592	0.018875	0.026707	0.025311	0.002773	0.001159	-75403.707
2010	0.180062	0.002411	0.026334	0.011592	0.023766	0.022524	0.002467	0.001494	-75406.942
2020	0.150700	0.002411	0.029189	0.003098	0.023766	0.022524	0.002467	0.001822	-75457.515
2030	0.149424	0.002672	0.031121	0.003122	0.026344	0.024968	0.002858	0.002222	-75410.683
2040	0.199416	0.003394	0.035857	0.002983	0.025169	0.023853	0.002713	0.002123	-75402.842
2050	0.209365	0.003418	0.031957	0.002882	0.024984	0.023376	0.002607	0.002165	-75415.693
2060	0.168064	0.003307	0.028183	0.003525	0.024173	0.022617	0.002522	0.001806	-75441.841
2070	0.145387	0.003544	0.029391	0.003795	0.025209	0.023026	0.002631	0.001707	-75401.803
2080	0.153492	0.004757	0.021418	0.006060	0.027525	0.025232	0.003112	0.001275	-75430.964
2090	0.135101	0.005920	0.029754	0.003059	0.026669	0.023690	0.002511	0.001927	-75436.065
2100	0.157043	0.005043	0.028025	0.002999	0.023941	0.020907	0.002325	0.001584	-75396.605
2110	0.153685	0.005008	0.021238	0.009829	0.023957	0.021065	0.002537	0.001640	-75407.383
2120	0.133518	0.005117	0.031737	0.006719	0.023186	0.020704	0.002466	0.002081	-75418.359
2130	0.200402	0.007112	0.029245	0.004002	0.027202	0.022729	0.002894	0.002249	-75467.652
2140	0.179814	0.004788	0.023896	0.007618	0.022227	0.019842	0.002364	0.001325	-75409.843
2150	0.179472	0.005246	0.025562	0.005088	0.023776	0.020783	0.002529	0.002295	-75451.050
2160	0.172682	0.003043	0.026170	0.006238	0.024342	0.022327	0.002589	0.001961	-75375.967
2170	0.166246	0.002964	0.026473	0.003828	0.024624	0.023358	0.002619	0.002231	-75410.671
2180	0.177904	0.003485	0.030668	0.007194	0.028957	0.027468	0.003097	0.001978	-75382.040
2190	0.177507	0.003442	0.025289	0.006132	0.027607	0.025381	0.002843	0.002048	-75395.061
2200	0.127575	0.005038	0.023888	0.004970	0.026209	0.023155	0.002603	0.001970	-75414.343
2210	0.111481	0.006547	0.031206	0.002376	0.027792	0.023963	0.002779	0.002170	-75421.665
2220	0.121469	0.022370	0.023561	0.002938	0.029181	0.020440	0.002995	0.002038	-75451.051
2230	0.138492	0.023859	0.028635	0.007207	0.033756	0.022945	0.003358	0.001193	-75427.107
2240	0.175781	0.027793	0.020681	0.004580	0.031409	0.017130	0.003192	0.001994	-75459.070
2250	0.207628	0.022336	0.020919	0.008359	0.030454	0.020371	0.003192	0.000197	-75379.127
2260	0.161401	0.021787	0.028578	0.002884	0.032325	0.021115	0.002085	0.001642	-75395.710
2270	0.150385	0.015898	0.028578	0.003915	0.032883	0.018981	0.002085	0.001360	-75413.903
2280	0.133750	0.028757	0.025406	0.003394	0.029552	0.016450	0.001923	0.001387	-75424.868
2290	0.144644	0.025793	0.023583	0.005946	0.026422	0.016673	0.001785	0.000426	-75447.379
2300	0.171540	0.009652	0.033136	0.001874	0.027119	0.020902	0.001833	0.001425	-75450.193
2310	0.153361	0.010002	0.023738	0.001886	0.027301	0.022865	0.001845	0.001435	-75435.464
2320	0.132443	0.011967	0.038189	0.001975	0.028261	0.020736	0.001932	0.001468	-75416.119
2330	0.099689	0.011113	0.027366	0.005485	0.028843	0.020862	0.001972	0.001158	-75413.887
2340	0.126964	0.010026	0.025416	0.004658	0.028258	0.022033	0.001837	0.001448	-75422.165
2350	0.165096	0.009930	0.023158	0.003905	0.026519	0.018602	0.001674	0.001285	-75431.256
2360	0.150351	0.019870	0.029048	0.003654	0.029878	0.019851	0.001832	0.001522	-75447.570
2370	0.141802	0.017326	0.037299	0.004501	0.029756	0.020828	0.001760	0.001140	-75432.432
2380	0.167851	0.022707	0.022679	0.002863	0.028317	0.014537	0.001810	0.001583	-75417.657
2390	0.170955	0.023659	0.029072	0.003939	0.032531	0.018149	0.002133	0.001816	-75472.961
2400	0.159390	0.024550	0.019597	0.004233	0.031416	0.016726	0.002077	0.001478	-75388.391
2410	0.133386	0.013257	0.025497	0.004500	0.029331	0.017644	0.001729	0.001318	-75420.073
2420	0.133555	0.022618	0.025996	0.005924	0.031285	0.015988	0.001763	0.001344	-75412.345
2430	0.187434	0.029209	0.027431	0.008455	0.036162	0.016767	0.002117	0.001815	-75424.547
2440	0.201971	0.037942	0.017648	0.005785	0.037276	0.015320	0.002116	0.001814	-75444.085
2450	0.178978	0.035064	0.026761	0.005250	0.036075	0.017618	0.002112	0.001993	-75413.967
2460	0.201102	0.028723	0.026761	0.003715	0.037531	0.018583	0.002112	0.001993	-75451.431
2470	0.164171	0.025540	0.026761	0.014016	0.039483	0.020636	0.002112	0.001993	-75408.543
2480	0.134417	0.036241	0.026129	0.010827	0.039483	0.021627	0.001938	0.001632	-75402.044
2490	0.144940	0.022113	0.037450	0.007155	0.039486	0.021447	0.001996	0.000707	-75444.476
2500	0.136942	0.030564	0.020832	0.004508	0.039724	0.019907	0.001875	0.000990	-75441.638
2510	0.146175	0.023143	0.033748	0.002657	0.037151	0.018954	0.001872	0.001511	-75451.600
2520	0.135679	0.028283	0.027341	0.002557	0.038875	0.018106	0.002009	0.001808	-75415.167
2530	0.110158	0.038145	0.017648	0.003534	0.041527	0.013592	0.002293	0.001703	-75419.618
2540	0.095279	0.060367	0.025598	0.004612	0.044832	0.014982	0.002397	0.001814	-75417.385
2550	0.105128	0.039154	0.021792	0.005463	0.044828	0.016405	0.002567	0.001707	-75433.689
2560	0.129058	0.041793	0.020589	0.003594	0.039880	0.016120	0.002426	0.002305	-75459.675
2570	0.129654	0.035900	0.018559	0.008207	0.042685	0.017522	0.002719	0.002037	-75425.136
2580	0.102480	0.033853	0.022082	0.005102	0.040923	0.016038	0.002343	0.001973	-75382.765
2590	0.142425	0.028950	0.028357	0.007399	0.035399	0.013668	0.002194	0.002106	-75431.263
2600	0.112090	0.024027	0.020260	0.005144	0.029487	0.015304	0.001978	0.001889	-75449.793
2610	0.135207	0.029069	0.022247	0.007160	0.032743	0.016792	0.002302	0.001788	-75450.331
2620	0.145445	0.021722	0.039889	0.003238	0.034684	0.020075	0.002537	0.002018	-75398.229
2630	0.107279	0.042490	0.025501	0.003494	0.036590	0.016000	0.002594	0.001954	-75428.261
2640	0.089852	0.017651	0.021370	0.002410	0.030381	0.014354	0.002277	0.001999	-75430.012
2650	0.098566	0.026312	0.023093	0.005803	0.032758	0.015828	0.002514	0.001987	-75451.982
2660	0.100853	0.022750	0.028972	0.003641	0.031398	0.020345	0.002292	0.001826	-75424.730
2670	0.117343	0.020350	0.028972	0.004494	0.031398	0.019584	0.002292	0.001479	-75402.129
2680	0.113188	0.022382	0.029510	0.004221	0.031171	0.017774	0.002335	0.001211	-75429.666
2690	0.096709	0.022092	0.029944	0.002568	0.032140	0.018474	0.002370	0.002049	-75421.485
2700	0.120250	0.030374	0.026337	0.003549	0.034508	0.016938	0.002496	0.001644	-75443.050
2710	0.123356	0.031399	0.027906	0.002960	0.035301	0.017982	0.002621	0.002180	-75412.533
2720	0.113042	0.033210	0.029881	0.002632	0.035559	0.021013	0.002579	0.002137	-75440.242
2730	0.120360	0.040703	0.032659	0.002421	0.036223	0.017453	0.002342	0.001921	-75446.314
2740	0.138636	0.027860	0.028840	0.002407	0.036585	0.018696	0.002433	0.001989	-75411.458
2750	0.109807	0.030842	0.014718	0.002123	0.033068	0.014900	0.002148	0.001944	-75456.348
2760	0.149800	0.038828	0.021805	0.002450	0.036838	0.015997	0.002390	0.002085	-75381.126
2770	0.167641	0.021142	0.026367	0.002310	0.035831	0.018209	0.002253	0.001965	-75414.585
2780	0.135411	0.031593	0.025576	0.003955	0.036598	0.014604	0.002185	0.001080	-75419.855
2790	0.088887	0.028298	0.022487	0.002175	0.037161	0.017007	0.002254	0.002090	-75415.439
2800	0.121334	0.032664	0.022487	0.004641	0.038635	0.019536	0.002254	0.001359	-75439.766
2810	0.114289	0.030083	0.030443	0.002816	0.033760	0.016595	0.001959	0.001744	-75455.888
2820	0.108153	0.035293	0.022652	0.005087	0.038822	0.015559	0.002138	0.001450	-75444.479
