Gen	theta_6r	theta_7s	theta_8t	theta_9i	theta_10k	theta_11u	theta_12j	theta_13l	theta_14j	tau_6r	tau_7s	tau_8t	tau_9i	tau_10k	tau_11u	tau_12j	tau_13l	phi_j<-i	phi_l<-k	lnL
16500	0.002405	0.012295	0.004440	0.003100	0.004449	0.015171	0.001792	0.006050	0.006864	0.003414	0.002765	0.001510	0.001167	0.000731	0.001005	0.000337	0.000731	0.758136	0.892682	-110188.221
16510	0.002146	0.002269	0.003385	0.002815	0.007284	0.003725	0.004133	0.028619	0.002342	0.003047	0.002725	0.001394	0.001046	0.000469	0.001104	0.000605	0.000469	0.775301	0.864631	-110476.140
16520	0.001903	0.003586	0.003741	0.002057	0.008469	0.002426	0.025603	0.019456	0.001858	0.003607	0.003226	0.001651	0.001350	0.001251	0.001591	0.000707	0.001251	0.905639	0.966986	-103941.488
16530	0.002486	0.006907	0.003435	0.004851	0.006976	0.001515	0.003517	0.004727	0.002988	0.004712	0.003553	0.002157	0.001807	0.001754	0.002150	0.001454	0.001754	0.889797	0.630092	-111998.823
16540	0.002597	0.003121	0.004096	0.003237	0.002328	0.002631	0.008125	0.004996	0.008724	0.004923	0.004306	0.002254	0.001984	0.001651	0.001943	0.001136	0.001651	0.940619	0.927941	-109202.692
16550	0.003220	0.007740	0.004626	0.015542	0.004612	0.001173	0.006410	0.016650	0.003831	0.007347	0.005372	0.003363	0.002296	0.002092	0.003120	0.001935	0.002092	0.512175	0.823805	-104894.737
16560	0.001495	0.001341	0.002916	0.003059	0.004260	0.002467	0.005548	0.001129	0.003305	0.003412	0.003005	0.001677	0.001331	0.000913	0.001595	0.000203	0.000913	0.586578	0.866918	-109451.721
16570	0.001982	0.003140	0.003866	0.002950	0.003566	0.001939	0.002258	0.004378	0.004004	0.004523	0.003719	0.002223	0.002038	0.001419	0.001896	0.001322	0.001419	0.501379	0.673212	-104859.007
16580	0.002131	0.003496	0.006064	0.002835	0.007069	0.006124	0.001889	0.003602	0.003074	0.004862	0.004164	0.002390	0.002142	0.001936	0.002327	0.001704	0.001936	0.343017	0.969129	-104711.160
16590	0.001319	0.003194	0.002969	0.002066	0.002672	0.003082	0.013166	0.004138	0.003446	0.003009	0.002373	0.001479	0.001306	0.001198	0.001278	0.000490	0.001198	0.621371	0.821238	-109733.192
16600	0.002366	0.004639	0.003795	0.002629	0.014479	0.001961	0.012394	0.003939	0.004930	0.005400	0.004543	0.002849	0.002333	0.002150	0.002475	0.002031	0.002150	0.328811	0.934775	-105552.783
16610	0.001933	0.004405	0.004987	0.010024	0.006104	0.004141	0.012160	0.002692	0.001568	0.004410	0.003970	0.002326	0.002042	0.001827	0.002022	0.001021	0.001827	0.324252	0.946911	-111642.756
16620	0.001775	0.014232	0.012517	0.002264	0.001980	0.003734	0.002504	0.001446	0.006194	0.004050	0.003317	0.002137	0.001927	0.001627	0.002064	0.001890	0.001627	0.039422	0.748900	-112907.739
16630	0.001912	0.018929	0.001854	0.002274	0.002075	0.004283	0.002552	0.001430	0.005887	0.003021	0.002470	0.001748	0.001642	0.000980	0.001447	0.000276	0.000980	0.033939	0.845230	-111495.771
16640	0.002359	0.006805	0.001850	0.004914	0.001781	0.003627	0.002103	0.005641	0.002272	0.002326	0.001773	0.001282	0.001256	0.000738	0.001036	0.000054	0.000738	0.199780	0.856643	-109421.085
16650	0.003774	0.008000	0.003362	0.006521	0.003192	0.002514	0.003019	0.003652	0.008457	0.004170	0.003641	0.002298	0.002188	0.000263	0.001492	0.000720	0.000263	0.641637	0.920632	-110722.861
16660	0.003191	0.006361	0.001853	0.004293	0.002814	0.002225	0.002218	0.001625	0.012395	0.003526	0.002743	0.001708	0.001464	0.000211	0.000926	0.000195	0.000211	0.816333	0.986015	-112350.371
16670	0.003731	0.035729	0.002425	0.007776	0.003025	0.002992	0.006776	0.002962	0.002126	0.004123	0.003087	0.002085	0.001336	0.000474	0.000759	0.000036	0.000474	0.952390	0.965655	-113235.447
16680	0.005041	0.006198	0.001797	0.002470	0.004087	0.002822	0.010448	0.003330	0.001964	0.005570	0.005387	0.004236	0.002380	0.000846	0.003397	0.000049	0.000846	0.827798	0.965655	-101008.460
16690	0.002344	0.002561	0.007520	0.001812	0.002952	0.001015	0.002138	0.008498	0.010114	0.002606	0.002567	0.001748	0.000808	0.000225	0.001578	0.000034	0.000225	0.445100	0.807758	-112598.896
16700	0.005718	0.010602	0.019340	0.005181	0.006751	0.003750	0.005072	0.003827	0.003744	0.005751	0.005656	0.003680	0.002125	0.001375	0.002277	0.000206	0.001375	0.529823	0.454947	-107270.108
16710	0.004469	0.002065	0.002901	0.001884	0.004386	0.003389	0.007573	0.002612	0.006584	0.004494	0.004412	0.004031	0.002316	0.000642	0.002011	0.001719	0.000642	0.468488	0.279792	-109768.811
16720	0.007193	0.002994	0.001539	0.002503	0.003575	0.004295	0.015993	0.011986	0.007819	0.007234	0.007131	0.006684	0.003728	0.001329	0.003579	0.002770	0.001329	0.720257	0.476868	-100721.035
16730	0.003451	0.009937	0.006373	0.003864	0.002804	0.002059	0.004149	0.003658	0.005430	0.003642	0.003640	0.002856	0.001588	0.000849	0.001961	0.000527	0.000849	0.591709	0.722780	-106196.400
16740	0.007338	0.005552	0.013701	0.003457	0.003200	0.001842	0.007065	0.005816	0.005792	0.008081	0.008076	0.006564	0.004016	0.003262	0.004813	0.001669	0.003262	0.500048	0.893610	-108127.826
16750	0.003819	0.002339	0.003025	0.001864	0.002334	0.006490	0.002724	0.001593	0.002050	0.004205	0.004203	0.003263	0.002090	0.001946	0.001987	0.000956	0.001946	0.498073	0.484783	-106499.437
16760	0.004153	0.004025	0.005904	0.002439	0.008542	0.001556	0.002657	0.057402	0.004001	0.004811	0.004809	0.004286	0.002548	0.001591	0.002460	0.002305	0.001591	0.568538	0.469305	-110782.965
16770	0.002473	0.003141	0.007090	0.001741	0.003956	0.003201	0.002013	0.044287	0.003076	0.003005	0.003003	0.002465	0.001591	0.001109	0.002000	0.001215	0.001109	0.553261	0.237845	-107588.968
16780	0.002881	0.004350	0.015508	0.004197	0.002059	0.008254	0.002668	0.103551	0.002777	0.006286	0.006271	0.005633	0.003196	0.003012	0.003015	0.002214	0.003012	0.806073	0.233516	-112120.798
16790	0.001255	0.001537	0.002491	0.002314	0.002260	0.002178	0.004580	0.024716	0.003677	0.002737	0.002713	0.002389	0.001392	0.001279	0.001313	0.000238	0.001279	0.907269	0.132520	-113045.139
16800	0.001557	0.003651	0.004633	0.002037	0.005181	0.002587	0.002287	0.016701	0.005647	0.003391	0.003360	0.003142	0.001823	0.000972	0.001824	0.000265	0.000972	0.679151	0.165873	-114258.887
16810	0.002521	0.003936	0.003363	0.004435	0.002300	0.004717	0.006001	0.004355	0.002994	0.005487	0.005444	0.004617	0.002626	0.002228	0.002417	0.000503	0.002228	0.342808	0.014586	-106985.796
16820	0.002597	0.013718	0.004334	0.005659	0.004327	0.001905	0.003259	0.008429	0.003972	0.005653	0.005407	0.004301	0.002463	0.000385	0.003478	0.002071	0.000385	0.643527	0.020959	-103673.927
16830	0.005257	0.045043	0.002831	0.004449	0.004080	0.002559	0.005157	0.005543	0.006543	0.008099	0.006960	0.006642	0.004072	0.002765	0.004353	0.003863	0.002765	0.739643	0.268042	-106218.473
16840	0.006425	0.041715	0.010862	0.005631	0.009601	0.002601	0.003895	0.006165	0.001979	0.009898	0.008400	0.007995	0.006339	0.002149	0.005714	0.003652	0.002149	0.738973	0.058422	-108260.892
16850	0.003469	0.008000	0.011247	0.006091	0.002063	0.004285	0.002145	0.004058	0.008455	0.005344	0.004936	0.004554	0.003905	0.001513	0.003283	0.001796	0.001513	0.555230	0.292217	-112688.183
16860	0.002498	0.011204	0.003899	0.001430	0.006203	0.004467	0.002557	0.000773	0.001997	0.003848	0.003608	0.003037	0.002830	0.001337	0.002755	0.000472	0.001337	0.706366	0.066126	-115047.458
16870	0.001847	0.005814	0.002492	0.003958	0.005540	0.003281	0.007760	0.002768	0.002990	0.002846	0.002746	0.002246	0.001658	0.001295	0.001922	0.000448	0.001295	0.712396	0.301481	-118446.843
16880	0.002506	0.024244	0.002283	0.007675	0.004097	0.004879	0.003572	0.004174	0.003072	0.003300	0.003133	0.002726	0.001854	0.001178	0.002008	0.001682	0.001178	0.662188	0.320845	-109660.638
16890	0.003679	0.034378	0.005511	0.006821	0.002454	0.008473	0.001361	0.001946	0.006629	0.004846	0.004586	0.004039	0.003002	0.002983	0.003140	0.002930	0.002983	0.655997	0.591660	-104357.434
16900	0.004053	0.021054	0.003087	0.006140	0.001586	0.002673	0.002713	0.005888	0.004104	0.005595	0.005476	0.005106	0.003466	0.003444	0.004212	0.001079	0.003444	0.915282	0.329633	-107592.724
16910	0.004527	0.013278	0.002599	0.001430	0.004593	0.004672	0.005576	0.004668	0.003607	0.006249	0.006055	0.005707	0.003871	0.003846	0.005252	0.002885	0.003846	0.750624	0.390281	-100581.303
16920	0.003471	0.003540	0.003330	0.001248	0.003548	0.008422	0.001152	0.005602	0.003879	0.005455	0.005381	0.004998	0.003379	0.003358	0.004963	0.003029	0.003358	0.448983	0.683566	-108270.997
16930	0.004715	0.019877	0.005994	0.001696	0.002377	0.004043	0.003797	0.010323	0.003323	0.007410	0.006719	0.006513	0.004590	0.004561	0.005760	0.003105	0.004561	0.322048	0.476482	-102373.136
16940	0.004000	0.004877	0.002812	0.002472	0.004777	0.001733	0.002921	0.003908	0.003217	0.006286	0.005994	0.005903	0.003894	0.003869	0.005536	0.003862	0.003869	0.681358	0.418425	-104061.961
16950	0.002054	0.006185	0.002408	0.001780	0.003889	0.002976	0.028101	0.005587	0.003810	0.003300	0.003121	0.003052	0.002014	0.000946	0.002963	0.000805	0.000946	0.656547	0.418425	-112707.947
16960	0.001835	0.002009	0.009242	0.002228	0.006927	0.002989	0.005363	0.002248	0.007413	0.002948	0.002852	0.002850	0.002238	0.000309	0.002328	0.000949	0.000309	0.805948	0.429537	-109444.097
16970	0.004545	0.003452	0.007309	0.010005	0.009596	0.002211	0.003222	0.002604	0.004060	0.007303	0.007175	0.006870	0.005581	0.001434	0.006588	0.004372	0.001434	0.882041	0.614965	-105475.958
16980	0.006716	0.005309	0.007180	0.013882	0.002707	0.007257	0.005442	0.003766	0.002983	0.010451	0.010334	0.010281	0.008341	0.004831	0.009967	0.006438	0.004831	0.921019	0.244804	-104014.592
16990	0.003631	0.002405	0.006169	0.011516	0.007064	0.005046	0.008370	0.004548	0.001354	0.005650	0.005621	0.005601	0.004685	0.001247	0.004257	0.001775	0.001247	0.601241	0.125214	-105536.582
17000	0.003546	0.020395	0.045752	0.002338	0.002538	0.006947	0.001995	0.003020	0.013333	0.006281	0.006194	0.006038	0.005944	0.003661	0.003885	0.003337	0.003661	0.857101	0.259990	-106099.513
17010	0.003254	0.002069	0.012167	0.010937	0.003719	0.004525	0.005696	0.001638	0.001944	0.005764	0.005729	0.005580	0.005097	0.002328	0.003215	0.001892	0.002328	0.879415	0.056968	-98266.947
17020	0.003838	0.008244	0.002300	0.018362	0.004941	0.003048	0.006021	0.004550	0.003630	0.006798	0.006759	0.006701	0.006342	0.002327	0.005128	0.004022	0.002327	0.946771	0.164546	-106514.699
17030	0.003369	0.003769	0.001719	0.012801	0.007192	0.003504	0.004474	0.002148	0.002260	0.006328	0.006319	0.006169	0.004423	0.002859	0.003720	0.002945	0.002859	0.704543	0.067546	-105862.838
17040	0.002513	0.002462	0.001321	0.003342	0.001538	0.002984	0.004717	0.004668	0.006661	0.004721	0.004691	0.004543	0.004245	0.002030	0.002306	0.001608	0.002030	0.476096	0.004288	-105873.457
17050	0.007248	0.002126	0.007691	0.003612	0.005753	0.004914	0.005180	0.002164	0.003717	0.013615	0.013493	0.012486	0.011766	0.005196	0.006380	0.003568	0.005196	0.407340	0.004288	-98410.751
17060	0.006017	0.004440	0.008377	0.005183	0.012351	0.004459	0.007073	0.005852	0.004501	0.011302	0.011172	0.010593	0.006292	0.001741	0.005224	0.002202	0.001741	0.437754	0.004288	-104269.050
17070	0.005001	0.009137	0.003669	0.004806	0.002793	0.002644	0.002473	0.001410	0.004106	0.009395	0.008999	0.008805	0.004582	0.003258	0.006005	0.003907	0.003258	0.631524	0.004288	-108269.042
17080	0.002954	0.002167	0.006225	0.001112	0.006429	0.002050	0.004215	0.002243	0.006466	0.005548	0.005428	0.005375	0.004393	0.001741	0.003094	0.002315	0.001741	0.670585	0.004288	-103836.613
17090	0.002677	0.002800	0.003499	0.002675	0.004357	0.005320	0.005312	0.010116	0.003753	0.005181	0.005107	0.004991	0.004028	0.001466	0.002924	0.002248	0.001466	0.694221	0.099722	-105953.821
17100	0.005500	0.003005	0.002668	0.009060	0.012077	0.002644	0.003995	0.014969	0.003256	0.008307	0.008233	0.008048	0.005779	0.002513	0.006062	0.004372	0.002513	0.554396	0.203320	-103185.734
17110	0.004303	0.008194	0.002674	0.013317	0.003109	0.003342	0.002389	0.005102	0.001977	0.006498	0.006469	0.006295	0.004498	0.002990	0.003817	0.002965	0.002990	0.559432	0.265704	-110151.135
17120	0.004303	0.001317	0.003161	0.003358	0.005028	0.003959	0.003758	0.004450	0.001949	0.006498	0.006496	0.006324	0.005557	0.003344	0.003817	0.001782	0.003344	0.544892	0.477206	-110456.381
17130	0.002941	0.012292	0.002369	0.009025	0.003089	0.003665	0.002957	0.004519	0.002960	0.004441	0.004423	0.004377	0.003790	0.001663	0.002609	0.002399	0.001663	0.516903	0.179784	-107007.693
17140	0.002519	0.003538	0.003988	0.019047	0.004260	0.004419	0.002725	0.002328	0.002800	0.003804	0.003771	0.003754	0.002684	0.000488	0.002426	0.001732	0.000488	0.961702	0.055218	-106333.046
17150	0.003972	0.005345	0.005115	0.008909	0.003066	0.002788	0.006965	0.002954	0.004665	0.005226	0.005188	0.005075	0.004416	0.000168	0.004285	0.001224	0.000168	0.819337	0.048611	-104395.004
17160	0.004202	0.003535	0.007529	0.007196	0.005162	0.003415	0.002244	0.006735	0.004611	0.005529	0.005520	0.005246	0.004216	0.000178	0.003472	0.002955	0.000178	0.886423	0.055588	-104775.369
17170	0.003402	0.007813	0.020550	0.007503	0.001821	0.002629	0.006821	0.019737	0.001913	0.004659	0.004426	0.004355	0.003195	0.000118	0.002787	0.000480	0.000118	0.464355	0.166483	-104289.787
17180	0.002304	0.007333	0.003809	0.004946	0.001799	0.002255	0.001550	0.003315	0.003732	0.003643	0.003477	0.003355	0.002909	0.001235	0.002096	0.000509	0.001235	0.744601	0.013643	-108661.105
17190	0.003340	0.005383	0.003877	0.004332	0.003061	0.001217	0.015677	0.002817	0.002411	0.004758	0.004595	0.004213	0.003575	0.001808	0.003889	0.001535	0.001808	0.744601	0.401319	-102274.210
17200	0.002562	0.001855	0.003190	0.004405	0.002100	0.001956	0.002673	0.002880	0.004921	0.003650	0.003605	0.003381	0.002983	0.001459	0.002763	0.002168	0.001459	0.641547	0.103511	-105919.624
17210	0.002209	0.003179	0.002744	0.005399	0.002307	0.005106	0.003026	0.002795	0.002137	0.003896	0.003766	0.003683	0.003418	0.001878	0.002787	0.001900	0.001878	0.489470	0.261451	-105723.031
17220	0.004193	0.004380	0.003967	0.002762	0.004093	0.017706	0.002540	0.009072	0.001807	0.006963	0.006846	0.006567	0.006247	0.002902	0.005412	0.005210	0.002902	0.078431	0.592800	-108558.307
17230	0.003797	0.003419	0.001480	0.022387	0.003349	0.003819	0.004014	0.001976	0.003161	0.006305	0.006208	0.005953	0.005836	0.002316	0.005055	0.003825	0.002316	0.367784	0.691967	-108886.894
17240	0.001644	0.002130	0.003811	0.003083	0.004574	0.003533	0.010230	0.003702	0.003979	0.002730	0.002579	0.002363	0.002325	0.000599	0.002036	0.001438	0.000599	0.138116	0.715104	-107302.045
17250	0.001877	0.002215	0.002155	0.005181	0.001806	0.005439	0.002542	0.004406	0.003819	0.003337	0.003273	0.003009	0.002403	0.001303	0.001793	0.000741	0.001303	0.503251	0.536366	-106189.793
17260	0.002573	0.002035	0.001967	0.003122	0.002391	0.004557	0.002510	0.014049	0.004867	0.004576	0.004435	0.004110	0.003629	0.000966	0.003884	0.001690	0.000966	0.594536	0.339138	-112174.195
17270	0.003083	0.002432	0.007649	0.008049	0.003161	0.002743	0.005247	0.006931	0.002470	0.005928	0.005746	0.004611	0.003363	0.000537	0.004447	0.001544	0.000537	0.378974	0.295476	-111852.706
17280	0.002384	0.006616	0.001978	0.002722	0.002726	0.004267	0.002716	0.006572	0.003902	0.004583	0.003889	0.003743	0.003632	0.000654	0.002702	0.002264	0.000654	0.760245	0.499362	-110149.314
17290	0.002976	0.011134	0.010775	0.003999	0.002425	0.003819	0.005877	0.005369	0.007270	0.005179	0.004345	0.003943	0.003356	0.002599	0.003106	0.001681	0.002599	0.765655	0.497950	-102839.400
17300	0.002602	0.003189	0.002554	0.002357	0.004913	0.014105	0.001494	0.003775	0.006356	0.004528	0.003794	0.003775	0.003597	0.001919	0.002823	0.002735	0.001919	0.758607	0.861280	-107896.867
17310	0.003688	0.004636	0.003914	0.005756	0.012981	0.008158	0.003059	0.004471	0.002293	0.009463	0.007897	0.007721	0.007527	0.001307	0.006897	0.006188	0.001307	0.428827	0.957914	-101880.211
17320	0.001827	0.002371	0.006731	0.011364	0.011734	0.001627	0.005414	0.003248	0.004448	0.004689	0.003913	0.003824	0.003764	0.000367	0.003783	0.001269	0.000367	0.513249	0.976536	-107011.841
17330	0.002396	0.002474	0.001831	0.008357	0.005822	0.002751	0.002486	0.002973	0.002217	0.004689	0.003912	0.003884	0.003880	0.001630	0.003451	0.003250	0.001630	0.657222	0.945782	-107690.376
17340	0.002952	0.005086	0.001696	0.003886	0.004197	0.002785	0.001737	0.007140	0.005968	0.005823	0.004857	0.004854	0.004818	0.000720	0.002722	0.002551	0.000720	0.254292	0.918816	-103120.004
17350	0.002370	0.004161	0.002737	0.007174	0.007679	0.002282	0.001688	0.004822	0.005341	0.004909	0.004095	0.004092	0.003227	0.002180	0.002755	0.002755	0.002180	0.498458	0.368144	-109574.217
17360	0.002163	0.003133	0.005317	0.004985	0.006071	0.002706	0.006591	0.002333	0.002673	0.003986	0.003324	0.003108	0.002953	0.001141	0.002434	0.002113	0.001141	0.339994	0.934524	-113078.460
17370	0.002334	0.002164	0.003975	0.002670	0.008934	0.003692	0.038837	0.003703	0.004052	0.004243	0.003648	0.003566	0.003271	0.000306	0.002379	0.000766	0.000306	0.458592	0.976554	-112112.218
17380	0.003282	0.001558	0.010201	0.002444	0.016943	0.003449	0.003844	0.001495	0.003808	0.008047	0.007173	0.006821	0.006545	0.002199	0.006808	0.002634	0.002199	0.249007	0.921474	-108817.208
17390	0.002882	0.001807	0.002659	0.002230	0.007337	0.001733	0.004355	0.002192	0.001751	0.006941	0.006116	0.006002	0.005604	0.002032	0.004006	0.002869	0.002032	0.070182	0.961692	-104126.405
17400	0.002996	0.001694	0.003045	0.004594	0.003184	0.004570	0.013753	0.002304	0.002851	0.006503	0.005733	0.005645	0.004248	0.001027	0.002980	0.000290	0.001027	0.230247	0.629519	-105987.995
17410	0.002996	0.003200	0.002114	0.003850	0.003388	0.001665	0.006678	0.002590	0.003353	0.006503	0.005356	0.005284	0.003121	0.000775	0.003725	0.000764	0.000775	0.492310	0.744536	-107645.009
17420	0.002393	0.002742	0.008672	0.005323	0.002472	0.007423	0.002454	0.002175	0.004877	0.005195	0.004246	0.003294	0.001810	0.001004	0.002904	0.001622	0.001004	0.560174	0.560351	-105113.055
17430	0.002411	0.002361	0.003362	0.007193	0.001446	0.003570	0.005095	0.028662	0.005315	0.005232	0.004373	0.004169	0.001749	0.000733	0.002817	0.000356	0.000733	0.733337	0.555304	-106272.329
17440	0.002229	0.002765	0.002663	0.002700	0.004493	0.004315	0.001206	0.002163	0.003453	0.005031	0.004178	0.003640	0.002480	0.000378	0.001504	0.000774	0.000378	0.895496	0.307409	-104854.652
17450	0.002912	0.002749	0.003734	0.002677	0.008496	0.003090	0.005022	0.002325	0.005640	0.006572	0.005878	0.004787	0.003935	0.001095	0.002361	0.001048	0.001095	0.939458	0.442303	-102590.741
17460	0.004789	0.004520	0.001884	0.005066	0.006692	0.004800	0.011039	0.002456	0.003639	0.009530	0.008336	0.007584	0.005226	0.002786	0.004240	0.002848	0.002786	0.966535	0.442303	-111858.054
17470	0.003291	0.003667	0.002915	0.002833	0.010076	0.002657	0.003379	0.003664	0.003959	0.006549	0.005242	0.004070	0.003025	0.002205	0.003890	0.001947	0.002205	0.969694	0.531049	-107129.962
17480	0.007677	0.003033	0.005924	0.003161	0.004612	0.003397	0.001945	0.001935	0.004429	0.012649	0.011470	0.007824	0.006108	0.005557	0.005607	0.000582	0.005557	0.989384	0.800710	-96746.000
17490	0.006375	0.003273	0.003297	0.001548	0.006671	0.005851	0.002622	0.004262	0.003269	0.010095	0.007798	0.006719	0.005150	0.004448	0.004458	0.001385	0.004448	0.988395	0.358362	-103987.713
17500	0.017798	0.002369	0.008272	0.006366	0.004478	0.003317	0.002211	0.001650	0.002712	0.015473	0.014239	0.010084	0.007611	0.006448	0.006833	0.001647	0.006448	0.988395	0.928259	-99693.991
17510	0.006957	0.003041	0.003136	0.002953	0.002430	0.004624	0.022215	0.006593	0.004169	0.008395	0.007384	0.005758	0.003975	0.003326	0.003572	0.000689	0.003326	0.911602	0.612476	-103464.650
17520	0.008007	0.002741	0.008627	0.004025	0.004840	0.001190	0.002054	0.008347	0.004618	0.009661	0.008973	0.008141	0.005578	0.003828	0.004048	0.003880	0.003828	0.990697	0.517407	-106036.671
17530	0.007090	0.004759	0.008305	0.003259	0.006964	0.004223	0.014398	0.003633	0.004694	0.009360	0.008693	0.006943	0.004823	0.002818	0.003922	0.003322	0.002818	0.891366	0.453696	-105940.371
17540	0.005841	0.022785	0.002697	0.001704	0.001830	0.007019	0.004029	0.001340	0.007428	0.007711	0.006181	0.006024	0.005304	0.003324	0.004117	0.001510	0.003324	0.680177	0.217935	-110098.439
17550	0.006407	0.009734	0.004588	0.004105	0.003075	0.002228	0.004347	0.004844	0.003034	0.008459	0.006917	0.006717	0.004677	0.001605	0.005215	0.002638	0.001605	0.582363	0.186740	-103664.974
17560	0.006407	0.012555	0.005457	0.001498	0.004801	0.003872	0.002556	0.002787	0.002622	0.008459	0.006904	0.006725	0.004231	0.002789	0.004314	0.003887	0.002789	0.150237	0.118841	-99041.621
17570	0.005270	0.008815	0.007318	0.001490	0.006077	0.004367	0.000891	0.003513	0.004635	0.006957	0.005659	0.005539	0.002873	0.001400	0.003405	0.002062	0.001400	0.503506	0.011537	-103677.104
17580	0.004949	0.014113	0.006554	0.001687	0.005438	0.005767	0.004184	0.006717	0.005304	0.007961	0.006282	0.005694	0.003075	0.002766	0.004183	0.001391	0.002766	0.528891	0.160224	-108639.917
17590	0.002533	0.009439	0.003967	0.002690	0.003827	0.003016	0.003242	0.002834	0.007180	0.004592	0.003670	0.003296	0.001773	0.001372	0.002673	0.000831	0.001372	0.351040	0.284742	-110022.051
17600	0.002432	0.003268	0.005284	0.003256	0.006234	0.002143	0.001707	0.004363	0.008741	0.003997	0.003305	0.002880	0.001706	0.001360	0.002051	0.001279	0.001360	0.313971	0.211668	-110770.548
17610	0.003736	0.007989	0.007237	0.014579	0.002556	0.003442	0.002527	0.014767	0.002032	0.009063	0.007902	0.005942	0.004592	0.003642	0.005482	0.002462	0.003642	0.049738	0.449381	-109162.833
17620	0.002252	0.004807	0.006295	0.012944	0.001119	0.006345	0.003453	0.007729	0.011416	0.005218	0.004949	0.003476	0.002652	0.001714	0.002785	0.002409	0.001714	0.443745	0.510361	-103948.090
17630	0.002675	0.002787	0.002836	0.005285	0.002492	0.021793	0.003026	0.009936	0.001660	0.006199	0.005967	0.004691	0.003457	0.000507	0.003395	0.000959	0.000507	0.393362	0.640638	-105175.436
17640	0.002404	0.011302	0.002947	0.003595	0.002714	0.010306	0.004548	0.003496	0.008253	0.005569	0.004983	0.003942	0.002256	0.000278	0.003317	0.001921	0.000278	0.379554	0.387679	-108216.008
17650	0.005379	0.039373	0.004997	0.001544	0.005083	0.013823	0.003575	0.003786	0.002084	0.009443	0.009203	0.006684	0.005531	0.001109	0.004780	0.003195	0.001109	0.293350	0.524574	-101137.019
17660	0.004128	0.036723	0.004667	0.005180	0.001449	0.003198	0.005633	0.005068	0.010234	0.009106	0.008480	0.006268	0.004914	0.001943	0.006138	0.004795	0.001943	0.442411	0.037972	-103619.657
17670	0.001437	0.010861	0.003438	0.002236	0.009183	0.002823	0.003668	0.003076	0.002803	0.003585	0.003088	0.002551	0.002111	0.000557	0.002100	0.001141	0.000557	0.588459	0.133444	-118545.642
17680	0.002656	0.015877	0.008155	0.006135	0.002414	0.006592	0.003294	0.004490	0.001517	0.006475	0.005762	0.004597	0.003758	0.003278	0.004331	0.001144	0.003278	0.588459	0.334222	-110611.408
17690	0.003241	0.008700	0.016211	0.007028	0.003554	0.008389	0.003530	0.003696	0.004717	0.007900	0.007343	0.005061	0.003673	0.001709	0.004805	0.000960	0.001709	0.629164	0.409954	-109075.832
17700	0.001473	0.002681	0.003988	0.007061	0.002191	0.003194	0.004622	0.003393	0.002207	0.003641	0.003233	0.002240	0.001911	0.000552	0.001124	0.000266	0.000552	0.944954	0.533256	-107818.667
17710	0.003273	0.005698	0.010233	0.004867	0.004755	0.001297	0.005093	0.002958	0.001349	0.009389	0.008488	0.005290	0.004413	0.000446	0.004935	0.000109	0.000446	0.895808	0.512922	-107346.925
17720	0.002538	0.002200	0.003281	0.021159	0.001958	0.003548	0.002871	0.009084	0.007546	0.007973	0.007293	0.004583	0.002291	0.000798	0.002279	0.000121	0.000798	0.827095	0.389880	-108916.981
17730	0.002635	0.003617	0.003215	0.004708	0.002034	0.001294	0.005365	0.001893	0.001919	0.008280	0.007800	0.004925	0.004581	0.000169	0.003628	0.003094	0.000169	0.761459	0.521137	-102691.885
17740	0.002729	0.009380	0.001831	0.009913	0.002117	0.015380	0.002827	0.005589	0.001771	0.008572	0.007452	0.005321	0.004706	0.000125	0.002192	0.002150	0.000125	0.822517	0.377096	-102457.888
17750	0.002534	0.007368	0.002499	0.004773	0.004688	0.002577	0.003915	0.004334	0.001512	0.008572	0.008068	0.005270	0.005117	0.000125	0.004008	0.003465	0.000125	0.960601	0.244080	-104108.039
17760	0.002534	0.002904	0.002562	0.004281	0.003135	0.021534	0.002405	0.002757	0.001779	0.008572	0.008106	0.005269	0.005222	0.002401	0.002907	0.002157	0.002401	0.951101	0.335924	-105001.344
17770	0.002596	0.009421	0.002078	0.003912	0.003318	0.002846	0.005958	0.003426	0.004735	0.007289	0.005951	0.004482	0.004433	0.001212	0.003687	0.002315	0.001212	0.786933	0.052415	-101115.909
17780	0.003338	0.010879	0.002672	0.001688	0.002458	0.005580	0.002291	0.001491	0.009638	0.009374	0.008028	0.005764	0.005550	0.004608	0.004614	0.002227	0.004608	0.973413	0.315995	-104808.485
17790	0.003180	0.008601	0.002421	0.003083	0.002707	0.001394	0.003240	0.002436	0.002937	0.007425	0.006435	0.004566	0.003973	0.003650	0.003654	0.002755	0.003650	0.915475	0.282806	-106528.921
17800	0.002003	0.007173	0.010238	0.007992	0.003584	0.003994	0.002415	0.004915	0.003060	0.007695	0.006465	0.004636	0.004000	0.003320	0.004602	0.000875	0.003320	0.940497	0.076225	-111038.064
17810	0.001664	0.011593	0.004334	0.002829	0.006655	0.001953	0.004920	0.003641	0.002178	0.006394	0.004633	0.003852	0.003779	0.003094	0.003357	0.000785	0.003094	0.986266	0.484996	-110827.883
17820	0.002692	0.008961	0.005506	0.005013	0.005052	0.001297	0.003722	0.003319	0.003127	0.008121	0.006524	0.004893	0.004800	0.003998	0.004457	0.003808	0.003998	0.663850	0.716232	-108126.941
